Time (BJD_TBD - 2450000), L_h/L_star (ppm)
9.903683680555783212e+03,2.685620886051913558e+01
9.903683703452748887e+03,2.685626178381964024e+01
9.903683726349714561e+03,2.685631470638318063e+01
9.903683749246680236e+03,2.685636762820976031e+01
9.903683772143645911e+03,2.685642054929938993e+01
9.903683795040611585e+03,2.685647346965203752e+01
9.903683817937577260e+03,2.685652638926771374e+01
9.903683840834542934e+03,2.685657930814641858e+01
9.903683863731508609e+03,2.685663222628814140e+01
9.903683886628474283e+03,2.685668514369288573e+01
9.903683909525439958e+03,2.685673806036065159e+01
9.903683932422405633e+03,2.685679097629143186e+01
9.903683955319371307e+03,2.685684389148521589e+01
9.903683978216336982e+03,2.685689680594201079e+01
9.903684001113302656e+03,2.685694971966180944e+01
9.903684024010268331e+03,2.685700263264459409e+01
9.903684046907234006e+03,2.685705554489040026e+01
9.903684069804199680e+03,2.685710845639918531e+01
9.903684092701163536e+03,2.685716136716676417e+01
9.903684115598129210e+03,2.685721427720152832e+01
9.903684138495094885e+03,2.685726718649928202e+01
9.903684161392060560e+03,2.685732009506002171e+01
9.903684184289026234e+03,2.685737300288372964e+01
9.903684207185991909e+03,2.685742590997042711e+01
9.903684230082957583e+03,2.685747881632008927e+01
9.903684252979923258e+03,2.685753172193271965e+01
9.903684275876888933e+03,2.685758462680831826e+01
9.903684298773854607e+03,2.685763753094688511e+01
9.903684321670820282e+03,2.685769043434840597e+01
9.903684344567785956e+03,2.685774333701288441e+01
9.903684367464751631e+03,2.685779623894031332e+01
9.903684390361717305e+03,2.685784914013070335e+01
9.903684413258682980e+03,2.685790204058404029e+01
9.903684436155648655e+03,2.685795494030030994e+01
9.903684459052614329e+03,2.685800783927953006e+01
9.903684481949580004e+03,2.685806073752168999e+01
9.903684504846545678e+03,2.685811363502678262e+01
9.903684527743511353e+03,2.685816653179480795e+01
9.903684550640477028e+03,2.685821942782576599e+01
9.903684573537442702e+03,2.685827232311964252e+01
9.903684596434408377e+03,2.685832521767644465e+01
9.903684619331374051e+03,2.685837811149616883e+01
9.903684642228339726e+03,2.685843100457880794e+01
9.903684665125305401e+03,2.685848389692436555e+01
9.903684688022271075e+03,2.685853678853282744e+01
9.903684710919236750e+03,2.685858967940420072e+01
9.903684733816202424e+03,2.685864256953847473e+01
9.903684756713168099e+03,2.685869545893564947e+01
9.903684779610133774e+03,2.685874834759572494e+01
9.903684802507099448e+03,2.685880123551869403e+01
9.903684825404065123e+03,2.685885412270455674e+01
9.903684848301030797e+03,2.685890700915330953e+01
9.903684871197996472e+03,2.685895989486494173e+01
9.903684894094960327e+03,2.685901277983526114e+01
9.903684916991926002e+03,2.685906566407265927e+01
9.903684939888891677e+03,2.685911854757293327e+01
9.903684962785857351e+03,2.685917143033608312e+01
9.903684985682823026e+03,2.685922431236210173e+01
9.903685008579788700e+03,2.685927719365098199e+01
9.903685031476754375e+03,2.685933007420273455e+01
9.903685054373720050e+03,2.685938295401734521e+01
9.903685077270685724e+03,2.685943583309481042e+01
9.903685100167651399e+03,2.685948871143513728e+01
9.903685123064617073e+03,2.685954158903831157e+01
9.903685145961582748e+03,2.685959446590432975e+01
9.903685168858548423e+03,2.685964734203319537e+01
9.903685191755514097e+03,2.685970021742490488e+01
9.903685214652479772e+03,2.685975309207945472e+01
9.903685237549445446e+03,2.685980596599683778e+01
9.903685260446411121e+03,2.685985883917705408e+01
9.903685283343376796e+03,2.685991171162009650e+01
9.903685306240342470e+03,2.685996458332597925e+01
9.903685329137308145e+03,2.686001745429467746e+01
9.903685352034273819e+03,2.686007032452619114e+01
9.903685374931239494e+03,2.686012319402052384e+01
9.903685397828205168e+03,2.686017606277767200e+01
9.903685420725170843e+03,2.686022893079763563e+01
9.903685443622136518e+03,2.686028179808040051e+01
9.903685466519102192e+03,2.686033466462597019e+01
9.903685489416067867e+03,2.686038753043434824e+01
9.903685512313033541e+03,2.686044039550552043e+01
9.903685535209999216e+03,2.686049325983948677e+01
9.903685558106964891e+03,2.686054612343624726e+01
9.903685581003930565e+03,2.686059898629580189e+01
9.903685603900896240e+03,2.686065184841813647e+01
9.903685626797861914e+03,2.686070470980325808e+01
9.903685649694827589e+03,2.686075757045115608e+01
9.903685672591793264e+03,2.686081043036183402e+01
9.903685695488757119e+03,2.686086328953108193e+01
9.903685718385722794e+03,2.686091614796730553e+01
9.903685741282688468e+03,2.686096900566628776e+01
9.903685764179654143e+03,2.686102186262804636e+01
9.903685787076619818e+03,2.686107471885256004e+01
9.903685809973585492e+03,2.686112757433983589e+01
9.903685832870551167e+03,2.686118042908985970e+01
9.903685855767516841e+03,2.686123328310264213e+01
9.903685878664482516e+03,2.686128613637816898e+01
9.903685901561448190e+03,2.686133898891644378e+01
