Time (BJD_TBD - 2450000), F_d/F_star (ppm)
9.896128576389048249e+03,9.722932298452049338e+01
9.896128599245501391e+03,9.722691970420807195e+01
9.896128622101952715e+03,9.722451639265744916e+01
9.896128644958405857e+03,9.722211304948906729e+01
9.896128667814857181e+03,9.721970967508853789e+01
9.896128690671310324e+03,9.721730626907627482e+01
9.896128713527761647e+03,9.721490283183791803e+01
9.896128736384214790e+03,9.721249936299386718e+01
9.896128759240666113e+03,9.721009586292977644e+01
9.896128782097119256e+03,9.720769233126601705e+01
9.896128804953570580e+03,9.720528876838827159e+01
9.896128827810023722e+03,9.720288517391691130e+01
9.896128850666476865e+03,9.720048154804632645e+01
9.896128873522928188e+03,9.719807789097075101e+01
9.896128896379381331e+03,9.719567420231068411e+01
9.896128919235832655e+03,9.719327048245168044e+01
9.896128942092285797e+03,9.719086673101422491e+01
9.896128964948737121e+03,9.718846294838388644e+01
9.896128987805190263e+03,9.718605913418114994e+01
9.896129010661641587e+03,9.718365528879158433e+01
9.896129033518094730e+03,9.718125141183558924e+01
9.896129056374546053e+03,9.717884750369891833e+01
9.896129079230999196e+03,9.717644356400184336e+01
9.896129102087450519e+03,9.717403959313008954e+01
9.896129124943903662e+03,9.717163559070398549e+01
9.896129147800356805e+03,9.716923155691797831e+01
9.896129170656808128e+03,9.716682749196625934e+01
9.896129193513261271e+03,9.716442339546937035e+01
9.896129216369712594e+03,9.716201926781283760e+01
9.896129239226165737e+03,9.715961510861716022e+01
9.896129262082617061e+03,9.715721091826787870e+01
9.896129284939070203e+03,9.715480669638550637e+01
9.896129307795521527e+03,9.715240244335559794e+01
9.896129330651974669e+03,9.714999815879863831e+01
9.896129353508425993e+03,9.714759384310016799e+01
9.896129376364879136e+03,9.714518949588064345e+01
9.896129399221332278e+03,9.714278511733446919e+01
9.896129422077783602e+03,9.714038070765586497e+01
9.896129444934236744e+03,9.713797626646531569e+01
9.896129467790688068e+03,9.713557179414837606e+01
9.896129490647141211e+03,9.713316729032557362e+01
9.896129513503592534e+03,9.713076275538243465e+01
9.896129536360045677e+03,9.712835818893945827e+01
9.896129559216497000e+03,9.712595359138219919e+01
9.896129582072950143e+03,9.712354896233112811e+01
9.896129604929401467e+03,9.712114430217188499e+01
9.896129627785854609e+03,9.711873961052479842e+01
9.896129650642307752e+03,9.711633488758424448e+01
9.896129673498759075e+03,9.711393013354464188e+01
9.896129696355212218e+03,9.711152534802624814e+01
9.896129719211663542e+03,9.710912053141484535e+01
9.896129742068116684e+03,9.710671568333073367e+01
9.896129764924568008e+03,9.710431080415963834e+01
9.896129787781021150e+03,9.710190589352187374e+01
9.896129810637472474e+03,9.709950095180319352e+01
9.896129833493925616e+03,9.709709597862388364e+01
9.896129856350376940e+03,9.709469097436969776e+01
9.896129879206830083e+03,9.709228593866095025e+01
9.896129902063283225e+03,9.708988087169196035e+01
9.896129924919734549e+03,9.708747577365723203e+01
9.896129947776187691e+03,9.708507064417693755e+01
9.896129970632639015e+03,9.708266548363698689e+01
9.896129993489092158e+03,9.708026029165748128e+01
9.896130016345543481e+03,9.707785506862437330e+01
9.896130039201996624e+03,9.707544981415776419e+01
9.896130062058447947e+03,9.707304452864359234e+01
9.896130084914901090e+03,9.707063921170195897e+01
9.896130107771352414e+03,9.706823386371884510e+01
9.896130130627805556e+03,9.706582848431430932e+01
9.896130153484256880e+03,9.706342307387431845e+01
9.896130176340710022e+03,9.706101763201897370e+01
9.896130199197163165e+03,9.705861215894277905e+01
9.896130222053614489e+03,9.705620665484016740e+01
9.896130244910067631e+03,9.705380111933132525e+01
9.896130267766518955e+03,9.705139555280210573e+01
9.896130290622972097e+03,9.704898995487268110e+01
9.896130313479423421e+03,9.704658432592893291e+01
9.896130336335876564e+03,9.704417866559107608e+01
9.896130359192327887e+03,9.704177297424493531e+01
9.896130382048781030e+03,9.703936725151069709e+01
9.896130404905232353e+03,9.703696149777424296e+01
