Time (BJD_TBD - 2450000), L_f/L_star (ppm)
9.891595520833507180e+03,1.484715618072148935e+01
9.891595543725843527e+03,1.484761931755205389e+01
9.891595566618178054e+03,1.484808245975709617e+01
9.891595589510514401e+03,1.484854560741010054e+01
9.891595612402848928e+03,1.484900876043735707e+01
9.891595635295185275e+03,1.484947191891234652e+01
9.891595658187519803e+03,1.484993508276136254e+01
9.891595681079856149e+03,1.485039825205788411e+01
9.891595703972190677e+03,1.485086142672820664e+01
9.891595726864527023e+03,1.485132460684581623e+01
9.891595749756863370e+03,1.485178779237379842e+01
9.891595772649197897e+03,1.485225098327523341e+01
9.891595795541534244e+03,1.485271417962361795e+01
9.891595818433868772e+03,1.485317738134522969e+01
9.891595841326205118e+03,1.485364058851356539e+01
9.891595864218539646e+03,1.485410380105490624e+01
9.891595887110875992e+03,1.485456701904274368e+01
9.891595910003210520e+03,1.485503024240335535e+01
9.891595932895546866e+03,1.485549347121023622e+01
9.891595955787881394e+03,1.485595670538966928e+01
9.891595978680217740e+03,1.485641994501514596e+01
9.891596001572554087e+03,1.485688319004975355e+01
9.891596024464888615e+03,1.485734644045656694e+01
9.891596047357224961e+03,1.485780969630909176e+01
9.891596070249559489e+03,1.485827295753359678e+01
9.891596093141895835e+03,1.485873622420358409e+01
9.891596116034230363e+03,1.485919949624532777e+01
9.891596138926566709e+03,1.485966277373232280e+01
9.891596161818901237e+03,1.486012605659085395e+01
9.891596184711237584e+03,1.486058934489441086e+01
9.891596207603573930e+03,1.486105263860608439e+01
9.891596230495908458e+03,1.486151593768894053e+01
9.891596253388244804e+03,1.486197924221649025e+01
9.891596276280579332e+03,1.486244255211500054e+01
9.891596299172915678e+03,1.486290586745797881e+01
9.891596322065250206e+03,1.486336918817169206e+01
9.891596344957586552e+03,1.486383251432965125e+01
9.891596367849921080e+03,1.486429584585810559e+01
9.891596390742257427e+03,1.486475918283058917e+01
9.891596413634591954e+03,1.486522252517335119e+01
9.891596436526928301e+03,1.486568587295990440e+01
9.891596459419264647e+03,1.486614922615332546e+01
9.891596482311599175e+03,1.486661258471668212e+01
9.891596505203935521e+03,1.486707594872349425e+01
9.891596528096270049e+03,1.486753931810001816e+01
9.891596550988606396e+03,1.486800269291977017e+01
9.891596573880940923e+03,1.486846607310901014e+01
9.891596596773277270e+03,1.486892945874125438e+01
9.891596619665611797e+03,1.486939284974275211e+01
9.891596642557948144e+03,1.486985624618703206e+01
9.891596665450284490e+03,1.487031964803715667e+01
9.891596688342619018e+03,1.487078305525620259e+01
9.891596711234955364e+03,1.487124646791768612e+01
9.891596734127289892e+03,1.487170988594785825e+01
9.891596757019626239e+03,1.487217330942025129e+01
9.891596779911960766e+03,1.487263673826110022e+01
