Time (BJD_TBD - 2450000), L_total/L_star (ppm)
1.065014266203716397e+04,1.806968592746834474e+02
1.065014268332748725e+04,1.806955861742376612e+02
1.065014270461781052e+04,1.806943131748666929e+02
1.065014272590813380e+04,1.806930402765723898e+02
1.065014274719845707e+04,1.806917674793567130e+02
1.065014276848878217e+04,1.806904947831128823e+02
1.065014278977910544e+04,1.806892221880602847e+02
1.065014281106942872e+04,1.806879496940921683e+02
1.065014283235975199e+04,1.806866773012104090e+02
1.065014285365007527e+04,1.806854050094168826e+02
1.065014287494039854e+04,1.806841328187136355e+02
1.065014289623072182e+04,1.806828607291026003e+02
1.065014291752104509e+04,1.806815887405856245e+02
1.065014293881136837e+04,1.806803168531646406e+02
1.065014296010169346e+04,1.806790450667329253e+02
1.065014298139201674e+04,1.806777733815098088e+02
1.065014300268234001e+04,1.806765017973885392e+02
1.065014302397266329e+04,1.806752303143709639e+02
1.065014304526298656e+04,1.806739589324591009e+02
1.065014306655330984e+04,1.806726876516548259e+02
1.065014308784363311e+04,1.806714164719601001e+02
1.065014310913395639e+04,1.806701453933768278e+02
1.065014313042427966e+04,1.806688744159070268e+02
1.065014315171460476e+04,1.806676035394438884e+02
1.065014317300492803e+04,1.806663327642066577e+02
1.065014319429525131e+04,1.806650620900886111e+02
1.065014321558557458e+04,1.806637915170916244e+02
1.065014323687589786e+04,1.806625210452177441e+02
1.065014325816622113e+04,1.806612506744687892e+02
1.065014327945654441e+04,1.806599804048468059e+02
1.065014330074686768e+04,1.806587102363536417e+02
1.065014332203719096e+04,1.806574401689912861e+02
1.065014334332751605e+04,1.806561702026530725e+02
1.065014336461783932e+04,1.806549003375579616e+02
1.065014338590816260e+04,1.806536305735994290e+02
1.065014340719848587e+04,1.806523609107794357e+02
1.065014342848880915e+04,1.806510913490998291e+02
1.065014344977913242e+04,1.806498218885625135e+02
1.065014347106945570e+04,1.806485525291695069e+02
1.065014349235977897e+04,1.806472832709227134e+02
1.065014351365010225e+04,1.806460141138240090e+02
1.065014353494042734e+04,1.806447450577669258e+02
1.065014355623075062e+04,1.806434761029703395e+02
1.065014357752107389e+04,1.806422072493275550e+02
1.065014359881139717e+04,1.806409384968407039e+02
1.065014362010172044e+04,1.806396698455115200e+02
1.065014364139204372e+04,1.806384012953420779e+02
1.065014366268236699e+04,1.806371328463343104e+02
1.065014368397269027e+04,1.806358644984900081e+02
1.065014370526301354e+04,1.806345962518112174e+02
1.065014372655333864e+04,1.806333281061914704e+02
1.065014374784366191e+04,1.806320600618494439e+02
1.065014376913398519e+04,1.806307921186786416e+02
1.065014379042430846e+04,1.806295242766810247e+02
1.065014381171463174e+04,1.806282565358585259e+02
1.065014383300495501e+04,1.806269888962130494e+02
1.065014385429527829e+04,1.806257213577465279e+02
1.065014387558560156e+04,1.806244539204608941e+02
1.065014389687592484e+04,1.806231865843581090e+02
1.065014391816624993e+04,1.806219193493317903e+02
1.065014393945657321e+04,1.806206522156003871e+02
1.065014396074689648e+04,1.806193851830576307e+02
1.065014398203721976e+04,1.806181182517053401e+02
1.065014400332754303e+04,1.806168514215455332e+02
1.065014402461786631e+04,1.806155846925800574e+02
1.065014404590818958e+04,1.806143180648109592e+02
1.065014406719851286e+04,1.806130515382399722e+02
1.065014408848883613e+04,1.806117851128691996e+02
1.065014410977916123e+04,1.806105187885922874e+02
1.065014413106948450e+04,1.806092525656276280e+02
1.065014415235980778e+04,1.806079864438688105e+02
1.065014417365013105e+04,1.806067204233178529e+02
1.065014419494045433e+04,1.806054545039767163e+02
1.065014421623077760e+04,1.806041886858472765e+02
1.065014423752110088e+04,1.806029229689313809e+02
1.065014425881142415e+04,1.806016573532311327e+02
1.065014428010174743e+04,1.806003918387482656e+02
1.065014430139207252e+04,1.805991264253767099e+02
1.065014432268239580e+04,1.805978611133346021e+02
1.065014434397271907e+04,1.805965959025157304e+02
1.065014436526304235e+04,1.805953307929220841e+02
