Time (BJD_TBD - 2450000), F_star + F_planets (mJy)
9.908226643518544734e+03,3.605200858617333637e+00
9.908226666740774817e+03,3.605200847479167692e+00
9.908226689963004901e+03,3.605200836340760162e+00
9.908226713185233166e+03,3.605200825202107495e+00
9.908226736407463250e+03,3.605200814063209691e+00
9.908226759629693333e+03,3.605200802924070302e+00
9.908226782851923417e+03,3.605200791784682224e+00
9.908226806074151682e+03,3.605200780645056113e+00
9.908226829296381766e+03,3.605200769505181313e+00
9.908226852518611850e+03,3.605200758365064928e+00
9.908226875740841933e+03,3.605200747224703406e+00
9.908226898963070198e+03,3.605200736084100299e+00
9.908226922185300282e+03,3.605200724943252055e+00
9.908226945407530366e+03,3.605200713802162227e+00
9.908226968629760449e+03,3.605200702660823708e+00
9.908226991851988714e+03,3.605200691519243605e+00
9.908227015074218798e+03,3.605200680377421918e+00
9.908227038296448882e+03,3.605200669235358646e+00
9.908227061518678966e+03,3.605200658093046684e+00
9.908227084740907230e+03,3.605200646950493137e+00
9.908227107963137314e+03,3.605200635807690901e+00
9.908227131185367398e+03,3.605200624664654185e+00
9.908227154407597482e+03,3.605200613521368780e+00
9.908227177629825746e+03,3.605200602377838237e+00
9.908227200852055830e+03,3.605200591234066110e+00
9.908227224074285914e+03,3.605200580090048845e+00
9.908227247296515998e+03,3.605200568945789996e+00
9.908227270518744263e+03,3.605200557801286010e+00
9.908227293740974346e+03,3.605200546656540439e+00
9.908227316963204430e+03,3.605200535511546178e+00
9.908227340185434514e+03,3.605200524366313886e+00
9.908227363407662779e+03,3.605200513220836456e+00
9.908227386629892862e+03,3.605200502075117441e+00
9.908227409852122946e+03,3.605200490929149737e+00
9.908227433074353030e+03,3.605200479782940448e+00
9.908227456296581295e+03,3.605200468636493127e+00
9.908227479518811379e+03,3.605200457489797117e+00
9.908227502741041462e+03,3.605200446342859522e+00
9.908227525963271546e+03,3.605200435195673236e+00
9.908227549185499811e+03,3.605200424048248919e+00
9.908227572407729895e+03,3.605200412900579465e+00
9.908227595629959978e+03,3.605200401752664874e+00
9.908227618852190062e+03,3.605200390604512251e+00
9.908227642074418327e+03,3.605200379456110937e+00
9.908227665296648411e+03,3.605200368307468040e+00
9.908227688518878495e+03,3.605200357158583557e+00
9.908227711741108578e+03,3.605200346009453938e+00
9.908227734963336843e+03,3.605200334860082734e+00
9.908227758185566927e+03,3.605200323710462840e+00
9.908227781407797011e+03,3.605200312560608467e+00
9.908227804630027094e+03,3.605200301410501851e+00
9.908227827852255359e+03,3.605200290260157203e+00
9.908227851074485443e+03,3.605200279109567418e+00
9.908227874296715527e+03,3.605200267958732496e+00
9.908227897518945610e+03,3.605200256807655990e+00
9.908227920741173875e+03,3.605200245656337898e+00
9.908227943963403959e+03,3.605200234504774670e+00
9.908227967185634043e+03,3.605200223352969857e+00
9.908227990407864127e+03,3.605200212200919907e+00
9.908228013630092391e+03,3.605200201048628372e+00
9.908228036852322475e+03,3.605200189896091700e+00
9.908228060074552559e+03,3.605200178743313444e+00
9.908228083296782643e+03,3.605200167590293603e+00
9.908228106519010908e+03,3.605200156437028625e+00
9.908228129741240991e+03,3.605200145283514956e+00
9.908228152963471075e+03,3.605200134129766809e+00
9.908228176185701159e+03,3.605200122975769972e+00
9.908228199407929424e+03,3.605200111821535103e+00
9.908228222630159507e+03,3.605200100667055096e+00
9.908228245852389591e+03,3.605200089512329953e+00
9.908228269074619675e+03,3.605200078357363225e+00
9.908228292296847940e+03,3.605200067202154912e+00
9.908228315519078023e+03,3.605200056046701462e+00
9.908228338741308107e+03,3.605200044891002875e+00
9.908228361963538191e+03,3.605200033735062703e+00
9.908228385185766456e+03,3.605200022578880947e+00
9.908228408407996540e+03,3.605200011422457607e+00
9.908228431630226623e+03,3.605200000265789129e+00
9.908228454852456707e+03,3.605199989108879066e+00
9.908228478074684972e+03,3.605199977951723866e+00
9.908228501296915056e+03,3.605199966794327082e+00
9.908228524519145139e+03,3.605199955636685161e+00
9.908228547741375223e+03,3.605199944478801655e+00
9.908228570963603488e+03,3.605199933320676564e+00
9.908228594185833572e+03,3.605199922162306336e+00
9.908228617408063656e+03,3.605199911003694524e+00
9.908228640630293739e+03,3.605199899844841127e+00
9.908228663852522004e+03,3.605199888685742593e+00
9.908228687074752088e+03,3.605199877526402474e+00
9.908228710296982172e+03,3.605199866366817218e+00
9.908228733519212255e+03,3.605199855206990378e+00
9.908228756741440520e+03,3.605199844046925506e+00
9.908228779963670604e+03,3.605199832886611944e+00
9.908228803185900688e+03,3.605199821726056797e+00
9.908228826408130772e+03,3.605199810565260066e+00
9.908228849630359036e+03,3.605199799404218197e+00
9.908228872852589120e+03,3.605199788242934744e+00
9.908228896074819204e+03,3.605199777081409707e+00
9.908228919297049288e+03,3.605199765919643085e+00
9.908228942519277552e+03,3.605199754757631325e+00
9.908228965741507636e+03,3.605199743595374429e+00
9.908228988963737720e+03,3.605199732432879500e+00
9.908229012185967804e+03,3.605199721270139435e+00
9.908229035408196069e+03,3.605199710107157784e+00
9.908229058630426152e+03,3.605199698943930997e+00
9.908229081852656236e+03,3.605199687780466178e+00
9.908229105074886320e+03,3.605199676616756221e+00
9.908229128297114585e+03,3.605199665452801128e+00
9.908229151519344668e+03,3.605199654288604449e+00
9.908229174741574752e+03,3.605199643124166187e+00
9.908229197963804836e+03,3.605199631959486339e+00
9.908229221186033101e+03,3.605199620794564908e+00
9.908229244408263185e+03,3.605199609629398338e+00
9.908229267630493268e+03,3.605199598463986632e+00
9.908229290852723352e+03,3.605199587298336894e+00
9.908229314074951617e+03,3.605199576132442019e+00
9.908229337297181701e+03,3.605199564966309111e+00
9.908229360519411784e+03,3.605199553799931067e+00
9.908229383741641868e+03,3.605199542633307885e+00
9.908229406963870133e+03,3.605199531466443119e+00
9.908229430186100217e+03,3.605199520299340321e+00
9.908229453408330301e+03,3.605199509131988833e+00
9.908229476630560384e+03,3.605199497964399313e+00
9.908229499852788649e+03,3.605199486796564656e+00
9.908229523075018733e+03,3.605199475628488415e+00
9.908229546297248817e+03,3.605199464460167036e+00
9.908229569519478900e+03,3.605199453291611178e+00
9.908229592741707165e+03,3.605199442122806630e+00
9.908229615963937249e+03,3.605199430953760498e+00
9.908229639186167333e+03,3.605199419784472781e+00
9.908229662408397417e+03,3.605199408614939927e+00
9.908229685630625681e+03,3.605199397445172593e+00
9.908229708852855765e+03,3.605199386275153017e+00
9.908229732075085849e+03,3.605199375104898962e+00
9.908229755297315933e+03,3.605199363934396217e+00
9.908229778519544197e+03,3.605199352763655440e+00
9.908229801741774281e+03,3.605199341592669526e+00
9.908229824964004365e+03,3.605199330421445580e+00
9.908229848186234449e+03,3.605199319249972945e+00
9.908229871408462714e+03,3.605199308078265830e+00
9.908229894630692797e+03,3.605199296906306472e+00
9.908229917852922881e+03,3.605199285734112635e+00
9.908229941075152965e+03,3.605199274561677214e+00
9.908229964297381230e+03,3.605199263388996656e+00
9.908229987519611313e+03,3.605199252216070960e+00
9.908230010741841397e+03,3.605199241042907232e+00
9.908230033964071481e+03,3.605199229869501920e+00
9.908230057186299746e+03,3.605199218695851471e+00
9.908230080408529830e+03,3.605199207521962990e+00
9.908230103630759913e+03,3.605199196347829371e+00
9.908230126852989997e+03,3.605199185173454168e+00
9.908230150075218262e+03,3.605199173998833828e+00
9.908230173297448346e+03,3.605199162823975456e+00
9.908230196519678429e+03,3.605199151648875500e+00
