Time (BJD_TBD - 2450000), F_b/F_star (ppm)
1.014093855324061587e+04,6.385114790883369551e+02
1.014093857208740883e+04,6.385245170503682175e+02
1.014093859093419996e+04,6.385375531830425189e+02
1.014093860978099292e+04,6.385505874887960545e+02
1.014093862862778406e+04,6.385636199650327853e+02
1.014093864747457701e+04,6.385766506141882246e+02
1.014093866632136815e+04,6.385896794336671292e+02
1.014093868516816110e+04,6.386027064259043300e+02
1.014093870401495224e+04,6.386157315883052661e+02
1.014093872286174519e+04,6.386287549233042000e+02
1.014093874170853633e+04,6.386417764283071392e+02
1.014093876055532928e+04,6.386547961057477778e+02
1.014093877940212042e+04,6.386678139530329190e+02
1.014093879824891337e+04,6.386808299725953475e+02
1.014093881709570451e+04,6.386938441618425486e+02
1.014093883594249746e+04,6.387068565232069659e+02
1.014093885478928860e+04,6.387198670540964258e+02
1.014093887363608155e+04,6.387328757569431446e+02
1.014093889248287269e+04,6.387458826291555170e+02
1.014093891132966564e+04,6.387588876731646224e+02
1.014093893017645678e+04,6.387718908863802199e+02
1.014093894902324973e+04,6.387848922712323656e+02
1.014093896787004269e+04,6.387978918263860351e+02
1.014093898671683382e+04,6.388108895505071132e+02
1.014093900556362678e+04,6.388238854460246330e+02
1.014093902441041791e+04,6.388368795103502862e+02
1.014093904325721087e+04,6.388498717459123100e+02
1.014093906210400201e+04,6.388628621501231919e+02
1.014093908095079496e+04,6.388758507254106007e+02
1.014093909979758610e+04,6.388888374691875924e+02
1.014093911864437905e+04,6.389018223838810400e+02
1.014093913749117019e+04,6.389148054669049088e+02
1.014093915633796314e+04,6.389277867206855035e+02
1.014093917518475428e+04,6.389407661426372442e+02
1.014093919403154723e+04,6.389537437351859808e+02
1.014093921287833837e+04,6.389667194957468155e+02
1.014093923172513132e+04,6.389796934267446886e+02
1.014093925057192246e+04,6.389926655255957257e+02
1.014093926941871541e+04,6.390056357947240713e+02
1.014093928826550655e+04,6.390186042315465329e+02
1.014093930711229950e+04,6.390315708384865729e+02
1.014093932595909064e+04,6.390445356129616812e+02
1.014093934480588359e+04,6.390574985573948652e+02
1.014093936365267473e+04,6.390704596692044106e+02
1.014093938249946768e+04,6.390834189508121881e+02
1.014093940134626064e+04,6.390963764008877206e+02
1.014093942019305177e+04,6.391093320181013269e+02
1.014093943903984473e+04,6.391222858048738544e+02
1.014093945788663586e+04,6.391352377586256353e+02
1.014093947673342882e+04,6.391481878817769484e+02
1.014093949558021995e+04,6.391611361717485806e+02
1.014093951442701291e+04,6.391740826309603563e+02
1.014093953327380405e+04,6.391870272568338578e+02
1.014093955212059700e+04,6.391999700517880001e+02
1.014093957096738814e+04,6.392129110132451615e+02
1.014093958981418109e+04,6.392258501436238021e+02
1.014093960866097223e+04,6.392387874403466412e+02
1.014093962750776518e+04,6.392517229058315706e+02
1.014093964635455632e+04,6.392646565375022192e+02
1.014093966520134927e+04,6.392775883377757964e+02
1.014093968404814041e+04,6.392905183040767270e+02
1.014093970289493336e+04,6.393034464388210836e+02
1.014093972174172450e+04,6.393163727394340867e+02
1.014093974058851745e+04,6.393292972083316954e+02
1.014093975943530859e+04,6.393422198429394712e+02
1.014093977828210154e+04,6.393551406456726909e+02
1.014093979712889450e+04,6.393680596152045155e+02
1.014093981597568563e+04,6.393809767502090153e+02
1.014093983482247859e+04,6.393938920531001031e+02
1.014093985366926972e+04,6.394068055213057278e+02
1.014093987251606268e+04,6.394197171572388925e+02
1.014093989136285381e+04,6.394326269583283420e+02
1.014093991020964677e+04,6.394455349269862836e+02
1.014093992905643790e+04,6.394584410606421443e+02
1.014093994790323086e+04,6.394713453617079040e+02
1.014093996675002199e+04,6.394842478276132169e+02
1.014093998559681495e+04,6.394971484607692673e+02
1.014094000444360609e+04,6.395100472586070737e+02
1.014094002329039904e+04,6.395229442235367969e+02
1.014094004213719018e+04,6.395358393529899104e+02
1.014094006098398313e+04,6.395487326493763476e+02
1.014094007983077427e+04,6.395616241101279229e+02
1.014094009867756722e+04,6.395745137376542289e+02
1.014094011752435836e+04,6.395874015293878756e+02
1.014094013637115131e+04,6.396002874877372051e+02
1.014094015521794245e+04,6.396131716101358506e+02
1.014094017406473540e+04,6.396260538989918132e+02
1.014094019291152654e+04,6.396389343517391808e+02
1.014094021175831949e+04,6.396518129707850449e+02
1.014094023060511245e+04,6.396646897548071138e+02
1.014094024945190358e+04,6.396775647024837781e+02
1.014094026829869654e+04,6.396904378162211060e+02
1.014094028714548767e+04,6.397033090934553456e+02
