Time (BJD_TBD - 2450000), F_h/F_star (ppm)
1.063802708333311602e+04,3.031013776203487708e+01
1.063802710516863226e+04,3.031010235233652494e+01
1.063802712700415032e+04,3.031006694184598871e+01
1.063802714883966655e+04,3.031003153056917299e+01
1.063802717067518279e+04,3.030999611850311837e+01
1.063802719251070084e+04,3.030996070564488321e+01
1.063802721434621708e+04,3.030992529200037211e+01
1.063802723618173331e+04,3.030988987756663633e+01
1.063802725801725137e+04,3.030985446234073422e+01
1.063802727985276761e+04,3.030981904632855262e+01
1.063802730168828566e+04,3.030978362952420113e+01
1.063802732352380190e+04,3.030974821193358082e+01
1.063802734535931813e+04,3.030971279355374293e+01
1.063802736719483619e+04,3.030967737438174936e+01
1.063802738903035242e+04,3.030964195442349052e+01
1.063802741086586866e+04,3.030960653367601765e+01
1.063802743270138672e+04,3.030957111213638555e+01
1.063802745453690295e+04,3.030953568981049884e+01
1.063802747637241919e+04,3.030950026669540875e+01
1.063802749820793724e+04,3.030946484278816655e+01
1.063802752004345348e+04,3.030942941809466618e+01
1.063802754187896971e+04,3.030939399261197309e+01
1.063802756371448777e+04,3.030935856633712788e+01
1.063802758555000401e+04,3.030932313927604227e+01
1.063802760738552206e+04,3.030928771142281519e+01
1.063802762922103830e+04,3.030925228278334060e+01
1.063802765105655453e+04,3.030921685335468041e+01
1.063802767289207259e+04,3.030918142313387520e+01
1.063802769472758882e+04,3.030914599212684379e+01
1.063802771656310506e+04,3.030911056033062678e+01
1.063802773839862311e+04,3.030907512774227541e+01
1.063802776023413935e+04,3.030903969436769074e+01
1.063802778206965559e+04,3.030900426020393112e+01
1.063802780390517364e+04,3.030896882524803715e+01
1.063802782574068988e+04,3.030893338950592764e+01
1.063802784757620611e+04,3.030889795297464673e+01
1.063802786941172417e+04,3.030886251565124567e+01
1.063802789124724040e+04,3.030882707754162197e+01
1.063802791308275846e+04,3.030879163863987813e+01
1.063802793491827470e+04,3.030875619895192230e+01
1.063802795675379093e+04,3.030872075847480573e+01
1.063802797858930899e+04,3.030868531720557613e+01
1.063802800042482522e+04,3.030864987515014164e+01
1.063802802226034146e+04,3.030861443230554286e+01
1.063802804409585951e+04,3.030857898866884170e+01
1.063802806593137575e+04,3.030854354424593211e+01
1.063802808776689199e+04,3.030850809903387955e+01
1.063802810960241004e+04,3.030847265302972104e+01
1.063802813143792628e+04,3.030843720623936832e+01
1.063802815327344251e+04,3.030840175865986907e+01
1.063802817510896057e+04,3.030836631028826744e+01
1.063802819694447680e+04,3.030833086113047870e+01
1.063802821877999486e+04,3.030829541118060888e+01
1.063802824061551109e+04,3.030825996044454129e+01
1.063802826245102733e+04,3.030822450891933784e+01
1.063802828428654539e+04,3.030818905660204621e+01
1.063802830612206162e+04,3.030815360349857102e+01
1.063802832795757786e+04,3.030811814960597417e+01
1.063802834979309591e+04,3.030808269492129625e+01
1.063802837162861215e+04,3.030804723945043477e+01
1.063802839346412838e+04,3.030801178319045519e+01
1.063802841529964644e+04,3.030797632613839454e+01
1.063802843713516268e+04,3.030794086830017164e+01
1.063802845897067891e+04,3.030790540967282354e+01
1.063802848080619697e+04,3.030786995025340858e+01
1.063802850264171320e+04,3.030783449004782781e+01
1.063802852447723126e+04,3.030779902905018020e+01
