Time (BJD_TBD - 2450000), F_h/L_star (ppm)
9.880038437500130385e+03,6.742118403676999883e+00
9.880038456059855889e+03,6.742194608870996753e+00
9.880038474619583212e+03,6.742270814372968601e+00
9.880038493179308716e+03,6.742347020167978933e+00
9.880038511739036039e+03,6.742423226270958025e+00
9.880038530298761543e+03,6.742499432666963166e+00
9.880038548858488866e+03,6.742575639370932628e+00
9.880038567418214370e+03,6.742651846367927249e+00
9.880038585977941693e+03,6.742728053672877309e+00
9.880038604537667197e+03,6.742804261270848087e+00
9.880038623097394520e+03,6.742880469176771641e+00
9.880038641657120024e+03,6.742956677375700814e+00
9.880038660216847347e+03,6.743032885882582761e+00
9.880038678776572851e+03,6.743109094682464999e+00
9.880038697336298355e+03,6.743185303782821549e+00
9.880038715896025678e+03,6.743261513191113998e+00
9.880038734455751182e+03,6.743337722892404074e+00
9.880038753015478505e+03,6.743413932901628272e+00
9.880038771575204009e+03,6.743490143203837661e+00
9.880038790134931332e+03,6.743566353813975844e+00
9.880038808694656836e+03,6.743642564717100107e+00
9.880038827254384159e+03,6.743718775928140730e+00
9.880038845814109663e+03,6.743794987432165655e+00
9.880038864373836986e+03,6.743871199244100723e+00
9.880038882933562491e+03,6.743947411349006771e+00
9.880038901493289814e+03,6.744023623761826514e+00
9.880038920053015318e+03,6.744099836467609244e+00
9.880038938612740822e+03,6.744176049473826318e+00
9.880038957172468145e+03,6.744252262787941099e+00
9.880038975732193649e+03,6.744328476395016203e+00
9.880038994291920972e+03,6.744404690309987238e+00
9.880039012851646476e+03,6.744480904517905273e+00
9.880039031411373799e+03,6.744557119033713022e+00
9.880039049971099303e+03,6.744633333842468659e+00
9.880039068530826626e+03,6.744709548959104239e+00
9.880039087090552130e+03,6.744785764368682379e+00
9.880039105650279453e+03,6.744861980086136022e+00
9.880039124210004957e+03,6.744938196096521565e+00
9.880039142769732280e+03,6.745014412414778171e+00
9.880039161329457784e+03,6.745090629025964901e+00
9.880039179889183288e+03,6.745166845937546007e+00
9.880039198448910611e+03,6.745243063156991070e+00
9.880039217008636115e+03,6.745319280669352047e+00
9.880039235568363438e+03,6.745395498489567210e+00
9.880039254128088942e+03,6.745471716602700063e+00
9.880039272687816265e+03,6.745547935023679997e+00
9.880039291247541769e+03,6.745624153737570516e+00
9.880039309807269092e+03,6.745700372759301899e+00
9.880039328366994596e+03,6.745776592073936762e+00
9.880039346926721919e+03,6.745852811696411599e+00
9.880039365486447423e+03,6.745929031611778370e+00
9.880039384046174746e+03,6.746005251834978900e+00
9.880039402605900250e+03,6.746081472351070474e+00
9.880039421165625754e+03,6.746157693167517344e+00
9.880039439725353077e+03,6.746233914291791756e+00
9.880039458285078581e+03,6.746310135708940336e+00
9.880039476844805904e+03,6.746386357433910241e+00
9.880039495404531408e+03,6.746462579451756092e+00
9.880039513964258731e+03,6.746538801777411720e+00
9.880039532523984235e+03,6.746615024395937077e+00
9.880039551083711558e+03,6.746691247322271323e+00
9.880039569643437062e+03,6.746767470541464640e+00
9.880039588203164385e+03,6.746843694068461517e+00
9.880039606762889889e+03,6.746919917888313023e+00
9.880039625322617212e+03,6.746996142015959208e+00
9.880039643882342716e+03,6.747072366436457358e+00
9.880039662442068220e+03,6.747148591157272612e+00
9.880039681001795543e+03,6.747224816185876328e+00
9.880039699561521047e+03,6.747301041507322239e+00
9.880039718121248370e+03,6.747377267136545065e+00
9.880039736680973874e+03,6.747453493058606533e+00
9.880039755240701197e+03,6.747529719288441363e+00
9.880039773800426701e+03,6.747605945811106842e+00
9.880039792360154024e+03,6.747682172641543019e+00
9.880039810919879528e+03,6.747758399764799186e+00
9.880039829479606851e+03,6.747834627195818058e+00
9.880039848039332355e+03,6.747910854919657808e+00
9.880039866599059678e+03,6.747987082951253157e+00
9.880039885158785182e+03,6.748063311275662279e+00
9.880039903718510686e+03,6.748139539900351203e+00
9.880039922278238009e+03,6.748215768832785955e+00
9.880039940837963513e+03,6.748291998058026486e+00
9.880039959397690836e+03,6.748368227591008406e+00
9.880039977957416340e+03,6.748444457416789000e+00
9.880039996517143663e+03,6.748520687550303876e+00
9.880040015076869167e+03,6.748596917976612097e+00
9.880040033636596490e+03,6.748673148710652825e+00
9.880040052196321994e+03,6.748749379737473575e+00
9.880040070756049317e+03,6.748825611072021502e+00
9.880040089315774821e+03,6.748901842699350340e+00
9.880040107875502144e+03,6.748978074634396584e+00
9.880040126435227648e+03,6.749054306862218411e+00
9.880040144994953152e+03,6.749130539390281847e+00
9.880040163554680475e+03,6.749206772226053808e+00
9.880040182114405980e+03,6.749283005354591580e+00
9.880040200674133303e+03,6.749359238790832549e+00
9.880040219233858807e+03,6.749435472519834001e+00
9.880040237793586130e+03,6.749511706556533319e+00
9.880040256353311634e+03,6.749587940885986903e+00
9.880040274913038957e+03,6.749664175523130361e+00
9.880040293472764461e+03,6.749740410453023642e+00
9.880040312032491784e+03,6.749816645690601469e+00
9.880040330592217288e+03,6.749892881220922014e+00
9.880040349151944611e+03,6.749969117058921775e+00
9.880040367711670115e+03,6.750045353189658037e+00
9.880040386271395619e+03,6.750121589620598606e+00
9.880040404831122942e+03,6.750197826359209508e+00
9.880040423390848446e+03,6.750274063390548918e+00
9.880040441950575769e+03,6.750350300729553332e+00
9.880040460510301273e+03,6.750426538361277373e+00
9.880040479070028596e+03,6.750502776300661978e+00
9.880040497629754100e+03,6.750579014532762656e+00
9.880040516189481423e+03,6.750655253072515904e+00
9.880040534749206927e+03,6.750731491904980786e+00
9.880040553308934250e+03,6.750807731045092019e+00
9.880040571868659754e+03,6.750883970477906004e+00
9.880040590428387077e+03,6.750960210218362789e+00
9.880040608988112581e+03,6.751036450251516996e+00
9.880040627547838085e+03,6.751112690584837317e+00
9.880040646107565408e+03,6.751188931225790668e+00
9.880040664667290912e+03,6.751265172159431671e+00
9.880040683227018235e+03,6.751341413400700375e+00
9.880040701786743739e+03,6.751417654934652290e+00
9.880040720346471062e+03,6.751493896776225689e+00
9.880040738906196566e+03,6.751570138910476082e+00
9.880040757465923889e+03,6.751646381352341741e+00
9.880040776025649393e+03,6.751722624086879065e+00
9.880040794585376716e+03,6.751798867129024551e+00
9.880040813145102220e+03,6.751875110463837260e+00
9.880040831704829543e+03,6.751951354106251912e+00
9.880040850264555047e+03,6.752027598041327572e+00
9.880040868824280551e+03,6.752103842276529377e+00
9.880040887384007874e+03,6.752180086819326021e+00
9.880040905943733378e+03,6.752256331654773902e+00
9.880040924503460701e+03,6.752332576797808628e+00
9.880040943063186205e+03,6.752408822233487484e+00
9.880040961622913528e+03,6.752485067976754962e+00
9.880040980182639032e+03,6.752561314012656801e+00
9.880040998742366355e+03,6.752637560356137492e+00
9.880041017302091859e+03,6.752713806992250767e+00
9.880041035861819182e+03,6.752790053935934900e+00
9.880041054421544686e+03,6.752866301172247177e+00
9.880041072981270190e+03,6.752942548708648296e+00
9.880041091540997513e+03,6.753018796552620273e+00
9.880041110100723017e+03,6.753095044689207072e+00
9.880041128660450340e+03,6.753171293133351405e+00
9.880041147220175844e+03,6.753247541870106119e+00
9.880041165779903167e+03,6.753323790914412150e+00
9.880041184339628671e+03,6.753400040251321457e+00
9.880041202899355994e+03,6.753476289895782969e+00
9.880041221459081498e+03,6.753552539832840651e+00
9.880041240018808821e+03,6.753628790077437216e+00
9.880041258578534325e+03,6.753705040614628174e+00
9.880041277138261648e+03,6.753781291459353575e+00
9.880041295697987152e+03,6.753857542596666264e+00
9.880041314257712656e+03,6.753933794034035820e+00
9.880041332817439979e+03,6.754010045778930937e+00
9.880041351377165483e+03,6.754086297816403572e+00
9.880041369936892806e+03,6.754162550161396439e+00
9.880041388496618310e+03,6.754238802798959718e+00
9.880041407056345633e+03,6.754315055744040563e+00
9.880041425616071137e+03,6.754391308981684716e+00
9.880041444175798460e+03,6.754467562526841107e+00
9.880041462735523965e+03,6.754543816364555475e+00
9.880041481295251288e+03,6.754620070509772312e+00
9.880041499854976792e+03,6.754696324947544461e+00
9.880041518414704115e+03,6.754772579692812862e+00
9.880041536974429619e+03,6.754848834730626805e+00
9.880041555534155123e+03,6.754925090068464755e+00
