Time (BJD_TBD - 2450000), L_e/L_star (ppm)
9.896128576389048249e+03,1.251172851820335836e+02
9.896128599245501391e+03,1.251168260919866384e+02
9.896128622101952715e+03,1.251163669681395874e+02
9.896128644958405857e+03,1.251159078104197135e+02
9.896128667814857181e+03,1.251154486189003023e+02
9.896128690671310324e+03,1.251149893935085657e+02
9.896128713527761647e+03,1.251145301343177749e+02
9.896128736384214790e+03,1.251140708412551561e+02
9.896128759240666113e+03,1.251136115143939946e+02
9.896128782097119256e+03,1.251131521536615168e+02
9.896128804953570580e+03,1.251126927591310363e+02
9.896128827810023722e+03,1.251122333307297083e+02
9.896128850666476865e+03,1.251117738684943674e+02
9.896128873522928188e+03,1.251113143724618055e+02
9.896128896379381331e+03,1.251108548425591493e+02
9.896128919235832655e+03,1.251103952788598264e+02
9.896128942092285797e+03,1.251099356812908638e+02
9.896128964948737121e+03,1.251094760499257887e+02
9.896128987805190263e+03,1.251090163846915715e+02
9.896129010661641587e+03,1.251085566856617248e+02
9.896129033518094730e+03,1.251080969527632760e+02
9.896129056374546053e+03,1.251076371860696810e+02
9.896129079230999196e+03,1.251071773855080096e+02
9.896129102087450519e+03,1.251067175511517320e+02
9.896129124943903662e+03,1.251062576829278612e+02
9.896129147800356805e+03,1.251057977808732460e+02
9.896129170656808128e+03,1.251053378450248061e+02
9.896129193513261271e+03,1.251048778753095405e+02
9.896129216369712594e+03,1.251044178718008908e+02
9.896129239226165737e+03,1.251039578344259695e+02
9.896129262082617061e+03,1.251034977632582041e+02
9.896129284939070203e+03,1.251030376582246788e+02
9.896129307795521527e+03,1.251025775193987641e+02
9.896129330651974669e+03,1.251021173467076153e+02
9.896129353508425993e+03,1.251016571402246029e+02
9.896129376364879136e+03,1.251011968998768253e+02
9.896129399221332278e+03,1.251007366257011739e+02
9.896129422077783602e+03,1.251002763177344264e+02
9.896129444934236744e+03,1.250998159759036952e+02
9.896129467790688068e+03,1.250993556002824221e+02
9.896129490647141211e+03,1.250988951907976343e+02
9.896129513503592534e+03,1.250984347475228446e+02
9.896129536360045677e+03,1.250979742703849951e+02
9.896129559216497000e+03,1.250975137594576978e+02
9.896129582072950143e+03,1.250970532146678664e+02
