Time (BJD_TBD - 2450000), F_c/F_star (ppm)
1.013184277777792886e+04,4.020543054411458002e+02
1.013184279854968190e+04,4.020606278968549532e+02
1.013184281932143494e+04,4.020669498184312260e+02
1.013184284009318799e+04,4.020732712058563152e+02
1.013184286086494103e+04,4.020795920591117465e+02
1.013184288163669407e+04,4.020859123781793301e+02
1.013184290240844712e+04,4.020922321630405349e+02
1.013184292318020016e+04,4.020985514136770576e+02
1.013184294395195320e+04,4.021048701300706512e+02
1.013184296472370625e+04,4.021111883122029553e+02
1.013184298549545929e+04,4.021175059600555528e+02
1.013184300626721233e+04,4.021238230736100263e+02
1.013184302703896537e+04,4.021301396528481291e+02
1.013184304781071842e+04,4.021364556977515008e+02
1.013184306858247146e+04,4.021427712083017809e+02
1.013184308935422450e+04,4.021490861844806091e+02
1.013184311012597936e+04,4.021554006268226544e+02
1.013184313089773241e+04,4.021617145342036110e+02
1.013184315166948545e+04,4.021680279071581481e+02
1.013184317244123849e+04,4.021743407456678483e+02
1.013184319321299154e+04,4.021806530497145218e+02
1.013184321398474458e+04,4.021869648192796944e+02
1.013184323475649762e+04,4.021932760543451195e+02
1.013184325552825067e+04,4.021995867548924366e+02
1.013184327630000371e+04,4.022058969209032853e+02
1.013184329707175675e+04,4.022122065523594756e+02
1.013184331784350979e+04,4.022185156492425335e+02
1.013184333861526284e+04,4.022248242115341554e+02
1.013184335938701588e+04,4.022311322392160946e+02
1.013184338015876892e+04,4.022374397322699906e+02
1.013184340093052197e+04,4.022437466906774262e+02
1.013184342170227501e+04,4.022500531144202682e+02
1.013184344247402805e+04,4.022563590034802132e+02
1.013184346324578109e+04,4.022626643578387302e+02
1.013184348401753414e+04,4.022689691774776293e+02
1.013184350478928718e+04,4.022752734623786068e+02
1.013184352556104022e+04,4.022815772125233593e+02
1.013184354633279327e+04,4.022878804278935263e+02
1.013184356710454631e+04,4.022941831084708042e+02
1.013184358787629935e+04,4.023004852542370600e+02
1.013184360864805240e+04,4.023067868651737626e+02
1.013184362941980544e+04,4.023130879412627223e+02
1.013184365019155848e+04,4.023193884824855786e+02
1.013184367096331152e+04,4.023256884888241416e+02
1.013184369173506457e+04,4.023319879602599940e+02
1.013184371250681761e+04,4.023382868967749459e+02
1.013184373327857065e+04,4.023445852983506370e+02
1.013184375405032551e+04,4.023508831655202016e+02
1.013184377482207856e+04,4.023571804971625170e+02
1.013184379559383160e+04,4.023634772938106039e+02
1.013184381636558464e+04,4.023697735554463293e+02
1.013184383713733769e+04,4.023760692820513896e+02
1.013184385790909073e+04,4.023823644736074812e+02
1.013184387868084377e+04,4.023886591300961868e+02
1.013184389945259682e+04,4.023949532514995440e+02
1.013184392022434986e+04,4.024012468377989080e+02
1.013184394099610290e+04,4.024075398889762596e+02
1.013184396176785594e+04,4.024138324050132383e+02
1.013184398253960899e+04,4.024201243858915973e+02
1.013184400331136203e+04,4.024264158315929762e+02
1.013184402408311507e+04,4.024327067420991852e+02
1.013184404485486812e+04,4.024389971173919776e+02
1.013184406562662116e+04,4.024452869574529927e+02
1.013184408639837420e+04,4.024515762622639841e+02
1.013184410717012724e+04,4.024578650318067048e+02
1.013184412794188029e+04,4.024641532660629082e+02
1.013184414871363333e+04,4.024704409650143475e+02
1.013184416948538637e+04,4.024767281286427192e+02
1.013184419025713942e+04,4.024830147569298333e+02
1.013184421102889246e+04,4.024893008498573295e+02
1.013184423180064550e+04,4.024955864074069041e+02
1.013184425257239855e+04,4.025018714295604809e+02
1.013184427334415159e+04,4.025081559162997564e+02
1.013184429411590463e+04,4.025144398676064270e+02
1.013184431488765767e+04,4.025207232834622459e+02
1.013184433565941072e+04,4.025270061638490802e+02
1.013184435643116376e+04,4.025332885087483987e+02
1.013184437720291680e+04,4.025395703181421823e+02
1.013184439797466985e+04,4.025458515920122409e+02
1.013184441874642471e+04,4.025521323308901174e+02
1.013184443951817775e+04,4.025584125336577586e+02
1.013184446028993079e+04,4.025646922008467641e+02
1.013184448106168384e+04,4.025709713324390009e+02
1.013184450183343688e+04,4.025772499284163359e+02
1.013184452260518992e+04,4.025835279887603519e+02
1.013184454337694297e+04,4.025898055134528022e+02
1.013184456414869601e+04,4.025960825024756105e+02
1.013184458492044905e+04,4.026023589558104732e+02
1.013184460569220209e+04,4.026086348734391436e+02
1.013184462646395514e+04,4.026149102553433750e+02
1.013184464723570818e+04,4.026211851015050911e+02
1.013184466800746122e+04,4.026274594119058747e+02
1.013184468877921427e+04,4.026337331865275360e+02
1.013184470955096731e+04,4.026400064253519417e+02
1.013184473032272035e+04,4.026462791283610159e+02
1.013184475109447339e+04,4.026525512955361137e+02
1.013184477186622644e+04,4.026588229268593864e+02
1.013184479263797948e+04,4.026650940223124735e+02
1.013184481340973252e+04,4.026713645818772420e+02
1.013184483418148557e+04,4.026776346055353315e+02
1.013184485495323861e+04,4.026839040932686657e+02
1.013184487572499165e+04,4.026901730450590549e+02
1.013184489649674470e+04,4.026964414608881384e+02
