Time (BJD_TBD - 2450000), F_star + F_e (mJy)
1.013184277777792886e+04,3.604225700686256584e+00
1.013184279854968190e+04,3.604225705163475624e+00
1.013184281932143494e+04,3.604225709640730635e+00
1.013184284009318799e+04,3.604225714118021617e+00
1.013184286086494103e+04,3.604225718595349459e+00
1.013184288163669407e+04,3.604225723072714160e+00
1.013184290240844712e+04,3.604225727550113945e+00
1.013184292318020016e+04,3.604225732027550588e+00
1.013184294395195320e+04,3.604225736505024091e+00
1.013184296472370625e+04,3.604225740982533122e+00
1.013184298549545929e+04,3.604225745460078567e+00
1.013184300626721233e+04,3.604225749937660872e+00
1.013184302703896537e+04,3.604225754415278260e+00
1.013184304781071842e+04,3.604225758892932507e+00
1.013184306858247146e+04,3.604225763370624058e+00
1.013184308935422450e+04,3.604225767848350248e+00
1.013184311012597936e+04,3.604225772326114186e+00
1.013184313089773241e+04,3.604225776803913650e+00
1.013184315166948545e+04,3.604225781281749530e+00
1.013184317244123849e+04,3.604225785759621381e+00
1.013184319321299154e+04,3.604225790237530536e+00
1.013184321398474458e+04,3.604225794715474329e+00
1.013184323475649762e+04,3.604225799193455426e+00
1.013184325552825067e+04,3.604225803671472939e+00
1.013184327630000371e+04,3.604225808149525978e+00
1.013184329707175675e+04,3.604225812627615877e+00
1.013184331784350979e+04,3.604225817105741303e+00
1.013184333861526284e+04,3.604225821583904033e+00
1.013184335938701588e+04,3.604225826062102733e+00
1.013184338015876892e+04,3.604225830540336961e+00
1.013184340093052197e+04,3.604225835018607604e+00
1.013184342170227501e+04,3.604225839496915107e+00
1.013184344247402805e+04,3.604225843975258581e+00
1.013184346324578109e+04,3.604225848453638026e+00
1.013184348401753414e+04,3.604225852932053886e+00
1.013184350478928718e+04,3.604225857410506162e+00
1.013184352556104022e+04,3.604225861888994409e+00
1.013184354633279327e+04,3.604225866367519515e+00
1.013184356710454631e+04,3.604225870846079705e+00
1.013184358787629935e+04,3.604225875324677197e+00
1.013184360864805240e+04,3.604225879803310661e+00
1.013184362941980544e+04,3.604225884281980097e+00
1.013184365019155848e+04,3.604225888760685947e+00
1.013184367096331152e+04,3.604225893239427769e+00
1.013184369173506457e+04,3.604225897718205562e+00
1.013184371250681761e+04,3.604225902197020659e+00
1.013184373327857065e+04,3.604225906675871283e+00
1.013184375405032551e+04,3.604225911154757878e+00
1.013184377482207856e+04,3.604225915633681776e+00
1.013184379559383160e+04,3.604225920112640313e+00
1.013184381636558464e+04,3.604225924591636154e+00
1.013184383713733769e+04,3.604225929070667522e+00
1.013184385790909073e+04,3.604225933549735306e+00
1.013184387868084377e+04,3.604225938028839948e+00
1.013184389945259682e+04,3.604225942507980118e+00
1.013184392022434986e+04,3.604225946987156703e+00
1.013184394099610290e+04,3.604225951466369260e+00
1.013184396176785594e+04,3.604225955945618676e+00
1.013184398253960899e+04,3.604225960424903175e+00
1.013184400331136203e+04,3.604225964904224533e+00
1.013184402408311507e+04,3.604225969383581862e+00
1.013184404485486812e+04,3.604225973862976051e+00
1.013184406562662116e+04,3.604225978342405323e+00
1.013184408639837420e+04,3.604225982821871455e+00
1.013184410717012724e+04,3.604225987301373557e+00
1.013184412794188029e+04,3.604225991780911631e+00
1.013184414871363333e+04,3.604225996260487008e+00
1.013184416948538637e+04,3.604226000740097025e+00
1.013184419025713942e+04,3.604226005219743900e+00
1.013184421102889246e+04,3.604226009699427191e+00
1.013184423180064550e+04,3.604226014179146009e+00
1.013184425257239855e+04,3.604226018658902131e+00
1.013184427334415159e+04,3.604226023138693336e+00
1.013184429411590463e+04,3.604226027618520956e+00
1.013184431488765767e+04,3.604226032098384991e+00
1.013184433565941072e+04,3.604226036578284997e+00
1.013184435643116376e+04,3.604226041058221419e+00
1.013184437720291680e+04,3.604226045538193368e+00
1.013184439797466985e+04,3.604226050018202177e+00
1.013184441874642471e+04,3.604226054498246956e+00
1.013184443951817775e+04,3.604226058978327707e+00
1.013184446028993079e+04,3.604226063458444429e+00
1.013184448106168384e+04,3.604226067938598010e+00
1.013184450183343688e+04,3.604226072418787119e+00
1.013184452260518992e+04,3.604226076899012643e+00
1.013184454337694297e+04,3.604226081379274138e+00
1.013184456414869601e+04,3.604226085859572049e+00
1.013184458492044905e+04,3.604226090339905486e+00
1.013184460569220209e+04,3.604226094820275339e+00
1.013184462646395514e+04,3.604226099300681163e+00
1.013184464723570818e+04,3.604226103781123403e+00
1.013184466800746122e+04,3.604226108261602057e+00
1.013184468877921427e+04,3.604226112742116683e+00
1.013184470955096731e+04,3.604226117222666836e+00
1.013184473032272035e+04,3.604226121703253405e+00
1.013184475109447339e+04,3.604226126183875945e+00
1.013184477186622644e+04,3.604226130664534899e+00
1.013184479263797948e+04,3.604226135145230270e+00
1.013184481340973252e+04,3.604226139625960723e+00
1.013184483418148557e+04,3.604226144106728036e+00
1.013184485495323861e+04,3.604226148587531320e+00
1.013184487572499165e+04,3.604226153068371019e+00
1.013184489649674470e+04,3.604226157549246246e+00
1.013184491726849774e+04,3.604226162030157887e+00
1.013184493804025078e+04,3.604226166511105500e+00
1.013184495881200382e+04,3.604226170992089529e+00
1.013184497958375687e+04,3.604226175473109084e+00
1.013184500035550991e+04,3.604226179954165499e+00
1.013184502112726295e+04,3.604226184435257885e+00
1.013184504189901600e+04,3.604226188916385354e+00
1.013184506267077086e+04,3.604226193397550571e+00
1.013184508344252390e+04,3.604226197878750870e+00
1.013184510421427694e+04,3.604226202359987141e+00
1.013184512498602999e+04,3.604226206841259383e+00
1.013184514575778303e+04,3.604226211322568041e+00
1.013184516652953607e+04,3.604226215803912226e+00
1.013184518730128912e+04,3.604226220285293270e+00
1.013184520807304216e+04,3.604226224766709841e+00
1.013184522884479520e+04,3.604226229248163271e+00
1.013184524961654824e+04,3.604226233729651785e+00
1.013184527038830129e+04,3.604226238211176714e+00
1.013184529116005433e+04,3.604226242692738058e+00
1.013184531193180737e+04,3.604226247174334485e+00
1.013184533270356042e+04,3.604226251655967772e+00
1.013184535347531346e+04,3.604226256137637030e+00
1.013184537424706650e+04,3.604226260619342703e+00
1.013184539501881954e+04,3.604226265101083904e+00
1.013184541579057259e+04,3.604226269582861075e+00
1.013184543656232563e+04,3.604226274064674662e+00
1.013184545733407867e+04,3.604226278546523776e+00
1.013184547810583172e+04,3.604226283028410194e+00
1.013184549887758476e+04,3.604226287510331694e+00
1.013184551964933780e+04,3.604226291992288722e+00
1.013184554042109085e+04,3.604226296474282165e+00
1.013184556119284389e+04,3.604226300956312468e+00
1.013184558196459693e+04,3.604226305438377853e+00
1.013184560273634997e+04,3.604226309920479210e+00
