Time (BJD_TBD - 2450000), L_e/L_star (ppm)
1.014093855324061587e+04,9.009605690212849538e+01
1.014093857208740883e+04,9.009491992431465235e+01
1.014093859093419996e+04,9.009378293680241256e+01
1.014093860978099292e+04,9.009264593937280097e+01
1.014093862862778406e+04,9.009150893224561685e+01
1.014093864747457701e+04,9.009037191520189936e+01
1.014093866632136815e+04,9.008923488846151884e+01
1.014093868516816110e+04,9.008809785180544338e+01
1.014093870401495224e+04,9.008696080545355755e+01
1.014093872286174519e+04,9.008582374918678681e+01
1.014093874170853633e+04,9.008468668322514361e+01
1.014093876055532928e+04,9.008354960734945394e+01
1.014093877940212042e+04,9.008241252177973024e+01
1.014093879824891337e+04,9.008127542629679851e+01
1.014093881709570451e+04,9.008013832112068542e+01
1.014093883594249746e+04,9.007900120603230221e+01
1.014093885478928860e+04,9.007786408125154765e+01
1.014093887363608155e+04,9.007672694655936141e+01
1.014093889248287269e+04,9.007558980217562805e+01
1.014093891132966564e+04,9.007445264788141515e+01
1.014093893017645678e+04,9.007331548389649356e+01
1.014093894902324973e+04,9.007217831000185981e+01
1.014093896787004269e+04,9.007104112630766224e+01
1.014093898671683382e+04,9.006990393292417707e+01
1.014093900556362678e+04,9.006876672963223029e+01
1.014093902441041791e+04,9.006762951665173489e+01
1.014093904325721087e+04,9.006649229376371579e+01
1.014093906210400201e+04,9.006535506118805756e+01
1.014093908095079496e+04,9.006421781870564303e+01
1.014093909979758610e+04,9.006308056653649885e+01
1.014093911864437905e+04,9.006194330446145102e+01
1.014093913749117019e+04,9.006080603270048357e+01
1.014093915633796314e+04,9.005966875103453617e+01
1.014093917518475428e+04,9.005853145968350759e+01
1.014093919403154723e+04,9.005739415842833751e+01
1.014093921287833837e+04,9.005625684748893889e+01
1.014093923172513132e+04,9.005511952664627984e+01
1.014093925057192246e+04,9.005398219612021649e+01
1.014093926941871541e+04,9.005284485569174535e+01
1.014093928826550655e+04,9.005170750558082204e+01
1.014093930711229950e+04,9.005057014556830097e+01
1.014093932595909064e+04,9.004943277587412354e+01
1.014093934480588359e+04,9.004829539627922941e+01
1.014093936365267473e+04,9.004715800700357420e+01
1.014093938249946768e+04,9.004602060782801232e+01
1.014093940134626064e+04,9.004488319886283421e+01
1.014093942019305177e+04,9.004374578021814557e+01
1.014093943903984473e+04,9.004260835167485766e+01
1.014093945788663586e+04,9.004147091345295451e+01
1.014093947673342882e+04,9.004033346533334736e+01
1.014093949558021995e+04,9.003919600753594921e+01
1.014093951442701291e+04,9.003805853984168550e+01
1.014093953327380405e+04,9.003692106247052607e+01
1.014093955212059700e+04,9.003578357520336795e+01
1.014093957096738814e+04,9.003464607826012411e+01
1.014093958981418109e+04,9.003350857142173425e+01
1.014093960866097223e+04,9.003237105490816816e+01
1.014093962750776518e+04,9.003123352850023764e+01
1.014093964635455632e+04,9.003009599241808303e+01
1.014093966520134927e+04,9.002895844644240242e+01
1.014093968404814041e+04,9.002782089079326511e+01
1.014093970289493336e+04,9.002668332525156814e+01
1.014093972174172450e+04,9.002554575003726711e+01
1.014093974058851745e+04,9.002440816493117381e+01
1.014093975943530859e+04,9.002327057015337175e+01
1.014093977828210154e+04,9.002213296548468691e+01
1.014093979712889450e+04,9.002099535103529604e+01
1.014093981597568563e+04,9.001985772691550380e+01
1.014093983482247859e+04,9.001872009290606513e+01
1.014093985366926972e+04,9.001758244922707775e+01
1.014093987251606268e+04,9.001644479565928236e+01
1.014093989136285381e+04,9.001530713242281934e+01
1.014093991020964677e+04,9.001416945929840097e+01
1.014093992905643790e+04,9.001303177650613918e+01
1.014093994790323086e+04,9.001189408382684576e+01
1.014093996675002199e+04,9.001075638148054736e+01
1.014093998559681495e+04,9.000961866924804156e+01
1.014094000444360609e+04,9.000848094734941185e+01
1.014094002329039904e+04,9.000734321556544160e+01
1.014094004213719018e+04,9.000620547411618588e+01
1.014094006098398313e+04,9.000506772278245649e+01
1.014094007983077427e+04,9.000392996178426586e+01
1.014094009867756722e+04,9.000279219090249683e+01
1.014094011752435836e+04,9.000165441035713343e+01
1.014094013637115131e+04,9.000051661992904428e+01
1.014094015521794245e+04,8.999937881983819921e+01
1.014094017406473540e+04,8.999824100986549524e+01
1.014094019291152654e+04,8.999710319023090221e+01
1.014094021175831949e+04,8.999596536071527453e+01
1.014094023060511245e+04,8.999482752142881736e+01
1.014094024945190358e+04,8.999368967248180695e+01
1.014094026829869654e+04,8.999255181365506928e+01
1.014094028714548767e+04,8.999141394516860260e+01
