Time (BJD_TBD - 2450000), F_total/F_star (ppm)
1.013335255787055939e+04,1.254808098259367625e+03
1.013335257878931770e+04,1.254837330737989305e+03
1.013335259970807601e+04,1.254866561375127958e+03
1.013335262062683432e+04,1.254895790170599867e+03
1.013335264154559445e+04,1.254925017126764033e+03
1.013335266246435276e+04,1.254954242238355164e+03
1.013335268338311107e+04,1.254983465507731580e+03
1.013335270430186938e+04,1.255012686934711382e+03
1.013335272522062769e+04,1.255041906519111535e+03
1.013335274613938600e+04,1.255071124260749912e+03
1.013335276705814431e+04,1.255100340159444158e+03
1.013335278797690262e+04,1.255129554215011240e+03
1.013335280889566275e+04,1.255158766429809020e+03
1.013335282981442106e+04,1.255187976798574027e+03
1.013335285073317937e+04,1.255217185323665490e+03
1.013335287165193768e+04,1.255246392004899917e+03
1.013335289257069599e+04,1.255275596842095410e+03
1.013335291348945429e+04,1.255304799835069161e+03
1.013335293440821260e+04,1.255334000983638816e+03
1.013335295532697091e+04,1.255363200287622249e+03
1.013335297624573104e+04,1.255392397749376187e+03
1.013335299716448935e+04,1.255421593363639886e+03
1.013335301808324766e+04,1.255450787132770074e+03
1.013335303900200597e+04,1.255479979056585080e+03
1.013335305992076428e+04,1.255509169134902322e+03
1.013335308083952259e+04,1.255538357367538993e+03
1.013335310175828090e+04,1.255567543754314102e+03
1.013335312267703921e+04,1.255596728295043931e+03
1.013335314359579934e+04,1.255625910992084982e+03
1.013335316451455765e+04,1.255655091840178784e+03
1.013335318543331596e+04,1.255684270841682064e+03
1.013335320635207427e+04,1.255713447996412242e+03
1.013335322727083258e+04,1.255742623304186964e+03
1.013335324818959089e+04,1.255771796764823875e+03
1.013335326910834920e+04,1.255800968378141761e+03
1.013335329002710751e+04,1.255830138143957129e+03
1.013335331094586763e+04,1.255859306064625571e+03
1.013335333186462594e+04,1.255888472134891799e+03
1.013335335278338425e+04,1.255917636357110268e+03
1.013335337370214256e+04,1.255946798731098852e+03
1.013335339462090087e+04,1.255975959256675878e+03
1.013335341553965918e+04,1.256005117933658539e+03
1.013335343645841749e+04,1.256034274761866072e+03
1.013335345737717762e+04,1.256063429743650431e+03
1.013335347829593593e+04,1.256092582873760421e+03
1.013335349921469424e+04,1.256121734154548449e+03
1.013335352013345255e+04,1.256150883585833526e+03
1.013335354105221086e+04,1.256180031167433071e+03
1.013335356197096917e+04,1.256209176899165413e+03
1.013335358288972748e+04,1.256238320780848881e+03
1.013335360380848579e+04,1.256267462812301574e+03
1.013335362472724591e+04,1.256296602995875674e+03
1.013335364564600422e+04,1.256325741326321122e+03
1.013335366656476253e+04,1.256354877805990554e+03
1.013335368748352084e+04,1.256384012434702299e+03
1.013335370840227915e+04,1.256413145212273776e+03
1.013335372932103746e+04,1.256442276138524903e+03
1.013335375023979577e+04,1.256471405213271964e+03
1.013335377115855408e+04,1.256500532436334879e+03
1.013335379207731421e+04,1.256529657810064009e+03
1.013335381299607252e+04,1.256558781329212252e+03
1.013335383391483083e+04,1.256587902996130651e+03
1.013335385483358914e+04,1.256617022810638218e+03
1.013335387575234745e+04,1.256646140772552599e+03
1.013335389667110576e+04,1.256675256881692576e+03
1.013335391758986407e+04,1.256704371137876706e+03
1.013335393850862238e+04,1.256733483540923316e+03
1.013335395942738251e+04,1.256762594093181633e+03
1.013335398034614082e+04,1.256791702789408419e+03
1.013335400126489913e+04,1.256820809631953352e+03
1.013335402218365743e+04,1.256849914620634308e+03
1.013335404310241574e+04,1.256879017755270525e+03
1.013335406402117405e+04,1.256908119035680329e+03
1.013335408493993236e+04,1.256937218461682050e+03
1.013335410585869067e+04,1.256966316033094699e+03
1.013335412677745080e+04,1.256995411752266818e+03
1.013335414769620911e+04,1.257024505613956762e+03
1.013335416861496742e+04,1.257053597620513301e+03
1.013335418953372573e+04,1.257082687771754991e+03
1.013335421045248404e+04,1.257111776067501069e+03
1.013335423137124235e+04,1.257140862507569409e+03
1.013335425229000066e+04,1.257169947091779477e+03
1.013335427320876079e+04,1.257199029822478678e+03
1.013335429412751910e+04,1.257228110694427642e+03
1.013335431504627741e+04,1.257257189709974227e+03
1.013335433596503572e+04,1.257286266868937219e+03
1.013335435688379403e+04,1.257315342171135853e+03
1.013335437780255234e+04,1.257344415616388460e+03
1.013335439872131064e+04,1.257373487204514049e+03
1.013335441964006895e+04,1.257402556935331631e+03
1.013335444055882908e+04,1.257431624811187021e+03
1.013335446147758739e+04,1.257460690826844711e+03
1.013335448239634570e+04,1.257489754984650290e+03
1.013335450331510401e+04,1.257518817284423676e+03
1.013335452423386232e+04,1.257547877725983881e+03
1.013335454515262063e+04,1.257576936309149005e+03
1.013335456607137894e+04,1.257605993033738514e+03
1.013335458699013725e+04,1.257635047899571418e+03
1.013335460790889738e+04,1.257664100908993078e+03
1.013335462882765569e+04,1.257693152056769350e+03
1.013335464974641400e+04,1.257722201345246276e+03
1.013335467066517231e+04,1.257751248774242413e+03
1.013335469158393062e+04,1.257780294343577225e+03
1.013335471250268893e+04,1.257809338053069951e+03
1.013335473342144724e+04,1.257838379902539600e+03
1.013335475434020555e+04,1.257867419891804730e+03
1.013335477525896567e+04,1.257896458023210016e+03
1.013335479617772398e+04,1.257925494291524728e+03
1.013335481709648229e+04,1.257954528699092862e+03
1.013335483801524060e+04,1.257983561245733654e+03
1.013335485893399891e+04,1.258012591931266343e+03
1.013335487985275722e+04,1.258041620755509939e+03
1.013335490077151553e+04,1.258070647718284363e+03
1.013335492169027384e+04,1.258099672819407942e+03
1.013335494260903397e+04,1.258128696061224673e+03
1.013335496352779228e+04,1.258157717438505642e+03
1.013335498444655059e+04,1.258186736953594163e+03
1.013335500536530890e+04,1.258215754606309702e+03
1.013335502628406721e+04,1.258244770396471949e+03
1.013335504720282552e+04,1.258273784323899918e+03
1.013335506812158383e+04,1.258302796388412389e+03
1.013335508904034396e+04,1.258331806592352223e+03
1.013335510995910226e+04,1.258360814930493461e+03
1.013335513087786057e+04,1.258389821405178054e+03
1.013335515179661888e+04,1.258418826016225239e+03
1.013335517271537719e+04,1.258447828763455163e+03
1.013335519363413550e+04,1.258476829646687065e+03
1.013335521455289381e+04,1.258505828665740637e+03
1.013335523547165212e+04,1.258534825820434662e+03
1.013335525639041225e+04,1.258563821113110635e+03
1.013335527730917056e+04,1.258592814538545099e+03
1.013335529822792887e+04,1.258621806099079777e+03
1.013335531914668718e+04,1.258650795794533224e+03
1.013335534006544549e+04,1.258679783624725815e+03
1.013335536098420380e+04,1.258708769589476788e+03
1.013335538190296211e+04,1.258737753688606290e+03
1.013335540282172042e+04,1.258766735921933787e+03
1.013335542374048055e+04,1.258795716291798271e+03
1.013335544465923886e+04,1.258824694792980381e+03
1.013335546557799717e+04,1.258853671427819563e+03
1.013335548649675547e+04,1.258882646196135738e+03
1.013335550741551378e+04,1.258911619097748144e+03
1.013335552833427209e+04,1.258940590132477382e+03
1.013335554925303040e+04,1.258969559300142237e+03
1.013335557017178871e+04,1.258998526600563537e+03
1.013335559109054884e+04,1.259027492036078684e+03
1.013335561200930715e+04,1.259056455601471498e+03
1.013335563292806546e+04,1.259085417299079154e+03
1.013335565384682377e+04,1.259114377128722936e+03
1.013335567476558208e+04,1.259143335090221626e+03
1.013335569568434039e+04,1.259172291183395600e+03
1.013335571660309870e+04,1.259201245408065006e+03
1.013335573752185701e+04,1.259230197764049535e+03
1.013335575844061714e+04,1.259259148253686590e+03
1.013335577935937545e+04,1.259288096871761127e+03
1.013335580027813376e+04,1.259317043620611230e+03
1.013335582119689207e+04,1.259345988500056137e+03
1.013335584211565038e+04,1.259374931509916678e+03
1.013335586303440869e+04,1.259403872650012318e+03
1.013335588395316699e+04,1.259432811920163431e+03
1.013335590487192530e+04,1.259461749320189938e+03
1.013335592579068543e+04,1.259490684852428103e+03
1.013335594670944374e+04,1.259519618511665612e+03
1.013335596762820205e+04,1.259548550300239867e+03
1.013335598854696036e+04,1.259577480217969651e+03
1.013335600946571867e+04,1.259606408264675565e+03
1.013335603038447698e+04,1.259635334440177985e+03
1.013335605130323529e+04,1.259664258744297740e+03
1.013335607222199542e+04,1.259693181179368594e+03
1.013335609314075373e+04,1.259722101740181643e+03
1.013335611405951204e+04,1.259751020429072469e+03
1.013335613497827035e+04,1.259779937245861220e+03
1.013335615589702866e+04,1.259808852190367816e+03
1.013335617681578697e+04,1.259837765262412631e+03
1.013335619773454528e+04,1.259866676461816496e+03
1.013335621865330359e+04,1.259895585788399558e+03
1.013335623957206371e+04,1.259924493244495352e+03
1.013335626049082202e+04,1.259953398824897477e+03
1.013335628140958033e+04,1.259982302531940604e+03
1.013335630232833864e+04,1.260011204365443518e+03
1.013335632324709695e+04,1.260040104325227958e+03
1.013335634416585526e+04,1.260069002411113843e+03
1.013335636508461357e+04,1.260097898622922457e+03
1.013335638600337188e+04,1.260126792960473495e+03
1.013335640692213201e+04,1.260155685426100035e+03
1.013335642784089032e+04,1.260184576014597724e+03
1.013335644875964863e+04,1.260213464728299869e+03
1.013335646967840694e+04,1.260242351567027072e+03
1.013335649059716525e+04,1.260271236530599253e+03
1.013335651151592356e+04,1.260300119618837698e+03
1.013335653243468187e+04,1.260329000831563235e+03
1.013335655335344018e+04,1.260357880168595557e+03
1.013335657427220031e+04,1.260386757632266836e+03
1.013335659519095861e+04,1.260415633217375898e+03
1.013335661610971692e+04,1.260444506926254235e+03
1.013335663702847523e+04,1.260473378758722902e+03
1.013335665794723354e+04,1.260502248714602729e+03
1.013335667886599185e+04,1.260531116793713409e+03
1.013335669978475016e+04,1.260559982995876680e+03
1.013335672070350847e+04,1.260588847320913146e+03
1.013335674162226860e+04,1.260617709771153613e+03
1.013335676254102691e+04,1.260646570341398501e+03
1.013335678345978522e+04,1.260675429033979071e+03
1.013335680437854353e+04,1.260704285848715926e+03
1.013335682529730184e+04,1.260733140785430578e+03
1.013335684621606015e+04,1.260761993843942946e+03
1.013335686713481846e+04,1.260790845024074542e+03
1.013335688805357859e+04,1.260819694328155492e+03
1.013335690897233690e+04,1.260848541750987806e+03
1.013335692989109521e+04,1.260877387294902519e+03
1.013335695080985352e+04,1.260906230959720233e+03
1.013335697172861182e+04,1.260935072745261778e+03
1.013335699264737013e+04,1.260963912651347982e+03
1.013335701356612844e+04,1.260992750677800586e+03
1.013335703448488675e+04,1.261021586824440419e+03
1.013335705540364688e+04,1.261050421093594878e+03
1.013335707632240519e+04,1.261079253480071657e+03
1.013335709724116350e+04,1.261108083986198380e+03
1.013335711815992181e+04,1.261136912611797015e+03
1.013335713907868012e+04,1.261165739356687709e+03
1.013335715999743843e+04,1.261194564220692200e+03
1.013335718091619674e+04,1.261223387203631546e+03
1.013335720183495505e+04,1.261252208305327486e+03
1.013335722275371518e+04,1.261281027528106051e+03
1.013335724367247349e+04,1.261309844866777212e+03
1.013335726459123180e+04,1.261338660323668364e+03
1.013335728550999011e+04,1.261367473898600110e+03
1.013335730642874842e+04,1.261396285591394417e+03
1.013335732734750673e+04,1.261425095401871886e+03
1.013335734826626503e+04,1.261453903329854711e+03
1.013335736918502334e+04,1.261482709375163722e+03
1.013335739010378347e+04,1.261511513540124952e+03
1.013335741102254178e+04,1.261540315819549960e+03
1.013335743194130009e+04,1.261569116215765689e+03
1.013335745286005840e+04,1.261597914728592968e+03
1.013335747377881671e+04,1.261626711357853310e+03
1.013335749469757502e+04,1.261655506103368680e+03
1.013335751561633333e+04,1.261684298964959908e+03
1.013335753653509164e+04,1.261713089942448505e+03
1.013335755745385177e+04,1.261741879038159368e+03
1.013335757837261008e+04,1.261770666246907467e+03
1.013335759929136839e+04,1.261799451571017244e+03
1.013335762021012670e+04,1.261828235010310891e+03
1.013335764112888501e+04,1.261857016564609921e+03
1.013335766204764332e+04,1.261885796233734936e+03
1.013335768296640163e+04,1.261914574017509040e+03
1.013335770388516175e+04,1.261943349918255080e+03
1.013335772480392006e+04,1.261972123930789621e+03
1.013335774572267837e+04,1.262000896057438240e+03
1.013335776664143668e+04,1.262029666298021766e+03
1.013335778756019499e+04,1.262058434652361029e+03
1.013335780847895330e+04,1.262087201120279133e+03
