Time (BJD_TBD - 2450000), F_planets/F_star (ppm)
1.062594821759266779e+04,1.259617430361474362e+03
1.062594823627046208e+04,1.259633155292130368e+03
1.062594825494825454e+04,1.259648877778631686e+03
1.062594827362604883e+04,1.259664597823960094e+03
1.062594829230384312e+04,1.259680315426504421e+03
1.062594831098163559e+04,1.259696030584653954e+03
1.062594832965942987e+04,1.259711743301389106e+03
1.062594834833722416e+04,1.259727453575099844e+03
1.062594836701501663e+04,1.259743161404175680e+03
1.062594838569281092e+04,1.259758866791595892e+03
1.062594840437060520e+04,1.259774569735751584e+03
1.062594842304839767e+04,1.259790270235033177e+03
1.062594844172619196e+04,1.259805968292417447e+03
1.062594846040398625e+04,1.259821663906297090e+03
1.062594847908178053e+04,1.259837357076591161e+03
1.062594849775957300e+04,1.259853047801691218e+03
1.062594851643736729e+04,1.259868736084574266e+03
1.062594853511516158e+04,1.259884421923630953e+03
1.062594855379295404e+04,1.259900105317255566e+03
1.062594857247074833e+04,1.259915786268421243e+03
1.062594859114854262e+04,1.259931464775521363e+03
1.062594860982633509e+04,1.259947140836949757e+03
1.062594862850412937e+04,1.259962814455678199e+03
1.062594864718192366e+04,1.259978485630101886e+03
1.062594866585971613e+04,1.259994154358614196e+03
1.062594868453751042e+04,1.260009820644186675e+03
1.062594870321530470e+04,1.260025484485214065e+03
1.062594872189309717e+04,1.260041145880091563e+03
1.062594874057089146e+04,1.260056804831788440e+03
1.062594875924868575e+04,1.260072461338700805e+03
1.062594877792647821e+04,1.260088115399223625e+03
1.062594879660427250e+04,1.260103767016326401e+03
1.062594881528206679e+04,1.260119416188404330e+03
1.062594883395985926e+04,1.260135062913854426e+03
1.062594885263765354e+04,1.260150707195644827e+03
1.062594887131544783e+04,1.260166349032170501e+03
1.062594888999324030e+04,1.260181988421829828e+03
1.062594890867103459e+04,1.260197625367588671e+03
1.062594892734882887e+04,1.260213259867844272e+03
1.062594894602662316e+04,1.260228891922517050e+03
1.062594896470441563e+04,1.260244521530005159e+03
1.062594898338220992e+04,1.260260148693272868e+03
1.062594900206000420e+04,1.260275773410718557e+03
1.062594902073779667e+04,1.260291395680740834e+03
1.062594903941559096e+04,1.260307015506303514e+03
1.062594905809338525e+04,1.260322632885804751e+03
1.062594907677117772e+04,1.260338247817645197e+03
1.062594909544897200e+04,1.260353860304785940e+03
1.062594911412676629e+04,1.260369470345626041e+03
1.062594913280455876e+04,1.260385077938567065e+03
1.062594915148235305e+04,1.260400683086568279e+03
1.062594917016014733e+04,1.260416285788031473e+03
1.062594918883793980e+04,1.260431886041356847e+03
1.062594920751573409e+04,1.260447483849504124e+03
1.062594922619352838e+04,1.260463079210872820e+03
1.062594924487132084e+04,1.260478672123867000e+03
1.062594926354911513e+04,1.260494262591443203e+03
1.062594928222690942e+04,1.260509850612002992e+03
1.062594930090470189e+04,1.260525436183950205e+03
1.062594931958249617e+04,1.260541019310240017e+03
1.062594933826029046e+04,1.260556599989275355e+03
1.062594935693808293e+04,1.260572178219459829e+03
1.062594937561587722e+04,1.260587754003748159e+03
1.062594939429367150e+04,1.260603327340544183e+03
1.062594941297146579e+04,1.260618898229767638e+03
1.062594943164925826e+04,1.260634466669823496e+03
1.062594945032705255e+04,1.260650032663664888e+03
1.062594946900484683e+04,1.260665596209696332e+03
1.062594948768263930e+04,1.260681157306322120e+03
1.062594950636043359e+04,1.260696715956495154e+03
1.062594952503822788e+04,1.260712272158619726e+03
1.062594954371602034e+04,1.260727825911101945e+03
1.062594956239381463e+04,1.260743377216892441e+03
1.062594958107160892e+04,1.260758926074396413e+03
1.062594959974940139e+04,1.260774472482020883e+03
1.062594961842719567e+04,1.260790016442714887e+03
1.062594963710498996e+04,1.260805557954884989e+03
1.062594965578278243e+04,1.260821097016938666e+03
1.062594967446057672e+04,1.260836633631823588e+03
1.062594969313837100e+04,1.260852167797946549e+03
1.062594971181616347e+04,1.260867699513716616e+03
1.062594973049395776e+04,1.260883228782078731e+03
1.062594974917175205e+04,1.260898755601441962e+03
1.062594976784954451e+04,1.260914279970215148e+03
1.062594978652733880e+04,1.260929801891343459e+03
1.062594980520513309e+04,1.260945321363234370e+03
1.062594982388292556e+04,1.260960838384298768e+03
1.062594984256071984e+04,1.260976352957479776e+03
1.062594986123851413e+04,1.260991865081186688e+03
1.062594987991630842e+04,1.261007374755340379e+03
1.062594989859410089e+04,1.261022881978352189e+03
1.062594991727189517e+04,1.261038386753163422e+03
1.062594993594968946e+04,1.261053889078184739e+03
1.062594995462748193e+04,1.261069388951827023e+03
1.062594997330527622e+04,1.261084886377030898e+03
1.062594999198307050e+04,1.261100381352207933e+03
1.062595001066086297e+04,1.261115873875769694e+03
1.062595002933865726e+04,1.261131363950655668e+03
1.062595004801645155e+04,1.261146851575277651e+03
1.062595006669424401e+04,1.261162336748048347e+03
1.062595008537203830e+04,1.261177819471905650e+03
1.062595010404983259e+04,1.261193299745262038e+03
1.062595012272762506e+04,1.261208777566531126e+03
1.062595014140541934e+04,1.261224252938649215e+03
1.062595016008321363e+04,1.261239725860030148e+03
1.062595017876100610e+04,1.261255196329087994e+03
1.062595019743880039e+04,1.261270664348757691e+03
1.062595021611659467e+04,1.261286129917452854e+03
1.062595023479438714e+04,1.261301593033589597e+03
1.062595025347218143e+04,1.261317053700100587e+03
1.062595027214997572e+04,1.261332511915401483e+03
1.062595029082776819e+04,1.261347967677907263e+03
1.062595030950556247e+04,1.261363420990551049e+03
1.062595032818335676e+04,1.261378871851748045e+03
1.062595034686115105e+04,1.261394320261419580e+03
1.062595036553894352e+04,1.261409766217982224e+03
1.062595038421673780e+04,1.261425209724367051e+03
1.062595040289453209e+04,1.261440650778989493e+03
1.062595042157232456e+04,1.261456089380268168e+03
1.062595044025011885e+04,1.261471525531131874e+03
1.062595045892791313e+04,1.261486959229997865e+03
1.062595047760570560e+04,1.261502390475284983e+03
1.062595049628349989e+04,1.261517819269919755e+03
1.062595051496129418e+04,1.261533245612321252e+03
1.062595053363908664e+04,1.261548669500908090e+03
1.062595055231688093e+04,1.261564090938606341e+03
1.062595057099467522e+04,1.261579509923835758e+03
1.062595058967246769e+04,1.261594926455015639e+03
1.062595060835026197e+04,1.261610340535070918e+03
1.062595062702805626e+04,1.261625752162420440e+03
1.062595064570584873e+04,1.261641161335486004e+03
1.062595066438364302e+04,1.261656568057190725e+03
1.062595068306143730e+04,1.261671972325954584e+03
1.062595070173922977e+04,1.261687374140200063e+03
1.062595072041702406e+04,1.261702773502847322e+03
1.062595073909481835e+04,1.261718170412318614e+03
1.062595075777261081e+04,1.261733564867036421e+03
1.062595077645040510e+04,1.261748956869920903e+03
1.062595079512819939e+04,1.261764346419393632e+03
1.062595081380599368e+04,1.261779733515377302e+03
1.062595083248378614e+04,1.261795118156294393e+03
1.062595085116158043e+04,1.261810500345063474e+03
1.062595086983937472e+04,1.261825880080107027e+03
1.062595088851716719e+04,1.261841257359850260e+03
1.062595090719496147e+04,1.261856632187210153e+03
1.062595092587275576e+04,1.261872004560609639e+03
1.062595094455054823e+04,1.261887374478473930e+03
1.062595096322834252e+04,1.261902741943718866e+03
1.062595098190613680e+04,1.261918106954768973e+03
1.062595100058392927e+04,1.261933469510050145e+03
1.062595101926172356e+04,1.261948829612476175e+03
1.062595103793951785e+04,1.261964187260472499e+03
1.062595105661731031e+04,1.261979542452465921e+03
1.062595107529510460e+04,1.261994895191368414e+03
1.062595109397289889e+04,1.262010245475606780e+03
1.062595111265069136e+04,1.262025593303607820e+03
1.062595113132848564e+04,1.262040938678283965e+03
1.062595115000627993e+04,1.262056281598060195e+03
1.062595116868407240e+04,1.262071622061366043e+03
1.062595118736186669e+04,1.262086960071110980e+03
1.062595120603966097e+04,1.262102295625722945e+03
1.062595122471745344e+04,1.262117628723629423e+03
1.062595124339524773e+04,1.262132959367740568e+03
1.062595126207304202e+04,1.262148287556483638e+03
1.062595128075083630e+04,1.262163613289782006e+03
1.062595129942862877e+04,1.262178936566063612e+03
1.062595131810642306e+04,1.262194257388235656e+03
1.062595133678421735e+04,1.262209575754729030e+03
1.062595135546200981e+04,1.262224891663971903e+03
1.062595137413980410e+04,1.262240205118871700e+03
1.062595139281759839e+04,1.262255516117857269e+03
1.062595141149539086e+04,1.262270824659359505e+03
1.062595143017318514e+04,1.262286130746283789e+03
1.062595144885097943e+04,1.262301434377060332e+03
1.062595146752877190e+04,1.262316735550120939e+03
1.062595148620656619e+04,1.262332034268368488e+03
1.062595150488436047e+04,1.262347330530234103e+03
1.062595152356215294e+04,1.262362624334151405e+03
1.062595154223994723e+04,1.262377915683020774e+03
1.062595156091774152e+04,1.262393204575274922e+03
1.062595157959553399e+04,1.262408491009347472e+03
1.062595159827332827e+04,1.262423774988137893e+03
1.062595161695112256e+04,1.262439056510079581e+03
1.062595163562891503e+04,1.262454335573606613e+03
1.062595165430670932e+04,1.262469612181617549e+03
1.062595167298450360e+04,1.262484886332546239e+03
