Time (BJD_TBD - 2450000), F_c/F_star (ppm)
1.027292596064833924e+04,3.523766606490090680e+02
1.027292604692779969e+04,3.523317034380603445e+02
1.027292613320726196e+04,3.522867402676112647e+02
1.027292621948672240e+04,3.522417711418108865e+02
1.027292630576618467e+04,3.521967960610164710e+02
1.027292639204564512e+04,3.521518150293777012e+02
1.027292647832510738e+04,3.521068280472520087e+02
1.027292656460456783e+04,3.520618351187903841e+02
1.027292665088403010e+04,3.520168362443502588e+02
1.027292673716349054e+04,3.519718314280836466e+02
1.027292682344295281e+04,3.519268206703480359e+02
1.027292690972241326e+04,3.518818039752965774e+02
1.027292699600187370e+04,3.518367813442363286e+02
1.027292708228133597e+04,3.517917527784735512e+02
1.027292716856079642e+04,3.517467182821633855e+02
1.027292725484025868e+04,3.517016778556633199e+02
1.027292734111971913e+04,3.516566315031294039e+02
1.027292742739918140e+04,3.516115792249196375e+02
1.027292751367864184e+04,3.515665210251905251e+02
1.027292759995810411e+04,3.515214569043004076e+02
1.027292768623756456e+04,3.514763868664074380e+02
1.027292777251702682e+04,3.514313109118693319e+02
1.027292785879648727e+04,3.513862290448455497e+02
1.027292794507594954e+04,3.513411412656939206e+02
1.027292803135540998e+04,3.512960475785750418e+02
1.027292811763487043e+04,3.512509479847977900e+02
1.027292820391433270e+04,3.512058424856710417e+02
1.027292829019379315e+04,3.511607310853567583e+02
1.027292837647325541e+04,3.511156137842131670e+02
1.027292846275271586e+04,3.510704905864035368e+02
1.027292854903217813e+04,3.510253614922860947e+02
1.027292863531163857e+04,3.509802265060249056e+02
1.027292872159110084e+04,3.509350856279785376e+02
1.027292880787056129e+04,3.508899388623123627e+02
1.027292889415002355e+04,3.508447862093847220e+02
1.027292898042948400e+04,3.507996276733621812e+02
1.027292906670894445e+04,3.507544632555554927e+02
1.027292915298840671e+04,3.507092929572754088e+02
1.027292923926786716e+04,3.506641167826898595e+02
1.027292932554732943e+04,3.506189347321575838e+02
1.027292941182678987e+04,3.505737468098478189e+02
1.027292949810625214e+04,3.505285530161193606e+02
1.027292958438571259e+04,3.504833533551422420e+02
1.027292967066517485e+04,3.504381478272755999e+02
1.027292975694463530e+04,3.503929364366904906e+02
1.027292984322409757e+04,3.503477191837461646e+02
1.027292992950355801e+04,3.503024960726147583e+02
1.027293001578302028e+04,3.502572671036555789e+02
1.027293010206248073e+04,3.502120322810420134e+02
1.027293018834194118e+04,3.501667916060869743e+02
1.027293027462140344e+04,3.501215450801036582e+02
1.027293036090086389e+04,3.500762927072668163e+02
1.027293044718032615e+04,3.500310344879359263e+02
1.027293053345978660e+04,3.499857704262872176e+02
1.027293061973924887e+04,3.499405005226799972e+02
1.027293070601870932e+04,3.498952247812915743e+02
1.027293079229817158e+04,3.498499432024813132e+02
1.027293087857763203e+04,3.498046557904276028e+02
1.027293096485709430e+04,3.497593625454901485e+02
1.027293105113655474e+04,3.497140634718481920e+02
1.027293113741601519e+04,3.496687585708168058e+02
1.027293122369547746e+04,3.496234478437105508e+02
1.027293130997493790e+04,3.495781312947106017e+02
1.027293139625440017e+04,3.495328089241767202e+02
1.027293148253386062e+04,3.494874807362909905e+02
1.027293156881332288e+04,3.494421467314134020e+02
1.027293165509278333e+04,3.493968069137269481e+02
1.027293174137224560e+04,3.493514612835918456e+02
1.027293182765170604e+04,3.493061098451921680e+02
1.027293191393116831e+04,3.492607525988880184e+02
1.027293200021062876e+04,3.492153895488647208e+02
1.027293208649008920e+04,3.491700206964392237e+02
1.027293217276955147e+04,3.491246460429278500e+02
1.027293225904901192e+04,3.490792655925177428e+02
1.027293234532847418e+04,3.490338793455690620e+02
1.027293243160793463e+04,3.489884873062699171e+02
1.027293251788739690e+04,3.489430894749806384e+02
1.027293260416685735e+04,3.488976858558903018e+02
1.027293269044631961e+04,3.488522764493595218e+02
1.027293277672578006e+04,3.488068612595782838e+02
1.027293286300524233e+04,3.487614402869072023e+02
1.027293294928470277e+04,3.487160135355375701e+02
1.027293303556416504e+04,3.486705810058299448e+02
1.027293312184362549e+04,3.486251427019766993e+02
1.027293320812308593e+04,3.485796986252966576e+02
1.027293329440254820e+04,3.485342487771087576e+02
1.027293338068200865e+04,3.484887931616067931e+02
