Time (BJD_TBD - 2450000), L_total/L_star (ppm)
1.013335255787055939e+04,1.106424072770060093e+03
1.013335257878931770e+04,1.106451954293366725e+03
1.013335259970807601e+04,1.106479833903961662e+03
1.013335262062683432e+04,1.106507711601671190e+03
1.013335264154559445e+04,1.106535587388745626e+03
1.013335266246435276e+04,1.106563461260164559e+03
1.013335268338311107e+04,1.106591333218178079e+03
1.013335270430186938e+04,1.106619203262613155e+03
1.013335272522062769e+04,1.106647071393296301e+03
1.013335274613938600e+04,1.106674937610054485e+03
1.013335276705814431e+04,1.106702801912714904e+03
1.013335278797690262e+04,1.106730664301103388e+03
1.013335280889566275e+04,1.106758524777470029e+03
1.013335282981442106e+04,1.106786383336796007e+03
1.013335285073317937e+04,1.106814239981330957e+03
1.013335287165193768e+04,1.106842094710902074e+03
1.013335289257069599e+04,1.106869947525336102e+03
1.013335291348945429e+04,1.106897798424459552e+03
1.013335293440821260e+04,1.106925647408099394e+03
1.013335295532697091e+04,1.106953494476083051e+03
1.013335297624573104e+04,1.106981339630658567e+03
1.013335299716448935e+04,1.107009182866809851e+03
1.013335301808324766e+04,1.107037024186785629e+03
1.013335303900200597e+04,1.107064863590412870e+03
1.013335305992076428e+04,1.107092701077518768e+03
1.013335308083952259e+04,1.107120536647930066e+03
1.013335310175828090e+04,1.107148370301473733e+03
1.013335312267703921e+04,1.107176202037976736e+03
1.013335314359579934e+04,1.107204031859686665e+03
1.013335316451455765e+04,1.107231859761590385e+03
1.013335318543331596e+04,1.107259685745934348e+03
1.013335320635207427e+04,1.107287509812546887e+03
1.013335322727083258e+04,1.107315331961254742e+03
1.013335324818959089e+04,1.107343152191884883e+03
1.013335326910834920e+04,1.107370970504264278e+03
1.013335329002710751e+04,1.107398786898220351e+03
1.013335331094586763e+04,1.107426601375999098e+03
1.013335333186462594e+04,1.107454413932590569e+03
1.013335335278338425e+04,1.107482224570240305e+03
1.013335337370214256e+04,1.107510033288775730e+03
1.013335339462090087e+04,1.107537840088024041e+03
1.013335341553965918e+04,1.107565644967812887e+03
1.013335343645841749e+04,1.107593447927969009e+03
1.013335345737717762e+04,1.107621248970737724e+03
1.013335347829593593e+04,1.107649048091111354e+03
