Time (BJD_TBD - 2450000), F_h/L_star (ppm)
9.913946643518749624e+03,3.155474590244121136e-01
9.913946661622412648e+03,3.155292084098831884e-01
9.913946679726073853e+03,3.155109583191958444e-01
9.913946697829736877e+03,3.154927087486845694e-01
9.913946715933398082e+03,3.154744597020181507e-01
9.913946734037061105e+03,3.154562111755261355e-01
9.913946752140722310e+03,3.154379631728805866e-01
9.913946770244385334e+03,3.154197156904143262e-01
9.913946788348046539e+03,3.154014687317928667e-01
9.913946806451709563e+03,3.153832222933523055e-01
9.913946824555372586e+03,3.153649763769262870e-01
9.913946842659033791e+03,3.153467309843482336e-01
9.913946860762696815e+03,3.153284861119511340e-01
9.913946878866358020e+03,3.153102417634052745e-01
9.913946896970021044e+03,3.152919979350403135e-01
9.913946915073682248e+03,3.152737546305282579e-01
9.913946933177345272e+03,3.152555118462003203e-01
9.913946951281006477e+03,3.152372695857236229e-01
9.913946969384669501e+03,3.152190278454343186e-01
9.913946987488332525e+03,3.152007866271659409e-01
9.913947005591993729e+03,3.151825459327488033e-01
9.913947023695656753e+03,3.151643057585222785e-01
9.913947041799317958e+03,3.151460661081502135e-01
9.913947059902980982e+03,3.151278269779687613e-01
9.913947078006642187e+03,3.151095883716417689e-01
9.913947096110305210e+03,3.150913502855069992e-01
9.913947114213966415e+03,3.150731127232299089e-01
9.913947132317629439e+03,3.150548756811450968e-01
9.913947150421292463e+03,3.150366391610875949e-01
9.913947168524953668e+03,3.150184031648894378e-01
9.913947186628616691e+03,3.150001676888850577e-01
9.913947204732277896e+03,3.149819327367416322e-01
9.913947222835940920e+03,3.149636983047952588e-01
9.913947240939602125e+03,3.149454643967114498e-01
9.913947259043265149e+03,3.149272310088230276e-01
9.913947277146926353e+03,3.149089981448004449e-01
9.913947295250589377e+03,3.148907658009748589e-01
9.913947313354252401e+03,3.148725339791830780e-01
9.913947331457913606e+03,3.148543026812554713e-01
9.913947349561576630e+03,3.148360719035297461e-01
9.913947367665237834e+03,3.148178416496698051e-01
9.913947385768900858e+03,3.147996119160133555e-01
9.913947403872562063e+03,3.147813827062242997e-01
9.913947421976225087e+03,3.147631540166386799e-01
9.913947440079888111e+03,3.147449258490901958e-01
9.913947458183549315e+03,3.147266982054122697e-01
9.913947476287212339e+03,3.147084710819394449e-01
9.913947494390873544e+03,3.146902444823372336e-01
9.913947512494536568e+03,3.146720184029433431e-01
9.913947530598197773e+03,3.146537928474217316e-01
9.913947548701860796e+03,3.146355678121083854e-01
9.913947566805522001e+03,3.146173433006689280e-01
9.913947584909185025e+03,3.145991193094393457e-01
9.913947603012848049e+03,3.145808958402533384e-01
9.913947621116509254e+03,3.145626728949427187e-01
9.913947639220172277e+03,3.145444504698453048e-01
9.913947657323833482e+03,3.145262285686217241e-01
9.913947675427496506e+03,3.145080071876145134e-01
9.913947693531157711e+03,3.144897863304843555e-01
9.913947711634820735e+03,3.144715659935706231e-01
9.913947729738481939e+03,3.144533461805339436e-01
9.913947747842144963e+03,3.144351268877152439e-01
9.913947765945807987e+03,3.144169081169465030e-01
9.913947784049469192e+03,3.143986898700564803e-01
9.913947802153132216e+03,3.143804721433860472e-01
9.913947820256793420e+03,3.143622549405991062e-01
9.913947838360456444e+03,3.143440382580318104e-01
9.913947856464117649e+03,3.143258220993463969e-01
9.913947874567780673e+03,3.143076064608854581e-01
9.913947892671441878e+03,3.142893913463064015e-01
9.913947910775104901e+03,3.142711767519534294e-01
9.913947928878767925e+03,3.142529626796535802e-01
9.913947946982429130e+03,3.142347491312404983e-01
9.913947965086092154e+03,3.142165361030551107e-01
9.913947983189753359e+03,3.141983235987548806e-01
9.913948001293416382e+03,3.141801116146822892e-01
9.913948019397077587e+03,3.141619001544980194e-01
9.913948037500740611e+03,3.141436892145431092e-01
9.913948055604401816e+03,3.141254787984765207e-01
9.913948073708064840e+03,3.141072689026408460e-01
9.913948091811727863e+03,3.140890595288663989e-01
9.913948109915389068e+03,3.140708506789834931e-01
9.913948128019052092e+03,3.140526423493347763e-01
9.913948146122713297e+03,3.140344345435759910e-01
9.913948164226376321e+03,3.140162272580529490e-01
9.913948182330037525e+03,3.139980204964231136e-01
9.913948200433700549e+03,3.139798142550290216e-01
9.913948218537361754e+03,3.139616085375296906e-01
9.913948236641024778e+03,3.139434033402677682e-01
9.913948254744687802e+03,3.139251986650719028e-01
9.913948272848349006e+03,3.139069945137740736e-01
9.913948290952012030e+03,3.138887908827151518e-01
9.913948309055673235e+03,3.138705877755527118e-01
9.913948327159336259e+03,3.138523851886324545e-01
9.913948345262997464e+03,3.138341831256118430e-01
9.913948363366660487e+03,3.138159815828317489e-01
9.913948381470321692e+03,3.137977805639545759e-01
9.913948399573984716e+03,3.137795800653195855e-01
9.913948417677647740e+03,3.137613800887571469e-01
9.913948435781308945e+03,3.137431806360975739e-01
9.913948453884971968e+03,3.137249817036833477e-01
9.913948471988633173e+03,3.137067832951736523e-01
9.913948490092296197e+03,3.136885854069094148e-01
9.913948508195957402e+03,3.136703880425512070e-01
9.913948526299620426e+03,3.136521911984416766e-01
9.913948544403281630e+03,3.136339948782381759e-01
9.913948562506944654e+03,3.136157990782834082e-01
9.913948580610607678e+03,3.135976038004091859e-01
9.913948598714268883e+03,3.135794090464410488e-01
9.913948616817931907e+03,3.135612148127279730e-01
9.913948634921593111e+03,3.135430211029210379e-01
9.913948653025256135e+03,3.135248279133691640e-01
9.913948671128917340e+03,3.135066352477282603e-01
9.913948689232580364e+03,3.134884431023424178e-01
9.913948707336243388e+03,3.134702514790387862e-01
9.913948725439904592e+03,3.134520603796477345e-01
9.913948743543567616e+03,3.134338698005149637e-01
9.913948761647228821e+03,3.134156797452947174e-01
9.913948779750891845e+03,3.133974902103344173e-01
9.913948797854553050e+03,3.133793011992866973e-01
9.913948815958216073e+03,3.133611127085020875e-01
9.913948834061877278e+03,3.133429247416316676e-01
9.913948852165540302e+03,3.133247372950211385e-01
9.913948870269203326e+03,3.133065503705024790e-01
9.913948888372864531e+03,3.132883639699012290e-01
9.913948906476527554e+03,3.132701780895631449e-01
9.913948924580188759e+03,3.132519927331440246e-01
9.913948942683851783e+03,3.132338078969913453e-01
9.913948960787512988e+03,3.132156235847575743e-01
9.913948978891176012e+03,3.131974397927902443e-01
9.913948996994837216e+03,3.131792565247450977e-01
9.913949015098500240e+03,3.131610737769680020e-01
9.913949033202163264e+03,3.131428915512859401e-01
9.913949051305824469e+03,3.131247098495277270e-01
9.913949069409487493e+03,3.131065286680407844e-01
9.913949087513148697e+03,3.130883480104760253e-01
9.913949105616811721e+03,3.130701678731857007e-01
9.913949123720472926e+03,3.130519882598191694e-01
9.913949141824135950e+03,3.130338091667255185e-01
9.913949159927797155e+03,3.130156305975589359e-01
9.913949178031460178e+03,3.129974525486683978e-01
9.913949196135123202e+03,3.129792750218777786e-01
9.913949214238784407e+03,3.129610980190174474e-01
9.913949232342447431e+03,3.129429215364332162e-01
9.913949250446108636e+03,3.129247455777792175e-01
9.913949268549771659e+03,3.129065701394029286e-01
9.913949286653432864e+03,3.128883952249568723e-01
9.913949304757095888e+03,3.128702208307933552e-01
9.913949322860757093e+03,3.128520469605601262e-01
9.913949340964420117e+03,3.128338736106077711e-01
9.913949359068083140e+03,3.128157007827650493e-01
9.913949377171744345e+03,3.127975284788541699e-01
9.913949395275407369e+03,3.127793566952274951e-01
9.913949413379068574e+03,3.127611854355374921e-01
9.913949431482731597e+03,3.127430146961316382e-01
9.913949449586392802e+03,3.127248444806609018e-01
9.913949467690055826e+03,3.127066747854790885e-01
9.913949485793717031e+03,3.126885056142324482e-01
9.913949503897380055e+03,3.126703369632763407e-01
9.913949522001043078e+03,3.126521688344314764e-01
9.913949540104704283e+03,3.126340012295265591e-01
9.913949558208367307e+03,3.126158341449122302e-01
9.913949576312028512e+03,3.125976675842394581e-01
9.913949594415691536e+03,3.125795015438572744e-01
9.913949612519352740e+03,3.125613360274166475e-01
9.913949630623015764e+03,3.125431710312697731e-01
9.913949648726676969e+03,3.125250065590661208e-01
9.913949666830339993e+03,3.125068426071562766e-01
9.913949684934003017e+03,3.124886791773657246e-01
9.913949703037664221e+03,3.124705162715215589e-01
9.913949721141327245e+03,3.124523538859728111e-01
9.913949739244988450e+03,3.124341920243721149e-01
9.913949757348651474e+03,3.124160306830667810e-01
9.913949775452312679e+03,3.123978698657111086e-01
9.913949793555975702e+03,3.123797095686540737e-01
9.913949811659636907e+03,3.123615497955450349e-01
9.913949829763299931e+03,3.123433905427378532e-01
9.913949847866962955e+03,3.123252318120564586e-01
9.913949865970624160e+03,3.123070736053246699e-01
9.913949884074287183e+03,3.122889159188963482e-01
9.913949902177948388e+03,3.122707587564192422e-01
9.913949920281611412e+03,3.122526021142472685e-01
9.913949938385272617e+03,3.122344459960297303e-01
9.913949956488935641e+03,3.122162903981157145e-01
9.913949974592596845e+03,3.121981353241561341e-01
9.913949992696259869e+03,3.121799807705048502e-01
9.913950010799922893e+03,3.121618267389857926e-01
9.913950028903584098e+03,3.121436732314211704e-01
9.913950047007247122e+03,3.121255202441665100e-01
9.913950065110908326e+03,3.121073677808711144e-01
9.913950083214571350e+03,3.120892158378840708e-01
9.913950101318232555e+03,3.120710644188579019e-01
9.913950119421895579e+03,3.120529135201416948e-01
9.913950137525558603e+03,3.120347631435641533e-01
9.913950155629219807e+03,3.120166132909458767e-01
9.913950173732882831e+03,3.119984639586407260e-01
9.913950191836544036e+03,3.119803151502997807e-01
9.913950209940207060e+03,3.119621668622735711e-01
9.913950228043868265e+03,3.119440190982099015e-01
9.913950246147531288e+03,3.119258718544641873e-01
9.913950264251192493e+03,3.119077251346826785e-01
9.913950282354855517e+03,3.118895789352207348e-01
9.913950300458518541e+03,3.118714332578990112e-01
9.913950318562179746e+03,3.118532881045447125e-01
9.913950336665842769e+03,3.118351434715115889e-01
9.913950354769503974e+03,3.118169993624458902e-01
9.913950372873166998e+03,3.117988557737013666e-01
9.913950390976828203e+03,3.117807127089258223e-01
9.913950409080491227e+03,3.117625701644731184e-01
9.913950427184152431e+03,3.117444281439910037e-01
9.913950445287815455e+03,3.117262866438349489e-01
9.913950463391478479e+03,3.117081456658255534e-01
9.913950481495139684e+03,3.116900052117884123e-01
9.913950499598802708e+03,3.116718652780789411e-01
9.913950517702463912e+03,3.116537258683432787e-01
9.913950535806126936e+03,3.116355869789352306e-01
9.913950553909788141e+03,3.116174486135011024e-01
9.913950572013451165e+03,3.115993107683977525e-01
9.913950590117112370e+03,3.115811734472683225e-01
9.913950608220775393e+03,3.115630366464713363e-01
9.913950626324438417e+03,3.115449003678291140e-01
9.913950644428099622e+03,3.115267646131639756e-01
9.913950662531762646e+03,3.115086293788329463e-01
9.913950680635423851e+03,3.114904946684789455e-01
9.913950698739086874e+03,3.114723604784622735e-01
9.913950716842748079e+03,3.114542268124226854e-01
9.913950734946411103e+03,3.114360936667219804e-01
9.913950753050072308e+03,3.114179610450000246e-01
9.913950771153735332e+03,3.113998289436185618e-01
9.913950789257398355e+03,3.113816973643951380e-01
9.913950807361059560e+03,3.113635663091551820e-01
9.913950825464722584e+03,3.113454357742557743e-01
9.913950843568383789e+03,3.113273057633415553e-01
9.913950861672046813e+03,3.113091762727662193e-01
9.913950879775708017e+03,3.112910473061776262e-01
9.913950897879371041e+03,3.112729188599311914e-01
9.913950915983032246e+03,3.112547909376731092e-01
9.913950934086695270e+03,3.112366635357571854e-01
9.913950952190358294e+03,3.112185366560105693e-01
9.913950970294019498e+03,3.112004103002490307e-01
