Time (BJD_TBD - 2450000), L_total/L_star (ppm)
9.905193796296138316e+03,1.092212268294101136e+02
9.905193817625817246e+03,1.092199028588050851e+02
9.905193838955496176e+03,1.092185790218445334e+02
9.905193860285176925e+03,1.092172553184171306e+02
9.905193881614855854e+03,1.092159317487501511e+02
9.905193902944534784e+03,1.092146083127323379e+02
9.905193924274213714e+03,1.092132850103651407e+02
9.905193945603892644e+03,1.092119618416501652e+02
9.905193966933571573e+03,1.092106388065889462e+02
9.905193988263252322e+03,1.092093159050702411e+02
9.905194009592931252e+03,1.092079931373212389e+02
9.905194030922610182e+03,1.092066705032306118e+02
9.905194052252289111e+03,1.092053480027999655e+02
9.905194073581968041e+03,1.092040256360308206e+02
9.905194094911648790e+03,1.092027034028120056e+02
9.905194116241327720e+03,1.092013813033705389e+02
9.905194137571006650e+03,1.092000593375952349e+02
9.905194158900685579e+03,1.091987375054876424e+02
9.905194180230364509e+03,1.091974158070493104e+02
9.905194201560043439e+03,1.091960942422817595e+02
9.905194222889724188e+03,1.091947728110738751e+02
9.905194244219403117e+03,1.091934515136526045e+02
9.905194265549082047e+03,1.091921303499067903e+02
9.905194286878760977e+03,1.091908093198379390e+02
9.905194308208439907e+03,1.091894884234476422e+02
9.905194329538120655e+03,1.091881676606247993e+02
9.905194350867799585e+03,1.091868470315962441e+02
9.905194372197478515e+03,1.091855265362508760e+02
9.905194393527157445e+03,1.091842061745902299e+02
9.905194414856836374e+03,1.091828859466158690e+02
9.905194436186517123e+03,1.091815658522167496e+02
9.905194457516196053e+03,1.091802458916195917e+02
9.905194478845874983e+03,1.091789260647133375e+02
9.905194500175553912e+03,1.091776063714995644e+02
9.905194521505232842e+03,1.091762868119797929e+02
9.905194542834911772e+03,1.091749673861556147e+02
9.905194564164592521e+03,1.091736480939159719e+02
9.905194585494271450e+03,1.091723289354875419e+02
9.905194606823950380e+03,1.091710099107592953e+02
9.905194628153629310e+03,1.091696910197327668e+02
9.905194649483308240e+03,1.091683722624095338e+02
9.905194670812988988e+03,1.091670536386787091e+02
9.905194692142667918e+03,1.091657351487667285e+02
9.905194713472346848e+03,1.091644167925626050e+02
9.905194734802025778e+03,1.091630985700680299e+02
9.905194756131704708e+03,1.091617804812843957e+02
9.905194777461383637e+03,1.091604625262133368e+02
9.905194798791064386e+03,1.091591447047440226e+02
9.905194820120743316e+03,1.091578270171027185e+02
9.905194841450422246e+03,1.091565094631786224e+02
9.905194862780101175e+03,1.091551920429732263e+02
9.905194884109780105e+03,1.091538747564881362e+02
9.905194905439460854e+03,1.091525576036125500e+02
9.905194926769139784e+03,1.091512405845726619e+02
9.905194948098818713e+03,1.091499236992576698e+02
9.905194969428497643e+03,1.091486069476691227e+02
9.905194990758176573e+03,1.091472903298086123e+02
9.905195012087855503e+03,1.091459738456776023e+02
9.905195033417536251e+03,1.091446574951654469e+02
9.905195054747215181e+03,1.091433412784981698e+02
9.905195076076894111e+03,1.091420251955650258e+02
9.905195097406573041e+03,1.091407092463676491e+02
9.905195118736251970e+03,1.091393934309074609e+02
9.905195140065932719e+03,1.091380777490739575e+02
9.905195161395611649e+03,1.091367622010929495e+02
9.905195182725290579e+03,1.091354467868538052e+02
9.905195204054969508e+03,1.091341315063581021e+02
9.905195225384648438e+03,1.091328163596073608e+02
9.905195246714329187e+03,1.091315013464909782e+02
9.905195268044008117e+03,1.091301864672348074e+02
9.905195289373687046e+03,1.091288717217282169e+02
9.905195310703365976e+03,1.091275571099727699e+02
9.905195332033044906e+03,1.091262426319699728e+02
9.905195353362723836e+03,1.091249282877213886e+02
9.905195374692404584e+03,1.091236140771165140e+02
9.905195396022083514e+03,1.091223000003810029e+02
9.905195417351762444e+03,1.091209860574042949e+02
9.905195438681441374e+03,1.091196722481879959e+02
9.905195460011120304e+03,1.091183585727336123e+02
9.905195481340801052e+03,1.091170450309306545e+02
9.905195502670479982e+03,1.091157316230047485e+02
9.905195524000158912e+03,1.091144183488453336e+02
9.905195545329837842e+03,1.091131052084540300e+02
9.905195566659516771e+03,1.091117922018323299e+02
9.905195587989195701e+03,1.091104793289817820e+02
