Time (BJD_TBD - 2450000), F_e/F_star (ppm)
9.896128576389048249e+03,1.132998867442329356e+02
9.896128599245501391e+03,1.132994710155008846e+02
9.896128622101952715e+03,1.132990552561611963e+02
9.896128644958405857e+03,1.132986394661479750e+02
9.896128667814857181e+03,1.132982236455276137e+02
9.896128690671310324e+03,1.132978077942341599e+02
9.896128713527761647e+03,1.132973919123340210e+02
9.896128736384214790e+03,1.132969759997612442e+02
9.896128759240666113e+03,1.132965600565822371e+02
9.896128782097119256e+03,1.132961440827310753e+02
9.896128804953570580e+03,1.132957280782741520e+02
9.896128827810023722e+03,1.132953120431455147e+02
9.896128850666476865e+03,1.132948959773784736e+02
9.896128873522928188e+03,1.132944798810064100e+02
9.896128896379381331e+03,1.132940637539632860e+02
9.896128919235832655e+03,1.132936475963155942e+02
9.896128942092285797e+03,1.132932314079972969e+02
9.896128964948737121e+03,1.132928151890749149e+02
9.896128987805190263e+03,1.132923989394823963e+02
9.896129010661641587e+03,1.132919826592862336e+02
9.896129033518094730e+03,1.132915663484203748e+02
9.896129056374546053e+03,1.132911500069513551e+02
9.896129079230999196e+03,1.132907336348131224e+02
9.896129102087450519e+03,1.132903172320721836e+02
9.896129124943903662e+03,1.132899007986624582e+02
9.896129147800356805e+03,1.132894843346173559e+02
9.896129170656808128e+03,1.132890678399702580e+02
9.896129193513261271e+03,1.132886513146550698e+02
9.896129216369712594e+03,1.132882347587383123e+02
9.896129239226165737e+03,1.132878181721539761e+02
9.896129262082617061e+03,1.132874015549685396e+02
9.896129284939070203e+03,1.132869849071159507e+02
9.896129307795521527e+03,1.132865682286627305e+02
9.896129330651974669e+03,1.132861515195428410e+02
9.896129353508425993e+03,1.132857347798227750e+02
9.896129376364879136e+03,1.132853180094364660e+02
9.896129399221332278e+03,1.132849012084173381e+02
9.896129422077783602e+03,1.132844843767987442e+02
9.896129444934236744e+03,1.132840675145145894e+02
9.896129467790688068e+03,1.132836506216314660e+02
9.896129490647141211e+03,1.132832336980832224e+02
9.896129513503592534e+03,1.132828167439364933e+02
9.896129536360045677e+03,1.132823997591250844e+02
9.896129559216497000e+03,1.132819827437156590e+02
9.896129582072950143e+03,1.132815656976420229e+02
9.896129604929401467e+03,1.132811486209708107e+02
9.896129627785854609e+03,1.132807315136358994e+02
9.896129650642307752e+03,1.132803143756706561e+02
9.896129673498759075e+03,1.132798972071085331e+02
9.896129696355212218e+03,1.132794800078833646e+02
9.896129719211663542e+03,1.132790627780618138e+02
9.896129742068116684e+03,1.132786455175776581e+02
9.896129764924568008e+03,1.132782282264975464e+02
9.896129787781021150e+03,1.132778109047553272e+02
9.896129810637472474e+03,1.132773935524176352e+02
9.896129833493925616e+03,1.132769761694182762e+02
9.896129856350376940e+03,1.132765587558238849e+02
9.896129879206830083e+03,1.132761413115683098e+02
9.896129902063283225e+03,1.132757238366849606e+02
9.896129924919734549e+03,1.132753063312073181e+02
9.896129947776187691e+03,1.132748887950691312e+02
9.896129970632639015e+03,1.132744712283371200e+02
9.896129993489092158e+03,1.132740536309450334e+02
9.896130016345543481e+03,1.132736360029595772e+02
9.896130039201996624e+03,1.132732183443145146e+02
9.896130062058447947e+03,1.132728006550765372e+02
9.896130084914901090e+03,1.132723829351794222e+02
9.896130107771352414e+03,1.132719651846898898e+02
9.896130130627805556e+03,1.132715474035416463e+02
9.896130153484256880e+03,1.132711295918014258e+02
9.896130176340710022e+03,1.132707117494029774e+02
9.896130199197163165e+03,1.132702938763798102e+02
9.896130222053614489e+03,1.132698759727653339e+02
9.896130244910067631e+03,1.132694580384933403e+02
9.896130267766518955e+03,1.132690400736305207e+02
9.896130290622972097e+03,1.132686220781106528e+02
9.896130313479423421e+03,1.132682040520004421e+02
9.896130336335876564e+03,1.132677859952335950e+02
9.896130359192327887e+03,1.132673679078769027e+02
9.896130382048781030e+03,1.132669497898640145e+02
9.896130404905232353e+03,1.132665316412617642e+02
9.896130427761685496e+03,1.132661134620037870e+02
