Time (BJD_TBD - 2450000), L_total/L_star (ppm)
1.065014266203716397e+04,1.393213331206298108e+03
1.065014268332748725e+04,1.393229719153865517e+03
1.065014270461781052e+04,1.393246103567728596e+03
1.065014272590813380e+04,1.393262484447778434e+03
1.065014274719845707e+04,1.393278861793905662e+03
1.065014276848878217e+04,1.393295235607399945e+03
1.065014278977910544e+04,1.393311605885354766e+03
1.065014281106942872e+04,1.393327972629059786e+03
1.065014283235975199e+04,1.393344335838406096e+03
1.065014285365007527e+04,1.393360695513284782e+03
1.065014287494039854e+04,1.393377051653586477e+03
1.065014289623072182e+04,1.393393404259202043e+03
1.065014291752104509e+04,1.393409753330023477e+03
1.065014293881136837e+04,1.393426098865941185e+03
1.065014296010169346e+04,1.393442440868242329e+03
1.065014298139201674e+04,1.393458779334026076e+03
1.065014300268234001e+04,1.393475114264579361e+03
1.065014302397266329e+04,1.393491445659793953e+03
1.065014304526298656e+04,1.393507773519560487e+03
1.065014306655330984e+04,1.393524097843770505e+03
1.065014308784363311e+04,1.393540418632315323e+03
1.065014310913395639e+04,1.393556735885086255e+03
1.065014313042427966e+04,1.393573049601974162e+03
1.065014315171460476e+04,1.393589359784264389e+03
1.065014317300492803e+04,1.393605666429061102e+03
1.065014319429525131e+04,1.393621969537649420e+03
1.065014321558557458e+04,1.393638269109920202e+03
1.065014323687589786e+04,1.393654565145765446e+03
1.065014325816622113e+04,1.393670857645076239e+03
1.065014327945654441e+04,1.393687146607745035e+03
1.065014330074686768e+04,1.393703432033662011e+03
1.065014332203719096e+04,1.393719713922719620e+03
1.065014334332751605e+04,1.393735992276199568e+03
1.065014336461783932e+04,1.393752267091212389e+03
1.065014338590816260e+04,1.393768538369040243e+03
1.065014340719848587e+04,1.393784806109575129e+03
1.065014342848880915e+04,1.393801070312708134e+03
1.065014344977913242e+04,1.393817330978331256e+03
1.065014347106945570e+04,1.393833588106336720e+03
1.065014349235977897e+04,1.393849841696615385e+03
1.065014351365010225e+04,1.393866091749059478e+03
1.065014353494042734e+04,1.393882338264949112e+03
1.065014355623075062e+04,1.393898581241399370e+03
1.065014357752107389e+04,1.393914820679690592e+03
1.065014359881139717e+04,1.393931056579714550e+03
1.065014362010172044e+04,1.393947288941363240e+03
1.065014364139204372e+04,1.393963517764528660e+03
1.065014366268236699e+04,1.393979743049102353e+03
1.065014368397269027e+04,1.393995964794976999e+03
1.065014370526301354e+04,1.394012183002043912e+03
1.065014372655333864e+04,1.394028397671581388e+03
1.065014374784366191e+04,1.394044608800709284e+03
1.065014376913398519e+04,1.394060816390706123e+03
1.065014379042430846e+04,1.394077020441464128e+03
1.065014381171463174e+04,1.394093220952874844e+03
1.065014383300495501e+04,1.394109417924830495e+03
1.065014385429527829e+04,1.394125611357223761e+03
1.065014387558560156e+04,1.394141801249946866e+03
1.065014389687592484e+04,1.394157987602891353e+03
1.065014391816624993e+04,1.394174170417332562e+03
1.065014393945657321e+04,1.394190349690397625e+03
1.065014396074689648e+04,1.394206525423361200e+03
1.065014398203721976e+04,1.394222697616115511e+03
1.065014400332754303e+04,1.394238866268553465e+03
1.065014402461786631e+04,1.394255031380567289e+03
1.065014404590818958e+04,1.394271192952049205e+03
1.065014406719851286e+04,1.394287350982891667e+03
1.065014408848883613e+04,1.394303505472987354e+03
1.065014410977916123e+04,1.394319656423608421e+03
1.065014413106948450e+04,1.394335803831887461e+03
1.065014415235980778e+04,1.394351947699097082e+03
1.065014417365013105e+04,1.394368088025130191e+03
1.065014419494045433e+04,1.394384224809879015e+03
1.065014421623077760e+04,1.394400358053236005e+03
1.065014423752110088e+04,1.394416487755094749e+03
1.065014425881142415e+04,1.394432613915346792e+03
1.065014428010174743e+04,1.394448736533885722e+03
1.065014430139207252e+04,1.394464855611980511e+03
1.065014432268239580e+04,1.394480971146770344e+03
1.065014434397271907e+04,1.394497083139524648e+03
1.065014436526304235e+04,1.394513191590136103e+03
1.065014438655336562e+04,1.394529296498498070e+03
1.065014440784368890e+04,1.394545397864503457e+03
1.065014442913401217e+04,1.394561495688045170e+03
1.065014445042433545e+04,1.394577589969015662e+03
1.065014447171465872e+04,1.394593680707307840e+03
1.065014449300498381e+04,1.394609767904189766e+03
1.065014451429530709e+04,1.394625851556804037e+03
1.065014453558563036e+04,1.394641931666420078e+03
