Time (BJD_TBD - 2450000), F_h/F_star (ppm)
1.027127336805546656e+04,1.837955317161092325e-02
1.027127353332662278e+04,1.841999419320057563e-02
1.027127369859778082e+04,1.846047962985675195e-02
1.027127386386893704e+04,1.850100948056349753e-02
1.027127402914009326e+04,1.854158374564172235e-02
1.027127419441124948e+04,1.858220242496886818e-02
1.027127435968240752e+04,1.862286551886746175e-02
1.027127452495356374e+04,1.866357302631670850e-02
1.027127469022471996e+04,1.870432494764235481e-02
1.027127485549587800e+04,1.874512128316693088e-02
1.027127502076703422e+04,1.878596203186641209e-02
1.027127518603819044e+04,1.882684719406655521e-02
1.027127535130934666e+04,1.886777676964156852e-02
1.027127551658050470e+04,1.890875075891720880e-02
1.027127568185166092e+04,1.894976916086461502e-02
1.027127584712281714e+04,1.899083197581276361e-02
1.027127601239397518e+04,1.903193920408417783e-02
1.027127617766513140e+04,1.907309084465161689e-02
1.027127634293628762e+04,1.911428689783921386e-02
1.027127650820744384e+04,1.915552736352280072e-02
1.027127667347860188e+04,1.919681224202812383e-02
1.027127683874975810e+04,1.923814153232148924e-02
1.027127700402091432e+04,1.927951523473026355e-02
1.027127716929207236e+04,1.932093334958341971e-02
1.027127733456322858e+04,1.936239587584403371e-02
1.027127749983438480e+04,1.940390281383947563e-02
1.027127766510554284e+04,1.944545416390033171e-02
1.027127783037669906e+04,1.948704992498483807e-02
1.027127799564785528e+04,1.952869009742358788e-02
1.027127816091901150e+04,1.957037468108756978e-02
1.027127832619016954e+04,1.961210367630898677e-02
1.027127849146132576e+04,1.965387708204285183e-02
1.027127865673248198e+04,1.969569489861814141e-02
1.027127882200364002e+04,1.973755712637028509e-02
1.027127898727479624e+04,1.977946376424784616e-02
1.027127915254595246e+04,1.982141481258302071e-02
1.027127931781710868e+04,1.986341027124842104e-02
1.027127948308826672e+04,1.990545014057785306e-02
1.027127964835942294e+04,1.994753441951827022e-02
1.027127981363057916e+04,1.998966310840026572e-02
1.027127997890173719e+04,2.003183620756248534e-02
1.027128014417289342e+04,2.007405371594704960e-02
1.027128030944404964e+04,2.011631563388615457e-02
1.027128047471520586e+04,2.015862196125401892e-02
1.027128063998636389e+04,2.020097269838445550e-02
1.027128080525752011e+04,2.024336784421635477e-02
1.027128097052867633e+04,2.028580739908674921e-02
1.027128113579983437e+04,2.032829136333268866e-02
1.027128130107099059e+04,2.037081973588983005e-02
1.027128146634214681e+04,2.041339251709359953e-02
1.027128163161330303e+04,2.045600970681498917e-02
1.027128179688446107e+04,2.049867130539265170e-02
1.027128196215561729e+04,2.054137731175741111e-02
1.027128212742677351e+04,2.058412772624792011e-02
1.027128229269793155e+04,2.062692254920444473e-02
1.027128245796908777e+04,2.066976177955458238e-02
1.027128262324024399e+04,2.071264541763537248e-02
1.027128278851140021e+04,2.075557346331780711e-02
1.027128295378255825e+04,2.079854591694376559e-02
1.027128311905371447e+04,2.084156277743600544e-02
1.027128328432487069e+04,2.088462404513317938e-02
1.027128344959602873e+04,2.092772972037878002e-02
1.027128361486718495e+04,2.097087980209395505e-02
1.027128378013834117e+04,2.101407429062058380e-02
1.027128394540949739e+04,2.105731318582320516e-02
1.027128411068065543e+04,2.110059648805014468e-02
1.027128427595181165e+04,2.114392419621449054e-02
1.027128444122296787e+04,2.118729631065811858e-02
1.027128460649412591e+04,2.123071283172936127e-02
1.027128477176528213e+04,2.127417375833645999e-02
1.027128493703643835e+04,2.131767909082613738e-02
1.027128510230759457e+04,2.136122882906453871e-02
1.027128526757875261e+04,2.140482297339838663e-02
1.027128543284990883e+04,2.144846152273430923e-02
1.027128559812106505e+04,2.149214447741902567e-02
1.027128576339222309e+04,2.153587183779925515e-02
1.027128592866337931e+04,2.157964360278001245e-02
1.027128609393453553e+04,2.162345977270640693e-02
1.027128625920569357e+04,2.166732034792999070e-02
1.027128642447684979e+04,2.171122532734771904e-02
1.027128658974800601e+04,2.175517471130954117e-02
1.027128675501916223e+04,2.179916849968160236e-02
1.027128692029032027e+04,2.184320669281223162e-02
1.027128708556147649e+04,2.188728928959839115e-02
1.027128725083263271e+04,2.193141629039001977e-02
1.027128741610379075e+04,2.197558769553705632e-02
1.027128758137494697e+04,2.201980350393323987e-02
1.027128774664610319e+04,2.206406371592850926e-02
1.027128791191725941e+04,2.210836833138579011e-02
1.027128807718841745e+04,2.215271735066147787e-02
1.027128824245957367e+04,2.219711077263962148e-02
1.027128840773072989e+04,2.224154859767501005e-02
1.027128857300188793e+04,2.228603082612080552e-02
1.027128873827304415e+04,2.233055745686106375e-02
1.027128890354420037e+04,2.237512849024895362e-02
1.027128906881535659e+04,2.241974392614740422e-02
1.027128923408651463e+04,2.246440376491280061e-02
1.027128939935767085e+04,2.250910800542436918e-02
1.027128956462882707e+04,2.255385664803688517e-02
1.027128972989998510e+04,2.259864969310835733e-02
1.027128989517114132e+04,2.264348713951154848e-02
1.027129006044229754e+04,2.268836898760608067e-02
1.027129022571345376e+04,2.273329523725165294e-02
1.027129039098461180e+04,2.277826588880788386e-02
1.027129055625576802e+04,2.282328094114592990e-02
1.027129072152692424e+04,2.286834039462379287e-02
1.027129088679808228e+04,2.291344424959947806e-02
1.027129105206923850e+04,2.295859250494092230e-02
1.027129121734039472e+04,2.300378516100934703e-02
1.027129138261155094e+04,2.304902221766284495e-02
1.027129154788270898e+04,2.309430367526264793e-02
1.027129171315386520e+04,2.313962953267345926e-02
1.027129187842502142e+04,2.318499979025650734e-02
1.027129204369617946e+04,2.323041444836979746e-02
1.027129220896733568e+04,2.327587350587803985e-02
1.027129237423849190e+04,2.332137696313761957e-02
1.027129253950964812e+04,2.336692482001308246e-02
1.027129270478080616e+04,2.341251707686404018e-02
1.027129287005196238e+04,2.345815373254874978e-02
1.027129303532311860e+04,2.350383478743005641e-02
1.027129320059427664e+04,2.354956024186918503e-02
1.027129336586543286e+04,2.359533009472116957e-02
1.027129353113658908e+04,2.364114434634885173e-02
1.027129369640774712e+04,2.368700299711668650e-02
1.027129386167890334e+04,2.373290604587325464e-02
1.027129402695005956e+04,2.377885349298623427e-02
1.027129419222121578e+04,2.382484533831210130e-02
1.027129435749237382e+04,2.387088158221692402e-02
1.027129452276353004e+04,2.391696222354767337e-02
1.027129468803468626e+04,2.396308726266879741e-02
1.027129485330584430e+04,2.400925669994797770e-02
1.027129501857700052e+04,2.405547053422734879e-02
1.027129518384815674e+04,2.410172876587458532e-02
1.027129534911931296e+04,2.414803139474455337e-02
1.027129551439047100e+04,2.419437842120977442e-02
1.027129567966162722e+04,2.424076984410591940e-02
1.027129584493278344e+04,2.428720566380228318e-02
1.027129601020394148e+04,2.433368588066655083e-02
1.027129617547509770e+04,2.438021049353439676e-02
1.027129634074625392e+04,2.442677950277511931e-02
1.027129650601741014e+04,2.447339290824518399e-02
1.027129667128856818e+04,2.452005071031711919e-02
1.027129683655972440e+04,2.456675290782014964e-02
1.027129700183088062e+04,2.461349950112356327e-02
1.027129716710203866e+04,2.466029049059988848e-02
1.027129733237319488e+04,2.470712587507834304e-02
1.027129749764435110e+04,2.475400565492661201e-02
1.027129766291550732e+04,2.480092983000278459e-02
1.027129782818666536e+04,2.484789840068099206e-02
1.027129799345782158e+04,2.489491136578400945e-02
1.027129815872897780e+04,2.494196872568274492e-02
1.027129832400013584e+04,2.498907048075293610e-02
1.027129848927129206e+04,2.503621662981253201e-02
1.027129865454244828e+04,2.508340717323726682e-02
1.027129881981360450e+04,2.513064211088039679e-02
1.027129898508476253e+04,2.517792144311927979e-02
1.027129915035591875e+04,2.522524516876862438e-02
1.027129931562707498e+04,2.527261328820256184e-02
1.027129948089823301e+04,2.532002580180006679e-02
1.027129964616938923e+04,2.536748270836939809e-02
1.027129981144054545e+04,2.541498400828952342e-02
1.027129997671170167e+04,2.546252970141369906e-02
1.027130014198285971e+04,2.551011978812088923e-02
1.027130030725401593e+04,2.555775426721774643e-02
1.027130047252517215e+04,2.560543313908162505e-02
1.027130063779633019e+04,2.565315640409149625e-02
1.027130080306748641e+04,2.570092406105239577e-02
1.027130096833864263e+04,2.574873611034168494e-02
1.027130113360980067e+04,2.579659255234155457e-02
1.027130129888095689e+04,2.584449338585059069e-02
1.027130146415211311e+04,2.589243861124776794e-02
1.027130162942326933e+04,2.594042822838794199e-02
1.027130179469442737e+04,2.598846223765331059e-02
1.027130195996558359e+04,2.603654063783923667e-02
1.027130212523673981e+04,2.608466342932630466e-02
1.027130229050789785e+04,2.613283061249670192e-02
1.027130245577905407e+04,2.618104218614418152e-02
1.027130262105021029e+04,2.622929815065094122e-02
1.027130278632136651e+04,2.627759850586861359e-02
1.027130295159252455e+04,2.632594325218261949e-02
1.027130311686368077e+04,2.637433238837864555e-02
1.027130328213483699e+04,2.642276591484372592e-02
1.027130344740599503e+04,2.647124383196005140e-02
1.027130361267715125e+04,2.651976613851492540e-02
1.027130377794830747e+04,2.656833283489053871e-02
1.027130394321946369e+04,2.661694392093853084e-02
1.027130410849062173e+04,2.666559939704915907e-02
1.027130427376177795e+04,2.671429926199843374e-02
1.027130443903293417e+04,2.676304351617338553e-02
1.027130460430409221e+04,2.681183215996427519e-02
1.027130476957524843e+04,2.686066519214549975e-02
1.027130493484640465e+04,2.690954261310408990e-02
1.027130510011756087e+04,2.695846442269168169e-02
1.027130526538871891e+04,2.700743062129853586e-02
1.027130543065987513e+04,2.705644120769421304e-02
1.027130559593103135e+04,2.710549618226897051e-02
1.027130576120218939e+04,2.715459554541306206e-02
1.027130592647334561e+04,2.720373929589605180e-02
1.027130609174450183e+04,2.725292743410497043e-02
1.027130625701565805e+04,2.730215995989306726e-02
1.027130642228681609e+04,2.735143687364898976e-02
1.027130658755797231e+04,2.740075817413906850e-02
1.027130675282912853e+04,2.745012386175356769e-02
1.027130691810028657e+04,2.749953393688596426e-02
1.027130708337144279e+04,2.754898839829775584e-02
1.027130724864259901e+04,2.759848724637920317e-02
1.027130741391375523e+04,2.764803048098032900e-02
1.027130757918491327e+04,2.769761810249461373e-02
1.027130774445606949e+04,2.774725010968033187e-02
1.027130790972722571e+04,2.779692650292774417e-02
1.027130807499838374e+04,2.784664728263677724e-02
1.027130824026953997e+04,2.789641244755603280e-02
1.027130840554069619e+04,2.794622199808382765e-02
1.027130857081185241e+04,2.799607593406696140e-02
1.027130873608301044e+04,2.804597425590053122e-02
1.027130890135416666e+04,2.809591696233474517e-02
1.027130906662532288e+04,2.814590405376470039e-02
1.027130923189648092e+04,2.819593553058871369e-02
1.027130939716763714e+04,2.824601139155377347e-02
1.027130956243879336e+04,2.829613163705496995e-02
1.027130972770995140e+04,2.834629626749062686e-02
1.027130989298110762e+04,2.839650528160611240e-02
1.027131005825226384e+04,2.844675867979652370e-02
1.027131022352342006e+04,2.849705646191027369e-02
1.027131038879457810e+04,2.854739862834568265e-02
1.027131055406573432e+04,2.859778517784005575e-02
1.027131071933689054e+04,2.864821611079655661e-02
1.027131088460804858e+04,2.869869142761350203e-02
1.027131104987920480e+04,2.874921112702497408e-02
1.027131121515036102e+04,2.879977520943412944e-02
1.027131138042151724e+04,2.885038367468293480e-02
1.027131154569267528e+04,2.890103652317777341e-02
1.027131171096383150e+04,2.895173375364627419e-02
1.027131187623498772e+04,2.900247536648998398e-02
1.027131204150614576e+04,2.905326136211367274e-02
1.027131220677730198e+04,2.910409173924497633e-02
1.027131237204845820e+04,2.915496649828543813e-02
1.027131253731961442e+04,2.920588563908024446e-02
1.027131270259077246e+04,2.925684916203416530e-02
1.027131286786192868e+04,2.930785706586838332e-02
1.027131303313308490e+04,2.935890935098928525e-02
1.027131319840424294e+04,2.941000601780325088e-02
1.027131336367539916e+04,2.946114706502662647e-02
1.027131352894655538e+04,2.951233249306740511e-02
1.027131369421771160e+04,2.956356230176755001e-02
1.027131385948886964e+04,2.961483649153505773e-02
1.027131402476002586e+04,2.966615506108466124e-02
1.027131419003118208e+04,2.971751801082435362e-02
1.027131435530234012e+04,2.976892534116051814e-02
1.027131452057349634e+04,2.982037705080466464e-02
1.027131468584465256e+04,2.987187314016639950e-02
1.027131485111580878e+04,2.992341360908768247e-02
1.027131501638696682e+04,2.997499845797651358e-02
1.027131518165812304e+04,3.002662768554278591e-02
1.027131534692927926e+04,3.007830129219449256e-02
1.027131551220043730e+04,3.013001927834124336e-02
1.027131567747159352e+04,3.018178164268809499e-02
1.027131584274274974e+04,3.023358838564626713e-02
1.027131600801390596e+04,3.028543950705449642e-02
1.027131617328506400e+04,3.033733500732723257e-02
1.027131633855622022e+04,3.038927488516468892e-02
1.027131650382737644e+04,3.044125914097486549e-02
1.027131666909853448e+04,3.049328777517543165e-02
1.027131683436969070e+04,3.054536078645854122e-02
1.027131699964084692e+04,3.059747817524025720e-02
1.027131716491200496e+04,3.064963994193340910e-02
1.027131733018316118e+04,3.070184608523015418e-02
1.027131749545431740e+04,3.075409660554493871e-02
1.027131766072547362e+04,3.080639150271810914e-02
1.027131782599663165e+04,3.085873077716411866e-02
1.027131799126778787e+04,3.091111442757350086e-02
1.027131815653894409e+04,3.096354245435909563e-02
1.027131832181010213e+04,3.101601485794018565e-02
1.027131848708125835e+04,3.106853163699924841e-02
1.027131865235241457e+04,3.112109279195395678e-02
1.027131881762357079e+04,3.117369832264304738e-02
1.027131898289472883e+04,3.122634822948580635e-02
1.027131914816588505e+04,3.127904251116148809e-02
1.027131931343704127e+04,3.133178116808775504e-02
1.027131947870819931e+04,3.138456420068390373e-02
1.027131964397935553e+04,3.143739160762756835e-02
1.027131980925051175e+04,3.149026338933642172e-02
1.027131997452166797e+04,3.154317954565081378e-02
1.027132013979282601e+04,3.159614007698841737e-02
1.027132030506398223e+04,3.164914498202525683e-02
1.027132047033513845e+04,3.170219426117901196e-02
1.027132063560629649e+04,3.175528791487379487e-02
1.027132080087745271e+04,3.180842594177596405e-02
1.027132096614860893e+04,3.186160834230802874e-02
1.027132113141976515e+04,3.191483511630872211e-02
1.027132129669092319e+04,3.196810626419895052e-02
1.027132146196207941e+04,3.202142178464505162e-02
1.027132162723323563e+04,3.207478167806793873e-02
1.027132179250439367e+04,3.212818594489333379e-02
1.027132195777554989e+04,3.218163458378436870e-02
1.027132212304670611e+04,3.223512759516033305e-02
1.027132228831786233e+04,3.228866497886156983e-02
1.027132245358902037e+04,3.234224673531219812e-02
