Time (BJD_TBD - 2450000), F_c/F_star (ppm)
9.882460428240709007e+03,4.188496549245742244e+02
9.882460446256400246e+03,4.188536496674676641e+02
9.882460464272089666e+03,4.188576439714750563e+02
9.882460482287780906e+03,4.188616378373945963e+02
9.882460500303470326e+03,4.188656312644106947e+02
9.882460518319161565e+03,4.188696242533213194e+02
9.882460536334850985e+03,4.188736168033112222e+02
9.882460554350542225e+03,4.188776089151780866e+02
9.882460572366233464e+03,4.188816005885099116e+02
9.882460590381922884e+03,4.188855918228950372e+02
9.882460608397614124e+03,4.188895826191308061e+02
9.882460626413303544e+03,4.188935729764024813e+02
9.882460644428994783e+03,4.188975628955072352e+02
9.882460662444684203e+03,4.189015523756306152e+02
9.882460680460375443e+03,4.189055414175695660e+02
9.882460698476066682e+03,4.189095300209124844e+02
9.882460716491756102e+03,4.189135181852480514e+02
9.882460734507447341e+03,4.189175059113728707e+02
9.882460752523136762e+03,4.189214931984729446e+02
9.882460770538828001e+03,4.189254800473447631e+02
9.882460788554517421e+03,4.189294664571746125e+02
9.882460806570208661e+03,4.189334524287585850e+02
9.882460824585899900e+03,4.189374379616856459e+02
9.882460842601589320e+03,4.189414230555446466e+02
9.882460860617280559e+03,4.189454077111316224e+02
9.882460878632969980e+03,4.189493919276333145e+02
9.882460896648661219e+03,4.189533757058454171e+02
9.882460914664350639e+03,4.189573590449548419e+02
9.882460932680041878e+03,4.189613419457572832e+02
9.882460950695733118e+03,4.189653244078417629e+02
9.882460968711422538e+03,4.189693064307976442e+02
9.882460986727113777e+03,4.189732880154202803e+02
9.882461004742803198e+03,4.189772691608969239e+02
9.882461022758494437e+03,4.189812498680229282e+02
9.882461040774183857e+03,4.189852301359855460e+02
9.882461058789875096e+03,4.189892099655799598e+02
9.882461076805566336e+03,4.189931893563957033e+02
9.882461094821255756e+03,4.189971683080221396e+02
9.882461112836946995e+03,4.190011468212541672e+02
9.882461130852636416e+03,4.190051248952796641e+02
9.882461148868327655e+03,4.190091025308933013e+02
9.882461166884017075e+03,4.190130797272831273e+02
9.882461184899708314e+03,4.190170564852435859e+02
9.882461202915399554e+03,4.190210328043644381e+02
9.882461220931088974e+03,4.190250086842355017e+02
9.882461238946780213e+03,4.190289841256510499e+02
9.882461256962469633e+03,4.190329591277995860e+02
9.882461274978160873e+03,4.190369336914750988e+02
9.882461292993850293e+03,4.190409078158663192e+02
9.882461311009541532e+03,4.190448815017670654e+02
9.882461329025232772e+03,4.190488547487674396e+02
9.882461347040922192e+03,4.190528275564574869e+02
9.882461365056613431e+03,4.190567999256310259e+02
9.882461383072302851e+03,4.190607718554770145e+02
9.882461401087994091e+03,4.190647433467889869e+02
9.882461419103683511e+03,4.190687143987560717e+02
9.882461437119374750e+03,4.190726850121718030e+02
9.882461455135065989e+03,4.190766551866262830e+02
9.882461473150755410e+03,4.190806249217101254e+02
9.882461491166446649e+03,4.190845942182164094e+02
9.882461509182136069e+03,4.190885630753346618e+02
9.882461527197827309e+03,4.190925314938578481e+02
9.882461545213516729e+03,4.190964994729758928e+02
9.882461563229207968e+03,4.191004670134814205e+02
9.882461581244899207e+03,4.191044341149651018e+02
9.882461599260588628e+03,4.191084007770177209e+02
9.882461617276279867e+03,4.191123670004317319e+02
9.882461635291969287e+03,4.191163327843974571e+02
9.882461653307660526e+03,4.191202981297070664e+02
9.882461671323349947e+03,4.191242630355512802e+02
9.882461689339041186e+03,4.191282275027219839e+02
9.882461707354732425e+03,4.191321915308100756e+02
9.882461725370421846e+03,4.191361551194069079e+02
9.882461743386113085e+03,4.191401182693040823e+02
9.882461761401802505e+03,4.191440809796927169e+02
9.882461779417493744e+03,4.191480432513643564e+02
9.882461797433183165e+03,4.191520050835100619e+02
9.882461815448874404e+03,4.191559664769215487e+02
9.882461833464563824e+03,4.191599274307899350e+02
9.882461851480255064e+03,4.191638879459064810e+02
9.882461869495946303e+03,4.191678480218626532e+02
9.882461887511635723e+03,4.191718076582499179e+02
9.882461905527326962e+03,4.191757668558594219e+02
9.882461923543016383e+03,4.191797256138827379e+02
9.882461941558707622e+03,4.191836839331108422e+02
9.882461959574397042e+03,4.191876418127356487e+02
9.882461977590088281e+03,4.191915992535478495e+02
9.882461995605779521e+03,4.191955562551390244e+02
9.882462013621468941e+03,4.191995128171011515e+02
9.882462031637160180e+03,4.192034689402245817e+02
9.882462049652849601e+03,4.192074246237016837e+02
9.882462067668540840e+03,4.192113798683226946e+02
9.882462085684230260e+03,4.192153346732802675e+02
9.882462103699921499e+03,4.192192890393643552e+02
9.882462121715612739e+03,4.192232429661670494e+02
9.882462139731302159e+03,4.192271964532803850e+02
9.882462157746993398e+03,4.192311495014943148e+02
9.882462175762682818e+03,4.192351021100017192e+02
9.882462193778374058e+03,4.192390542795923238e+02
9.882462211794063478e+03,4.192430060094592363e+02
9.882462229809754717e+03,4.192469573003919550e+02
9.882462247825445957e+03,4.192509081519827987e+02
9.882462265841135377e+03,4.192548585638242571e+02
9.882462283856826616e+03,4.192588085367053736e+02
9.882462301872516036e+03,4.192627580698200518e+02
9.882462319888207276e+03,4.192667071639570509e+02
9.882462337903896696e+03,4.192706558183103880e+02
9.882462355919587935e+03,4.192746040336688225e+02
9.882462373935279174e+03,4.192785518096248438e+02
9.882462391950968595e+03,4.192824991457714532e+02
9.882462409966659834e+03,4.192864460428971256e+02
9.882462427982349254e+03,4.192903925001961056e+02
9.882462445998040494e+03,4.192943385184568683e+02
9.882462464013729914e+03,4.192982840968738287e+02
9.882462482029421153e+03,4.193022292362351777e+02
9.882462500045112392e+03,4.193061739361339164e+02
9.882462518060801813e+03,4.193101181961631028e+02
9.882462536076493052e+03,4.193140620171107003e+02
9.882462554092182472e+03,4.193180053981716924e+02
9.882462572107873712e+03,4.193219483401337584e+02
9.882462590123563132e+03,4.193258908421919386e+02
9.882462608139254371e+03,4.193298329051340261e+02
9.882462626154945610e+03,4.193337745285530787e+02
9.882462644170635031e+03,4.193377157120426659e+02
9.882462662186326270e+03,4.193416564563900124e+02
9.882462680202015690e+03,4.193455967607908406e+02
9.882462698217706929e+03,4.193495366260320338e+02
9.882462716233396350e+03,4.193534760513094852e+02
9.882462734249087589e+03,4.193574150374102487e+02
9.882462752264778828e+03,4.193613535839277233e+02
9.882462770280468249e+03,4.193652916904558197e+02
9.882462788296159488e+03,4.193692293577810801e+02
9.882462806311848908e+03,4.193731665850997956e+02
9.882462824327540147e+03,4.193771033731985085e+02
9.882462842343229568e+03,4.193810397212735666e+02
9.882462860358920807e+03,4.193849756301112848e+02
9.882462878374612046e+03,4.193889110993055169e+02
9.882462896390301466e+03,4.193928461284504579e+02
9.882462914405992706e+03,4.193967807183321952e+02
9.882462932421682126e+03,4.194007148681474746e+02
9.882462950437373365e+03,4.194046485786821563e+02
9.882462968453062786e+03,4.194085818491333271e+02
9.882462986468754025e+03,4.194125146802867334e+02
9.882463004484445264e+03,4.194164470717364566e+02
9.882463022500134684e+03,4.194203790230771460e+02
9.882463040515825924e+03,4.194243105350939800e+02
9.882463058531515344e+03,4.194282416069845567e+02
9.882463076547206583e+03,4.194321722395342817e+02
9.882463094562896003e+03,4.194361024319405260e+02
9.882463112578587243e+03,4.194400321849885813e+02
