Time (BJD_TBD - 2450000), L_b/L_star (ppm)
9.891095520833507180e+03,2.482936605593776136e+01
9.891098214161867872e+03,2.643010422086677380e+01
9.891100907490228565e+03,2.807913354308916709e+01
9.891103600818589257e+03,2.977624711360215670e+01
9.891106294146949949e+03,3.152123199011774801e+01
9.891108987475310641e+03,3.331386922378163717e+01
9.891111680803671334e+03,3.515393388664514873e+01
9.891114374132032026e+03,3.704119509988793624e+01
9.891117067460392718e+03,3.897541606278694104e+01
9.891119760788751591e+03,4.095635408107494158e+01
9.891122454117112284e+03,4.298376060277506383e+01
9.891125147445472976e+03,4.505738124136043155e+01
9.891127840773833668e+03,4.717695581299249596e+01
9.891130534102194360e+03,4.934221836784539761e+01
9.891133227430555053e+03,5.155289722347518477e+01
9.891135920758915745e+03,5.380871499890892551e+01
9.891138614087276437e+03,5.610938864944864690e+01
9.891141307415637129e+03,5.845462950218544762e+01
9.891144000743997822e+03,6.084414329222064310e+01
9.891146694072358514e+03,6.327763019958801749e+01
9.891149387400719206e+03,6.575478488687305401e+01
9.891152080729079898e+03,6.827529653752478112e+01
9.891154774057440591e+03,7.083884889485482006e+01
9.891157467385801283e+03,7.344512030171911476e+01
9.891160160714161975e+03,7.609378374087748398e+01
9.891162854042522667e+03,7.878450687602506264e+01
9.891165547370883360e+03,8.151695209349223603e+01
9.891168240699242233e+03,8.429077654271826248e+01
9.891170934027602925e+03,8.710563218679149600e+01
9.891173627355963617e+03,8.996116583487822993e+01
9.891176320684324310e+03,9.285701919400472093e+01
9.891179014012685002e+03,9.579282891215326856e+01
9.891181707341045694e+03,9.876822662385386309e+01
9.891184400669406386e+03,1.017828389964037541e+02
9.891187093997767079e+03,1.048362877767106767e+02
9.891189787326127771e+03,1.079281898387537808e+02
9.891192480654488463e+03,1.110581572316554144e+02
9.891195173982849155e+03,1.142257972283587151e+02
9.891197867311209848e+03,1.174307123749042603e+02
9.891200560639570540e+03,1.206725005402998363e+02
9.891203253967931232e+03,1.239507549669772857e+02
9.891205947296291924e+03,1.272650643218296551e+02
9.891208640624652617e+03,1.306150127478221350e+02
9.891211333953013309e+03,1.340001799161714757e+02
9.891214027281374001e+03,1.374201410790857381e+02
9.891216720609732874e+03,1.408744671207142289e+02
9.891219413938093567e+03,1.443627246203450625e+02
9.891222107266454259e+03,1.478844758927899647e+02
9.891224800594814951e+03,1.514392790526108854e+02
9.891227493923175643e+03,1.550266880672435548e+02
9.891230187251536336e+03,1.586462528129622456e+02
9.891232880579897028e+03,1.622975191313583707e+02
9.891235573908257720e+03,1.659800288863254423e+02
9.891238267236618412e+03,1.696933200215425188e+02
9.891240960564979105e+03,1.734369266184502010e+02
9.891243653893339797e+03,1.772103789547106487e+02
9.891246347221700489e+03,1.810132035631453107e+02
9.891249040550061181e+03,1.848449232911425781e+02
9.891251733878421874e+03,1.887050573605270358e+02
9.891254427206782566e+03,1.925931214278850234e+02
9.891257120535143258e+03,1.965086276453361052e+02
9.891259813863503950e+03,2.004510847217452465e+02
9.891262507191864643e+03,2.044199979843667165e+02
9.891265200520223516e+03,2.084148694382054146e+02
9.891267893848584208e+03,2.124351978393111438e+02
9.891270587176944900e+03,2.164804787414839495e+02
9.891273280505305593e+03,2.205502045703424585e+02
9.891275973833666285e+03,2.246438646843216986e+02
9.891278667162026977e+03,2.287609454387456367e+02
9.891281360490387669e+03,2.329009302502747971e+02
9.891284053818748362e+03,2.370632996617244430e+02
9.891286747147109054e+03,2.412475314072419792e+02
9.891289440475469746e+03,2.454531004778378360e+02
9.891292133803830438e+03,2.496794791872595738e+02
9.891294827132191131e+03,2.539261372382025854e+02
9.891297520460551823e+03,2.581925417888483594e+02
9.891300213788912515e+03,2.624781575197213215e+02
9.891302907117273207e+03,2.667824467008576903e+02
9.891305600445633900e+03,2.711048692592759721e+02
9.891308293773994592e+03,2.754448828467416774e+02
9.891310987102353465e+03,2.798019429048687812e+02
9.891313680430714157e+03,2.841755027452296645e+02
9.891316373759074850e+03,2.885650136002938666e+02
9.891319067087435542e+03,2.929699247040426826e+02
9.891321760415796234e+03,2.973896833581388819e+02
9.891324453744156926e+03,3.018237350012756224e+02
9.891327147072517619e+03,3.062715232787584796e+02
9.891329840400878311e+03,3.107324901123137124e+02
9.891332533729239003e+03,3.152060757701116245e+02
9.891335227057599695e+03,3.196917189369982566e+02
9.891337920385960388e+03,3.241888567849251785e+02
9.891340613714321080e+03,3.286969250435694789e+02
9.891343307042681772e+03,3.332153580711349150e+02
9.891346000371042464e+03,3.377435889253234791e+02
9.891348693699403157e+03,3.422810494344732888e+02
9.891351387027763849e+03,3.468271702688477944e+02
9.891354080356124541e+03,3.513813810120712446e+02
9.891356773684485233e+03,3.559431102327014855e+02
9.891359467012844107e+03,3.605117855528411042e+02
9.891362160341204799e+03,3.650868337323017272e+02
9.891364853669565491e+03,3.696676807220179057e+02
9.891367546997926183e+03,3.742537517484120144e+02
9.891370240326286876e+03,3.788444713824296173e+02
9.891372933654647568e+03,3.834392636117408415e+02
9.891375626983008260e+03,3.880375519130139992e+02
9.891378320311368952e+03,3.926387593242540106e+02
9.891381013639729645e+03,3.972423085171959087e+02
9.891383706968090337e+03,4.018476218697438185e+02
9.891386400296451029e+03,4.064541215384468273e+02
9.891389093624811721e+03,4.110612295310032209e+02
9.891391786953172414e+03,4.156683677787833631e+02
9.891394480281533106e+03,4.202749582093607614e+02
9.891397173609893798e+03,4.248804228190455774e+02
9.891399866938254490e+03,4.294841837454086431e+02
9.891402560266615183e+03,4.340856633397868336e+02
9.891405253594975875e+03,4.386842842397634286e+02
9.891407946923334748e+03,4.432794694385093521e+02
9.891410640251695440e+03,4.478706423695923604e+02
9.891413333580056133e+03,4.524572269607011776e+02
9.891416026908416825e+03,4.570386477183427587e+02
9.891418720236777517e+03,4.616143297969471178e+02
9.891421413565138209e+03,4.661836990709946917e+02
9.891424106893498902e+03,4.707461822070535504e+02
9.891426800221859594e+03,4.753012067357176420e+02
9.891429493550220286e+03,4.798482011234364677e+02
9.891432186878580978e+03,4.843865948442269200e+02
9.891434880206941671e+03,4.889158184512596108e+02
9.891437573535302363e+03,4.934353036483082064e+02
9.891440266863663055e+03,4.979444833610562000e+02
9.891442960192023747e+03,5.024427918082493534e+02
9.891445653520384440e+03,5.069296645726857946e+02
9.891448346848745132e+03,5.114045386720355850e+02
9.891451040177105824e+03,5.158668526294801495e+02
9.891453733505466516e+03,5.203160465441616225e+02
9.891456426833825390e+03,5.247515621584454948e+02
9.891459120162186082e+03,5.291728429399396418e+02
9.891461813490546774e+03,5.335793341333503577e+02
9.891464506818907466e+03,5.379704828420814238e+02
9.891467200147268159e+03,5.423457380946078956e+02
9.891469893475628851e+03,5.467045509136070223e+02
9.891472586803989543e+03,5.510463743848416698e+02
9.891475280132350235e+03,5.553706637257820375e+02
9.891477973460710928e+03,5.596768763539625979e+02
9.891480666789071620e+03,5.639644719550605032e+02
9.891483360117432312e+03,5.682329125506912533e+02
9.891486053445793004e+03,5.724816625659105966e+02
9.891488746774153697e+03,5.767101888964141381e+02
9.891491440102514389e+03,5.809179609754289686e+02
9.891494133430875081e+03,5.851044508402833344e+02
9.891496826759235773e+03,5.892691331986544583e+02
9.891499520087596466e+03,5.934114854944770059e+02
9.891502213415955339e+03,5.975309879707359642e+02
9.891504906744316031e+03,6.016271237457950747e+02
9.891507600072676723e+03,6.056993788615587846e+02
9.891510293401037416e+03,6.097472423591050301e+02
9.891512986729398108e+03,6.137702063400055295e+02
9.891515680057758800e+03,6.177677660300547586e+02
9.891518373386119492e+03,6.217394198426052299e+02
9.891521066714480185e+03,6.256846694415029333e+02
9.891523760042840877e+03,6.296030198036150978e+02
9.891526453371201569e+03,6.334939792809431083e+02
9.891529146699562261e+03,6.373570596623098936e+02
9.891531840027922954e+03,6.411917762346184873e+02
9.891534533356283646e+03,6.449976478436700518e+02
9.891537226684644338e+03,6.487741969545360234e+02
9.891539920013005030e+03,6.525209497114751684e+02
9.891542613341365723e+03,6.562374359973913442e+02
9.891545306669726415e+03,6.599231894928193469e+02
9.891547999998087107e+03,6.635777477344353201e+02
9.891550693326445980e+03,6.672006521706488229e+02
9.891553386654806673e+03,6.707914482289030502e+02
9.891556079983167365e+03,6.743496853580317065e+02
9.891558773311528057e+03,6.778749170945987998e+02
9.891561466639888749e+03,6.813667011164619680e+02
9.891564159968249442e+03,6.848245992982701864e+02
9.891566853296610134e+03,6.882481777664373794e+02
9.891569546624970826e+03,6.916370069535824996e+02
9.891572239953331518e+03,6.949906616524287983e+02
9.891574933281692211e+03,6.983087210691544442e+02
9.891577626610052903e+03,7.015907688761928966e+02
9.891580319938413595e+03,7.048363932644696206e+02
9.891583013266774287e+03,7.080451869950722994e+02
9.891585706595134980e+03,7.112167474503514768e+02
9.891588399923495672e+03,7.143506766844345748e+02
9.891591093251856364e+03,7.174465814731598812e+02
9.891593786580217056e+03,7.205040733634150456e+02
9.891596479908577749e+03,7.235227687218770143e+02
9.891599173236936622e+03,7.265022887811494456e+02
9.891601866565297314e+03,7.294422596953094171e+02
9.891604559893658006e+03,7.323423125747431186e+02
9.891607253222018699e+03,7.352020835405055550e+02
9.891609946550379391e+03,7.380212137679529860e+02
9.891612639878740083e+03,7.407993495317656425e+02
9.891615333207100775e+03,7.435361422503302720e+02
9.891618026535461468e+03,7.462312485294789894e+02
9.891620719863822160e+03,7.488843302055747699e+02
9.891623413192182852e+03,7.514950543879425595e+02
9.891626106520543544e+03,7.540630935006379332e+02
9.891628799848904237e+03,7.565881253235493205e+02
9.891631493177264929e+03,7.590698330328275460e+02
9.891634186505625621e+03,7.615079052406398432e+02
9.891636879833986313e+03,7.639020360342391314e+02
9.891639573162347006e+03,7.662519250143485579e+02
9.891642266490707698e+03,7.685572773328547100e+02
9.891644959819068390e+03,7.708178037298007439e+02
9.891647653147427263e+03,7.730332205682019548e+02
9.891650346475787956e+03,7.752032498755877441e+02
9.891653039804148648e+03,7.773276193699033456e+02
9.891655733132509340e+03,7.794060624996882325e+02
9.891658426460870032e+03,7.814383184760102949e+02
9.891661119789230725e+03,7.834241323051886638e+02
9.891663813117591417e+03,7.853632548207866648e+02
9.891666506445952109e+03,7.872554427148770628e+02
9.891669199774312801e+03,7.891004585685706161e+02
9.891671893102673494e+03,7.908980708818050971e+02
9.891674586431034186e+03,7.926480541023923934e+02
9.891677279759394878e+03,7.943501886543203909e+02
9.891679973087755570e+03,7.960042609653020236e+02
9.891682666416116263e+03,7.976100634935746712e+02
9.891685359744476955e+03,7.991673947539399023e+02
9.891688053072837647e+03,8.006760593430449262e+02
9.891690746401198339e+03,8.021358679639006368e+02
