Time (BJD_TBD - 2450000), F_f/F_star (ppm)
9.889738090277649462e+03,4.016219170593804400e+00
9.889738107156652404e+03,4.015948831236498151e+00
9.889738124035655346e+03,4.015678500711591603e+00
9.889738140914658288e+03,4.015408179019109625e+00
9.889738157793661230e+03,4.015137866159105506e+00
9.889738174672662353e+03,4.014867562160722159e+00
9.889738191551665295e+03,4.014597266965746591e+00
9.889738208430668237e+03,4.014326980603351913e+00
9.889738225309671179e+03,4.014056703073561216e+00
9.889738242188674121e+03,4.013786434376422463e+00
9.889738259067677063e+03,4.013516174511965851e+00
9.889738275946680005e+03,4.013245923480222466e+00
9.889738292825682947e+03,4.012975681281241158e+00
9.889738309704684070e+03,4.012705447944160397e+00
9.889738326583687012e+03,4.012435223410786733e+00
9.889738343462689954e+03,4.012165007710275511e+00
9.889738360341692896e+03,4.011894800842657816e+00
9.889738377220695838e+03,4.011624602807982498e+00
9.889738394099698780e+03,4.011354413606262881e+00
9.889738410978701722e+03,4.011084233237554919e+00
9.889738427857704664e+03,4.010814061701882594e+00
9.889738444736705787e+03,4.010543899028410131e+00
9.889738461615708729e+03,4.010273745158925429e+00
9.889738478494711671e+03,4.010003600122593603e+00
9.889738495373714613e+03,4.009733463919445740e+00
9.889738512252717555e+03,4.009463336549512924e+00
9.889738529131720497e+03,4.009193218012842230e+00
9.889738546010723439e+03,4.008923108309458527e+00
9.889738562889726381e+03,4.008653007439399119e+00
9.889738579768727504e+03,4.008382915431814020e+00
9.889738596647730446e+03,4.008112832228522215e+00
9.889738613526733388e+03,4.007842757858664839e+00
9.889738630405736330e+03,4.007572692322274754e+00
9.889738647284739272e+03,4.007302635619389264e+00
9.889738664163742214e+03,4.007032587750048336e+00
9.889738681042745156e+03,4.006762548714283056e+00
9.889738697921748098e+03,4.006492518512140499e+00
9.889738714800749221e+03,4.006222497172738706e+00
9.889738731679752163e+03,4.005952484637920641e+00
9.889738748558755105e+03,4.005682480936834544e+00
9.889738765437758047e+03,4.005412486069496403e+00
9.889738782316760989e+03,4.005142500035954178e+00
9.889738799195763931e+03,4.004872522836238069e+00
9.889738816074766873e+03,4.004602554470388043e+00
9.889738832953769816e+03,4.004332594938443179e+00
9.889738849832770939e+03,4.004062644269519744e+00
9.889738866711773881e+03,4.003792702405470472e+00
9.889738883590776823e+03,4.003522769375443602e+00
9.889738900469779765e+03,4.003252845179455122e+00
9.889738917348782707e+03,4.002982929817544111e+00
9.889738934227785649e+03,4.002713023289748762e+00
9.889738951106788591e+03,4.002443125596109930e+00
9.889738967985791533e+03,4.002173236736656925e+00
9.889738984864792656e+03,4.001903356740501572e+00
9.889739001743795598e+03,4.001633485549533020e+00
9.889739018622798540e+03,4.001363623192845331e+00
9.889739035501801482e+03,4.001093769670501565e+00
9.889739052380804424e+03,4.000823924982508828e+00
9.889739069259807366e+03,4.000554089128931068e+00
9.889739086138810308e+03,4.000284262109782496e+00
9.889739103017813250e+03,4.000014443925119068e+00
9.889739119896814373e+03,3.999744634604026405e+00
9.889739136775817315e+03,3.999474834088410535e+00
9.889739153654820257e+03,3.999205042407373512e+00
9.889739170533823199e+03,3.998935259560954858e+00
9.889739187412826141e+03,3.998665485549192766e+00
9.889739204291829083e+03,3.998395720372103668e+00
9.889739221170832025e+03,3.998125964029758173e+00
9.889739238049834967e+03,3.997856216522155837e+00
9.889739254928836090e+03,3.997586477878429800e+00
9.889739271807839032e+03,3.997316748040455003e+00
9.889739288686841974e+03,3.997047027037356592e+00
9.889739305565844916e+03,3.996777314869158548e+00
9.889739322444847858e+03,3.996507611535899507e+00
9.889739339323850800e+03,3.996237917037611442e+00
9.889739356202853742e+03,3.995968231374340540e+00
