Time (BJD_TBD - 2450000), F_h/L_star (ppm)
1.065014266203716397e+04,9.691876353378665598e+00
1.065014268332748725e+04,9.691973988060814449e+00
1.065014270461781052e+04,9.692071622988528645e+00
1.065014272590813380e+04,9.692169258161801082e+00
1.065014274719845707e+04,9.692266893580635312e+00
1.065014276848878217e+04,9.692364529253358896e+00
1.065014278977910544e+04,9.692462165163290067e+00
1.065014281106942872e+04,9.692559801318765267e+00
1.065014283235975199e+04,9.692657437719775615e+00
1.065014285365007527e+04,9.692755074366317558e+00
1.065014287494039854e+04,9.692852711258387544e+00
1.065014289623072182e+04,9.692950348395978466e+00
1.065014291752104509e+04,9.693047985779083220e+00
1.065014293881136837e+04,9.693145623407705358e+00
1.065014296010169346e+04,9.693243261290172441e+00
1.065014298139201674e+04,9.693340899409802702e+00
1.065014300268234001e+04,9.693438537774929031e+00
1.065014302397266329e+04,9.693536176385547876e+00
1.065014304526298656e+04,9.693633815241655682e+00
1.065014306655330984e+04,9.693731454343243570e+00
1.065014308784363311e+04,9.693829093690306209e+00
1.065014310913395639e+04,9.693926733282843600e+00
1.065014313042427966e+04,9.694024373120850413e+00
1.065014315171460476e+04,9.694122013212659539e+00
1.065014317300492803e+04,9.694219653541585657e+00
1.065014319429525131e+04,9.694317294115965211e+00
1.065014321558557458e+04,9.694414934935789319e+00
1.065014323687589786e+04,9.694512576001059756e+00
1.065014325816622113e+04,9.694610217311765865e+00
1.065014327945654441e+04,9.694707858867900541e+00
1.065014330074686768e+04,9.694805500669469112e+00
1.065014332203719096e+04,9.694903142716453814e+00
1.065014334332751605e+04,9.695000785017207079e+00
1.065014336461783932e+04,9.695098427555025822e+00
1.065014338590816260e+04,9.695196070338253591e+00
1.065014340719848587e+04,9.695293713366885058e+00
1.065014342848880915e+04,9.695391356640913116e+00
1.065014344977913242e+04,9.695489000160332438e+00
1.065014347106945570e+04,9.695586643925143022e+00
1.065014349235977897e+04,9.695684287935334211e+00
1.065014351365010225e+04,9.695781932190906005e+00
1.065014353494042734e+04,9.695879576700191294e+00
1.065014355623075062e+04,9.695977221446506533e+00
1.065014357752107389e+04,9.696074866438182838e+00
1.065014359881139717e+04,9.696172511675213102e+00
1.065014362010172044e+04,9.696270157157600877e+00
1.065014364139204372e+04,9.696367802885335507e+00
1.065014366268236699e+04,9.696465448858413438e+00
1.065014368397269027e+04,9.696563095076831118e+00
1.065014370526301354e+04,9.696660741540581441e+00
1.065014372655333864e+04,9.696758388258006178e+00
1.065014374784366191e+04,9.696856035212409353e+00
1.065014376913398519e+04,9.696953682412127407e+00
1.065014379042430846e+04,9.697051329857162116e+00
1.065014381171463174e+04,9.697148977547508153e+00
1.065014383300495501e+04,9.697246625483153082e+00
1.065014385429527829e+04,9.697344273664098679e+00
1.065014387558560156e+04,9.697441922090339617e+00
1.065014389687592484e+04,9.697539570761868788e+00
1.065014391816624993e+04,9.697637219687027965e+00
1.065014393945657321e+04,9.697734868849115841e+00
1.065014396074689648e+04,9.697832518256483070e+00
1.065014398203721976e+04,9.697930167909117216e+00
1.065014400332754303e+04,9.698027817807018280e+00
1.065014402461786631e+04,9.698125467950172052e+00
1.065014404590818958e+04,9.698223118338585635e+00
1.065014406719851286e+04,9.698320768972244821e+00
1.065014408848883613e+04,9.698418419851153160e+00
1.065014410977916123e+04,9.698516070983636439e+00
1.065014413106948450e+04,9.698613722353016442e+00
1.065014415235980778e+04,9.698711373967624283e+00
1.065014417365013105e+04,9.698809025827456409e+00
1.065014419494045433e+04,9.698906677932511045e+00
1.065014421623077760e+04,9.699004330282773978e+00
1.065014423752110088e+04,9.699101982878250539e+00
1.065014425881142415e+04,9.699199635718930068e+00
1.065014428010174743e+04,9.699297288804810790e+00
1.065014430139207252e+04,9.699394942144227372e+00
1.065014432268239580e+04,9.699492595720489163e+00
1.065014434397271907e+04,9.699590249541939713e+00
1.065014436526304235e+04,9.699687903608568362e+00
1.065014438655336562e+04,9.699785557920373336e+00
1.065014440784368890e+04,9.699883212477340422e+00
1.065014442913401217e+04,9.699980867279478502e+00
1.065014445042433545e+04,9.700078522326776920e+00
1.065014447171465872e+04,9.700176177619230344e+00
1.065014449300498381e+04,9.700273833165173443e+00
1.065014451429530709e+04,9.700371488947922671e+00
1.065014453558563036e+04,9.700469144975807367e+00
1.065014455687595364e+04,9.700566801248831084e+00
1.065014457816627691e+04,9.700664457766979609e+00
1.065014459945660019e+04,9.700762114530258273e+00
1.065014462074692347e+04,9.700859771538656418e+00
1.065014464203724674e+04,9.700957428792168713e+00
1.065014466332757002e+04,9.701055086290788054e+00
1.065014468461789511e+04,9.701152744042863318e+00
1.065014470590821838e+04,9.701250402031691422e+00
1.065014472719854166e+04,9.701348060265615914e+00
1.065014474848886493e+04,9.701445718744629687e+00
1.065014476977918821e+04,9.701543377468727414e+00
1.065014479106951148e+04,9.701641036437907317e+00
1.065014481235983476e+04,9.701738695652158739e+00
1.065014483365015803e+04,9.701836355111485233e+00
1.065014485494048131e+04,9.701934014815876139e+00
1.065014487623080640e+04,9.702031674773675007e+00
1.065014489752112968e+04,9.702129334968184082e+00
1.065014491881145295e+04,9.702226995407743360e+00
1.065014494010177623e+04,9.702324656092343957e+00
1.065014496139209950e+04,9.702422317021989429e+00
1.065014498268242278e+04,9.702519978196667338e+00
1.065014500397274605e+04,9.702617639616379464e+00
1.065014502526306933e+04,9.702715301281118698e+00
1.065014504655339260e+04,9.702812963190876161e+00
1.065014506784371770e+04,9.702910625353995400e+00
1.065014508913404097e+04,9.703008287753782213e+00
1.065014511042436425e+04,9.703105950398569490e+00
1.065014513171468752e+04,9.703203613288362561e+00
1.065014515300501080e+04,9.703301276423148991e+00
1.065014517429533407e+04,9.703398939802928780e+00
