Time (BJD_TBD - 2450000), L_b/L_star (ppm)
1.014093855324061587e+04,7.703124370261440390e+02
1.014093857208740883e+04,7.703281662724224361e+02
1.014093859093419996e+04,7.703438933117296301e+02
1.014093860978099292e+04,7.703596181470046531e+02
1.014093862862778406e+04,7.703753407751157738e+02
1.014093864747457701e+04,7.703910611990012285e+02
1.014093866632136815e+04,7.704067794155298543e+02
1.014093868516816110e+04,7.704224954276393191e+02
1.014093870401495224e+04,7.704382092321993696e+02
1.014093872286174519e+04,7.704539208321468777e+02
1.014093874170853633e+04,7.704696302243520449e+02
1.014093876055532928e+04,7.704853374117512885e+02
1.014093877940212042e+04,7.705010423912160604e+02
1.014093879824891337e+04,7.705167451656810726e+02
1.014093881709570451e+04,7.705324457320190277e+02
1.014093883594249746e+04,7.705481440931640691e+02
1.014093885478928860e+04,7.705638402459895815e+02
1.014093887363608155e+04,7.705795341934290263e+02
1.014093889248287269e+04,7.705952259323564704e+02
1.014093891132966564e+04,7.706109154657044655e+02
1.014093893017645678e+04,7.706266027903484428e+02
1.014093894902324973e+04,7.706422879092197036e+02
1.014093896787004269e+04,7.706579708207077601e+02
1.014093898671683382e+04,7.706736515232032616e+02
1.014093900556362678e+04,7.706893300196363725e+02
1.014093902441041791e+04,7.707050063068846839e+02
1.014093904325721087e+04,7.707206803878779056e+02
1.014093906210400201e+04,7.707363522594939695e+02
1.014093908095079496e+04,7.707520219246616762e+02
1.014093909979758610e+04,7.707676893802603217e+02
1.014093911864437905e+04,7.707833546292176834e+02
1.014093913749117019e+04,7.707990176684140806e+02
1.014093915633796314e+04,7.708146785007763810e+02
1.014093917518475428e+04,7.708303371231852452e+02
1.014093919403154723e+04,7.708459935385676545e+02
1.014093921287833837e+04,7.708616477438046104e+02
1.014093923172513132e+04,7.708772997418220712e+02
1.014093925057192246e+04,7.708929495295025163e+02
1.014093926941871541e+04,7.709085971097706533e+02
1.014093928826550655e+04,7.709242424795098714e+02
1.014093930711229950e+04,7.709398856416441959e+02
1.014093932595909064e+04,7.709555265930576979e+02
1.014093934480588359e+04,7.709711653366737210e+02
1.014093936365267473e+04,7.709868018693775866e+02
1.014093938249946768e+04,7.710024361940912740e+02
1.014093940134626064e+04,7.710180683092094114e+02
1.014093942019305177e+04,7.710336982131277637e+02
1.014093943903984473e+04,7.710493259087670594e+02
1.014093945788663586e+04,7.710649513930153489e+02
1.014093947673342882e+04,7.710805746687923374e+02
1.014093949558021995e+04,7.710961957329859615e+02
1.014093951442701291e+04,7.711118145885162676e+02
1.014093953327380405e+04,7.711274312322722153e+02
1.014093955212059700e+04,7.711430456671721458e+02
1.014093957096738814e+04,7.711586578901062694e+02
1.014093958981418109e+04,7.711742679039922450e+02
1.014093960866097223e+04,7.711898757057209650e+02
1.014093962750776518e+04,7.712054812982094063e+02
1.014093964635455632e+04,7.712210846783491434e+02
1.014093966520134927e+04,7.712366858490565846e+02
1.014093968404814041e+04,7.712522848072243278e+02
1.014093970289493336e+04,7.712678815557673033e+02
1.014093972174172450e+04,7.712834760915791321e+02
1.014093974058851745e+04,7.712990684175746310e+02
1.014093975943530859e+04,7.713146585306477618e+02
1.014093977828210154e+04,7.713302464337126594e+02
1.014093979712889450e+04,7.713458321251680445e+02
1.014093981597568563e+04,7.713614156034150255e+02
1.014093983482247859e+04,7.713769968713652361e+02
1.014093985366926972e+04,7.713925759259158212e+02
1.014093987251606268e+04,7.714081527699780736e+02
1.014093989136285381e+04,7.714237274004495930e+02
1.014093991020964677e+04,7.714392998202409899e+02
1.014093992905643790e+04,7.714548700262508873e+02
1.014093994790323086e+04,7.714704380213887589e+02
1.014093996675002199e+04,7.714860038025543645e+02
1.014093998559681495e+04,7.715015673726562682e+02
1.014094000444360609e+04,7.715171287285950257e+02
1.014094002329039904e+04,7.715326878732786327e+02
1.014094004213719018e+04,7.715482448036080996e+02
1.014094006098398313e+04,7.715637995224911947e+02
1.014094007983077427e+04,7.715793520268292696e+02
1.014094009867756722e+04,7.715949023195291829e+02
1.014094011752435836e+04,7.716104503974938780e+02
1.014094013637115131e+04,7.716259962636288492e+02
1.014094015521794245e+04,7.716415399148377219e+02
1.014094017406473540e+04,7.716570813540258769e+02
1.014094019291152654e+04,7.716726205780972805e+02
1.014094021175831949e+04,7.716881575899564041e+02
1.014094023060511245e+04,7.717036923880076529e+02
1.014094024945190358e+04,7.717192249706567964e+02
1.014094026829869654e+04,7.717347553408067142e+02
1.014094028714548767e+04,7.717502834953641013e+02
1.014094030599228063e+04,7.717658094372308142e+02
1.014094032483907176e+04,7.717813331633146845e+02
1.014094034368586472e+04,7.717968546765167730e+02
1.014094036253265585e+04,7.718123739737459346e+02
1.014094038137944881e+04,7.718278910579022067e+02
1.014094040022623994e+04,7.718434059258948992e+02
1.014094041907303290e+04,7.718589185806240494e+02
1.014094043791982403e+04,7.718744290189991943e+02
1.014094045676661699e+04,7.718899372439198032e+02
1.014094047561340813e+04,7.719054432522965499e+02
1.014094049446020108e+04,7.719209470470276528e+02
1.014094051330699222e+04,7.719364486250251502e+02
1.014094053215378517e+04,7.719519479891856690e+02
1.014094055100057631e+04,7.719674451364223842e+02
1.014094056984736926e+04,7.719829400696318089e+02
1.014094058869416040e+04,7.719984327857273456e+02
1.014094060754095335e+04,7.720139232876047117e+02
1.014094062638774631e+04,7.720294115736732010e+02
1.014094064523453744e+04,7.720448976423430167e+02
1.014094066408133040e+04,7.720603814965086258e+02
1.014094068292812153e+04,7.720758631330857042e+02
1.014094070177491449e+04,7.720913425549679232e+02
1.014094072062170562e+04,7.721068197590720956e+02
1.014094073946849858e+04,7.721222947482904146e+02
1.014094075831528971e+04,7.721377675195409438e+02
1.014094077716208267e+04,7.721532380757155352e+02
1.014094079600887380e+04,7.721687064137324796e+02
1.014094081485566676e+04,7.721841725364826061e+02
1.014094083370245789e+04,7.721996364408862519e+02
1.014094085254925085e+04,7.722150981298320858e+02
1.014094087139604198e+04,7.722305576002418093e+02
1.014094089024283494e+04,7.722460148550039776e+02
1.014094090908962608e+04,7.722614698910401785e+02
1.014094092793641903e+04,7.722769227112383987e+02
1.014094094678321017e+04,7.722923733125211356e+02
1.014094096563000312e+04,7.723078216977758075e+02
1.014094098447679426e+04,7.723232678639257074e+02
1.014094100332358721e+04,7.723387118138572305e+02
1.014094102217037835e+04,7.723541535444945794e+02
1.014094104101717130e+04,7.723695930587235807e+02
1.014094105986396426e+04,7.723850303549588716e+02
