Time (BJD_TBD - 2450000), F_h/F_star (ppm)
9.882460428240709007e+03,1.805375668658499322e+01
9.882460446256400246e+03,1.805384167264767115e+01
9.882460464272089666e+03,1.805392665857339551e+01
9.882460482287780906e+03,1.805401164437933303e+01
9.882460500303470326e+03,1.805409663004832055e+01
9.882460518319161565e+03,1.805418161559750700e+01
9.882460536334850985e+03,1.805426660100973635e+01
9.882460554350542225e+03,1.805435158630216463e+01
9.882460572366233464e+03,1.805443657146620495e+01
9.882460590381922884e+03,1.805452155649328105e+01
9.882460608397614124e+03,1.805460654140054189e+01
9.882460626413303544e+03,1.805469152617083139e+01
9.882460644428994783e+03,1.805477651082130208e+01
9.882460662444684203e+03,1.805486149533479079e+01
9.882460680460375443e+03,1.805494647972845712e+01
9.882460698476066682e+03,1.805503146399371417e+01
9.882460716491756102e+03,1.805511644812198568e+01
9.882460734507447341e+03,1.805520143213042061e+01
9.882460752523136762e+03,1.805528641600185935e+01
9.882460770538828001e+03,1.805537139975345795e+01
9.882460788554517421e+03,1.805545638336805681e+01
9.882460806570208661e+03,1.805554136686280842e+01
9.882460824585899900e+03,1.805562635022913653e+01
9.882460842601589320e+03,1.805571133345844714e+01
9.882460860617280559e+03,1.805579631656790696e+01
9.882460878632969980e+03,1.805588129954034216e+01
9.882460896648661219e+03,1.805596628239292301e+01
9.882460914664350639e+03,1.805605126510847569e+01
9.882460932680041878e+03,1.805613624770416692e+01
9.882460950695733118e+03,1.805622123017140268e+01
9.882460968711422538e+03,1.805630621250161028e+01
9.882460986727113777e+03,1.805639119471193510e+01
9.882461004742803198e+03,1.805647617678522820e+01
9.882461022758494437e+03,1.805656115873862788e+01
9.882461040774183857e+03,1.805664614055498518e+01
9.882461058789875096e+03,1.805673112225145971e+01
9.882461076805566336e+03,1.805681610381946101e+01
9.882461094821255756e+03,1.805690108525040571e+01
9.882461112836946995e+03,1.805698606656144989e+01
9.882461130852636416e+03,1.805707104773543747e+01
9.882461148868327655e+03,1.805715602878951742e+01
9.882461166884017075e+03,1.805724100970653367e+01
9.882461184899708314e+03,1.805732599050363518e+01
9.882461202915399554e+03,1.805741097117224570e+01
9.882461220931088974e+03,1.805749595170378186e+01
9.882461238946780213e+03,1.805758093211539617e+01
9.882461256962469633e+03,1.805766591238992547e+01
9.882461274978160873e+03,1.805775089254453292e+01
9.882461292993850293e+03,1.805783587256204825e+01
9.882461311009541532e+03,1.805792085245963463e+01
9.882461329025232772e+03,1.805800583222870159e+01
9.882461347040922192e+03,1.805809081186067644e+01
9.882461365056613431e+03,1.805817579137270101e+01
9.882461383072302851e+03,1.805826077074762992e+01
9.882461401087994091e+03,1.805834575000260855e+01
9.882461419103683511e+03,1.805843072912047731e+01
9.882461437119374750e+03,1.805851570811838869e+01
9.882461455135065989e+03,1.805860068698776644e+01
9.882461473150755410e+03,1.805868566572002365e+01
9.882461491166446649e+03,1.805877064433231638e+01
9.882461509182136069e+03,1.805885562280748857e+01
9.882461527197827309e+03,1.805894060116268207e+01
9.882461545213516729e+03,1.805902557938075148e+01
9.882461563229207968e+03,1.805911055747883864e+01
9.882461581244899207e+03,1.805919553544837441e+01
