Time (BJD_TBD - 2450000), L_f/L_star (ppm)
9.896128576389048249e+03,6.069674582471164115e+01
9.896128599245501391e+03,6.069630197266997129e+01
9.896128622101952715e+03,6.069585811490139804e+01
9.896128644958405857e+03,6.069541425133538581e+01
9.896128667814857181e+03,6.069497038204269757e+01
9.896128690671310324e+03,6.069452650695276930e+01
9.896128713527761647e+03,6.069408262613636396e+01
9.896128736384214790e+03,6.069363873952298860e+01
9.896128759240666113e+03,6.069319484718331381e+01
9.896128782097119256e+03,6.069275094904688217e+01
9.896128804953570580e+03,6.069230704518440689e+01
9.896128827810023722e+03,6.069186313552536660e+01
9.896128850666476865e+03,6.069141922010516055e+01
9.896128873522928188e+03,6.069097529895925192e+01
9.896128896379381331e+03,6.069053137201709092e+01
9.896128919235832655e+03,6.069008743934944050e+01
9.896128942092285797e+03,6.068964350088575799e+01
9.896128964948737121e+03,6.068919955669677790e+01
9.896128987805190263e+03,6.068875560671199310e+01
9.896129010661641587e+03,6.068831165100214520e+01
9.896129033518094730e+03,6.068786768949667021e+01
9.896129056374546053e+03,6.068742372226638793e+01
9.896129079230999196e+03,6.068697974924069172e+01
9.896129102087450519e+03,6.068653577049038716e+01
9.896129124943903662e+03,6.068609178594488895e+01
9.896129147800356805e+03,6.068564779563964606e+01
9.896129170656808128e+03,6.068520379961012168e+01
9.896129193513261271e+03,6.068475979778571627e+01
9.896129216369712594e+03,6.068431579023724254e+01
9.896129239226165737e+03,6.068387177689412937e+01
9.896129262082617061e+03,6.068342775782716814e+01
9.896129284939070203e+03,6.068298373296575932e+01
9.896129307795521527e+03,6.068253970238070139e+01
9.896129330651974669e+03,6.068209566600143745e+01
9.896129353508425993e+03,6.068165162389875888e+01
9.896129376364879136e+03,6.068120757600208037e+01
9.896129399221332278e+03,6.068076352234683668e+01
9.896129422077783602e+03,6.068031946296849100e+01
9.896129444934236744e+03,6.067987539779647932e+01
9.896129467790688068e+03,6.067943132690158592e+01
9.896129490647141211e+03,6.067898725021321127e+01
9.896129513503592534e+03,6.067854316780217516e+01
9.896129536360045677e+03,6.067809907959791360e+01
9.896129559216497000e+03,6.067765498567118243e+01
9.896129582072950143e+03,6.067721088595143186e+01
9.896129604929401467e+03,6.067676678050945327e+01
9.896129627785854609e+03,6.067632266927464002e+01
9.896129650642307752e+03,6.067587855228247662e+01
9.896129673498759075e+03,6.067543442956841915e+01
9.896129696355212218e+03,6.067499030106183255e+01
9.896129719211663542e+03,6.067454616683358637e+01
9.896129742068116684e+03,6.067410202681305975e+01
9.896129764924568008e+03,6.067365788107106539e+01
9.896129787781021150e+03,6.067321372953698955e+01
9.896129810637472474e+03,6.067276957228165202e+01
9.896129833493925616e+03,6.067232540923448880e+01
9.896129856350376940e+03,6.067188124046626285e+01
9.896129879206830083e+03,6.067143706590643859e+01
9.896129902063283225e+03,6.067099288559041526e+01
9.896129924919734549e+03,6.067054869955369867e+01
9.896129947776187691e+03,6.067010450772565378e+01
9.896129970632639015e+03,6.066966031017712169e+01
9.896129993489092158e+03,6.066921610683750998e+01
9.896130016345543481e+03,6.066877189777758872e+01
9.896130039201996624e+03,6.066832768292680811e+01
9.896130062058447947e+03,6.066788346235596663e+01
9.896130084914901090e+03,6.066743923599445765e+01
9.896130107771352414e+03,6.066699500391309385e+01
9.896130130627805556e+03,6.066655076604128993e+01
9.896130153484256880e+03,6.066610652244987278e+01
9.896130176340710022e+03,6.066566227306820025e+01
9.896130199197163165e+03,6.066521801793178525e+01
9.896130222053614489e+03,6.066477375707606257e+01
9.896130244910067631e+03,6.066432949043040423e+01
9.896130267766518955e+03,6.066388521806569400e+01
9.896130290622972097e+03,6.066344093991126840e+01
9.896130313479423421e+03,6.066299665603797564e+01
9.896130336335876564e+03,6.066255236637520909e+01
9.896130359192327887e+03,6.066210807099380986e+01
9.896130382048781030e+03,6.066166376982311448e+01
9.896130404905232353e+03,6.066121946293400669e+01
9.896130427761685496e+03,6.066077515025585143e+01
9.896130450618138639e+03,6.066033083182409769e+01
9.896130473474589962e+03,6.065988650767425128e+01
9.896130496331043105e+03,6.065944217773568425e+01
9.896130519187494428e+03,6.065899784207921641e+01
9.896130542043947571e+03,6.065855350063424112e+01
9.896130564900398895e+03,6.065810915347159238e+01
9.896130587756852037e+03,6.065766480052065646e+01
9.896130610613303361e+03,6.065722044185226736e+01
9.896130633469756503e+03,6.065677607739576871e+01
9.896130656326207827e+03,6.065633170722205847e+01
9.896130679182660970e+03,6.065588733126048737e+01
9.896130702039114112e+03,6.065544294954652571e+01
9.896130724895565436e+03,6.065499856211563667e+01
9.896130747752018578e+03,6.065455416889722073e+01
9.896130770608469902e+03,6.065410976996208348e+01
9.896130793464923045e+03,6.065366536523963958e+01
9.896130816321374368e+03,6.065322095480072306e+01
9.896130839177827511e+03,6.065277653857469176e+01
9.896130862034278834e+03,6.065233211663239388e+01
9.896130884890731977e+03,6.065188768890319437e+01
9.896130907747183301e+03,6.065144325545796988e+01
9.896130930603636443e+03,6.065099881622606404e+01
9.896130953460089586e+03,6.065055437124294002e+01
9.896130976316540909e+03,6.065010992054411076e+01
9.896130999172994052e+03,6.064966546405893411e+01
9.896131022029445376e+03,6.064922100185824405e+01
9.896131044885898518e+03,6.064877653387140555e+01
9.896131067742349842e+03,6.064833206016928813e+01
9.896131090598802984e+03,6.064788758068126384e+01
9.896131113455254308e+03,6.064744309547814538e+01
9.896131136311707451e+03,6.064699860448934743e+01
9.896131159168158774e+03,6.064655410778567557e+01
9.896131182024611917e+03,6.064610960529650185e+01
9.896131204881063240e+03,6.064566509709271003e+01
9.896131227737516383e+03,6.064522058310363661e+01
9.896131250593969526e+03,6.064477606336478743e+01
9.896131273450420849e+03,6.064433153791160436e+01
9.896131296306873992e+03,6.064388700667348076e+01
9.896131319163325315e+03,6.064344246972127195e+01
9.896131342019778458e+03,6.064299792698430025e+01
9.896131364876229782e+03,6.064255337853348493e+01
9.896131387732682924e+03,6.064210882429811278e+01
9.896131410589134248e+03,6.064166426434912438e+01
9.896131433445587390e+03,6.064121969861580652e+01
9.896131456302038714e+03,6.064077512716902874e+01
9.896131479158491857e+03,6.064033054993819150e+01
9.896131502014944999e+03,6.063988596695872957e+01
9.896131524871396323e+03,6.063944137826617720e+01
9.896131547727849465e+03,6.063899678378983538e+01
9.896131570584300789e+03,6.063855218360060206e+01
9.896131593440753932e+03,6.063810757762782799e+01
9.896131616297205255e+03,6.063766296594236138e+01
9.896131639153658398e+03,6.063721834847356007e+01
9.896131662010109721e+03,6.063677372529229359e+01
9.896131684866562864e+03,6.063632909632791268e+01
9.896131707723014188e+03,6.063588446165127976e+01
9.896131730579467330e+03,6.063543982119173847e+01
9.896131753435920473e+03,6.063499517498480884e+01
9.896131776292371796e+03,6.063455052306592563e+01
9.896131799148824939e+03,6.063410586536446800e+01
9.896131822005276263e+03,6.063366120195131970e+01
9.896131844861729405e+03,6.063321653275580303e+01
9.896131867718180729e+03,6.063277185784879464e+01
9.896131890574633871e+03,6.063232717715961684e+01
9.896131913431085195e+03,6.063188249075921732e+01
9.896131936287538338e+03,6.063143779857685445e+01
9.896131959143989661e+03,6.063099310068344039e+01
9.896131982000442804e+03,6.063054839700830456e+01
9.896132004856895946e+03,6.063010368758694568e+01
9.896132027713347270e+03,6.062965897245486246e+01
9.896132050569800413e+03,6.062921425154138433e+01
9.896132073426251736e+03,6.062876952491741633e+01
9.896132096282704879e+03,6.062832479251224527e+01
9.896132119139156202e+03,6.062788005439679040e+01
9.896132141995609345e+03,6.062743531050036694e+01
9.896132164852060669e+03,6.062699056089387284e+01
9.896132187708513811e+03,6.062654580550663042e+01
9.896132210564965135e+03,6.062610104440952341e+01
9.896132233421418277e+03,6.062565627753190967e+01
9.896132256277869601e+03,6.062521150494463029e+01
9.896132279134322744e+03,6.062476672657704313e+01
9.896132301990775886e+03,6.062432194246463268e+01
9.896132324847227210e+03,6.062387715264290478e+01
9.896132347703680352e+03,6.062343235704121014e+01
