Time (BJD_TBD - 2450000), F_b/F_star (ppm)
1.013335255787055939e+04,6.569772630203235622e+02
1.013335257878931770e+04,6.569962620012574916e+02
1.013335259970807601e+04,6.570152587708603278e+02
1.013335262062683432e+04,6.570342533289878020e+02
1.013335264154559445e+04,6.570532456771479701e+02
1.013335266246435276e+04,6.570722358118939610e+02
1.013335268338311107e+04,6.570912237347336031e+02
1.013335270430186938e+04,6.571102094455231963e+02
1.013335272522062769e+04,6.571291929441191542e+02
1.013335274613938600e+04,6.571481742303777764e+02
1.013335276705814431e+04,6.571671533041555904e+02
1.013335278797690262e+04,6.571861301653085548e+02
1.013335280889566275e+04,6.572051048153432475e+02
1.013335282981442106e+04,6.572240772508158670e+02
1.013335285073317937e+04,6.572430474732333323e+02
1.013335287165193768e+04,6.572620154824518295e+02
1.013335289257069599e+04,6.572809812783277721e+02
1.013335291348945429e+04,6.572999448607176873e+02
1.013335293440821260e+04,6.573189062294779887e+02
1.013335295532697091e+04,6.573378653844653172e+02
1.013335297624573104e+04,6.573568223271843181e+02
1.013335299716448935e+04,6.573757770541949412e+02
1.013335301808324766e+04,6.573947295670020594e+02
1.013335303900200597e+04,6.574136798654623135e+02
1.013335305992076428e+04,6.574326279494323444e+02
1.013335308083952259e+04,6.574515738187686793e+02
1.013335310175828090e+04,6.574705174733280728e+02
1.013335312267703921e+04,6.574894589129669384e+02
1.013335314359579934e+04,6.575083981391886709e+02
1.013335316451455765e+04,6.575273351485566309e+02
1.013335318543331596e+04,6.575462699425740993e+02
1.013335320635207427e+04,6.575652025210977172e+02
1.013335322727083258e+04,6.575841328839846938e+02
1.013335324818959089e+04,6.576030610310912152e+02
1.013335326910834920e+04,6.576219869622743772e+02
1.013335329002710751e+04,6.576409106773907070e+02
1.013335331094586763e+04,6.576598321779424623e+02
1.013335333186462594e+04,6.576787514604956186e+02
1.013335335278338425e+04,6.576976685265525475e+02
1.013335337370214256e+04,6.577165833759701172e+02
1.013335339462090087e+04,6.577354960086049687e+02
1.013335341553965918e+04,6.577544064243140838e+02
1.013335343645841749e+04,6.577733146229545582e+02
1.013335345737717762e+04,6.577922206060267172e+02
1.013335347829593593e+04,6.578111243701000603e+02
1.013335349921469424e+04,6.578300259166752539e+02
1.013335352013345255e+04,6.578489252456093936e+02
1.013335354105221086e+04,6.578678223567593477e+02
1.013335356197096917e+04,6.578867172499822118e+02
1.013335358288972748e+04,6.579056099251348542e+02
1.013335360380848579e+04,6.579245003820745978e+02
1.013335362472724591e+04,6.579433886223004038e+02
1.013335364564600422e+04,6.579622746423848412e+02
1.013335366656476253e+04,6.579811584438273258e+02
1.013335368748352084e+04,6.580000400264849532e+02
1.013335370840227915e+04,6.580189193902149327e+02
1.013335372932103746e+04,6.580377965348742464e+02
1.013335375023979577e+04,6.580566714603199898e+02
1.013335377115855408e+04,6.580755441664094860e+02
1.013335379207731421e+04,6.580944146546407865e+02
1.013335381299607252e+04,6.581132829215890752e+02
1.013335383391483083e+04,6.581321489687526309e+02
1.013335385483358914e+04,6.581510127959888905e+02
1.013335387575234745e+04,6.581698744031546084e+02
