Time (BJD_TBD - 2450000), L_f/L_star (ppm)
1.014846018518507481e+04,1.708648217843456774e+00
1.014846020605984813e+04,1.708806623782767931e+00
1.014846022693461964e+04,1.708965036877228449e+00
1.014846024780939297e+04,1.709123457154410497e+00
1.014846026868416629e+04,1.709281884600476475e+00
1.014846028955893780e+04,1.709440319201597447e+00
1.014846031043371113e+04,1.709598760985336696e+00
1.014846033130848264e+04,1.709757209924065213e+00
1.014846035218325596e+04,1.709915666045354499e+00
1.014846037305802929e+04,1.710074129335376281e+00
1.014846039393280080e+04,1.710232599780279861e+00
1.014846041480757413e+04,1.710391077407650284e+00
1.014846043568234745e+04,1.710549562203653728e+00
1.014846045655711896e+04,1.710708054154441049e+00
1.014846047743189229e+04,1.710866553287604175e+00
1.014846049830666561e+04,1.711025059589298181e+00
1.014846051918143712e+04,1.711183573045685025e+00
1.014846054005621045e+04,1.711342093684349530e+00
1.014846056093098196e+04,1.711500621477633377e+00
1.014846058180575528e+04,1.711659156453137154e+00
1.014846060268052861e+04,1.711817698597015269e+00
1.014846062355530012e+04,1.711976247895413472e+00
1.014846064443007344e+04,1.712134804375933683e+00
1.014846066530484677e+04,1.712293368024733642e+00
1.014846068617961828e+04,1.712451938827955100e+00
1.014846070705439161e+04,1.712610516813203754e+00
1.014846072792916493e+04,1.712769101966637564e+00
1.014846074880393644e+04,1.712927694274394952e+00
1.014846076967870977e+04,1.713086293764084278e+00
1.014846079055348127e+04,1.713244900408035232e+00
1.014846081142825460e+04,1.713403514233853064e+00
1.014846083230302793e+04,1.713562135227691741e+00
1.014846085317779944e+04,1.713720763375693235e+00
1.014846087405257276e+04,1.713879398705471013e+00
1.014846089492734609e+04,1.714038041203167273e+00
1.014846091580211760e+04,1.714196690854931315e+00
1.014846093667689092e+04,1.714355347688373277e+00
1.014846095755166243e+04,1.714514011675813965e+00
1.014846097842643576e+04,1.714672682844870399e+00
1.014846099930120909e+04,1.714831361181688774e+00
1.014846102017598059e+04,1.714990046672407065e+00
1.014846104105075392e+04,1.715148739344650952e+00
1.014846106192552725e+04,1.715307439184553973e+00
1.014846108280029875e+04,1.715466146178262763e+00
1.014846110367507208e+04,1.715624860353394121e+00
1.014846112454984541e+04,1.715783581696098459e+00
1.014846114542461692e+04,1.715942310192501097e+00
1.014846116629939024e+04,1.716101045870236153e+00
1.014846118717416175e+04,1.716259788701608224e+00
1.014846120804893508e+04,1.716418538714255204e+00
1.014846122892370840e+04,1.716577295894302635e+00
1.014846124979847991e+04,1.716736060227887828e+00
1.014846127067325324e+04,1.716894831742653782e+00
1.014846129154802657e+04,1.717053610424725152e+00
1.014846131242279807e+04,1.717212396260236584e+00
1.014846133329757140e+04,1.717371189276825527e+00
1.014846135417234473e+04,1.717529989460629736e+00
1.014846137504711623e+04,1.717688796797774753e+00
1.014846139592188956e+04,1.717847611315907130e+00
1.014846141679666107e+04,1.718006432987314591e+00
1.014846143767143440e+04,1.718165261839643909e+00
1.014846145854620772e+04,1.718324097859019517e+00
1.014846147942097923e+04,1.718482941031580280e+00
1.014846150029575256e+04,1.718641791384963868e+00
1.014846152117052588e+04,1.718800648905299600e+00
1.014846154204529739e+04,1.718959513578717457e+00
1.014846156292007072e+04,1.719118385432863771e+00
1.014846158379484405e+04,1.719277264453872078e+00
1.014846160466961555e+04,1.719436150627855264e+00
1.014846162554438888e+04,1.719595043982480753e+00
1.014846164641916039e+04,1.719753944490015396e+00
1.014846166729393371e+04,1.719912852178126172e+00
1.014846168816870704e+04,1.720071767032934629e+00
1.014846170904347855e+04,1.720230689040558314e+00
1.014846172991825188e+04,1.720389618228659101e+00
1.014846175079302520e+04,1.720548554583363199e+00
1.014846177166779671e+04,1.720707498090779719e+00
1.014846179254257004e+04,1.720866448778583191e+00
