Time (BJD_TBD - 2450000), F_star + F_h (mJy)
1.013335255787055939e+04,2.557579370600133739e+00
1.013335257878931770e+04,2.557579370366198646e+00
1.013335259970807601e+04,2.557579370132263108e+00
1.013335262062683432e+04,2.557579369898326238e+00
1.013335264154559445e+04,2.557579369664388480e+00
1.013335266246435276e+04,2.557579369430449390e+00
1.013335268338311107e+04,2.557579369196509411e+00
1.013335270430186938e+04,2.557579368962568545e+00
1.013335272522062769e+04,2.557579368728625901e+00
1.013335274613938600e+04,2.557579368494683258e+00
1.013335276705814431e+04,2.557579368260738839e+00
1.013335278797690262e+04,2.557579368026793531e+00
1.013335280889566275e+04,2.557579367792847336e+00
1.013335282981442106e+04,2.557579367558899808e+00
1.013335285073317937e+04,2.557579367324951392e+00
1.013335287165193768e+04,2.557579367091001643e+00
1.013335289257069599e+04,2.557579366857051006e+00
1.013335291348945429e+04,2.557579366623099482e+00
1.013335293440821260e+04,2.557579366389147069e+00
1.013335295532697091e+04,2.557579366155192879e+00
1.013335297624573104e+04,2.557579365921238246e+00
1.013335299716448935e+04,2.557579365687282280e+00
1.013335301808324766e+04,2.557579365453325870e+00
1.013335303900200597e+04,2.557579365219367684e+00
1.013335305992076428e+04,2.557579364985408166e+00
1.013335308083952259e+04,2.557579364751448203e+00
1.013335310175828090e+04,2.557579364517487353e+00
1.013335312267703921e+04,2.557579364283525170e+00
1.013335314359579934e+04,2.557579364049561654e+00
1.013335316451455765e+04,2.557579363815597251e+00
1.013335318543331596e+04,2.557579363581631959e+00
1.013335320635207427e+04,2.557579363347665780e+00
1.013335322727083258e+04,2.557579363113697823e+00
1.013335324818959089e+04,2.557579362879729423e+00
1.013335326910834920e+04,2.557579362645760135e+00
1.013335329002710751e+04,2.557579362411789514e+00
1.013335331094586763e+04,2.557579362177817561e+00
1.013335333186462594e+04,2.557579361943845164e+00
1.013335335278338425e+04,2.557579361709870991e+00
1.013335337370214256e+04,2.557579361475896373e+00
1.013335339462090087e+04,2.557579361241919980e+00
1.013335341553965918e+04,2.557579361007943142e+00
1.013335343645841749e+04,2.557579360773964972e+00
1.013335345737717762e+04,2.557579360539985913e+00
1.013335347829593593e+04,2.557579360306005967e+00
1.013335349921469424e+04,2.557579360072024688e+00
1.013335352013345255e+04,2.557579359838042521e+00
1.013335354105221086e+04,2.557579359604059022e+00
1.013335356197096917e+04,2.557579359370074634e+00
1.013335358288972748e+04,2.557579359136089359e+00
1.013335360380848579e+04,2.557579358902102751e+00
1.013335362472724591e+04,2.557579358668114811e+00
1.013335364564600422e+04,2.557579358434126426e+00
1.013335366656476253e+04,2.557579358200136710e+00
1.013335368748352084e+04,2.557579357966146105e+00
1.013335370840227915e+04,2.557579357732154168e+00
1.013335372932103746e+04,2.557579357498161343e+00
1.013335375023979577e+04,2.557579357264167630e+00
