Time (BJD_TBD - 2450000), F_star + F_h (mJy)
9.891595520833507180e+03,3.604104990084147531e+00
9.891595543725843527e+03,3.604104989869921116e+00
9.891595566618178054e+03,3.604104989655695146e+00
9.891595589510514401e+03,3.604104989441469620e+00
9.891595612402848928e+03,3.604104989227244538e+00
9.891595635295185275e+03,3.604104989013019456e+00
9.891595658187519803e+03,3.604104988798794373e+00
9.891595681079856149e+03,3.604104988584570179e+00
9.891595703972190677e+03,3.604104988370345986e+00
9.891595726864527023e+03,3.604104988156121792e+00
9.891595749756863370e+03,3.604104987941898486e+00
9.891595772649197897e+03,3.604104987727674736e+00
9.891595795541534244e+03,3.604104987513451430e+00
9.891595818433868772e+03,3.604104987299229013e+00
9.891595841326205118e+03,3.604104987085006151e+00
9.891595864218539646e+03,3.604104986870783733e+00
9.891595887110875992e+03,3.604104986656561760e+00
9.891595910003210520e+03,3.604104986442339786e+00
9.891595932895546866e+03,3.604104986228118257e+00
9.891595955787881394e+03,3.604104986013896283e+00
9.891595978680217740e+03,3.604104985799675198e+00
9.891596001572554087e+03,3.604104985585455001e+00
9.891596024464888615e+03,3.604104985371233916e+00
9.891596047357224961e+03,3.604104985157013719e+00
9.891596070249559489e+03,3.604104984942794410e+00
9.891596093141895835e+03,3.604104984728574212e+00
9.891596116034230363e+03,3.604104984514354904e+00
9.891596138926566709e+03,3.604104984300136039e+00
9.891596161818901237e+03,3.604104984085916730e+00
9.891596184711237584e+03,3.604104983871698309e+00
9.891596207603573930e+03,3.604104983657480332e+00
9.891596230495908458e+03,3.604104983443261911e+00
9.891596253388244804e+03,3.604104983229043935e+00
9.891596276280579332e+03,3.604104983014826846e+00
9.891596299172915678e+03,3.604104982800608870e+00
9.891596322065250206e+03,3.604104982586392225e+00
9.891596344957586552e+03,3.604104982372176025e+00
9.891596367849921080e+03,3.604104982157959824e+00
9.891596390742257427e+03,3.604104981943743624e+00
9.891596413634591954e+03,3.604104981729527424e+00
9.891596436526928301e+03,3.604104981515311668e+00
9.891596459419264647e+03,3.604104981301096355e+00
9.891596482311599175e+03,3.604104981086881043e+00
9.891596505203935521e+03,3.604104980872666175e+00
9.891596528096270049e+03,3.604104980658451751e+00
9.891596550988606396e+03,3.604104980444237327e+00
9.891596573880940923e+03,3.604104980230023347e+00
9.891596596773277270e+03,3.604104980015809367e+00
9.891596619665611797e+03,3.604104979801595832e+00
9.891596642557948144e+03,3.604104979587382740e+00
9.891596665450284490e+03,3.604104979373169648e+00
9.891596688342619018e+03,3.604104979158956557e+00
9.891596711234955364e+03,3.604104978944744353e+00
9.891596734127289892e+03,3.604104978730532149e+00
9.891596757019626239e+03,3.604104978516320834e+00
9.891596779911960766e+03,3.604104978302108631e+00
9.891596802804297113e+03,3.604104978087897315e+00
9.891596825696631640e+03,3.604104977873686444e+00
9.891596848588967987e+03,3.604104977659476017e+00
9.891596871481304333e+03,3.604104977445265146e+00
9.891596894373638861e+03,3.604104977231054718e+00
9.891596917265975208e+03,3.604104977016844735e+00
9.891596940158309735e+03,3.604104976802635196e+00
9.891596963050646082e+03,3.604104976588425213e+00
9.891596985942980609e+03,3.604104976374216118e+00
9.891597008835316956e+03,3.604104976160007023e+00
9.891597031727651483e+03,3.604104975945798817e+00
9.891597054619987830e+03,3.604104975731590610e+00
9.891597077512322358e+03,3.604104975517382403e+00
9.891597100404658704e+03,3.604104975303174196e+00
9.891597123296995051e+03,3.604104975088966878e+00
9.891597146189329578e+03,3.604104974874759559e+00
9.891597169081665925e+03,3.604104974660553129e+00
9.891597191974000452e+03,3.604104974446345366e+00
9.891597214866336799e+03,3.604104974232138936e+00
9.891597237758671326e+03,3.604104974017932950e+00
9.891597260651007673e+03,3.604104973803727407e+00
9.891597283543342201e+03,3.604104973589521421e+00
9.891597306435678547e+03,3.604104973375315879e+00
9.891597329328014894e+03,3.604104973161110781e+00
9.891597352220349421e+03,3.604104972946905683e+00
9.891597375112685768e+03,3.604104972732701473e+00
9.891597398005020295e+03,3.604104972518497263e+00
9.891597420897356642e+03,3.604104972304293053e+00
9.891597443789691170e+03,3.604104972090088843e+00
9.891597466682027516e+03,3.604104971875885521e+00
9.891597489574362044e+03,3.604104971661681756e+00
9.891597512466698390e+03,3.604104971447479322e+00
9.891597535359032918e+03,3.604104971233276888e+00
9.891597558251369264e+03,3.604104971019074011e+00
9.891597581143705611e+03,3.604104970804871577e+00
9.891597604036040138e+03,3.604104970590669588e+00
9.891597626928376485e+03,3.604104970376468042e+00
9.891597649820711013e+03,3.604104970162266941e+00
9.891597672713047359e+03,3.604104969948065840e+00
9.891597695605381887e+03,3.604104969733864738e+00
9.891597718497718233e+03,3.604104969519664525e+00
9.891597741390052761e+03,3.604104969305464312e+00
9.891597764282389107e+03,3.604104969091264099e+00
9.891597787174725454e+03,3.604104968877063886e+00
9.891597810067059982e+03,3.604104968662864561e+00
9.891597832959396328e+03,3.604104968448665236e+00
9.891597855851730856e+03,3.604104968234466799e+00
9.891597878744067202e+03,3.604104968020267918e+00
9.891597901636401730e+03,3.604104967806069482e+00
9.891597924528738076e+03,3.604104967591871489e+00
9.891597947421072604e+03,3.604104967377673940e+00
9.891597970313408950e+03,3.604104967163475948e+00
9.891597993205745297e+03,3.604104966949277955e+00
9.891598016098079825e+03,3.604104966735081295e+00
9.891598038990416171e+03,3.604104966520885078e+00
9.891598061882750699e+03,3.604104966306687974e+00
9.891598084775087045e+03,3.604104966092491757e+00
9.891598107667421573e+03,3.604104965878295541e+00
9.891598130559757919e+03,3.604104965664100213e+00
9.891598153452092447e+03,3.604104965449904885e+00
9.891598176344428794e+03,3.604104965235709113e+00
9.891598199236763321e+03,3.604104965021514673e+00
9.891598222129099668e+03,3.604104964807320233e+00
9.891598245021436014e+03,3.604104964593125349e+00
9.891598267913770542e+03,3.604104964378931797e+00
9.891598290806106888e+03,3.604104964164737801e+00
9.891598313698441416e+03,3.604104963950543805e+00
9.891598336590777762e+03,3.604104963736351142e+00
9.891598359483112290e+03,3.604104963522158034e+00
9.891598382375448637e+03,3.604104963307964926e+00
9.891598405267783164e+03,3.604104963093772707e+00
9.891598428160119511e+03,3.604104962879580487e+00
9.891598451052455857e+03,3.604104962665388268e+00
9.891598473944790385e+03,3.604104962451196936e+00
9.891598496837126731e+03,3.604104962237005605e+00
9.891598519729461259e+03,3.604104962022814274e+00
9.891598542621797606e+03,3.604104961808623386e+00
9.891598565514132133e+03,3.604104961594432943e+00
9.891598588406468480e+03,3.604104961380242500e+00
9.891598611298803007e+03,3.604104961166052501e+00
9.891598634191139354e+03,3.604104960951862502e+00
9.891598657083473881e+03,3.604104960737672947e+00
9.891598679975810228e+03,3.604104960523483836e+00
9.891598702868146574e+03,3.604104960309294725e+00
9.891598725760481102e+03,3.604104960095106058e+00
9.891598748652817449e+03,3.604104959880917836e+00
9.891598771545151976e+03,3.604104959666729613e+00
9.891598794437488323e+03,3.604104959452542278e+00
9.891598817329822850e+03,3.604104959238354056e+00
9.891598840222159197e+03,3.604104959024166277e+00
9.891598863114493724e+03,3.604104958809979831e+00
9.891598886006830071e+03,3.604104958595793384e+00
9.891598908899166418e+03,3.604104958381606494e+00
9.891598931791500945e+03,3.604104958167420047e+00
9.891598954683837292e+03,3.604104957953234045e+00
9.891598977576171819e+03,3.604104957739048487e+00
9.891599000468508166e+03,3.604104957524862485e+00
9.891599023360842693e+03,3.604104957310677815e+00
9.891599046253179040e+03,3.604104957096492701e+00
9.891599069145513567e+03,3.604104956882308475e+00
9.891599092037849914e+03,3.604104956668124249e+00
9.891599114930186261e+03,3.604104956453940023e+00
9.891599137822520788e+03,3.604104956239755797e+00
9.891599160714857135e+03,3.604104956025572459e+00
9.891599183607191662e+03,3.604104955811389122e+00
9.891599206499528009e+03,3.604104955597206228e+00
9.891599229391862536e+03,3.604104955383022890e+00
9.891599252284198883e+03,3.604104955168841329e+00
9.891599275176533411e+03,3.604104954954658435e+00
9.891599298068869757e+03,3.604104954740476874e+00
9.891599320961204285e+03,3.604104954526294868e+00
9.891599343853540631e+03,3.604104954312113751e+00
9.891599366745876978e+03,3.604104954097932190e+00
9.891599389638211505e+03,3.604104953883751961e+00
9.891599412530547852e+03,3.604104953669570843e+00
9.891599435422882379e+03,3.604104953455390614e+00
9.891599458315218726e+03,3.604104953241210385e+00
9.891599481207553254e+03,3.604104953027031044e+00
9.891599504099889600e+03,3.604104952812851703e+00
9.891599526992224128e+03,3.604104952598672362e+00
9.891599549884560474e+03,3.604104952384493021e+00
9.891599572776896821e+03,3.604104952170314125e+00
9.891599595669231348e+03,3.604104951956136560e+00
9.891599618561567695e+03,3.604104951741958107e+00
9.891599641453902223e+03,3.604104951527780099e+00
9.891599664346238569e+03,3.604104951313602090e+00
9.891599687238573097e+03,3.604104951099425413e+00
9.891599710130909443e+03,3.604104950885248293e+00
9.891599733023243971e+03,3.604104950671071173e+00
9.891599755915580317e+03,3.604104950456894940e+00
9.891599778807914845e+03,3.604104950242718708e+00
9.891599801700251192e+03,3.604104950028542476e+00
9.891599824592587538e+03,3.604104949814366243e+00
9.891599847484922066e+03,3.604104949600190899e+00
9.891599870377258412e+03,3.604104949386016443e+00
9.891599893269592940e+03,3.604104949171841099e+00
9.891599916161929286e+03,3.604104948957666643e+00
9.891599939054263814e+03,3.604104948743492631e+00
9.891599961946600160e+03,3.604104948529318175e+00
9.891599984838934688e+03,3.604104948315144163e+00
9.891600007731271035e+03,3.604104948100971040e+00
9.891600030623607381e+03,3.604104947886797472e+00
9.891600053515941909e+03,3.604104947672624348e+00
9.891600076408278255e+03,3.604104947458452113e+00
9.891600099300612783e+03,3.604104947244279433e+00
9.891600122192949129e+03,3.604104947030107198e+00
9.891600145085283657e+03,3.604104946815935850e+00
9.891600167977620004e+03,3.604104946601763615e+00
9.891600190869954531e+03,3.604104946387591824e+00
9.891600213762290878e+03,3.604104946173421364e+00
9.891600236654627224e+03,3.604104945959250017e+00
9.891600259546961752e+03,3.604104945745080446e+00
9.891600282439298098e+03,3.604104945530909543e+00
9.891600305331632626e+03,3.604104945316739972e+00
9.891600328223968972e+03,3.604104945102569957e+00
9.891600351116303500e+03,3.604104944888400386e+00
9.891600374008639847e+03,3.604104944674231259e+00
9.891600396900974374e+03,3.604104944460062132e+00
9.891600419793310721e+03,3.604104944245893449e+00
9.891600442685645248e+03,3.604104944031725211e+00
9.891600465577981595e+03,3.604104943817556972e+00
9.891600488470317941e+03,3.604104943603389621e+00
9.891600511362652469e+03,3.604104943389221383e+00
9.891600534254988816e+03,3.604104943175054032e+00
9.891600557147323343e+03,3.604104942960887126e+00
9.891600580039659690e+03,3.604104942746720663e+00
9.891600602931994217e+03,3.604104942532554201e+00
9.891600625824330564e+03,3.604104942318387295e+00
9.891600648716665091e+03,3.604104942104221720e+00
9.891600671609001438e+03,3.604104941890055702e+00
9.891600694501337784e+03,3.604104941675891016e+00
9.891600717393672312e+03,3.604104941461725886e+00
9.891600740286008659e+03,3.604104941247560756e+00
9.891600763178343186e+03,3.604104941033395626e+00
9.891600786070679533e+03,3.604104940819231828e+00
9.891600808963014060e+03,3.604104940605067586e+00
9.891600831855350407e+03,3.604104940390904233e+00
9.891600854747684934e+03,3.604104940176740435e+00
9.891600877640021281e+03,3.604104939962577081e+00
9.891600900532355809e+03,3.604104939748413727e+00
9.891600923424692155e+03,3.604104939534251262e+00
9.891600946317028502e+03,3.604104939320089240e+00
9.891600969209363029e+03,3.604104939105926775e+00
9.891600992101699376e+03,3.604104938891765197e+00
9.891601014994033903e+03,3.604104938677603176e+00
9.891601037886370250e+03,3.604104938463442487e+00
9.891601060778704777e+03,3.604104938249281354e+00
9.891601083671041124e+03,3.604104938035120220e+00
9.891601106563375652e+03,3.604104937820959975e+00
9.891601129455711998e+03,3.604104937606799286e+00
9.891601152348048345e+03,3.604104937392639485e+00
9.891601175240382872e+03,3.604104937178479684e+00
9.891601198132719219e+03,3.604104936964319883e+00
9.891601221025053746e+03,3.604104936750161414e+00
9.891601243917390093e+03,3.604104936536002057e+00
9.891601266809724621e+03,3.604104936321843589e+00
9.891601289702060967e+03,3.604104936107685120e+00
9.891601312594395495e+03,3.604104935893527095e+00
9.891601335486731841e+03,3.604104935679369515e+00
9.891601358379068188e+03,3.604104935465211490e+00
9.891601381271402715e+03,3.604104935251054354e+00
9.891601404163739062e+03,3.604104935036897661e+00
9.891601427056073589e+03,3.604104934822740525e+00
9.891601449948409936e+03,3.604104934608584276e+00
9.891601472840744464e+03,3.604104934394428028e+00
9.891601495733080810e+03,3.604104934180272668e+00
9.891601518625415338e+03,3.604104933966116420e+00
9.891601541517751684e+03,3.604104933751961060e+00
9.891601564410086212e+03,3.604104933537806588e+00
9.891601587302422558e+03,3.604104933323651228e+00
9.891601610194758905e+03,3.604104933109496756e+00
9.891601633087093433e+03,3.604104932895342728e+00
9.891601655979429779e+03,3.604104932681189144e+00
9.891601678871764307e+03,3.604104932467035116e+00
9.891601701764100653e+03,3.604104932252881532e+00
9.891601724656435181e+03,3.604104932038728393e+00
9.891601747548771527e+03,3.604104931824575253e+00
9.891601770441106055e+03,3.604104931610422557e+00
9.891601793333442401e+03,3.604104931396270306e+00
9.891601816225778748e+03,3.604104931182118055e+00
