Time (BJD_TBD - 2450000), L_e/L_star (ppm)
9.905193796296138316e+03,1.589488774836377960e+00
9.905193817625817246e+03,1.589800430373111029e+00
9.905193838955496176e+03,1.590112116076651150e+00
9.905193860285176925e+03,1.590423831973441171e+00
9.905193881614855854e+03,1.590735578010154416e+00
9.905193902944534784e+03,1.591047354213233289e+00
9.905193924274213714e+03,1.591359160582507482e+00
9.905193945603892644e+03,1.591670997117849096e+00
9.905193966933571573e+03,1.591982863819093819e+00
9.905193988263252322e+03,1.592294760712692270e+00
9.905194009592931252e+03,1.592606687745303118e+00
9.905194030922610182e+03,1.592918644943369211e+00
9.905194052252289111e+03,1.593230632306734229e+00
9.905194073581968041e+03,1.593542649835255842e+00
9.905194094911648790e+03,1.593854697555391109e+00
9.905194116241327720e+03,1.594166775413777382e+00
9.905194137571006650e+03,1.594478883436857952e+00
9.905194158900685579e+03,1.594791021624490490e+00
9.905194180230364509e+03,1.595103189976525337e+00
9.905194201560043439e+03,1.595415388492813280e+00
9.905194222889724188e+03,1.595727617199825810e+00
9.905194244219403117e+03,1.596039876044157424e+00
9.905194265549082047e+03,1.596352165052286720e+00
9.905194286878760977e+03,1.596664484224064262e+00
9.905194308208439907e+03,1.596976833559341280e+00
9.905194329538120655e+03,1.597289213084602588e+00
9.905194350867799585e+03,1.597601622746421812e+00
9.905194372197478515e+03,1.597914062571277771e+00
9.905194393527157445e+03,1.598226532559034796e+00
9.905194414856836374e+03,1.598539032709529906e+00
9.905194436186517123e+03,1.598851563049269897e+00
9.905194457516196053e+03,1.599164123524799308e+00
9.905194478845874983e+03,1.599476714162618274e+00
9.905194500175553912e+03,1.599789334962577581e+00
9.905194521505232842e+03,1.600101985924527348e+00
9.905194542834911772e+03,1.600414667048304818e+00
9.905194564164592521e+03,1.600727378360444542e+00
9.905194585494271450e+03,1.601040119807449091e+00
9.905194606823950380e+03,1.601352891415839697e+00
9.905194628153629310e+03,1.601665693185460038e+00
9.905194649483308240e+03,1.601978525116160457e+00
9.905194670812988988e+03,1.602291387234476616e+00
9.905194692142667918e+03,1.602604279486889327e+00
9.905194713472346848e+03,1.602917201899940913e+00
9.905194734802025778e+03,1.603230154473461067e+00
9.905194756131704708e+03,1.603543137207307234e+00
9.905194777461383637e+03,1.603856150101329980e+00
9.905194798791064386e+03,1.604169193182079178e+00
9.905194820120743316e+03,1.604482266396000112e+00
9.905194841450422246e+03,1.604795369769649538e+00
9.905194862780101175e+03,1.605108503302864031e+00
9.905194884109780105e+03,1.605421666995500818e+00
9.905194905439460854e+03,1.605734860874117320e+00
9.905194926769139784e+03,1.606048084885143945e+00
9.905194948098818713e+03,1.606361339055131010e+00
9.905194969428497643e+03,1.606674623383935963e+00
9.905194990758176573e+03,1.606987937871409589e+00
9.905195012087855503e+03,1.607301282517387575e+00
9.905195033417536251e+03,1.607614657348456211e+00
9.905195054747215181e+03,1.607928062311010153e+00
9.905195076076894111e+03,1.608241497431621037e+00
9.905195097406573041e+03,1.608554962710146086e+00
9.905195118736251970e+03,1.608868458146422098e+00
9.905195140065932719e+03,1.609181983767041135e+00
9.905195161395611649e+03,1.609495539518377871e+00
9.905195182725290579e+03,1.609809125427016818e+00
9.905195204054969508e+03,1.610122741492809428e+00
9.905195225384648438e+03,1.610436387715590945e+00
9.905195246714329187e+03,1.610750064121983627e+00
9.905195268044008117e+03,1.611063770658317518e+00
9.905195289373687046e+03,1.611377507351193339e+00
9.905195310703365976e+03,1.611691274200468094e+00
9.905195332033044906e+03,1.612005071205978135e+00
9.905195353362723836e+03,1.612318898367581799e+00
9.905195374692404584e+03,1.612632755711892019e+00
9.905195396022083514e+03,1.612946643185226625e+00
