Time (BJD_TBD - 2450000), F_h/L_star (ppm)
1.061386530092591420e+04,1.570151537804318309e+01
1.061386531688121431e+04,1.570159271384543587e+01
1.061386533283651261e+04,1.570167004960531187e+01
1.061386534879181272e+04,1.570174738534043613e+01
1.061386536474711102e+04,1.570182472103317473e+01
1.061386538070241113e+04,1.570190205670115979e+01
1.061386539665770943e+04,1.570197939232675566e+01
1.061386541261300954e+04,1.570205672792759266e+01
1.061386542856830783e+04,1.570213406348603513e+01
1.061386544452360795e+04,1.570221139901971341e+01
1.061386546047890624e+04,1.570228873451099538e+01
1.061386547643420636e+04,1.570236606997751316e+01
1.061386549238950465e+04,1.570244340540162042e+01
1.061386550834480477e+04,1.570252074080096172e+01
1.061386552430010306e+04,1.570259807615788894e+01
1.061386554025540318e+04,1.570267541149004664e+01
1.061386555621070147e+04,1.570275274677979027e+01
1.061386557216600158e+04,1.570283008204475017e+01
1.061386558812129988e+04,1.570290741726729955e+01
1.061386560407659999e+04,1.570298475246505632e+01
1.061386562003189829e+04,1.570306208762040079e+01
1.061386563598719840e+04,1.570313942275095620e+01
1.061386565194249670e+04,1.570321675783907622e+01
1.061386566789779681e+04,1.570329409290241252e+01
1.061386568385309511e+04,1.570337142792331875e+01
1.061386569980839522e+04,1.570344876291941993e+01
1.061386571576369352e+04,1.570352609787309106e+01
1.061386573171899363e+04,1.570360343280195714e+01
1.061386574767429192e+04,1.570368076768838783e+01
1.061386576362959204e+04,1.570375810255001170e+01
1.061386577958489033e+04,1.570383543736918952e+01
1.061386579554019045e+04,1.570391277216355874e+01
1.061386581149549056e+04,1.570399010692429442e+01
1.061386582745078886e+04,1.570406744164258406e+01
1.061386584340608897e+04,1.570414477633605976e+01
1.061386585936138727e+04,1.570422211098707344e+01
1.061386587531668738e+04,1.570429944561326963e+01
1.061386589127198567e+04,1.570437678019700734e+01
1.061386590722728579e+04,1.570445411475591158e+01
1.061386592318258408e+04,1.570453144927236089e+01
1.061386593913788420e+04,1.570460878376397318e+01
1.061386595509318249e+04,1.570468611821312344e+01
1.061386597104848261e+04,1.570476345263743490e+01
1.061386598700378090e+04,1.570484078701927544e+01
1.061386600295908102e+04,1.570491812137627718e+01
1.061386601891437931e+04,1.570499545569080091e+01
1.061386603486967942e+04,1.570507278998048051e+01
1.061386605082497772e+04,1.570515012422768208e+01
1.061386606678027783e+04,1.570522745845003065e+01
1.061386608273557613e+04,1.570530479262989942e+01
1.061386609869087624e+04,1.570538212678491519e+01
1.061386611464617454e+04,1.570545946089743339e+01
1.061386613060147465e+04,1.570553679498510391e+01
1.061386614655677295e+04,1.570561412903027332e+01
1.061386616251207306e+04,1.570569146305058084e+01
1.061386617846737136e+04,1.570576879702839612e+01
1.061386619442267147e+04,1.570584613098133886e+01
1.061386621037796976e+04,1.570592346489178404e+01
1.061386622633326988e+04,1.570600079877735311e+01
1.061386624228856817e+04,1.570607813262042107e+01
1.061386625824386829e+04,1.570615546643861471e+01
1.061386627419916658e+04,1.570623280021428947e+01
1.061386629015446670e+04,1.570631013396508990e+01
1.061386630610976681e+04,1.570638746768219107e+01
1.061386632206506511e+04,1.570646480135677336e+01
1.061386633802036522e+04,1.570654213500646890e+01
1.061386635397566351e+04,1.570661946861364022e+01
1.061386636993096363e+04,1.570669680219592479e+01
1.061386638588626192e+04,1.570677413573568160e+01
1.061386640184156204e+04,1.570685146925054099e+01
1.061386641779686033e+04,1.570692880272287084e+01
1.061386643375216045e+04,1.570700613617029973e+01
1.061386644970745874e+04,1.570708346957519375e+01
1.061386646566275886e+04,1.570716080295518680e+01
1.061386648161805715e+04,1.570723813629263432e+01
1.061386649757335726e+04,1.570731546960518088e+01
1.061386651352865556e+04,1.570739280287517303e+01
1.061386652948395567e+04,1.570747013612026244e+01
1.061386654543925397e+04,1.570754746932279922e+01
1.061386656139455408e+04,1.570762480250041371e+01
1.061386657734985238e+04,1.570770213563548268e+01
1.061386659330515249e+04,1.570777946874562581e+01
1.061386660926045079e+04,1.570785680181321275e+01
