Time (BJD_TBD - 2450000), L_d/L_star (ppm)
1.013335255787055939e+04,1.270422365656111623e+02
1.013335257878931770e+04,1.270457796039822824e+02
1.013335259970807601e+04,1.270493226248458001e+02
1.013335262062683432e+04,1.270528656281981057e+02
1.013335264154559445e+04,1.270564086143435105e+02
1.013335266246435276e+04,1.270599515826620944e+02
1.013335268338311107e+04,1.270634945334582255e+02
1.013335270430186938e+04,1.270670374667281806e+02
1.013335272522062769e+04,1.270705803824682505e+02
1.013335274613938600e+04,1.270741232806746410e+02
1.013335276705814431e+04,1.270776661613436858e+02
1.013335278797690262e+04,1.270812090244715904e+02
1.013335280889566275e+04,1.270847518703626946e+02
1.013335282981442106e+04,1.270882946983972204e+02
1.013335285073317937e+04,1.270918375088794363e+02
1.013335287165193768e+04,1.270953803018055623e+02
1.013335289257069599e+04,1.270989230771719889e+02
1.013335291348945429e+04,1.271024658349748790e+02
1.013335293440821260e+04,1.271060085752105095e+02
1.013335295532697091e+04,1.271095512978752282e+02
1.013335297624573104e+04,1.271130940032732752e+02
1.013335299716448935e+04,1.271166366907848726e+02
1.013335301808324766e+04,1.271201793607142605e+02
1.013335303900200597e+04,1.271237220130577725e+02
1.013335305992076428e+04,1.271272646478117139e+02
1.013335308083952259e+04,1.271308072649722476e+02
1.013335310175828090e+04,1.271343498645356931e+02
1.013335312267703921e+04,1.271378924464983839e+02
1.013335314359579934e+04,1.271414350111645319e+02
1.013335316451455765e+04,1.271449775579143022e+02
1.013335318543331596e+04,1.271485200870521481e+02
1.013335320635207427e+04,1.271520625985741901e+02
1.013335322727083258e+04,1.271556050924768044e+02
1.013335324818959089e+04,1.271591475687561825e+02
1.013335326910834920e+04,1.271626900274086438e+02
1.013335329002710751e+04,1.271662324684303940e+02
1.013335331094586763e+04,1.271697748921258153e+02
1.013335333186462594e+04,1.271733172978750730e+02
1.013335335278338425e+04,1.271768596859824498e+02
1.013335337370214256e+04,1.271804020564442226e+02
1.013335339462090087e+04,1.271839444092567533e+02
1.013335341553965918e+04,1.271874867444161339e+02
1.013335343645841749e+04,1.271910290619187691e+02
1.013335345737717762e+04,1.271945713620688991e+02
1.013335347829593593e+04,1.271981136442467601e+02
1.013335349921469424e+04,1.272016559087566066e+02
1.013335352013345255e+04,1.272051981555947719e+02
1.013335354105221086e+04,1.272087403847575047e+02
1.013335356197096917e+04,1.272122825962410104e+02
1.013335358288972748e+04,1.272158247900416796e+02
1.013335360380848579e+04,1.272193669661556754e+02
1.013335362472724591e+04,1.272229091248872948e+02
1.013335364564600422e+04,1.272264512656168165e+02
1.013335366656476253e+04,1.272299933886485519e+02
1.013335368748352084e+04,1.272335354939786782e+02
1.013335370840227915e+04,1.272370775816035149e+02
1.013335372932103746e+04,1.272406196515193386e+02
1.013335375023979577e+04,1.272441617037224262e+02
1.013335377115855408e+04,1.272477037382089691e+02
1.013335379207731421e+04,1.272512457552833354e+02
1.013335381299607252e+04,1.272547877543257613e+02
1.013335383391483083e+04,1.272583297356404728e+02
1.013335385483358914e+04,1.272618716992238603e+02
1.013335387575234745e+04,1.272654136450720159e+02
1.013335389667110576e+04,1.272689555731813016e+02
1.013335391758986407e+04,1.272724974835480367e+02
1.013335393850862238e+04,1.272760393761684270e+02
1.013335395942738251e+04,1.272795812513467268e+02
1.013335398034614082e+04,1.272831231084632435e+02
1.013335400126489913e+04,1.272866649478222598e+02
1.013335402218365743e+04,1.272902067694200099e+02
1.013335404310241574e+04,1.272937485732527279e+02
1.013335406402117405e+04,1.272972903593167615e+02
1.013335408493993236e+04,1.273008321276083592e+02
1.013335410585869067e+04,1.273043738781237835e+02
1.013335412677745080e+04,1.273079156111672177e+02
1.013335414769620911e+04,1.273114573261191254e+02
1.013335416861496742e+04,1.273149990232836188e+02
1.013335418953372573e+04,1.273185407026569749e+02
1.013335421045248404e+04,1.273220823642355271e+02
1.013335423137124235e+04,1.273256240080155521e+02
1.013335425229000066e+04,1.273291656339932274e+02
1.013335427320876079e+04,1.273327072424728357e+02
1.013335429412751910e+04,1.273362488328347979e+02
1.013335431504627741e+04,1.273397904053831979e+02
1.013335433596503572e+04,1.273433319601144262e+02
1.013335435688379403e+04,1.273468734970247027e+02
1.013335437780255234e+04,1.273504150161102757e+02
1.013335439872131064e+04,1.273539565173674788e+02
1.013335441964006895e+04,1.273574980007925461e+02
1.013335444055882908e+04,1.273610394666897037e+02
1.013335446147758739e+04,1.273645809144392587e+02
1.013335448239634570e+04,1.273681223443455224e+02
1.013335450331510401e+04,1.273716637564047716e+02
1.013335452423386232e+04,1.273752051506131551e+02
1.013335454515262063e+04,1.273787465269670491e+02
1.013335456607137894e+04,1.273822878854627021e+02
1.013335458699013725e+04,1.273858292260963623e+02
1.013335460790889738e+04,1.273893705491722272e+02
1.013335462882765569e+04,1.273929118540707606e+02
1.013335464974641400e+04,1.273964531410961456e+02
1.013335467066517231e+04,1.273999944102445454e+02
1.013335469158393062e+04,1.274035356615123789e+02
1.013335471250268893e+04,1.274070768948958374e+02
1.013335473342144724e+04,1.274106181103911553e+02
1.013335475434020555e+04,1.274141593079947370e+02
1.013335477525896567e+04,1.274177004880106381e+02
1.013335479617772398e+04,1.274212416498193363e+02
1.013335481709648229e+04,1.274247827937250008e+02
1.013335483801524060e+04,1.274283239197240079e+02
1.013335485893399891e+04,1.274318650278124636e+02
1.013335487985275722e+04,1.274354061179867443e+02
1.013335490077151553e+04,1.274389471902431552e+02
1.013335492169027384e+04,1.274424882445777882e+02
1.013335494260903397e+04,1.274460292812950257e+02
1.013335496352779228e+04,1.274495702997752034e+02
1.013335498444655059e+04,1.274531113003225329e+02
1.013335500536530890e+04,1.274566522829332484e+02
