Time (BJD_TBD - 2450000), L_c/L_star (ppm)
9.891595520833507180e+03,1.620333260691953399e+02
9.891595543725843527e+03,1.620458971070951861e+02
9.891595566618178054e+03,1.620584683458305904e+02
9.891595589510514401e+03,1.620710397873550050e+02
9.891595612402848928e+03,1.620836114296263304e+02
9.891595635295185275e+03,1.620961832745979905e+02
9.891595658187519803e+03,1.621087553202277718e+02
9.891595681079856149e+03,1.621213275684692405e+02
9.891595703972190677e+03,1.621339000172801832e+02
9.891595726864527023e+03,1.621464726686141375e+02
9.891595749756863370e+03,1.621590455214278563e+02
9.891595772649197897e+03,1.621716185746778649e+02
9.891595795541534244e+03,1.621841918303179000e+02
9.891595818433868772e+03,1.621967652863055491e+02
9.891595841326205118e+03,1.622093389445946343e+02
9.891595864218539646e+03,1.622219128031425726e+02
9.891595887110875992e+03,1.622344868639032143e+02
9.891595910003210520e+03,1.622470611248339765e+02
9.891595932895546866e+03,1.622596355878888232e+02
9.891595955787881394e+03,1.622722102510250579e+02
9.891595978680217740e+03,1.622847851161966446e+02
9.891596001572554087e+03,1.622973601823600802e+02
9.891596024464888615e+03,1.623099354484719186e+02
9.891596047357224961e+03,1.623225109164860100e+02
9.891596070249559489e+03,1.623350865843596580e+02
9.891596093141895835e+03,1.623476624540470254e+02
9.891596116034230363e+03,1.623602385235051599e+02
9.891596138926566709e+03,1.623728147946882814e+02
9.891596161818901237e+03,1.623853912655534373e+02
9.891596184711237584e+03,1.623979679380549328e+02
9.891596207603573930e+03,1.624105448111490091e+02
9.891596230495908458e+03,1.624231218837920210e+02
9.891596253388244804e+03,1.624356991579383873e+02
9.891596276280579332e+03,1.624482766315448430e+02
9.891596299172915678e+03,1.624608543065658921e+02
9.891596322065250206e+03,1.624734321809582980e+02
9.891596344957586552e+03,1.624860102566766500e+02
9.891596367849921080e+03,1.624985885316776262e+02
9.891596390742257427e+03,1.625111670079157591e+02
9.891596413634591954e+03,1.625237456833477836e+02
9.891596436526928301e+03,1.625363245599282607e+02
9.891596459419264647e+03,1.625489036366133746e+02
9.891596482311599175e+03,1.625614829123592244e+02
9.891596505203935521e+03,1.625740623891205132e+02
9.891596528096270049e+03,1.625866420648537201e+02
9.891596550988606396e+03,1.625992219415136333e+02
9.891596573880940923e+03,1.626118020170567036e+02
9.891596596773277270e+03,1.626243822934377761e+02
9.891596619665611797e+03,1.626369627686132731e+02
9.891596642557948144e+03,1.626495434445380113e+02
9.891596665450284490e+03,1.626621243201680045e+02
9.891596688342619018e+03,1.626747053944592949e+02
9.891596711234955364e+03,1.626872866693668129e+02
9.891596734127289892e+03,1.626998681428466398e+02
9.891596757019626239e+03,1.627124498168540185e+02
9.891596779911960766e+03,1.627250316893450872e+02
9.891596802804297113e+03,1.627376137622748331e+02
9.891596825696631640e+03,1.627501960335995079e+02
9.891596848588967987e+03,1.627627785052741842e+02
9.891596871481304333e+03,1.627753611762547052e+02
9.891596894373638861e+03,1.627879440454968858e+02
9.891596917265975208e+03,1.628005271149560542e+02
9.891596940158309735e+03,1.628131103825880928e+02
9.891596963050646082e+03,1.628256938503482729e+02
9.891596985942980609e+03,1.628382775161925622e+02
9.891597008835316956e+03,1.628508613820762889e+02
9.891597031727651483e+03,1.628634454459553353e+02
9.891597054619987830e+03,1.628760297097850014e+02
9.891597077512322358e+03,1.628886141715211409e+02
9.891597100404658704e+03,1.629011988331193095e+02
9.891597123296995051e+03,1.629137836935350947e+02
9.891597146189329578e+03,1.629263687517241408e+02
9.891597169081665925e+03,1.629389540096420035e+02
9.891597191974000452e+03,1.629515394652443376e+02
9.891597214866336799e+03,1.629641251204867842e+02
9.891597237758671326e+03,1.629767109733247992e+02
9.891597260651007673e+03,1.629892970257141940e+02
9.891597283543342201e+03,1.630018832756104246e+02
9.891597306435678547e+03,1.630144697249691035e+02
9.891597329328014894e+03,1.630270563727460171e+02
9.891597352220349421e+03,1.630396432178964972e+02
9.891597375112685768e+03,1.630522302623763835e+02
9.891597398005020295e+03,1.630648175041410184e+02
9.891597420897356642e+03,1.630774049451463554e+02
9.891597443789691170e+03,1.630899925833476232e+02
9.891597466682027516e+03,1.631025804207007468e+02
9.891597489574362044e+03,1.631151684551610401e+02
9.891597512466698390e+03,1.631277566886843999e+02
9.891597535359032918e+03,1.631403451192260832e+02
9.891597558251369264e+03,1.631529337487420719e+02
9.891597581143705611e+03,1.631655225761878683e+02
9.891597604036040138e+03,1.631781116005185766e+02
9.891597626928376485e+03,1.631907008236905767e+02
9.891597649820711013e+03,1.632032902436586141e+02
9.891597672713047359e+03,1.632158798623792109e+02
9.891597695605381887e+03,1.632284696778071122e+02
9.891597718497718233e+03,1.632410596918985846e+02
9.891597741390052761e+03,1.632536499026085437e+02
9.891597764282389107e+03,1.632662403118934265e+02
9.891597787174725454e+03,1.632788309187083655e+02
9.891597810067059982e+03,1.632914217220084083e+02
9.891597832959396328e+03,1.633040127237501906e+02
9.891597855851730856e+03,1.633166039218883725e+02
9.891597878744067202e+03,1.633291953183793055e+02
9.891597901636401730e+03,1.633417869111778771e+02
9.891597924528738076e+03,1.633543787022404672e+02
9.891597947421072604e+03,1.633669706895217075e+02
