Time (BJD_TBD - 2450000), F_d/F_star (ppm)
9.880038437500130385e+03,7.987800373196593284e+01
9.880038456059855889e+03,7.987609273090643569e+01
9.880038474619583212e+03,7.987418171940451828e+01
9.880038493179308716e+03,7.987227069783639877e+01
9.880038511739036039e+03,7.987035966582908486e+01
9.880038530298761543e+03,7.986844862375869525e+01
9.880038548858488866e+03,7.986653757125230868e+01
9.880038567418214370e+03,7.986462650868600122e+01
9.880038585977941693e+03,7.986271543568685161e+01
9.880038604537667197e+03,7.986080435263096433e+01
9.880038623097394520e+03,7.985889325914538972e+01
9.880038641657120024e+03,7.985698215560630331e+01
9.880038660216847347e+03,7.985507104164062753e+01
9.880038678776572851e+03,7.985315991762462318e+01
9.880038697336298355e+03,7.985124878337255439e+01
9.880038715896025678e+03,7.984933763869867107e+01
9.880038734455751182e+03,7.984742648397920561e+01
9.880038753015478505e+03,7.984551531884110886e+01
9.880038771575204009e+03,7.984360414366058478e+01
9.880038790134931332e+03,7.984169295806458422e+01
9.880038808694656836e+03,7.983978176242936797e+01
9.880038827254384159e+03,7.983787055638181585e+01
9.880038845814109663e+03,7.983595934029820285e+01
9.880038864373836986e+03,7.983404811380543720e+01
9.880038882933562491e+03,7.983213687727977970e+01
9.880038901493289814e+03,7.983022563034813857e+01
9.880038920053015318e+03,7.982831437338678882e+01
9.880038938612740822e+03,7.982640310620996615e+01
9.880038957172468145e+03,7.982449182863193471e+01
9.880038975732193649e+03,7.982258054102889844e+01
9.880038994291920972e+03,7.982066924302786504e+01
9.880039012851646476e+03,7.981875793500496741e+01
9.880039031411373799e+03,7.981684661658722746e+01
9.880039049971099303e+03,7.981493528815084915e+01
9.880039068530826626e+03,7.981302394932274069e+01
9.880039087090552130e+03,7.981111260047917710e+01
9.880039105650279453e+03,7.980920124124706660e+01
9.880039124210004957e+03,7.980728987200266999e+01
9.880039142769732280e+03,7.980537849237290970e+01
9.880039161329457784e+03,7.980346710273398969e+01
9.880039179889183288e+03,7.980155570290024514e+01
9.880039198448910611e+03,7.979964429268586912e+01
9.880039217008636115e+03,7.979773287246710822e+01
9.880039235568363438e+03,7.979582144187094173e+01
9.880039254128088942e+03,7.979391000127353095e+01
9.880039272687816265e+03,7.979199855030185518e+01
9.880039291247541769e+03,7.979008708933216099e+01
9.880039309807269092e+03,7.978817561799132818e+01
9.880039328366994596e+03,7.978626413665566020e+01
9.880039346926721919e+03,7.978435264495200840e+01
9.880039365486447423e+03,7.978244114325671887e+01
9.880039384046174746e+03,7.978052963119665719e+01
9.880039402605900250e+03,7.977861810914805574e+01
9.880039421165625754e+03,7.977670657692520706e+01
9.880039439725353077e+03,7.977479503434234687e+01
9.880039458285078581e+03,7.977288348177569333e+01
9.880039476844805904e+03,7.977097191885221150e+01
9.880039495404531408e+03,7.976906034594811956e+01
9.880039513964258731e+03,7.976714876269039678e+01
9.880039532523984235e+03,7.976523716945521869e+01
9.880039551083711558e+03,7.976332556586952194e+01
9.880039569643437062e+03,7.976141395230962416e+01
