Time (BJD_TBD - 2450000), F_star + F_c (mJy)
9.891595520833507180e+03,3.604662268640789424e+00
9.891595543725843527e+03,3.604662313718288935e+00
9.891595566618178054e+03,3.604662358796507426e+00
9.891595589510514401e+03,3.604662403875453780e+00
9.891595612402848928e+03,3.604662448955119114e+00
9.891595635295185275e+03,3.604662494035511422e+00
9.891595658187519803e+03,3.604662539116623154e+00
9.891595681079856149e+03,3.604662584198460529e+00
9.891595703972190677e+03,3.604662629281018216e+00
9.891595726864527023e+03,3.604662674364301100e+00
9.891595749756863370e+03,3.604662719448306962e+00
9.891595772649197897e+03,3.604662764533031361e+00
9.891595795541534244e+03,3.604662809618480956e+00
9.891595818433868772e+03,3.604662854704648645e+00
9.891595841326205118e+03,3.604662899791542419e+00
9.891595864218539646e+03,3.604662944879153841e+00
9.891595887110875992e+03,3.604662989967490017e+00
9.891595910003210520e+03,3.604663035056544729e+00
9.891595932895546866e+03,3.604663080146322862e+00
9.891595955787881394e+03,3.604663125236819532e+00
9.891595978680217740e+03,3.604663170328039179e+00
9.891596001572554087e+03,3.604663215419980027e+00
9.891596024464888615e+03,3.604663260512638079e+00
9.891596047357224961e+03,3.604663305606019996e+00
9.891596070249559489e+03,3.604663350700118229e+00
9.891596093141895835e+03,3.604663395794940328e+00
9.891596116034230363e+03,3.604663440890478299e+00
9.891596138926566709e+03,3.604663485986738802e+00
9.891596161818901237e+03,3.604663531083716510e+00
9.891596184711237584e+03,3.604663576181416307e+00
9.891596207603573930e+03,3.604663621279835972e+00
9.891596230495908458e+03,3.604663666378970621e+00
9.891596253388244804e+03,3.604663711478827359e+00
9.891596276280579332e+03,3.604663756579399081e+00
9.891596299172915678e+03,3.604663801680693780e+00
9.891596322065250206e+03,3.604663846782703462e+00
9.891596344957586552e+03,3.604663891885434346e+00
9.891596367849921080e+03,3.604663936988879769e+00
9.891596390742257427e+03,3.604663982093046393e+00
9.891596413634591954e+03,3.604664027197927556e+00
9.891596436526928301e+03,3.604664072303529476e+00
9.891596459419264647e+03,3.604664117409849045e+00
9.891596482311599175e+03,3.604664162516881820e+00
9.891596505203935521e+03,3.604664207624636241e+00
9.891596528096270049e+03,3.604664252733103869e+00
