Time (BJD_TBD - 2450000), F_e/F_star (ppm)
1.014846018518507481e+04,1.153552152690931365e+01
1.014846020605984813e+04,1.153459500609113242e+01
1.014846022693461964e+04,1.153366851989713382e+01
1.014846024780939297e+04,1.153274206816631064e+01
1.014846026868416629e+04,1.153181565097979799e+01
1.014846028955893780e+04,1.153088926841872208e+01
1.014846031043371113e+04,1.152996292032213077e+01
1.014846033130848264e+04,1.152903660685185017e+01
1.014846035218325596e+04,1.152811032784688727e+01
1.014846037305802929e+04,1.152718408338837897e+01
1.014846039393280080e+04,1.152625787355747278e+01
1.014846041480757413e+04,1.152533169819316683e+01
1.014846043568234745e+04,1.152440555737659089e+01
1.014846045655711896e+04,1.152347945118889960e+01
1.014846047743189229e+04,1.152255337946911062e+01
1.014846049830666561e+04,1.152162734229836438e+01
1.014846051918143712e+04,1.152070133975774446e+01
1.014846054005621045e+04,1.151977537168633248e+01
1.014846056093098196e+04,1.151884943824591012e+01
1.014846058180575528e+04,1.151792353927554657e+01
1.014846060268052861e+04,1.151699767485632897e+01
1.014846062355530012e+04,1.151607184506940484e+01
1.014846064443007344e+04,1.151514604975384160e+01
1.014846066530484677e+04,1.151422028899072636e+01
1.014846068617961828e+04,1.151329456286114983e+01
1.014846070705439161e+04,1.151236887120422558e+01
1.014846072792916493e+04,1.151144321410102300e+01
1.014846074880393644e+04,1.151051759163267008e+01
1.014846076967870977e+04,1.150959200363822532e+01
1.014846079055348127e+04,1.150866645027946156e+01
1.014846081142825460e+04,1.150774093139549592e+01
1.014846083230302793e+04,1.150681544706741732e+01
1.014846085317779944e+04,1.150588999737628448e+01
1.014846087405257276e+04,1.150496458216122342e+01
1.014846089492734609e+04,1.150403920150333903e+01
1.014846091580211760e+04,1.150311385548367582e+01
1.014846093667689092e+04,1.150218854394140600e+01
1.014846095755166243e+04,1.150126326703819579e+01
1.014846097842643576e+04,1.150033802461324228e+01
1.014846099930120909e+04,1.149941281674758287e+01
1.014846102017598059e+04,1.149848764352226738e+01
