Time (BJD_TBD - 2450000), L_f/L_star (ppm)
1.013184277777792886e+04,3.551932553973609430e+01
1.013184279854968190e+04,3.551984992633901328e+01
1.013184281932143494e+04,3.552037431324291106e+01
1.013184284009318799e+04,3.552089870044768105e+01
1.013184286086494103e+04,3.552142308795321668e+01
1.013184288163669407e+04,3.552194747575940426e+01
1.013184290240844712e+04,3.552247186386615851e+01
1.013184292318020016e+04,3.552299625227336577e+01
1.013184294395195320e+04,3.552352064098090523e+01
1.013184296472370625e+04,3.552404502998869873e+01
1.013184298549545929e+04,3.552456941929661838e+01
1.013184300626721233e+04,3.552509380890457180e+01
1.013184302703896537e+04,3.552561819881244531e+01
1.013184304781071842e+04,3.552614258902013944e+01
1.013184306858247146e+04,3.552666697952754049e+01
1.013184308935422450e+04,3.552719137033454899e+01
1.013184311012597936e+04,3.552771576148699495e+01
1.013184313089773241e+04,3.552824015289289861e+01
1.013184315166948545e+04,3.552876454459808997e+01
1.013184317244123849e+04,3.552928893660248377e+01
1.013184319321299154e+04,3.552981332890595922e+01
1.013184321398474458e+04,3.553033772150839553e+01
1.013184323475649762e+04,3.553086211440970743e+01
1.013184325552825067e+04,3.553138650760978123e+01
1.013184327630000371e+04,3.553191090110851746e+01
1.013184329707175675e+04,3.553243529490580244e+01
1.013184331784350979e+04,3.553295968900153667e+01
1.013184333861526284e+04,3.553348408339561360e+01
1.013184335938701588e+04,3.553400847808793372e+01
1.013184338015876892e+04,3.553453287307838337e+01
1.013184340093052197e+04,3.553505726836684175e+01
1.013184342170227501e+04,3.553558166395324491e+01
1.013184344247402805e+04,3.553610605983745074e+01
1.013184346324578109e+04,3.553663045601936687e+01
1.013184348401753414e+04,3.553715485249889383e+01
1.013184350478928718e+04,3.553767924927591793e+01
1.013184352556104022e+04,3.553820364635033258e+01
1.013184354633279327e+04,3.553872804372203831e+01
1.013184356710454631e+04,3.553925244139092143e+01
1.013184358787629935e+04,3.553977683935688958e+01
1.013184360864805240e+04,3.554030123761982907e+01
1.013184362941980544e+04,3.554082563617964041e+01
1.013184365019155848e+04,3.554135003503619572e+01
1.013184367096331152e+04,3.554187443418941683e+01
1.013184369173506457e+04,3.554239883363919006e+01
1.013184371250681761e+04,3.554292323338540882e+01
1.013184373327857065e+04,3.554344763342797364e+01
1.013184375405032551e+04,3.554397203381267900e+01
1.013184377482207856e+04,3.554449643444758777e+01
1.013184379559383160e+04,3.554502083537853707e+01
1.013184381636558464e+04,3.554554523660540610e+01
1.013184383713733769e+04,3.554606963812807408e+01
1.013184385790909073e+04,3.554659403994645572e+01
1.013184387868084377e+04,3.554711844206043736e+01
1.013184389945259682e+04,3.554764284446991240e+01
1.013184392022434986e+04,3.554816724717478849e+01
1.013184394099610290e+04,3.554869165017493771e+01
1.013184396176785594e+04,3.554921605347027480e+01
1.013184398253960899e+04,3.554974045706069319e+01
1.013184400331136203e+04,3.555026486094607208e+01
1.013184402408311507e+04,3.555078926512631909e+01
1.013184404485486812e+04,3.555131366960132056e+01
1.013184406562662116e+04,3.555183807437098409e+01
1.013184408639837420e+04,3.555236247943517469e+01
1.013184410717012724e+04,3.555288688479382841e+01
1.013184412794188029e+04,3.555341129044680315e+01
1.013184414871363333e+04,3.555393569639402074e+01
1.013184416948538637e+04,3.555446010263536749e+01
1.013184419025713942e+04,3.555498450917072972e+01
1.013184421102889246e+04,3.555550891600000085e+01
1.013184423180064550e+04,3.555603332312308851e+01
1.013184425257239855e+04,3.555655773053988611e+01
1.013184427334415159e+04,3.555708213825027286e+01
1.013184429411590463e+04,3.555760654625414929e+01
1.013184431488765767e+04,3.555813095455143014e+01
1.013184433565941072e+04,3.555865536314198039e+01
1.013184435643116376e+04,3.555917977202572189e+01
1.013184437720291680e+04,3.555970418120251964e+01
1.013184439797466985e+04,3.556022859067228836e+01
1.013184441874642471e+04,3.556075300048085097e+01
1.013184443951817775e+04,3.556127741053624192e+01
1.013184446028993079e+04,3.556180182088426989e+01
1.013184448106168384e+04,3.556232623152486383e+01
1.013184450183343688e+04,3.556285064245788163e+01
1.013184452260518992e+04,3.556337505368323804e+01
1.013184454337694297e+04,3.556389946520082646e+01
1.013184456414869601e+04,3.556442387701054741e+01
1.013184458492044905e+04,3.556494828911225881e+01
1.013184460569220209e+04,3.556547270150591089e+01
1.013184462646395514e+04,3.556599711419135446e+01
1.013184464723570818e+04,3.556652152716850424e+01
1.013184466800746122e+04,3.556704594043724654e+01
1.013184468877921427e+04,3.556757035399748190e+01
1.013184470955096731e+04,3.556809476784911084e+01
1.013184473032272035e+04,3.556861918199201966e+01
1.013184475109447339e+04,3.556914359642608758e+01
1.013184477186622644e+04,3.556966801115122934e+01
1.013184479263797948e+04,3.557019242616734545e+01
1.013184481340973252e+04,3.557071684147431512e+01
1.013184483418148557e+04,3.557124125707203177e+01
1.013184485495323861e+04,3.557176567296040304e+01
1.013184487572499165e+04,3.557229008913931523e+01
1.013184489649674470e+04,3.557281450560866176e+01
1.013184491726849774e+04,3.557333892236834316e+01
1.013184493804025078e+04,3.557386333941824574e+01
1.013184495881200382e+04,3.557438775675827003e+01
1.013184497958375687e+04,3.557491217438830944e+01
1.013184500035550991e+04,3.557543659230827160e+01
1.013184502112726295e+04,3.557596101051801440e+01
1.013184504189901600e+04,3.557648542901747390e+01
1.013184506267077086e+04,3.557700984785244458e+01
1.013184508344252390e+04,3.557753426693098220e+01
1.013184510421427694e+04,3.557805868629890256e+01
1.013184512498602999e+04,3.557858310595609197e+01
1.013184514575778303e+04,3.557910752590246517e+01
1.013184516652953607e+04,3.557963194613790137e+01
1.013184518730128912e+04,3.558015636666229398e+01
1.013184520807304216e+04,3.558068078747555063e+01
1.013184522884479520e+04,3.558120520857754343e+01
1.013184524961654824e+04,3.558172962996818711e+01
1.013184527038830129e+04,3.558225405164738220e+01
1.013184529116005433e+04,3.558277847361499369e+01
1.013184531193180737e+04,3.558330289587094342e+01
1.013184533270356042e+04,3.558382731841511770e+01
1.013184535347531346e+04,3.558435174124740286e+01
1.013184537424706650e+04,3.558487616436770651e+01
1.013184539501881954e+04,3.558540058777590787e+01
1.013184541579057259e+04,3.558592501147192166e+01
1.013184543656232563e+04,3.558644943545562711e+01
1.013184545733407867e+04,3.558697385972692473e+01
1.013184547810583172e+04,3.558749828428569373e+01
1.013184549887758476e+04,3.558802270913187016e+01
1.013184551964933780e+04,3.558854713426530481e+01
1.013184554042109085e+04,3.558907155968591240e+01
1.013184556119284389e+04,3.558959598539357216e+01
1.013184558196459693e+04,3.559012041138819882e+01
1.013184560273634997e+04,3.559064483766967868e+01
1.013184562350810302e+04,3.559116926423791938e+01
1.013184564427985606e+04,3.559169369109277881e+01
1.013184566505160910e+04,3.559221811823417880e+01
1.013184568582336215e+04,3.559274254566201989e+01
1.013184570659511701e+04,3.559326697342211787e+01
1.013184572736687005e+04,3.559379140142250009e+01
1.013184574813862309e+04,3.559431582970898944e+01
1.013184576891037614e+04,3.559484025828150067e+01
1.013184578968212918e+04,3.559536468713991297e+01
1.013184581045388222e+04,3.559588911628412689e+01
1.013184583122563527e+04,3.559641354571402871e+01
1.013184585199738831e+04,3.559693797542951188e+01
1.013184587276914135e+04,3.559746240543049112e+01
1.013184589354089439e+04,3.559798683571685274e+01
1.013184591431264744e+04,3.559851126628846885e+01
1.013184593508440048e+04,3.559903569714525418e+01
1.013184595585615352e+04,3.559956012828710215e+01
1.013184597662790657e+04,3.560008455971391328e+01
1.013184599739965961e+04,3.560060899142556678e+01
1.013184601817141265e+04,3.560113342342196319e+01
1.013184603894316569e+04,3.560165785570299590e+01
1.013184605971491874e+04,3.560218228826857967e+01
1.013184608048667178e+04,3.560270672111858659e+01
1.013184610125842482e+04,3.560323115425290297e+01
1.013184612203017787e+04,3.560375558767144355e+01
1.013184614280193091e+04,3.560428002137410175e+01
1.013184616357368395e+04,3.560480445536075678e+01
1.013184618434543700e+04,3.560532888963130915e+01
1.013184620511719004e+04,3.560585332418567361e+01
1.013184622588894308e+04,3.560637775902372226e+01
1.013184624666069612e+04,3.560690219414535562e+01
1.013184626743244917e+04,3.560742662955046001e+01
1.013184628820420221e+04,3.560795106523894304e+01
1.013184630897595525e+04,3.560847550121070526e+01
1.013184632974770830e+04,3.560899993746562586e+01
1.013184635051946316e+04,3.560952437404952065e+01
1.013184637129121620e+04,3.561004881087045959e+01
1.013184639206296924e+04,3.561057324797423007e+01
1.013184641283472229e+04,3.561109768536074682e+01
1.013184643360647533e+04,3.561162212302990326e+01
1.013184645437822837e+04,3.561214656098159281e+01
1.013184647514998142e+04,3.561267099921569468e+01
1.013184649592173446e+04,3.561319543773212359e+01
1.013184651669348750e+04,3.561371987653078008e+01
1.013184653746524054e+04,3.561424431561152915e+01
1.013184655823699359e+04,3.561476875497428551e+01
1.013184657900874663e+04,3.561529319461894261e+01
1.013184659978049967e+04,3.561581763454538674e+01
1.013184662055225272e+04,3.561634207475352554e+01
1.013184664132400576e+04,3.561686651524324532e+01
1.013184666209575880e+04,3.561739095601444660e+01
1.013184668286751184e+04,3.561791539706701570e+01
1.013184670363926489e+04,3.561843983840084604e+01
1.013184672441101793e+04,3.561896428001583814e+01
1.013184674518277097e+04,3.561948872191188542e+01
1.013184676595452402e+04,3.562001316408888840e+01
1.013184678672627706e+04,3.562053760654672629e+01
1.013184680749803010e+04,3.562106204928530673e+01
1.013184682826978315e+04,3.562158649230452312e+01
1.013184684904153619e+04,3.562211093560426178e+01
1.013184686981328923e+04,3.562263537918443035e+01
1.013184689058504227e+04,3.562315982304491513e+01
1.013184691135679532e+04,3.562368426718559533e+01
1.013184693212854836e+04,3.562420871160640701e+01
1.013184695290030140e+04,3.562473315630720805e+01
1.013184697367205445e+04,3.562525760128789898e+01
1.013184699444380749e+04,3.562578204654838032e+01
1.013184701521556235e+04,3.562630649213448208e+01
1.013184703598731539e+04,3.562683093795423162e+01
1.013184705675906844e+04,3.562735538405345892e+01
1.013184707753082148e+04,3.562787983043205742e+01
1.013184709830257452e+04,3.562840427708991342e+01
1.013184711907432757e+04,3.562892872402691324e+01
1.013184713984608061e+04,3.562945317124299294e+01
1.013184716061783365e+04,3.562997761873799618e+01
1.013184718138958669e+04,3.563050206651185192e+01
1.013184720216133974e+04,3.563102651456443937e+01
1.013184722293309278e+04,3.563155096289565904e+01
1.013184724370484582e+04,3.563207541150541147e+01
1.013184726447659887e+04,3.563259986039357585e+01
1.013184728524835191e+04,3.563312430956004562e+01
1.013184730602010495e+04,3.563364875900472839e+01
1.013184732679185799e+04,3.563417320872753180e+01
1.013184734756361104e+04,3.563469765872832085e+01
1.013184736833536408e+04,3.563522210900699605e+01
1.013184738910711712e+04,3.563574655956346504e+01
1.013184740987887017e+04,3.563627101039762124e+01
1.013184743065062321e+04,3.563679546150935096e+01
1.013184745142237625e+04,3.563731991289854051e+01
1.013184747219412930e+04,3.563784436456510463e+01
1.013184749296588234e+04,3.563836881650892963e+01
1.013184751373763538e+04,3.563889326872991603e+01
