Time (BJD_TBD - 2450000), F_d/F_star (ppm)
1.027292596064833924e+04,7.687298038809684897e+01
1.027292604692779969e+04,7.686333100159220066e+01
1.027292613320726196e+04,7.685368153192547425e+01
1.027292621948672240e+04,7.684403197967633048e+01
1.027292630576618467e+04,7.683438234461091554e+01
1.027292639204564512e+04,7.682473262730891861e+01
1.027292647832510738e+04,7.681508282753645744e+01
1.027292656460456783e+04,7.680543294587326386e+01
1.027292665088403010e+04,7.679578298208542719e+01
1.027292673716349054e+04,7.678613293675272189e+01
1.027292682344295281e+04,7.677648280964113781e+01
1.027292690972241326e+04,7.676683260133056308e+01
1.027292699600187370e+04,7.675718231179044437e+01
1.027292708228133597e+04,7.674753194099018572e+01
1.027292716856079642e+04,7.673788148950970367e+01
1.027292725484025868e+04,7.672823095711497388e+01
1.027292734111971913e+04,7.671858034438585605e+01
1.027292742739918140e+04,7.670892965108832584e+01
1.027292751367864184e+04,7.669927887780229980e+01
1.027292759995810411e+04,7.668962802429373937e+01
1.027292768623756456e+04,7.667997709114247584e+01
1.027292777251702682e+04,7.667032607811458433e+01
1.027292785879648727e+04,7.666067498578986772e+01
1.027292794507594954e+04,7.665102381393437270e+01
1.027292803135540998e+04,7.664137256312794477e+01
1.027292811763487043e+04,7.663172123334010166e+01
1.027292820391433270e+04,7.662206982454024740e+01
1.027292829019379315e+04,7.661241833730831274e+01
1.027292837647325541e+04,7.660276677141027335e+01
1.027292846275271586e+04,7.659311512742605998e+01
1.027292854903217813e+04,7.658346340512161987e+01
1.027292863531163857e+04,7.657381160507689799e+01
1.027292872159110084e+04,7.656415972705784156e+01
1.027292880787056129e+04,7.655450777164442400e+01
1.027292889415002355e+04,7.654485573860256409e+01
1.027292898042948400e+04,7.653520362851229208e+01
1.027292906670894445e+04,7.652555144134292675e+01
1.027292915298840671e+04,7.651589917706405686e+01
1.027292923926786716e+04,7.650624683625552791e+01
1.027292932554732943e+04,7.649659441868340082e+01
1.027292941182678987e+04,7.648694192492757793e+01
1.027292949810625214e+04,7.647728935475404910e+01
1.027292958438571259e+04,7.646763670874274510e+01
1.027292967066517485e+04,7.645798398665965578e+01
1.027292975694463530e+04,7.644833118908474034e+01
1.027292984322409757e+04,7.643867831578397443e+01
1.027292992950355801e+04,7.642902536733731722e+01
1.027293001578302028e+04,7.641937234351075858e+01
1.027293010206248073e+04,7.640971924488421507e+01
1.027293018834194118e+04,7.640006607142723283e+01
1.027293027462140344e+04,7.639041282310924430e+01
1.027293036090086389e+04,7.638075950051029395e+01
1.027293044718032615e+04,7.637110610339621530e+01
1.027293053345978660e+04,7.636145263234713809e+01
1.027293061973924887e+04,7.635179908712889585e+01
1.027293070601870932e+04,7.634214546832158987e+01
1.027293079229817158e+04,7.633249177569113897e+01
1.027293087857763203e+04,7.632283800981757338e+01
1.027293096485709430e+04,7.631318417046684033e+01
1.027293105113655474e+04,7.630353025821897006e+01
1.027293113741601519e+04,7.629387627304338082e+01
1.027293122369547746e+04,7.628422221490960453e+01
1.027293130997493790e+04,7.627456808439764302e+01
1.027293139625440017e+04,7.626491388127344351e+01
1.027293148253386062e+04,7.625525960611705045e+01
1.027293156881332288e+04,7.624560525869442529e+01
1.027293165509278333e+04,7.623595083958558405e+01
1.027293174137224560e+04,7.622629634855647396e+01
1.027293182765170604e+04,7.621664178618719632e+01
1.027293191393116831e+04,7.620698715224361308e+01
1.027293200021062876e+04,7.619733244730582555e+01
1.027293208649008920e+04,7.618767767134335145e+01
1.027293217276955147e+04,7.617802282432555216e+01
1.027293225904901192e+04,7.616836790683262848e+01
1.027293234532847418e+04,7.615871291863038550e+01
1.027293243160793463e+04,7.614905786029906665e+01
1.027293251788739690e+04,7.613940273160444860e+01
1.027293260416685735e+04,7.612974753312666110e+01
1.027293269044631961e+04,7.612009226463166556e+01
1.027293277672578006e+04,7.611043692669952065e+01
1.027293286300524233e+04,7.610078151909615940e+01
1.027293294928470277e+04,7.609112604240175415e+01
1.027293303556416504e+04,7.608147049638211001e+01
1.027293312184362549e+04,7.607181488161745619e+01
1.027293320812308593e+04,7.606215919807718251e+01
1.027293329440254820e+04,7.605250344573080667e+01
1.027293338068200865e+04,7.604284762515841578e+01
1.027293346696147091e+04,7.603319173612594284e+01
1.027293355324093136e+04,7.602353577921348915e+01
1.027293363952039363e+04,7.601387975418703036e+01
1.027293372579985407e+04,7.600422366162665355e+01
1.027293381207931634e+04,7.599456750129829175e+01
1.027293389835877679e+04,7.598491127378210308e+01
1.027293398463823905e+04,7.597525497884394952e+01
1.027293407091769950e+04,7.596559861706403183e+01
1.027293415719715995e+04,7.595594218841181089e+01
1.027293424347662221e+04,7.594628569285669073e+01
1.027293432975608266e+04,7.593662913097894318e+01
1.027293441603554493e+04,7.592697250254437336e+01
1.027293450231500537e+04,7.591731580813323887e+01
1.027293458859446764e+04,7.590765904751138748e+01
1.027293467487392809e+04,7.589800222125899154e+01
1.027293476115339035e+04,7.588834532914196984e+01
1.027293484743285080e+04,7.587868837174050896e+01
1.027293493371231307e+04,7.586903134882048505e+01
1.027293501999177352e+04,7.585937426096209890e+01
1.027293510627123396e+04,7.584971710813482559e+01
1.027293519255069623e+04,7.584005989030814021e+01
1.027293527883015668e+04,7.583040260806227195e+01
1.027293536510961894e+04,7.582074526116301172e+01
1.027293545138907939e+04,7.581108785019070240e+01
1.027293553766854166e+04,7.580143037491107805e+01
1.027293562394800210e+04,7.579177283590452419e+01
1.027293571022746437e+04,7.578211523293676066e+01
1.027293579650692482e+04,7.577245756658815878e+01
1.027293588278638708e+04,7.576279983662449524e+01
1.027293596906584753e+04,7.575314204362611292e+01
1.027293605534530980e+04,7.574348418735871746e+01
1.027293614162477024e+04,7.573382626840272280e+01
1.027293622790423069e+04,7.572416828672747613e+01
1.027293631418369296e+04,7.571451024230250937e+01
1.027293640046315340e+04,7.570485213570805172e+01
1.027293648674261567e+04,7.569519396670997935e+01
1.027293657302207612e+04,7.568553573588853567e+01
1.027293665930153838e+04,7.567587744300961106e+01
1.027293674558099883e+04,7.566621908865346313e+01
1.027293683186046110e+04,7.565656067258595385e+01
