Time (BJD_TBD - 2450000), L_b/L_star (ppm)
9.917309675925876945e+03,7.528983493343250757e+02
9.917309697571559809e+03,7.529189701603828553e+02
9.917309719217242673e+03,7.529395882182209334e+02
9.917309740862925537e+03,7.529602035076719631e+02
9.917309762508608401e+03,7.529808160285687109e+02
9.917309784154293084e+03,7.530014257824761899e+02
9.917309805799975948e+03,7.530220327657636972e+02
9.917309827445658811e+03,7.530426369799960185e+02
9.917309849091341675e+03,7.530632384250060340e+02
9.917309870737024539e+03,7.530838371006270791e+02
9.917309892382707403e+03,7.531044330066924886e+02
9.917309914028390267e+03,7.531250261430345745e+02
9.917309935674073131e+03,7.531456165094874677e+02
9.917309957319757814e+03,7.531662041076134528e+02
9.917309978965440678e+03,7.531867889337859197e+02
9.917310000611123542e+03,7.532073709895681759e+02
9.917310022256806405e+03,7.532279502747935567e+02
9.917310043902489269e+03,7.532485267892950560e+02
9.917310065548172133e+03,7.532691005329063501e+02
9.917310087193854997e+03,7.532896715054603192e+02
9.917310108839537861e+03,7.533102397067904121e+02
9.917310130485222544e+03,7.533308051384577766e+02
9.917310152130905408e+03,7.533513677968398952e+02
9.917310173776588272e+03,7.533719276834982566e+02
9.917310195422271136e+03,7.533924847982661959e+02
9.917310217067954000e+03,7.534130391409769345e+02
9.917310238713636863e+03,7.534335907114641486e+02
9.917310260359319727e+03,7.534541395095614007e+02
9.917310282005002591e+03,7.534746855351020258e+02
9.917310303650687274e+03,7.534952287896456937e+02
9.917310325296370138e+03,7.535157692695732976e+02
9.917310346942053002e+03,7.535363069764450756e+02
9.917310368587735866e+03,7.535568419100943629e+02
9.917310390233418730e+03,7.535773740703546082e+02
9.917310411879101594e+03,7.535979034570599424e+02
9.917310433524784457e+03,7.536184300700434733e+02
9.917310455170467321e+03,7.536389539091391043e+02
9.917310476816152004e+03,7.536594749759049137e+02
9.917310498461834868e+03,7.536799932667257735e+02
9.917310520107517732e+03,7.537005087831597621e+02
9.917310541753200596e+03,7.537210215250407828e+02
9.917310563398883460e+03,7.537415314922026255e+02
9.917310585044566324e+03,7.537620386844787390e+02
9.917310606690249188e+03,7.537825431017035953e+02
9.917310628335932051e+03,7.538030447437105295e+02
9.917310649981616734e+03,7.538235436120562554e+02
9.917310671627299598e+03,7.538440397031289422e+02
9.917310693272982462e+03,7.538645330184855311e+02
9.917310714918665326e+03,7.538850235579601531e+02
9.917310736564348190e+03,7.539055113213865980e+02
9.917310758210031054e+03,7.539259963085987692e+02
9.917310779855713918e+03,7.539464785194310252e+02
9.917310801501396782e+03,7.539669579537165873e+02
9.917310823147079645e+03,7.539874346112903822e+02
9.917310844792764328e+03,7.540079084937063953e+02
9.917310866438447192e+03,7.540283795973577980e+02
9.917310888084130056e+03,7.540488479237993715e+02
9.917310909729812920e+03,7.540693134728653604e+02
9.917310931375495784e+03,7.540897762443896681e+02
9.917310953021178648e+03,7.541102362382066531e+02
9.917310974666861512e+03,7.541306934541504461e+02
9.917310996312544376e+03,7.541511478920555192e+02
9.917311017958229058e+03,7.541715995534741523e+02
9.917311039603911922e+03,7.541920484348036098e+02
9.917311061249594786e+03,7.542124945375971947e+02
9.917311082895277650e+03,7.542329378616889244e+02
9.917311104540960514e+03,7.542533784069131571e+02
9.917311126186643378e+03,7.542738161731044784e+02
9.917311147832326242e+03,7.542942511600969056e+02
9.917311169478009106e+03,7.543146833677251379e+02
9.917311191123693789e+03,7.543351127975402051e+02
9.917311212769376652e+03,7.543555394459428953e+02
9.917311234415059516e+03,7.543759633144846930e+02
9.917311256060742380e+03,7.543963844030001837e+02
9.917311277706425244e+03,7.544168027113236121e+02
9.917311299352108108e+03,7.544372182392897912e+02
9.917311320997790972e+03,7.544576309867331929e+02
9.917311342643473836e+03,7.544780409534884029e+02
9.917311364289158519e+03,7.544984481411047454e+02
9.917311385934841383e+03,7.545188525459872153e+02
