Time (BJD_TBD - 2450000), L_c/L_star (ppm)
9.905193796296138316e+03,1.223750821942785194e+02
9.905193817625817246e+03,1.223641957594114444e+02
9.905193838955496176e+03,1.223533096213846676e+02
9.905193860285176925e+03,1.223424237793032034e+02
9.905193881614855854e+03,1.223315382350570246e+02
9.905193902944534784e+03,1.223206529877510889e+02
9.905193924274213714e+03,1.223097680374188769e+02
9.905193945603892644e+03,1.222988833840936991e+02
9.905193966933571573e+03,1.222879990278088655e+02
9.905193988263252322e+03,1.222771149676693767e+02
9.905194009592931252e+03,1.222662312055652762e+02
9.905194030922610182e+03,1.222553477406014366e+02
9.905194052252289111e+03,1.222444645728112960e+02
9.905194073581968041e+03,1.222335817022281503e+02
9.905194094911648790e+03,1.222226991279573838e+02
9.905194116241327720e+03,1.222118168518883721e+02
9.905194137571006650e+03,1.222009348731264708e+02
9.905194158900685579e+03,1.221900531917048909e+02
9.905194180230364509e+03,1.221791718076570561e+02
9.905194201560043439e+03,1.221682907210161915e+02
9.905194222889724188e+03,1.221574099308878374e+02
9.905194244219403117e+03,1.221465294391610854e+02
9.905194265549082047e+03,1.221356492449413338e+02
9.905194286878760977e+03,1.221247693482619496e+02
9.905194308208439907e+03,1.221138897491563000e+02
9.905194329538120655e+03,1.221030104467298827e+02
9.905194350867799585e+03,1.220921314428716613e+02
9.905194372197478515e+03,1.220812527366870341e+02
9.905194393527157445e+03,1.220703743282094678e+02
9.905194414856836374e+03,1.220594962174721587e+02
9.905194436186517123e+03,1.220486184035808179e+02
9.905194457516196053e+03,1.220377408884241106e+02
9.905194478845874983e+03,1.220268636711076624e+02
9.905194500175553912e+03,1.220159867516648546e+02
9.905194521505232842e+03,1.220051101301288980e+02
9.905194542834911772e+03,1.219942338065333161e+02
9.905194564164592521e+03,1.219833577799837343e+02
9.905194585494271450e+03,1.219724820523684770e+02
9.905194606823950380e+03,1.219616066227934681e+02
9.905194628153629310e+03,1.219507314912919043e+02
9.905194649483308240e+03,1.219398566578971668e+02
9.905194670812988988e+03,1.219289821217151655e+02
9.905194692142667918e+03,1.219181078846339972e+02
9.905194713472346848e+03,1.219072339457595433e+02
9.905194734802025778e+03,1.218963603051251567e+02
9.905194756131704708e+03,1.218854869627643041e+02
9.905194777461383637e+03,1.218746139187099260e+02
9.905194798791064386e+03,1.218637411720683019e+02
9.905194820120743316e+03,1.218528687247273297e+02
9.905194841450422246e+03,1.218419965757928054e+02
9.905194862780101175e+03,1.218311247252982383e+02
9.905194884109780105e+03,1.218202531732768534e+02
9.905194905439460854e+03,1.218093819188348732e+02
9.905194926769139784e+03,1.217985109638597834e+02
9.905194948098818713e+03,1.217876403074578917e+02
9.905194969428497643e+03,1.217767699496624090e+02
9.905194990758176573e+03,1.217658998905065033e+02
9.905195012087855503e+03,1.217550301300236129e+02
9.905195033417536251e+03,1.217441606673201022e+02
9.905195054747215181e+03,1.217332915042831161e+02
9.905195076076894111e+03,1.217224226400190048e+02
9.905195097406573041e+03,1.217115540745610502e+02
9.905195118736251970e+03,1.217006858079426763e+02
9.905195140065932719e+03,1.216898178392701055e+02
9.905195161395611649e+03,1.216789501704305394e+02
9.905195182725290579e+03,1.216680828005302857e+02
9.905195204054969508e+03,1.216572157296027115e+02
9.905195225384648438e+03,1.216463489576809707e+02
9.905195246714329187e+03,1.216354824838718116e+02
9.905195268044008117e+03,1.216246163100617821e+02
9.905195289373687046e+03,1.216137504353575451e+02
9.905195310703365976e+03,1.216028848597923968e+02
