Time (BJD_TBD - 2450000), F_h/F_star (ppm)
9.903683680555783212e+03,2.724975508842754479e+01
9.903683703452748887e+03,2.724980878875088308e+01
9.903683726349714561e+03,2.724986248832647817e+01
9.903683749246680236e+03,2.724991618715432296e+01
9.903683772143645911e+03,2.724996988523441743e+01
9.903683795040611585e+03,2.725002358256675805e+01
9.903683817937577260e+03,2.725007727915133771e+01
9.903683840834542934e+03,2.725013097498815995e+01
9.903683863731508609e+03,2.725018467007721767e+01
9.903683886628474283e+03,2.725023836441850378e+01
9.903683909525439958e+03,2.725029205801201826e+01
9.903683932422405633e+03,2.725034575085776822e+01
9.903683955319371307e+03,2.725039944295573591e+01
9.903683978216336982e+03,2.725045313430592131e+01
9.903684001113302656e+03,2.725050682490833154e+01
9.903684024010268331e+03,2.725056051476294883e+01
9.903684046907234006e+03,2.725061420386977318e+01
9.903684069804199680e+03,2.725066789222881170e+01
9.903684092701163536e+03,2.725072157983579046e+01
9.903684115598129210e+03,2.725077526669923245e+01
9.903684138495094885e+03,2.725082895281487083e+01
9.903684161392060560e+03,2.725088263818270207e+01
9.903684184289026234e+03,2.725093632280272971e+01
9.903684207185991909e+03,2.725099000667494664e+01
9.903684230082957583e+03,2.725104368979934577e+01
9.903684252979923258e+03,2.725109737217592709e+01
9.903684275876888933e+03,2.725115105380468705e+01
9.903684298773854607e+03,2.725120473468562921e+01
9.903684321670820282e+03,2.725125841481873934e+01
9.903684344567785956e+03,2.725131209420401746e+01
9.903684367464751631e+03,2.725136577284146000e+01
9.903684390361717305e+03,2.725141945073107053e+01
9.903684413258682980e+03,2.725147312787283838e+01
9.903684436155648655e+03,2.725152680426676355e+01
9.903684459052614329e+03,2.725158047991284604e+01
9.903684481949580004e+03,2.725163415481107521e+01
9.903684504846545678e+03,2.725168782896145458e+01
9.903684527743511353e+03,2.725174150236397708e+01
9.903684550640477028e+03,2.725179517501863913e+01
9.903684573537442702e+03,2.725184884692544074e+01
9.903684596434408377e+03,2.725190251808437836e+01
9.903684619331374051e+03,2.725195618849544488e+01
9.903684642228339726e+03,2.725200985815864030e+01
9.903684665125305401e+03,2.725206352707396817e+01
9.903684688022271075e+03,2.725211719524141074e+01
9.903684710919236750e+03,2.725217086266097155e+01
9.903684733816202424e+03,2.725222452933265060e+01
9.903684756713168099e+03,2.725227819525644435e+01
9.903684779610133774e+03,2.725233186043234568e+01
9.903684802507099448e+03,2.725238552486035104e+01
9.903684825404065123e+03,2.725243918854046399e+01
9.903684848301030797e+03,2.725249285147267742e+01
9.903684871197996472e+03,2.725254651365698777e+01
9.903684894094960327e+03,2.725260017508912114e+01
9.903684916991926002e+03,2.725265383577761824e+01
9.903684939888891677e+03,2.725270749571819806e+01
9.903684962785857351e+03,2.725276115491086415e+01
9.903684985682823026e+03,2.725281481335560940e+01
9.903685008579788700e+03,2.725286847105243382e+01
9.903685031476754375e+03,2.725292212800133385e+01
9.903685054373720050e+03,2.725297578420230593e+01
9.903685077270685724e+03,2.725302943965534652e+01
9.903685100167651399e+03,2.725308309436045207e+01
9.903685123064617073e+03,2.725313674831761546e+01
9.903685145961582748e+03,2.725319040152684380e+01
9.903685168858548423e+03,2.725324405398812999e+01
9.903685191755514097e+03,2.725329770570146337e+01
9.903685214652479772e+03,2.725335135666685105e+01
9.903685237549445446e+03,2.725340500688428236e+01
9.903685260446411121e+03,2.725345865635376086e+01
9.903685283343376796e+03,2.725351230507527234e+01
9.903685306240342470e+03,2.725356595304882745e+01
9.903685329137308145e+03,2.725361960027441199e+01
9.903685352034273819e+03,2.725367324675202951e+01
9.903685374931239494e+03,2.725372689248167646e+01
9.903685397828205168e+03,2.725378053746334572e+01
9.903685420725170843e+03,2.725383418169703731e+01
9.903685443622136518e+03,2.725388782518274766e+01
9.903685466519102192e+03,2.725394146792046968e+01
9.903685489416067867e+03,2.725399510991020691e+01
9.903685512313033541e+03,2.725404875115195225e+01
9.903685535209999216e+03,2.725410239164570214e+01
9.903685558106964891e+03,2.725415603139145304e+01
9.903685581003930565e+03,2.725420967038920850e+01
9.903685603900896240e+03,2.725426330863895430e+01
9.903685626797861914e+03,2.725431694614070111e+01
9.903685649694827589e+03,2.725437058289443115e+01
9.903685672591793264e+03,2.725442421890014444e+01
9.903685695488757119e+03,2.725447785415358837e+01
9.903685718385722794e+03,2.725453148866326458e+01
9.903685741282688468e+03,2.725458512242492759e+01
9.903685764179654143e+03,2.725463875543855963e+01
9.903685787076619818e+03,2.725469238770416425e+01
9.903685809973585492e+03,2.725474601922173790e+01
9.903685832870551167e+03,2.725479964999127347e+01
9.903685855767516841e+03,2.725485328001277097e+01
9.903685878664482516e+03,2.725490690928622683e+01
9.903685901561448190e+03,2.725496053781163397e+01
9.903685924458413865e+03,2.725501416558899948e+01
9.903685947355379540e+03,2.725506779261831269e+01
9.903685970252345214e+03,2.725512141889957007e+01
9.903685993149310889e+03,2.725517504443276806e+01
9.903686016046276563e+03,2.725522866921790666e+01
9.903686038943242238e+03,2.725528229325498586e+01
9.903686061840207913e+03,2.725533591654399501e+01
9.903686084737173587e+03,2.725538953908493411e+01
