Time (BJD_TBD - 2450000), L_h/L_star (ppm)
9.908226643518544734e+03,2.183538160241655390e+01
9.908226666740774817e+03,2.183528689580272442e+01
9.908226689963004901e+03,2.183519218873435364e+01
9.908226713185233166e+03,2.183509748121885607e+01
9.908226736407463250e+03,2.183500277324140981e+01
9.908226759629693333e+03,2.183490806480942936e+01
9.908226782851923417e+03,2.183481335592293249e+01
9.908226806074151682e+03,2.183471864658933015e+01
9.908226829296381766e+03,2.183462393679379687e+01
9.908226852518611850e+03,2.183452922654376138e+01
9.908226875740841933e+03,2.183443451583922368e+01
9.908226898963070198e+03,2.183433980468760183e+01
9.908226922185300282e+03,2.183424509307408101e+01
9.908226945407530366e+03,2.183415038100607219e+01
9.908226968629760449e+03,2.183405566848358603e+01
9.908226991851988714e+03,2.183396095551405125e+01
9.908227015074218798e+03,2.183386624208263171e+01
9.908227038296448882e+03,2.183377152819674549e+01
9.908227061518678966e+03,2.183367681385640680e+01
9.908227084740907230e+03,2.183358209906903724e+01
9.908227107963137314e+03,2.183348738381980425e+01
9.908227131185367398e+03,2.183339266811613655e+01
9.908227154407597482e+03,2.183329795195804124e+01
9.908227177629825746e+03,2.183320323535293284e+01
9.908227200852055830e+03,2.183310851828597876e+01
9.908227224074285914e+03,2.183301380076462195e+01
9.908227247296515998e+03,2.183291908278885174e+01
9.908227270518744263e+03,2.183282436436608975e+01
9.908227293740974346e+03,2.183272964548152117e+01
9.908227316963204430e+03,2.183263492614255341e+01
9.908227340185434514e+03,2.183254020634920423e+01
9.908227363407662779e+03,2.183244548610889169e+01
9.908227386629892862e+03,2.183235076540678676e+01
9.908227409852122946e+03,2.183225604425031463e+01
9.908227433074353030e+03,2.183216132263947173e+01
9.908227456296581295e+03,2.183206660058169035e+01
9.908227479518811379e+03,2.183197187806214501e+01
9.908227502741041462e+03,2.183187715508825733e+01
9.908227525963271546e+03,2.183178243166002019e+01
9.908227549185499811e+03,2.183168770778486945e+01
9.908227572407729895e+03,2.183159298344796895e+01
9.908227595629959978e+03,2.183149825865675453e+01
9.908227618852190062e+03,2.183140353341121198e+01
9.908227642074418327e+03,2.183130880771877713e+01
9.908227665296648411e+03,2.183121408156462806e+01
9.908227688518878495e+03,2.183111935495616862e+01
9.908227711741108578e+03,2.183102462789341303e+01
9.908227734963336843e+03,2.183092990038379355e+01
9.908227758185566927e+03,2.183083517241247407e+01
9.908227781407797011e+03,2.183074044398686908e+01
