Time (BJD_TBD - 2450000), L_d/L_star (ppm)
9.913946643518749624e+03,1.860244076785389566e+01
9.913946661622412648e+03,1.860416362874285312e+01
9.913946679726073853e+03,1.860588656189730372e+01
9.913946697829736877e+03,1.860760956766211294e+01
9.913946715933398082e+03,1.860933264568967971e+01
9.913946734037061105e+03,1.861105579632490858e+01
9.913946752140722310e+03,1.861277901922016298e+01
9.913946770244385334e+03,1.861450231472036876e+01
9.913946788348046539e+03,1.861622568247785381e+01
9.913946806451709563e+03,1.861794912283760439e+01
9.913946824555372586e+03,1.861967263562508634e+01
9.913946842659033791e+03,1.862139622066576194e+01
9.913946860762696815e+03,1.862311987830462101e+01
9.913946878866358020e+03,1.862484360819394524e+01
9.913946896970021044e+03,1.862656741067875288e+01
9.913946915073682248e+03,1.862829128541128298e+01
9.913946933177345272e+03,1.863001523273658577e+01
9.913946951281006477e+03,1.863173925230688965e+01
9.913946969384669501e+03,1.863346334446726260e+01
9.913946987488332525e+03,1.863518750904314558e+01
9.913947005591993729e+03,1.863691174585989430e+01
9.913947023695656753e+03,1.863863605526266554e+01
9.913947041799317958e+03,1.864036043690359534e+01
9.913947059902980982e+03,1.864208489112783340e+01
9.913947078006642187e+03,1.864380941758748378e+01
9.913947096110305210e+03,1.864553401662773879e+01
9.913947114213966415e+03,1.864725868790067764e+01
9.913947132317629439e+03,1.864898343175151041e+01
9.913947150421292463e+03,1.865070824800558924e+01
9.913947168524953668e+03,1.865243313648824852e+01
9.913947186628616691e+03,1.865415809754474097e+01
9.913947204732277896e+03,1.865588313082708183e+01
9.913947222835940920e+03,1.865760823668055224e+01
9.913947240939602125e+03,1.865933341475711771e+01
9.913947259043265149e+03,1.866105866540211977e+01
9.913947277146926353e+03,1.866278398826748131e+01
9.913947295250589377e+03,1.866450938369855450e+01
9.913947313354252401e+03,1.866623485152063822e+01
9.913947331457913606e+03,1.866796039155897802e+01
9.913947349561576630e+03,1.866968600415895452e+01
9.913947367665237834e+03,1.867141168897248704e+01
9.913947385768900858e+03,1.867313744634494199e+01
9.913947403872562063e+03,1.867486327592819606e+01
9.913947421976225087e+03,1.867658917806767249e+01
9.913947440079888111e+03,1.867831515258862396e+01
9.913947458183549315e+03,1.868004119931627471e+01
9.913947476287212339e+03,1.868176731859608353e+01
9.913947494390873544e+03,1.868349351007982762e+01
9.913947512494536568e+03,1.868521977411305812e+01
9.913947530598197773e+03,1.868694611034747410e+01
9.913947548701860796e+03,1.868867251912864447e+01
9.913947566805522001e+03,1.869039900010828603e+01
9.913947584909185025e+03,1.869212555363197126e+01
9.913947603012848049e+03,1.869385217952488532e+01
9.913947621116509254e+03,1.869557887761214587e+01
9.913947639220172277e+03,1.869730564823938579e+01
9.913947657323833482e+03,1.869903249105824017e+01
9.913947675427496506e+03,1.870075940641436318e+01
9.913947693531157711e+03,1.870248639395937928e+01
9.913947711634820735e+03,1.870421345403895685e+01
9.913947729738481939e+03,1.870594058630465639e+01
9.913947747842144963e+03,1.870766779110222444e+01
9.913947765945807987e+03,1.870939506825673604e+01
9.913947784049469192e+03,1.871112241759327688e+01
9.913947802153132216e+03,1.871284983945760061e+01
9.913947820256793420e+03,1.871457733350122155e+01
9.913947838360456444e+03,1.871630490006991465e+01
9.913947856464117649e+03,1.871803253881514806e+01
9.913947874567780673e+03,1.871976025008274647e+01
9.913947892671441878e+03,1.872148803352415669e+01
9.913947910775104901e+03,1.872321588948521054e+01
9.913947928878767925e+03,1.872494381779097239e+01
9.913947946982429130e+03,1.872667181826640714e+01
9.913947965086092154e+03,1.872839989125744253e+01
9.913947983189753359e+03,1.873012803641542590e+01
9.913948001293416382e+03,1.873185625408628496e+01
9.913948019397077587e+03,1.873358454392135641e+01
9.913948037500740611e+03,1.873531290626658219e+01
9.913948055604401816e+03,1.873704134077328476e+01
9.913948073708064840e+03,1.873876984778743093e+01
9.913948091811727863e+03,1.874049842713397851e+01
9.913948109915389068e+03,1.874222707863790305e+01
9.913948128019052092e+03,1.874395580264519978e+01
9.913948146122713297e+03,1.874568459880712723e+01
9.913948164226376321e+03,1.874741346746970905e+01
9.913948182330037525e+03,1.874914240828417888e+01
9.913948200433700549e+03,1.875087142159658171e+01
9.913948218537361754e+03,1.875260050705811921e+01
9.913948236641024778e+03,1.875432966501489673e+01
9.913948254744687802e+03,1.875605889529181880e+01
9.913948272848349006e+03,1.875778819771375794e+01
9.913948290952012030e+03,1.875951757262686570e+01
9.913948309055673235e+03,1.876124701968224429e+01
9.913948327159336259e+03,1.876297653922607012e+01
9.913948345262997464e+03,1.876470613090943829e+01
9.913948363366660487e+03,1.876643579507854653e+01
9.913948381470321692e+03,1.876816553138443311e+01
9.913948399573984716e+03,1.876989534017334904e+01
9.913948417677647740e+03,1.877162522127012778e+01
9.913948435781308945e+03,1.877335517449957081e+01
9.913948453884971968e+03,1.877508520020796823e+01
9.913948471988633173e+03,1.877681529804629434e+01
9.913948490092296197e+03,1.877854546836085703e+01
9.913948508195957402e+03,1.878027571080260572e+01
9.913948526299620426e+03,1.878200602571787670e+01
9.913948544403281630e+03,1.878373641275758743e+01
9.913948562506944654e+03,1.878546687226809198e+01
9.913948580610607678e+03,1.878719740407417405e+01
9.913948598714268883e+03,1.878892800800058538e+01
9.913948616817931907e+03,1.879065868439371556e+01
9.913948634921593111e+03,1.879238943290444297e+01
9.913948653025256135e+03,1.879412025387916785e+01
9.913948671128917340e+03,1.879585114696872949e+01
9.913948689232580364e+03,1.879758211251959210e+01
9.913948707336243388e+03,1.879931315035647543e+01
9.913948725439904592e+03,1.880104426030407083e+01
9.913948743543567616e+03,1.880277544270888868e+01
9.913948761647228821e+03,1.880450669722167589e+01
9.913948779750891845e+03,1.880623802418894996e+01
9.913948797854553050e+03,1.880796942326145782e+01
9.913948815958216073e+03,1.880970089478575247e+01
9.913948834061877278e+03,1.881143243841253110e+01
9.913948852165540302e+03,1.881316405448836093e+01
9.913948870269203326e+03,1.881489574283793331e+01
9.913948888372864531e+03,1.881662750328586498e+01
9.913948906476527554e+03,1.881835933617877288e+01
9.913948924580188759e+03,1.882009124116730447e+01
9.913948942683851783e+03,1.882182321859809804e+01
9.913948960787512988e+03,1.882355526812176194e+01
9.913948978891176012e+03,1.882528739008498064e+01
9.913948996994837216e+03,1.882701958413831278e+01
9.913949015098500240e+03,1.882875185062847478e+01
9.913949033202163264e+03,1.883048418938007629e+01
9.913949051305824469e+03,1.883221660021766297e+01
9.913949069409487493e+03,1.883394908348801877e+01
9.913949087513148697e+03,1.883568163884160995e+01
9.913949105616811721e+03,1.883741426662524177e+01
