Time (BJD_TBD - 2450000), F_c/F_star (ppm)
1.065014266203716397e+04,4.105934086656247928e+02
1.065014268332748725e+04,4.105990822129118101e+02
1.065014270461781052e+04,4.106047551730123359e+02
1.065014272590813380e+04,4.106104275459090331e+02
1.065014274719845707e+04,4.106160993315846213e+02
1.065014276848878217e+04,4.106217705305063532e+02
1.065014278977910544e+04,4.106274411416877683e+02
1.065014281106942872e+04,4.106331111655961763e+02
1.065014283235975199e+04,4.106387806022143536e+02
1.065014285365007527e+04,4.106444494515248493e+02
1.065014287494039854e+04,4.106501177135104399e+02
1.065014289623072182e+04,4.106557853881539017e+02
1.065014291752104509e+04,4.106614524754378408e+02
1.065014293881136837e+04,4.106671189753449767e+02
1.065014296010169346e+04,4.106727848883419938e+02
1.065014298139201674e+04,4.106784502134436821e+02
1.065014300268234001e+04,4.106841149511167259e+02
1.065014302397266329e+04,4.106897791013438450e+02
1.065014304526298656e+04,4.106954426641077021e+02
1.065014306655330984e+04,4.107011056393910735e+02
1.065014308784363311e+04,4.107067680271766790e+02
1.065014310913395639e+04,4.107124298274472949e+02
1.065014313042427966e+04,4.107180910401856408e+02
1.065014315171460476e+04,4.107237516658578897e+02
1.065014317300492803e+04,4.107294117034796272e+02
1.065014319429525131e+04,4.107350711535172536e+02
1.065014321558557458e+04,4.107407300159535453e+02
1.065014323687589786e+04,4.107463882907711081e+02
1.065014325816622113e+04,4.107520459779527755e+02
1.065014327945654441e+04,4.107577030774812101e+02
1.065014330074686768e+04,4.107633595893392453e+02
1.065014332203719096e+04,4.107690155135095438e+02
1.065014334332751605e+04,4.107746708504580511e+02
1.065014336461783932e+04,4.107803255992011486e+02
1.065014338590816260e+04,4.107859797602047820e+02
1.065014340719848587e+04,4.107916333334516708e+02
1.065014342848880915e+04,4.107972863189245913e+02
1.065014344977913242e+04,4.108029387166063202e+02
1.065014347106945570e+04,4.108085905264795201e+02
1.065014349235977897e+04,4.108142417485270812e+02
1.065014351365010225e+04,4.108198923827316662e+02
1.065014353494042734e+04,4.108255424295587090e+02
1.065014355623075062e+04,4.108311918880256712e+02
1.065014357752107389e+04,4.108368407585978730e+02
1.065014359881139717e+04,4.108424890412582613e+02
1.065014362010172044e+04,4.108481367359894421e+02
1.065014364139204372e+04,4.108537838427743054e+02
1.065014366268236699e+04,4.108594303615956278e+02
1.065014368397269027e+04,4.108650762924359583e+02
1.065014370526301354e+04,4.108707216352783576e+02
1.065014372655333864e+04,4.108763663905877479e+02
1.065014374784366191e+04,4.108820105573822730e+02
1.065014376913398519e+04,4.108876541361270824e+02
1.065014379042430846e+04,4.108932971268050665e+02
1.065014381171463174e+04,4.108989395293987741e+02
1.065014383300495501e+04,4.109045813438912091e+02
1.065014385429527829e+04,4.109102225702649775e+02
1.065014387558560156e+04,4.109158632085029694e+02
1.065014389687592484e+04,4.109215032585880181e+02
1.065014391816624993e+04,4.109271427209845911e+02
1.065014393945657321e+04,4.109327815947119120e+02
1.065014396074689648e+04,4.109384198802346759e+02
1.065014398203721976e+04,4.109440575775355455e+02
1.065014400332754303e+04,4.109496946865973541e+02
