Time (BJD_TBD - 2450000), L_e/L_star (ppm)
1.027292596064833924e+04,9.270565728034232222e+01
1.027292604692779969e+04,9.271075269463301538e+01
1.027292613320726196e+04,9.271584788281795397e+01
1.027292621948672240e+04,9.272094284464198211e+01
1.027292630576618467e+04,9.272603758027973697e+01
1.027292639204564512e+04,9.273113208947614794e+01
1.027292647832510738e+04,9.273622637240573852e+01
1.027292656460456783e+04,9.274132042881348070e+01
1.027292665088403010e+04,9.274641425887391222e+01
1.027292673716349054e+04,9.275150786233203348e+01
1.027292682344295281e+04,9.275660123936233958e+01
1.027292690972241326e+04,9.276169438970984515e+01
1.027292699600187370e+04,9.276678731344169648e+01
1.027292708228133597e+04,9.277188001062503986e+01
1.027292716856079642e+04,9.277697248100484728e+01
1.027292725484025868e+04,9.278206472475567068e+01
1.027292734111971913e+04,9.278715674162252469e+01
1.027292742739918140e+04,9.279224853177990440e+01
1.027292751367864184e+04,9.279734009497293812e+01
1.027292759995810411e+04,9.280243143137599304e+01
1.027292768623756456e+04,9.280752254073418328e+01
1.027292777251702682e+04,9.281261342322201813e+01
1.027292785879648727e+04,9.281770407858454064e+01
1.027292794507594954e+04,9.282279450699624590e+01
1.027292803135540998e+04,9.282788470820226223e+01
1.027292811763487043e+04,9.283297468226967908e+01
1.027292820391433270e+04,9.283806442926558589e+01
1.027292829019379315e+04,9.284315394893516782e+01
1.027292837647325541e+04,9.284824324145280627e+01
1.027292846275271586e+04,9.285333230656372905e+01
1.027292854903217813e+04,9.285842114444227491e+01
1.027292863531163857e+04,9.286350975483374270e+01
1.027292872159110084e+04,9.286859813791240015e+01
1.027292880787056129e+04,9.287368629342351767e+01
1.027292889415002355e+04,9.287877422154146245e+01
1.027292898042948400e+04,9.288386192201149072e+01
1.027292906670894445e+04,9.288894939490067770e+01
1.027292915298840671e+04,9.289403664027609864e+01
1.027292923926786716e+04,9.289912365788303816e+01
1.027292932554732943e+04,9.290421044789580662e+01
1.027292941182678987e+04,9.290929701005970287e+01
1.027292949810625214e+04,9.291438334454905146e+01
1.027292958438571259e+04,9.291946945110919387e+01
1.027292967066517485e+04,9.292455532991441203e+01
1.027292975694463530e+04,9.292964098071006163e+01
1.027292984322409757e+04,9.293472640367039617e+01
1.027292992950355801e+04,9.293981159854085661e+01
1.027293001578302028e+04,9.294489656549562540e+01
1.027293010206248073e+04,9.294998130428012928e+01
1.027293018834194118e+04,9.295506581496144349e+01
1.027293027462140344e+04,9.296015009760654380e+01
1.027293036090086389e+04,9.296523415196092799e+01
1.027293044718032615e+04,9.297031797819872168e+01
1.027293053345978660e+04,9.297540157606550792e+01
1.027293061973924887e+04,9.298048494573538392e+01
1.027293070601870932e+04,9.298556808695384746e+01
1.027293079229817158e+04,9.299065099989516625e+01
1.027293087857763203e+04,9.299573368430475284e+01
1.027293096485709430e+04,9.300081614035683231e+01
1.027293105113655474e+04,9.300589836779690245e+01
1.027293113741601519e+04,9.301098036669202429e+01
1.027293122369547746e+04,9.301606213710911675e+01
1.027293130997493790e+04,9.302114367879377710e+01
1.027293139625440017e+04,9.302622499192014516e+01
1.027293148253386062e+04,9.303130607623378978e+01
1.027293156881332288e+04,9.303638693190885078e+01
1.027293165509278333e+04,9.304146755869095387e+01
1.027293174137224560e+04,9.304654795675409673e+01
1.027293182765170604e+04,9.305162812584406140e+01
1.027293191393116831e+04,9.305670806613481716e+01
1.027293200021062876e+04,9.306178777737206076e+01
1.027293208649008920e+04,9.306686725962275375e+01
1.027293217276955147e+04,9.307194651295388610e+01
1.027293225904901192e+04,9.307702553711114035e+01
1.027293234532847418e+04,9.308210433226851421e+01
