Time (BJD_TBD - 2450000), F_c/F_star (ppm)
9.880038437500130385e+03,4.188320379279172698e+02
9.880038456059855889e+03,4.188361552878673137e+02
9.880038474619583212e+03,4.188402721828963990e+02
9.880038493179308716e+03,4.188443886121881405e+02
9.880038511739036039e+03,4.188485045765397672e+02
9.880038530298761543e+03,4.188526200751350075e+02
9.880038548858488866e+03,4.188567351087709767e+02
9.880038567418214370e+03,4.188608496766315739e+02
9.880038585977941693e+03,4.188649637795136300e+02
9.880038604537667197e+03,4.188690774166013853e+02
9.880038623097394520e+03,4.188731905886915001e+02
9.880038641657120024e+03,4.188773032949682715e+02
9.880038660216847347e+03,4.188814155362283032e+02
9.880038678776572851e+03,4.188855273116559488e+02
9.880038697336298355e+03,4.188896386216447354e+02
9.880038715896025678e+03,4.188937494665881331e+02
9.880038734455751182e+03,4.188978598456706095e+02
9.880038753015478505e+03,4.189019697596884271e+02
9.880038771575204009e+03,4.189060792078265081e+02
9.880038790134931332e+03,4.189101881908807741e+02
9.880038808694656836e+03,4.189142967080363178e+02
9.880038827254384159e+03,4.189184047600888903e+02
9.880038845814109663e+03,4.189225123462237548e+02
9.880038864373836986e+03,4.189266194672365486e+02
9.880038882933562491e+03,4.189307261223126488e+02
9.880038901493289814e+03,4.189348323122475222e+02
9.880038920053015318e+03,4.189389380362268298e+02
9.880038938612740822e+03,4.189430432946434735e+02
9.880038957172468145e+03,4.189471480878901843e+02
9.880038975732193649e+03,4.189512524151527941e+02
9.880038994291920972e+03,4.189553562772263717e+02
9.880039012851646476e+03,4.189594596732970899e+02
9.880039031411373799e+03,4.189635626041595629e+02
9.880039049971099303e+03,4.189676650690001338e+02
9.880039068530826626e+03,4.189717670686134738e+02
9.880039087090552130e+03,4.189758686021859262e+02
9.880039105650279453e+03,4.189799696705119345e+02
9.880039124210004957e+03,4.189840702727782968e+02
9.880039142769732280e+03,4.189881704097790589e+02
9.880039161329457784e+03,4.189922700807011324e+02
9.880039179889183288e+03,4.189963692859369644e+02
9.880039198448910611e+03,4.190004680258785470e+02
9.880039217008636115e+03,4.190045662997131330e+02
9.880039235568363438e+03,4.190086641082344272e+02
9.880039254128088942e+03,4.190127614506297391e+02
9.880039272687816265e+03,4.190168583276927166e+02
9.880039291247541769e+03,4.190209547386108397e+02
9.880039309807269092e+03,4.190250506841774722e+02
9.880039328366994596e+03,4.190291461635803785e+02
9.880039346926721919e+03,4.190332411776127515e+02
9.880039365486447423e+03,4.190373357254624125e+02
9.880039384046174746e+03,4.190414298079224977e+02
9.880039402605900250e+03,4.190455234241810558e+02
9.880039421165625754e+03,4.190496165746296242e+02
9.880039439725353077e+03,4.190537092596600814e+02
9.880039458285078581e+03,4.190578014784607035e+02
9.880039476844805904e+03,4.190618932318240013e+02
9.880039495404531408e+03,4.190659845189384782e+02
9.880039513964258731e+03,4.190700753405965884e+02
9.880039532523984235e+03,4.190741656959870625e+02
9.880039551083711558e+03,4.190782555859021272e+02
9.880039569643437062e+03,4.190823450095306271e+02
9.880039588203164385e+03,4.190864339676646750e+02
9.880039606762889889e+03,4.190905224594932861e+02
9.880039625322617212e+03,4.190946104858084027e+02
9.880039643882342716e+03,4.190986980457992104e+02
9.880039662442068220e+03,4.191027851398569055e+02
9.880039681001795543e+03,4.191068717683725140e+02
9.880039699561521047e+03,4.191109579305355624e+02
9.880039718121248370e+03,4.191150436271374815e+02
9.880039736680973874e+03,4.191191288573679685e+02
9.880039755240701197e+03,4.191232136220183406e+02
9.880039773800426701e+03,4.191272979202783517e+02
9.880039792360154024e+03,4.191313817529391486e+02
9.880039810919879528e+03,4.191354651191908829e+02
9.880039829479606851e+03,4.191395480198243604e+02
9.880039848039332355e+03,4.191436304540298465e+02
