Time (BJD_TBD - 2450000), F_star + F_b (mJy)
1.061386530092591420e+04,3.450109755845750747e+00
1.061386531688121431e+04,3.450109788605144168e+00
1.061386533283651261e+04,3.450109821359441664e+00
1.061386534879181272e+04,3.450109854108649454e+00
1.061386536474711102e+04,3.450109886852761321e+00
1.061386538070241113e+04,3.450109919591783036e+00
1.061386539665770943e+04,3.450109952325708829e+00
1.061386541261300954e+04,3.450109985054543138e+00
1.061386542856830783e+04,3.450110017778281524e+00
1.061386544452360795e+04,3.450110050496930203e+00
1.061386546047890624e+04,3.450110083210480738e+00
1.061386547643420636e+04,3.450110115918940235e+00
1.061386549238950465e+04,3.450110148622302919e+00
1.061386550834480477e+04,3.450110181320575009e+00
1.061386552430010306e+04,3.450110214013748511e+00
1.061386554025540318e+04,3.450110246701831418e+00
1.061386555621070147e+04,3.450110279384815737e+00
1.061386557216600158e+04,3.450110312062709461e+00
1.061386558812129988e+04,3.450110344735504153e+00
1.061386560407659999e+04,3.450110377403207362e+00
1.061386562003189829e+04,3.450110410065811095e+00
1.061386563598719840e+04,3.450110442723323789e+00
1.061386565194249670e+04,3.450110475375736563e+00
1.061386566789779681e+04,3.450110508023057854e+00
1.061386568385309511e+04,3.450110540665279224e+00
1.061386569980839522e+04,3.450110573302408667e+00
1.061386571576369352e+04,3.450110605934438190e+00
1.061386573171899363e+04,3.450110638561375342e+00
1.061386574767429192e+04,3.450110671183211686e+00
1.061386576362959204e+04,3.450110703799955658e+00
1.061386577958489033e+04,3.450110736411598822e+00
1.061386579554019045e+04,3.450110769018148726e+00
1.061386581149549056e+04,3.450110801619602707e+00
1.061386582745078886e+04,3.450110834215954991e+00
1.061386584340608897e+04,3.450110866807214016e+00
1.061386585936138727e+04,3.450110899393371344e+00
1.061386587531668738e+04,3.450110931974434969e+00
1.061386589127198567e+04,3.450110964550396897e+00
1.061386590722728579e+04,3.450110997121265566e+00
1.061386592318258408e+04,3.450111029687032094e+00
1.061386593913788420e+04,3.450111062247704030e+00
1.061386595509318249e+04,3.450111094803273382e+00
1.061386597104848261e+04,3.450111127353749030e+00
1.061386598700378090e+04,3.450111159899122537e+00
1.061386600295908102e+04,3.450111192439400121e+00
1.061386601891437931e+04,3.450111224974575563e+00
1.061386603486967942e+04,3.450111257504655526e+00
1.061386605082497772e+04,3.450111290029632460e+00
1.061386606678027783e+04,3.450111322549513915e+00
1.061386608273557613e+04,3.450111355064292340e+00
1.061386609869087624e+04,3.450111387573975286e+00
1.061386611464617454e+04,3.450111420078554314e+00
1.061386613060147465e+04,3.450111452578036975e+00
1.061386614655677295e+04,3.450111485072415718e+00
1.061386616251207306e+04,3.450111517561698538e+00
1.061386617846737136e+04,3.450111550045877440e+00
1.061386619442267147e+04,3.450111582524959086e+00
1.061386621037796976e+04,3.450111614998937259e+00
1.061386622633326988e+04,3.450111647467817289e+00
1.061386624228856817e+04,3.450111679931593844e+00
1.061386625824386829e+04,3.450111712390272700e+00
1.061386627419916658e+04,3.450111744843846306e+00
1.061386629015446670e+04,3.450111777292322657e+00
1.061386630610976681e+04,3.450111809735697310e+00
1.061386632206506511e+04,3.450111842173967602e+00
1.061386633802036522e+04,3.450111874607138418e+00
1.061386635397566351e+04,3.450111907035204428e+00
1.061386636993096363e+04,3.450111939458171850e+00
1.061386638588626192e+04,3.450111971876034467e+00
1.061386640184156204e+04,3.450112004288797163e+00
1.061386641779686033e+04,3.450112036696454165e+00
1.061386643375216045e+04,3.450112069099012135e+00
1.061386644970745874e+04,3.450112101496463524e+00
1.061386646566275886e+04,3.450112133888816324e+00
1.061386648161805715e+04,3.450112166276062542e+00
1.061386649757335726e+04,3.450112198658208396e+00
1.061386651352865556e+04,3.450112231035248112e+00
1.061386652948395567e+04,3.450112263407186575e+00
1.061386654543925397e+04,3.450112295774019344e+00
1.061386656139455408e+04,3.450112328135751305e+00
1.061386657734985238e+04,3.450112360492376240e+00
1.061386659330515249e+04,3.450112392843900366e+00
1.061386660926045079e+04,3.450112425190317023e+00
1.061386662521575090e+04,3.450112457531632870e+00
1.061386664117104920e+04,3.450112489867840804e+00
1.061386665712634931e+04,3.450112522198947929e+00
1.061386667308164760e+04,3.450112554524945807e+00
1.061386668903694772e+04,3.450112586845842877e+00
1.061386670499224601e+04,3.450112619161631589e+00
1.061386672094754613e+04,3.450112651472318603e+00
1.061386673690284442e+04,3.450112683777896372e+00
1.061386675285814454e+04,3.450112716078373332e+00
1.061386676881344283e+04,3.450112748373740601e+00
1.061386678476874295e+04,3.450112780664005285e+00
1.061386680072404306e+04,3.450112812949164720e+00
1.061386681667934135e+04,3.450112845229214020e+00
1.061386683263464147e+04,3.450112877504161180e+00
1.061386684858993976e+04,3.450112909773997760e+00
1.061386686454523988e+04,3.450112942038731756e+00
1.061386688050053817e+04,3.450112974298356505e+00
1.061386689645583829e+04,3.450113006552877337e+00
1.061386691241113658e+04,3.450113038802287146e+00
1.061386692836643670e+04,3.450113071046594371e+00
1.061386694432173499e+04,3.450113103285791016e+00
1.061386696027703510e+04,3.450113135519883301e+00
1.061386697623233340e+04,3.450113167748865006e+00
1.061386699218763351e+04,3.450113199972742795e+00
1.061386700814293181e+04,3.450113232191508672e+00
1.061386702409823192e+04,3.450113264405171076e+00
1.061386704005353022e+04,3.450113296613722014e+00
1.061386705600883033e+04,3.450113328817167258e+00
1.061386707196412863e+04,3.450113361015501923e+00
1.061386708791942874e+04,3.450113393208730894e+00
1.061386710387472704e+04,3.450113425396847955e+00
1.061386711983002715e+04,3.450113457579860210e+00
1.061386713578532544e+04,3.450113489757759222e+00
1.061386715174062556e+04,3.450113521930553429e+00
1.061386716769592385e+04,3.450113554098234836e+00
1.061386718365122397e+04,3.450113586260810994e+00
1.061386719960652226e+04,3.450113618418273020e+00
1.061386721556182238e+04,3.450113650570630242e+00
1.061386723151712067e+04,3.450113682717873331e+00
1.061386724747242079e+04,3.450113714860010727e+00
1.061386726342771908e+04,3.450113746997034880e+00
1.061386727938301919e+04,3.450113779128951563e+00
1.061386729533831931e+04,3.450113811255758556e+00
1.061386731129361760e+04,3.450113843377450973e+00
1.061386732724891772e+04,3.450113875494037252e+00
1.061386734320421601e+04,3.450113907605508512e+00
1.061386735915951613e+04,3.450113939711873190e+00
1.061386737511481442e+04,3.450113971813122404e+00
1.061386739107011454e+04,3.450114003909265037e+00
1.061386740702541283e+04,3.450114036000292650e+00
1.061386742298071294e+04,3.450114068086211905e+00
1.061386743893601124e+04,3.450114100167016584e+00
1.061386745489131135e+04,3.450114132242712905e+00
1.061386747084660965e+04,3.450114164313293763e+00
1.061386748680190976e+04,3.450114196378767151e+00
1.061386750275720806e+04,3.450114228439124187e+00
1.061386751871250817e+04,3.450114260494371976e+00
1.061386753466780647e+04,3.450114292544504746e+00
1.061386755062310658e+04,3.450114324589527826e+00
1.061386756657840488e+04,3.450114356629434997e+00
1.061386758253370499e+04,3.450114388664232923e+00
1.061386759848900329e+04,3.450114420693914941e+00
1.061386761444430340e+04,3.450114452718486824e+00
1.061386763039960169e+04,3.450114484737941911e+00
1.061386764635490181e+04,3.450114516752286864e+00
1.061386766231020010e+04,3.450114548761515465e+00
1.061386767826550022e+04,3.450114580765633487e+00
1.061386769422079851e+04,3.450114612764634270e+00
1.061386771017609863e+04,3.450114644758524474e+00
1.061386772613139692e+04,3.450114676747297437e+00
1.061386774208669704e+04,3.450114708730959379e+00
1.061386775804199533e+04,3.450114740709503636e+00
1.061386777399729544e+04,3.450114772682937314e+00
1.061386778995259556e+04,3.450114804651255529e+00
1.061386780590789385e+04,3.450114836614456060e+00
1.061386782186319397e+04,3.450114868572545124e+00
1.061386783781849226e+04,3.450114900525515171e+00
1.061386785377379238e+04,3.450114932473374196e+00
1.061386786972909067e+04,3.450114964416113761e+00
1.061386788568439079e+04,3.450114996353741859e+00
1.061386790163968908e+04,3.450115028286250496e+00
1.061386791759498919e+04,3.450115060213646778e+00
1.061386793355028749e+04,3.450115092135923600e+00
1.061386794950558760e+04,3.450115124053088511e+00
1.061386796546088590e+04,3.450115155965133074e+00
1.061386798141618601e+04,3.450115187872064837e+00
1.061386799737148431e+04,3.450115219773877584e+00
1.061386801332678442e+04,3.450115251670576200e+00
1.061386802928208272e+04,3.450115283562154911e+00
1.061386804523738283e+04,3.450115315448619935e+00
1.061386806119268113e+04,3.450115347329965054e+00
1.061386807714798124e+04,3.450115379206196486e+00
1.061386809310327953e+04,3.450115411077306682e+00
1.061386810905857965e+04,3.450115442943302746e+00
1.061386812501387794e+04,3.450115474804178017e+00
1.061386814096917806e+04,3.450115506659939157e+00
1.061386815692447635e+04,3.450115538510579061e+00
1.061386817287977647e+04,3.450115570356103500e+00
1.061386818883507476e+04,3.450115602196507592e+00
1.061386820479037488e+04,3.450115634031796219e+00
1.061386822074567317e+04,3.450115665861963166e+00
1.061386823670097328e+04,3.450115697687014649e+00
1.061386825265627158e+04,3.450115729506944007e+00
1.061386826861157169e+04,3.450115761321757901e+00
1.061386828456687181e+04,3.450115793131453668e+00
1.061386830052217010e+04,3.450115824936026421e+00
1.061386831647747022e+04,3.450115856735482822e+00
1.061386833243276851e+04,3.450115888529817099e+00
1.061386834838806863e+04,3.450115920319034579e+00
1.061386836434336692e+04,3.450115952103129491e+00
1.061386838029866703e+04,3.450115983882108051e+00
1.061386839625396533e+04,3.450116015655962265e+00
1.061386841220926544e+04,3.450116047424701016e+00
1.061386842816456374e+04,3.450116079188315421e+00
1.061386844411986385e+04,3.450116110946813031e+00
1.061386846007516215e+04,3.450116142700186295e+00
1.061386847603046226e+04,3.450116174448442763e+00
1.061386849198576056e+04,3.450116206191574886e+00
1.061386850794106067e+04,3.450116237929589325e+00
1.061386852389635897e+04,3.450116269662479418e+00
