Time (BJD_TBD - 2450000), L_b/L_star (ppm)
9.913946643518749624e+03,2.361087116963449262e+02
9.913946661622412648e+03,2.361367280326851699e+02
9.913946679726073853e+03,2.361647453590499879e+02
9.913946697829736877e+03,2.361927636809108435e+02
9.913946715933398082e+03,2.362207829924782345e+02
9.913946734037061105e+03,2.362488032992241642e+02
9.913946752140722310e+03,2.362768245953589883e+02
9.913946770244385334e+03,2.363048468863547669e+02
9.913946788348046539e+03,2.363328701664217419e+02
9.913946806451709563e+03,2.363608944410322579e+02
9.913946824555372586e+03,2.363889197072117554e+02
9.913946842659033791e+03,2.364169459619854194e+02
9.913946860762696815e+03,2.364449732108265323e+02
9.913946878866358020e+03,2.364730014479438864e+02
9.913946896970021044e+03,2.365010306788109915e+02
9.913946915073682248e+03,2.365290608976365831e+02
9.913946933177345272e+03,2.365570921098943984e+02
9.913946951281006477e+03,2.365851243097924907e+02
9.913946969384669501e+03,2.366131575028053931e+02
9.913946987488332525e+03,2.366411916859575513e+02
9.913947005591993729e+03,2.366692268562730987e+02
9.913947023695656753e+03,2.366972630192268809e+02
9.913947041799317958e+03,2.367253001690262408e+02
9.913947059902980982e+03,2.367533383111460807e+02
9.913947078006642187e+03,2.367813774397934026e+02
9.913947096110305210e+03,2.368094175604437908e+02
9.913947114213966415e+03,2.368374586673034514e+02
9.913947132317629439e+03,2.368655007658484806e+02
9.913947150421292463e+03,2.368935438531024147e+02
9.913947168524953668e+03,2.369215879260886766e+02
9.913947186628616691e+03,2.369496329902836464e+02
9.913947204732277896e+03,2.369776790398928483e+02
9.913947222835940920e+03,2.370057260803929182e+02
9.913947240939602125e+03,2.370337741059890675e+02
9.913947259043265149e+03,2.370618231221585290e+02
9.913947277146926353e+03,2.370898731231057184e+02
9.913947295250589377e+03,2.371179241143084937e+02
9.913947313354252401e+03,2.371459760927895388e+02
9.913947331457913606e+03,2.371740290555711397e+02
9.913947349561576630e+03,2.372020830081314955e+02
9.913947367665237834e+03,2.372301379446742828e+02
9.913947385768900858e+03,2.372581938706780988e+02
9.913947403872562063e+03,2.372862507803459096e+02
9.913947421976225087e+03,2.373143086791569090e+02
9.913947440079888111e+03,2.373423675641330703e+02
9.913947458183549315e+03,2.373704274322958838e+02
9.913947476287212339e+03,2.373984882891250550e+02
9.913947494390873544e+03,2.374265501288226972e+02
9.913947512494536568e+03,2.374546129568686865e+02
9.913947530598197773e+03,2.374826767674649091e+02
9.913947548701860796e+03,2.375107415660914967e+02
9.913947566805522001e+03,2.375388073469498806e+02
9.913947584909185025e+03,2.375668741155208750e+02
9.913947603012848049e+03,2.375949418688254582e+02
9.913947621116509254e+03,2.376230106038841257e+02
9.913947639220172277e+03,2.376510803261785156e+02
9.913947657323833482e+03,2.376791510299088088e+02
9.913947675427496506e+03,2.377072227205564730e+02
9.913947693531157711e+03,2.377352953923216887e+02
9.913947711634820735e+03,2.377633690506864639e+02
9.913947729738481939e+03,2.377914436898501833e+02
9.913947747842144963e+03,2.378195193152953948e+02
9.913947765945807987e+03,2.378475959240422526e+02
9.913947784049469192e+03,2.378756735131104278e+02
9.913947802153132216e+03,2.379037520879828662e+02
9.913947820256793420e+03,2.379318316428581568e+02
9.913947838360456444e+03,2.379599121832197568e+02
9.913947856464117649e+03,2.379879937032656301e+02
9.913947874567780673e+03,2.380160762084795749e+02
9.913947892671441878e+03,2.380441596930593278e+02
9.913947910775104901e+03,2.380722441624890564e+02
9.913947928878767925e+03,2.381003296137880056e+02
9.913947946982429130e+03,2.381284160439747666e+02
9.913947965086092154e+03,2.381565034585343597e+02
9.913947983189753359e+03,2.381845918516631855e+02
9.913948001293416382e+03,2.382126812288465487e+02
9.913948019397077587e+03,2.382407715842805089e+02
9.913948037500740611e+03,2.382688629234508824e+02
9.913948055604401816e+03,2.382969552405533307e+02
9.913948073708064840e+03,2.383250485410737269e+02
9.913948091811727863e+03,2.383531428220304349e+02
9.913948109915389068e+03,2.383812380804412783e+02
9.913948128019052092e+03,2.384093343217926417e+02
9.913948146122713297e+03,2.384374315402793627e+02
9.913948164226376321e+03,2.384655297413884796e+02
