Time (BJD_TBD - 2450000), L_d/L_star (ppm)
1.061386530092591420e+04,9.074016405178085165e+00
1.061386531688121431e+04,9.072931282811156350e+00
1.061386533283651261e+04,9.071846222674633253e+00
1.061386534879181272e+04,9.070761224521797672e+00
1.061386536474711102e+04,9.069676288600707181e+00
1.061386538070241113e+04,9.068591414664624040e+00
1.061386539665770943e+04,9.067506602961596940e+00
1.061386541261300954e+04,9.066421853244948537e+00
1.061386542856830783e+04,9.065337165762649363e+00
1.061386544452360795e+04,9.064252540268075364e+00
1.061386546047890624e+04,9.063167977009182863e+00
1.061386547643420636e+04,9.062083475739331817e+00
1.061386549238950465e+04,9.060999036706498089e+00
1.061386550834480477e+04,9.059914659664043413e+00
1.061386552430010306e+04,9.058830344859913453e+00
1.061386554025540318e+04,9.057746092047512576e+00
1.061386555621070147e+04,9.056661901474752696e+00
1.061386557216600158e+04,9.055577772895064825e+00
1.061386558812129988e+04,9.054493706556328902e+00
1.061386560407659999e+04,9.053409702212006138e+00
1.061386562003189829e+04,9.052325760109946273e+00
1.061386563598719840e+04,9.051241880003658480e+00
1.061386565194249670e+04,9.050158062140932103e+00
1.061386566789779681e+04,9.049074306275342039e+00
1.061386568385309511e+04,9.047990612654601250e+00
1.061386569980839522e+04,9.046906981032339701e+00
1.061386571576369352e+04,9.045823411656266799e+00
1.061386573171899363e+04,9.044739904279985865e+00
1.061386574767429192e+04,9.043656459151227622e+00
1.061386576362959204e+04,9.042573076023602496e+00
1.061386577958489033e+04,9.041489755144809237e+00
1.061386579554019045e+04,9.040406496268483139e+00
1.061386581149549056e+04,9.039323299518821742e+00
1.061386582745078886e+04,9.038240165019946204e+00
1.061386584340608897e+04,9.037157092525561097e+00
1.061386585936138727e+04,9.036074082283294118e+00
1.061386587531668738e+04,9.034991134046851613e+00
1.061386589127198567e+04,9.033908248063843516e+00
1.061386590722728579e+04,9.032825424088006372e+00
1.061386592318258408e+04,9.031742662366903929e+00
1.061386593913788420e+04,9.030659962654320694e+00
1.061386595509318249e+04,9.029577325197781335e+00
1.061386597104848261e+04,9.028494749751089898e+00
1.061386598700378090e+04,9.027412236561778158e+00
1.061386600295908102e+04,9.026329785383659043e+00
1.061386601891437931e+04,9.025247396464205707e+00
1.061386603486967942e+04,9.024165069557298580e+00
1.061386605082497772e+04,9.023082804910369958e+00
1.061386606678027783e+04,9.022000602277334025e+00
1.061386608273557613e+04,9.020918461905585772e+00
1.061386609869087624e+04,9.019836383549053593e+00
1.061386611464617454e+04,9.018754367455139587e+00
1.061386613060147465e+04,9.017672413377786356e+00
1.061386614655677295e+04,9.016590521564348037e+00
1.061386616251207306e+04,9.015508691768809868e+00
1.061386617846737136e+04,9.014426924238509997e+00
1.061386619442267147e+04,9.013345218727462083e+00
1.061386621037796976e+04,9.012263575482949207e+00
1.061386622633326988e+04,9.011181994258997463e+00
1.061386624228856817e+04,9.010100475302920131e+00
1.061386625824386829e+04,9.009019018368764620e+00
1.061386627419916658e+04,9.007937623703782037e+00
1.061386629015446670e+04,9.006856291062046438e+00
1.061386630610976681e+04,9.005775020567524436e+00
1.061386632206506511e+04,9.004693812344136461e+00
1.061386633802036522e+04,9.003612666146032950e+00
1.061386635397566351e+04,9.002531582220361983e+00
1.061386636993096363e+04,9.001450560321295313e+00
1.061386638588626192e+04,9.000369600695989902e+00
1.061386640184156204e+04,8.999288703098622832e+00
1.061386641779686033e+04,8.998207867776327973e+00
1.061386643375216045e+04,8.997127094483307275e+00
1.061386644970745874e+04,8.996046383466683949e+00
1.061386646566275886e+04,8.994965734480672381e+00
1.061386648161805715e+04,8.993885147772358479e+00
1.061386649757335726e+04,8.992804623095993932e+00
1.061386651352865556e+04,8.991724160698632673e+00
1.061386652948395567e+04,8.990643760334585011e+00
1.061386654543925397e+04,8.989563422250814284e+00
1.061386656139455408e+04,8.988483146201707186e+00
1.061386657734985238e+04,8.987402932434214620e+00
1.061386659330515249e+04,8.986322780702694857e+00
1.061386660926045079e+04,8.985242691254102354e+00
1.061386662521575090e+04,8.984162663842830909e+00
1.061386664117104920e+04,8.983082698715787018e+00
1.061386665712634931e+04,8.982002795627400005e+00
1.061386667308164760e+04,8.980922954824563931e+00
1.061386668903694772e+04,8.979843176061709897e+00
1.061386670499224601e+04,8.978763459585708873e+00
1.061386672094754613e+04,8.977683805151045249e+00
1.061386673690284442e+04,8.976604213004547361e+00
1.061386675285814454e+04,8.975524682900699602e+00
1.061386676881344283e+04,8.974445215086342742e+00
1.061386678476874295e+04,8.973365809315986041e+00
1.061386680072404306e+04,8.972286465713354531e+00
1.061386681667934135e+04,8.971207184402160806e+00
1.061386683263464147e+04,8.970127965136965642e+00
1.061386684858993976e+04,8.969048808164533426e+00
1.061386686454523988e+04,8.967969713239435592e+00
1.061386688050053817e+04,8.966890680608397446e+00
1.061386689645583829e+04,8.965811710026031278e+00
1.061386691241113658e+04,8.964732801739039303e+00
1.061386692836643670e+04,8.963653955502056903e+00
1.061386694432173499e+04,8.962575171561743659e+00
1.061386696027703510e+04,8.961496449672790021e+00
1.061386697623233340e+04,8.960417790081791622e+00
1.061386699218763351e+04,8.959339192543515296e+00
1.061386700814293181e+04,8.958260657304508712e+00
1.061386702409823192e+04,8.957182184119519164e+00
1.061386704005353022e+04,8.956103773235136956e+00
1.061386705600883033e+04,8.955025424406120038e+00
1.061386707196412863e+04,8.953947137878998319e+00
1.061386708791942874e+04,8.952868913408565277e+00
1.061386710387472704e+04,8.951790751241352595e+00
1.061386711983002715e+04,8.950712651132164410e+00
1.061386713578532544e+04,8.949634613327496879e+00
1.061386715174062556e+04,8.948556637582191442e+00
1.061386716769592385e+04,8.947478724142699846e+00
1.061386718365122397e+04,8.946400872763936363e+00
1.061386719960652226e+04,8.945323083692287014e+00
1.061386721556182238e+04,8.944245356682674952e+00
1.061386723151712067e+04,8.943167691981502188e+00
1.061386724747242079e+04,8.942090089343714965e+00
1.061386726342771908e+04,8.941012549015642463e+00
1.061386727938301919e+04,8.939935070752301982e+00
1.061386729533831931e+04,8.938857654677173414e+00
1.061386731129361760e+04,8.937780300913747311e+00
1.061386732724891772e+04,8.936703009217024984e+00
1.061386734320421601e+04,8.935625779833317850e+00
1.061386735915951613e+04,8.934548612517653865e+00
1.061386737511481442e+04,8.933471507516305365e+00
1.061386739107011454e+04,8.932394464584332283e+00
1.061386740702541283e+04,8.931317483967983861e+00
1.061386742298071294e+04,8.930240565422341348e+00
1.061386743893601124e+04,8.929163709193622012e+00
1.061386745489131135e+04,8.928086915036955062e+00
1.061386747084660965e+04,8.927010183198522242e+00
1.061386748680190976e+04,8.925933513433479405e+00
1.061386750275720806e+04,8.924856905987958555e+00
1.061386751871250817e+04,8.923780360617149299e+00
1.061386753466780647e+04,8.922703877567190744e+00
1.061386755062310658e+04,8.921627456593277827e+00
1.061386756657840488e+04,8.920551097941512353e+00
1.061386758253370499e+04,8.919474801367131889e+00
1.061386759848900329e+04,8.918398567116197384e+00
1.061386761444430340e+04,8.917322394943971275e+00
1.061386763039960169e+04,8.916246285096516289e+00
1.061386764635490181e+04,8.915170237329103742e+00
1.061386766231020010e+04,8.914094251887753728e+00
1.061386767826550022e+04,8.913018328527781975e+00
1.061386769422079851e+04,8.911942467495169495e+00
1.061386771017609863e+04,8.910866668545285307e+00
1.061386772613139692e+04,8.909790931924046475e+00
1.061386774208669704e+04,8.908715257386885966e+00
1.061386775804199533e+04,8.907639645179667554e+00
1.061386777399729544e+04,8.906564095057852626e+00
1.061386778995259556e+04,8.905488607144699031e+00
1.061386780590789385e+04,8.904413181563475277e+00
1.061386782186319397e+04,8.903337818069626763e+00
