Time (BJD_TBD - 2450000), F_total/F_star (ppm)
1.013184277777792886e+04,2.570262116517296818e+02
1.013184279854968190e+04,2.570266069105192059e+02
1.013184281932143494e+04,2.570270022597647426e+02
1.013184284009318799e+04,2.570273976994672580e+02
1.013184286086494103e+04,2.570277932296274912e+02
1.013184288163669407e+04,2.570281888502465790e+02
1.013184290240844712e+04,2.570285845613252604e+02
1.013184292318020016e+04,2.570289803628644449e+02
1.013184294395195320e+04,2.570293762548651557e+02
1.013184296472370625e+04,2.570297722373283023e+02
1.013184298549545929e+04,2.570301683102546235e+02
1.013184300626721233e+04,2.570305644736451995e+02
1.013184302703896537e+04,2.570309607275008830e+02
1.013184304781071842e+04,2.570313570718225833e+02
1.013184306858247146e+04,2.570317535066112669e+02
1.013184308935422450e+04,2.570321500318677295e+02
1.013184311012597936e+04,2.570325466476276688e+02
1.013184313089773241e+04,2.570329433538225885e+02
1.013184315166948545e+04,2.570333401504880158e+02
1.013184317244123849e+04,2.570337370376249737e+02
1.013184319321299154e+04,2.570341340152342582e+02
1.013184321398474458e+04,2.570345310833168924e+02
1.013184323475649762e+04,2.570349282418736721e+02
1.013184325552825067e+04,2.570353254909056204e+02
1.013184327630000371e+04,2.570357228304135333e+02
1.013184329707175675e+04,2.570361202603983770e+02
1.013184331784350979e+04,2.570365177808610611e+02
1.013184333861526284e+04,2.570369153918024949e+02
1.013184335938701588e+04,2.570373130932236450e+02
1.013184338015876892e+04,2.570377108851253638e+02
1.013184340093052197e+04,2.570381087675084473e+02
1.013184342170227501e+04,2.570385067403740322e+02
1.013184344247402805e+04,2.570389048037228008e+02
1.013184346324578109e+04,2.570393029575557762e+02
1.013184348401753414e+04,2.570397012018739247e+02
1.013184350478928718e+04,2.570400995366780421e+02
1.013184352556104022e+04,2.570404979619690380e+02
1.013184354633279327e+04,2.570408964777479355e+02
1.013184356710454631e+04,2.570412950840154735e+02
1.013184358787629935e+04,2.570416937807726754e+02
1.013184360864805240e+04,2.570420925680205642e+02
1.013184362941980544e+04,2.570424914457597652e+02
1.013184365019155848e+04,2.570428904139913584e+02
1.013184367096331152e+04,2.570432894727162534e+02
1.013184369173506457e+04,2.570436886219352459e+02
1.013184371250681761e+04,2.570440878616494160e+02
1.013184373327857065e+04,2.570444871918595027e+02
1.013184375405032551e+04,2.570448866126014877e+02
1.013184377482207856e+04,2.570452861238063633e+02
1.013184379559383160e+04,2.570456857255098271e+02
1.013184381636558464e+04,2.570460854177130159e+02
1.013184383713733769e+04,2.570464852004166687e+02
1.013184385790909073e+04,2.570468850736218087e+02
1.013184387868084377e+04,2.570472850373291749e+02
1.013184389945259682e+04,2.570476850915399609e+02
1.013184392022434986e+04,2.570480852362547353e+02
1.013184394099610290e+04,2.570484854714746348e+02
1.013184396176785594e+04,2.570488857972005121e+02
1.013184398253960899e+04,2.570492862134331631e+02
1.013184400331136203e+04,2.570496867201736677e+02
1.013184402408311507e+04,2.570500873174228218e+02
1.013184404485486812e+04,2.570504880051815348e+02
1.013184406562662116e+04,2.570508887834507163e+02
1.013184408639837420e+04,2.570512896522313895e+02
1.013184410717012724e+04,2.570516906115242364e+02
1.013184412794188029e+04,2.570520916613303370e+02
1.013184414871363333e+04,2.570524928016505442e+02
1.013184416948538637e+04,2.570528940324857672e+02
1.013184419025713942e+04,2.570532953538369156e+02
1.013184421102889246e+04,2.570536967657048990e+02
1.013184423180064550e+04,2.570540982680905699e+02
1.013184425257239855e+04,2.570544998609948948e+02
1.013184427334415159e+04,2.570549015444187830e+02
1.013184429411590463e+04,2.570553033183630305e+02
1.013184431488765767e+04,2.570557051828287172e+02
1.013184433565941072e+04,2.570561071378165252e+02
1.013184435643116376e+04,2.570565091833275915e+02
1.013184437720291680e+04,2.570569113193626549e+02
1.013184439797466985e+04,2.570573135459227387e+02
1.013184441874642471e+04,2.570577158630438817e+02
1.013184443951817775e+04,2.570581182706565642e+02
1.013184446028993079e+04,2.570585207687969387e+02
1.013184448106168384e+04,2.570589233574658579e+02
1.013184450183343688e+04,2.570593260366642880e+02
1.013184452260518992e+04,2.570597288063930250e+02
1.013184454337694297e+04,2.570601316666532057e+02
1.013184456414869601e+04,2.570605346174453985e+02
1.013184458492044905e+04,2.570609376587707970e+02
1.013184460569220209e+04,2.570613407906301973e+02
1.013184462646395514e+04,2.570617440130243949e+02
1.013184464723570818e+04,2.570621473259544700e+02
1.013184466800746122e+04,2.570625507294212184e+02
1.013184468877921427e+04,2.570629542234255496e+02
1.013184470955096731e+04,2.570633578079684298e+02
1.013184473032272035e+04,2.570637614830507118e+02
1.013184475109447339e+04,2.570641652486733051e+02
1.013184477186622644e+04,2.570645691048371191e+02
1.013184479263797948e+04,2.570649730515430633e+02
1.013184481340973252e+04,2.570653770887919336e+02
1.013184483418148557e+04,2.570657812165848668e+02
1.013184485495323861e+04,2.570661854349225450e+02
1.013184487572499165e+04,2.570665897438059346e+02
1.013184489649674470e+04,2.570669941432360588e+02
1.013184491726849774e+04,2.570673986332135428e+02
1.013184493804025078e+04,2.570678032137395803e+02
1.013184495881200382e+04,2.570682078848149104e+02
1.013184497958375687e+04,2.570686126464404992e+02
1.013184500035550991e+04,2.570690174986171428e+02
1.013184502112726295e+04,2.570694224413459210e+02
1.013184504189901600e+04,2.570698274746275729e+02
1.013184506267077086e+04,2.570702325984985919e+02
1.013184508344252390e+04,2.570706378128888332e+02
1.013184510421427694e+04,2.570710431178347335e+02
1.013184512498602999e+04,2.570714485133371454e+02
1.013184514575778303e+04,2.570718539993970921e+02
1.013184516652953607e+04,2.570722595760152558e+02
1.013184518730128912e+04,2.570726652431927732e+02
1.013184520807304216e+04,2.570730710009303834e+02
1.013184522884479520e+04,2.570734768492289959e+02
1.013184524961654824e+04,2.570738827880895769e+02
1.013184527038830129e+04,2.570742888175130361e+02
1.013184529116005433e+04,2.570746949375002259e+02
1.013184531193180737e+04,2.570751011480520560e+02
1.013184533270356042e+04,2.570755074491694359e+02
1.013184535347531346e+04,2.570759138408532181e+02
1.013184537424706650e+04,2.570763203231044258e+02
1.013184539501881954e+04,2.570767268959237981e+02
1.013184541579057259e+04,2.570771335593123581e+02
1.013184543656232563e+04,2.570775403132709016e+02
1.013184545733407867e+04,2.570779471578005086e+02
1.013184547810583172e+04,2.570783540929018613e+02
1.013184549887758476e+04,2.570787611185759260e+02
1.013184551964933780e+04,2.570791682348236691e+02
1.013184554042109085e+04,2.570795754416459999e+02
1.013184556119284389e+04,2.570799827390437144e+02
1.013184558196459693e+04,2.570803901270177789e+02
1.013184560273634997e+04,2.570807976055691029e+02
1.013184562350810302e+04,2.570812051746985389e+02
1.013184564427985606e+04,2.570816128344069966e+02
1.013184566505160910e+04,2.570820205846953854e+02
1.013184568582336215e+04,2.570824284255646148e+02
1.013184570659511701e+04,2.570828363570512352e+02
1.013184572736687005e+04,2.570832443790848174e+02
1.013184574813862309e+04,2.570836524917019119e+02
1.013184576891037614e+04,2.570840606949034850e+02
1.013184578968212918e+04,2.570844689886902756e+02
1.013184581045388222e+04,2.570848773730633638e+02
1.013184583122563527e+04,2.570852858480235454e+02
1.013184585199738831e+04,2.570856944135716731e+02
1.013184587276914135e+04,2.570861030697088268e+02
1.013184589354089439e+04,2.570865118164356886e+02
1.013184591431264744e+04,2.570869206537533387e+02
1.013184593508440048e+04,2.570873295816625728e+02
1.013184595585615352e+04,2.570877386001643004e+02
1.013184597662790657e+04,2.570881477092593741e+02
1.013184599739965961e+04,2.570885569089488172e+02
1.013184601817141265e+04,2.570889661992333686e+02
1.013184603894316569e+04,2.570893755801140514e+02
1.013184605971491874e+04,2.570897850515916616e+02
1.013184608048667178e+04,2.570901946136672223e+02
1.013184610125842482e+04,2.570906042663415860e+02
1.013184612203017787e+04,2.570910140096155487e+02
1.013184614280193091e+04,2.570914238434901904e+02
1.013184616357368395e+04,2.570918337679661363e+02
1.013184618434543700e+04,2.570922437830446370e+02
1.013184620511719004e+04,2.570926538887262609e+02
1.013184622588894308e+04,2.570930640850120312e+02
1.013184624666069612e+04,2.570934743719029711e+02
1.013184626743244917e+04,2.570938847493997059e+02
1.013184628820420221e+04,2.570942952175033156e+02
1.013184630897595525e+04,2.570947057762147665e+02
1.013184632974770830e+04,2.570951164255347976e+02
1.013184635051946316e+04,2.570955271655003571e+02
1.013184637129121620e+04,2.570959379960403339e+02
1.013184639206296924e+04,2.570963489171916194e+02
1.013184641283472229e+04,2.570967599289551231e+02
1.013184643360647533e+04,2.570971710313318113e+02
1.013184645437822837e+04,2.570975822243223661e+02
1.013184647514998142e+04,2.570979935079279812e+02
1.013184649592173446e+04,2.570984048821492820e+02
1.013184651669348750e+04,2.570988163469873484e+02
1.013184653746524054e+04,2.570992279024430331e+02
1.013184655823699359e+04,2.570996395485170183e+02
1.013184657900874663e+04,2.571000512852105544e+02
1.013184659978049967e+04,2.571004631125242668e+02
1.013184662055225272e+04,2.571008750304591217e+02
1.013184664132400576e+04,2.571012870390161424e+02
1.013184666209575880e+04,2.571016991381960679e+02
1.013184668286751184e+04,2.571021113279997508e+02
1.013184670363926489e+04,2.571025236084282710e+02
1.013184672441101793e+04,2.571029359794824245e+02
1.013184674518277097e+04,2.571033484411631207e+02
1.013184676595452402e+04,2.571037609934711554e+02
1.013184678672627706e+04,2.571041736364076087e+02
1.013184680749803010e+04,2.571045863699732195e+02
1.013184682826978315e+04,2.571049991941688972e+02
1.013184684904153619e+04,2.571054121089956084e+02
1.013184686981328923e+04,2.571058251144542055e+02
