Time (BJD_TBD - 2450000), F_star + F_b (mJy)
9.889738090277649462e+03,3.604632645191081508e+00
9.889738107156652404e+03,3.604632717154189869e+00
9.889738124035655346e+03,3.604632789120634229e+00
9.889738140914658288e+03,3.604632861090415474e+00
9.889738157793661230e+03,3.604632933063533162e+00
9.889738174672662353e+03,3.604633005039978411e+00
9.889738191551665295e+03,3.604633077019767207e+00
9.889738208430668237e+03,3.604633149002891557e+00
9.889738225309671179e+03,3.604633220989349685e+00
9.889738242188674121e+03,3.604633292979142478e+00
9.889738259067677063e+03,3.604633364972270382e+00
9.889738275946680005e+03,3.604633436968731175e+00
9.889738292825682947e+03,3.604633508968524858e+00
9.889738309704684070e+03,3.604633580971644768e+00
9.889738326583687012e+03,3.604633652978104674e+00
9.889738343462689954e+03,3.604633724987896137e+00
9.889738360341692896e+03,3.604633797001020046e+00
9.889738377220695838e+03,3.604633869017476400e+00
9.889738394099698780e+03,3.604633941037262534e+00
9.889738410978701722e+03,3.604634013060379782e+00
9.889738427857704664e+03,3.604634085086828144e+00
9.889738444736705787e+03,3.604634157116599180e+00
9.889738461615708729e+03,3.604634229149707547e+00
9.889738478494711671e+03,3.604634301186144807e+00
9.889738495373714613e+03,3.604634373225910959e+00
9.889738512252717555e+03,3.604634445269006449e+00
9.889738529131720497e+03,3.604634517315430386e+00
9.889738546010723439e+03,3.604634589365182329e+00
9.889738562889726381e+03,3.604634661418262276e+00
9.889738579768727504e+03,3.604634733474661346e+00
9.889738596647730446e+03,3.604634805534395081e+00
9.889738613526733388e+03,3.604634877597454601e+00
9.889738630405736330e+03,3.604634949663842125e+00
9.889738647284739272e+03,3.604635021733554545e+00
9.889738664163742214e+03,3.604635093806592749e+00
9.889738681042745156e+03,3.604635165882954961e+00
9.889738697921748098e+03,3.604635237962643846e+00
9.889738714800749221e+03,3.604635310045648300e+00
9.889738731679752163e+03,3.604635382131984755e+00
9.889738748558755105e+03,3.604635454221645219e+00
9.889738765437758047e+03,3.604635526314629246e+00
9.889738782316760989e+03,3.604635598410936392e+00
9.889738799195763931e+03,3.604635670510565770e+00
9.889738816074766873e+03,3.604635742613517380e+00
9.889738832953769816e+03,3.604635814719791220e+00
9.889738849832770939e+03,3.604635886829379299e+00
9.889738866711773881e+03,3.604635958942295826e+00
9.889738883590776823e+03,3.604636031058534140e+00
9.889738900469779765e+03,3.604636103178091577e+00
9.889738917348782707e+03,3.604636175300970802e+00
9.889738934227785649e+03,3.604636247427169149e+00
9.889738951106788591e+03,3.604636319556687063e+00
9.889738967985791533e+03,3.604636391689523656e+00
9.889738984864792656e+03,3.604636463825671822e+00
9.889739001743795598e+03,3.604636535965145772e+00
9.889739018622798540e+03,3.604636608107938400e+00
9.889739035501801482e+03,3.604636680254047931e+00
9.889739052380804424e+03,3.604636752403475697e+00
9.889739069259807366e+03,3.604636824556219921e+00
9.889739086138810308e+03,3.604636896712281047e+00
9.889739103017813250e+03,3.604636968871658631e+00
9.889739119896814373e+03,3.604637041034344236e+00
9.889739136775817315e+03,3.604637113200352516e+00
9.889739153654820257e+03,3.604637185369676811e+00
9.889739170533823199e+03,3.604637257542316231e+00
9.889739187412826141e+03,3.604637329718269445e+00
9.889739204291829083e+03,3.604637401897537341e+00
9.889739221170832025e+03,3.604637474080118587e+00
9.889739238049834967e+03,3.604637546266013626e+00
9.889739254928836090e+03,3.604637618455214021e+00
