Time (BJD_TBD - 2450000), F_e/F_star (ppm)
1.063802708333311602e+04,3.223287940416606290e+01
1.063802710516863226e+04,3.223404854431277755e+01
1.063802712700415032e+04,3.223521769760561995e+01
1.063802714883966655e+04,3.223638686384921215e+01
1.063802717067518279e+04,3.223755604314036560e+01
1.063802719251070084e+04,3.223872523557589176e+01
1.063802721434621708e+04,3.223989444096037005e+01
1.063802723618173331e+04,3.224106365939064744e+01
1.063802725801725137e+04,3.224223289096349987e+01
1.063802727985276761e+04,3.224340213548354939e+01
1.063802730168828566e+04,3.224457139314501575e+01
1.063802732352380190e+04,3.224574066375249259e+01
1.063802734535931813e+04,3.224690994740279848e+01
1.063802736719483619e+04,3.224807924419272354e+01
1.063802738903035242e+04,3.224924855392689693e+01
1.063802741086586866e+04,3.225041787670212301e+01
1.063802743270138672e+04,3.225158721261519190e+01
1.063802745453690295e+04,3.225275656147074699e+01
1.063802747637241919e+04,3.225392592336556419e+01
1.063802749820793724e+04,3.225509529839646206e+01
1.063802752004345348e+04,3.225626468636804844e+01
1.063802754187896971e+04,3.225743408737713480e+01
1.063802756371448777e+04,3.225860350152055389e+01
1.063802758555000401e+04,3.225977292860284251e+01
1.063802760738552206e+04,3.226094236881828436e+01
1.063802762922103830e+04,3.226211182197145888e+01
1.063802765105655453e+04,3.226328128815914909e+01
1.063802767289207259e+04,3.226445076747822327e+01
1.063802769472758882e+04,3.226562025973323244e+01
1.063802771656310506e+04,3.226678976502100227e+01
1.063802773839862311e+04,3.226795928343836550e+01
1.063802776023413935e+04,3.226912881478989448e+01
1.063802778206965559e+04,3.227029835917241485e+01
1.063802780390517364e+04,3.227146791668275227e+01
1.063802782574068988e+04,3.227263748712547198e+01
1.063802784757620611e+04,3.227380707059741383e+01
1.063802786941172417e+04,3.227497666719540348e+01
1.063802789124724040e+04,3.227614627672399195e+01
1.063802791308275846e+04,3.227731589937746293e+01
1.063802793491827470e+04,3.227848553496034611e+01
1.063802795675379093e+04,3.227965518356946717e+01
1.063802797858930899e+04,3.228082484530171570e+01
1.063802800042482522e+04,3.228199451996159297e+01
1.063802802226034146e+04,3.228316420764594596e+01
1.063802804409585951e+04,3.228433390845162876e+01
1.063802806593137575e+04,3.228550362218316394e+01
1.063802808776689199e+04,3.228667334893741980e+01
1.063802810960241004e+04,3.228784308881122200e+01
1.063802813143792628e+04,3.228901284160909313e+01
1.063802815327344251e+04,3.229018260742791568e+01
1.063802817510896057e+04,3.229135238636451533e+01
1.063802819694447680e+04,3.229252217822341464e+01
1.063802821877999486e+04,3.229369198319890444e+01
1.063802824061551109e+04,3.229486180109552862e+01
1.063802826245102733e+04,3.229603163201011284e+01
1.063802828428654539e+04,3.229720147603952540e+01
1.063802830612206162e+04,3.229837133298828888e+01
1.063802832795757786e+04,3.229954120295323605e+01
1.063802834979309591e+04,3.230071108603124941e+01
1.063802837162861215e+04,3.230188098202680891e+01
1.063802839346412838e+04,3.230305089103679705e+01
1.063802841529964644e+04,3.230422081315806082e+01
1.063802843713516268e+04,3.230539074819510859e+01
1.063802845897067891e+04,3.230656069624480864e+01
1.063802848080619697e+04,3.230773065740401506e+01
1.063802850264171320e+04,3.230890063147720781e+01
1.063802852447723126e+04,3.231007061865875585e+01
1.063802854631274749e+04,3.231124061875311071e+01
1.063802856814826373e+04,3.231241063185712648e+01
1.063802858998378179e+04,3.231358065806773538e+01
1.063802861181929802e+04,3.231475069718936055e+01
1.063802863365481426e+04,3.231592074931889869e+01
1.063802865549033231e+04,3.231709081455321808e+01
1.063802867732584855e+04,3.231826089269679159e+01
1.063802869916136478e+04,3.231943098384650881e+01
1.063802872099688284e+04,3.232060108809923804e+01
1.063802874283239908e+04,3.232177120525942371e+01
1.063802876466791531e+04,3.232294133542398384e+01
1.063802878650343337e+04,3.232411147868979384e+01
1.063802880833894960e+04,3.232528163486128392e+01
1.063802883017446766e+04,3.232645180413284436e+01
1.063802885200998389e+04,3.232762198630891248e+01
