Time (BJD_TBD - 2450000), F_star + F_d (mJy)
1.061386530092591420e+04,3.604102630751260694e+00
1.061386531688121431e+04,3.604102628192991542e+00
1.061386533283651261e+04,3.604102625634869828e+00
1.061386534879181272e+04,3.604102623076893330e+00
1.061386536474711102e+04,3.604102620519064271e+00
1.061386538070241113e+04,3.604102617961381316e+00
1.061386539665770943e+04,3.604102615403844911e+00
1.061386541261300954e+04,3.604102612846454612e+00
1.061386542856830783e+04,3.604102610289210862e+00
1.061386544452360795e+04,3.604102607732112773e+00
1.061386546047890624e+04,3.604102605175161678e+00
1.061386547643420636e+04,3.604102602618357576e+00
1.061386549238950465e+04,3.604102600061699579e+00
1.061386550834480477e+04,3.604102597505188132e+00
1.061386552430010306e+04,3.604102594948822791e+00
1.061386554025540318e+04,3.604102592392604443e+00
1.061386555621070147e+04,3.604102589836532200e+00
1.061386557216600158e+04,3.604102587280605619e+00
1.061386558812129988e+04,3.604102584724826475e+00
1.061386560407659999e+04,3.604102582169193880e+00
1.061386562003189829e+04,3.604102579613707391e+00
1.061386563598719840e+04,3.604102577058367451e+00
1.061386565194249670e+04,3.604102574503174061e+00
1.061386566789779681e+04,3.604102571948126332e+00
1.061386568385309511e+04,3.604102569393225597e+00
1.061386569980839522e+04,3.604102566838471411e+00
1.061386571576369352e+04,3.604102564283863774e+00
1.061386573171899363e+04,3.604102561729402687e+00
1.061386574767429192e+04,3.604102559175087706e+00
1.061386576362959204e+04,3.604102556620919717e+00
1.061386577958489033e+04,3.604102554066897834e+00
1.061386579554019045e+04,3.604102551513022057e+00
1.061386581149549056e+04,3.604102548959293273e+00
1.061386582745078886e+04,3.604102546405710594e+00
1.061386584340608897e+04,3.604102543852274909e+00
1.061386585936138727e+04,3.604102541298984885e+00
1.061386587531668738e+04,3.604102538745841855e+00
1.061386589127198567e+04,3.604102536192845374e+00
1.061386590722728579e+04,3.604102533639994999e+00
1.061386592318258408e+04,3.604102531087292061e+00
1.061386593913788420e+04,3.604102528534734340e+00
1.061386595509318249e+04,3.604102525982323613e+00
1.061386597104848261e+04,3.604102523430058991e+00
1.061386598700378090e+04,3.604102520877941807e+00
1.061386600295908102e+04,3.604102518325970284e+00
1.061386601891437931e+04,3.604102515774145754e+00
1.061386603486967942e+04,3.604102513222467330e+00
1.061386605082497772e+04,3.604102510670935899e+00
1.061386606678027783e+04,3.604102508119551018e+00
1.061386608273557613e+04,3.604102505568312242e+00
1.061386609869087624e+04,3.604102503017219572e+00
1.061386611464617454e+04,3.604102500466273895e+00
1.061386613060147465e+04,3.604102497915474768e+00
1.061386614655677295e+04,3.604102495364821745e+00
1.061386616251207306e+04,3.604102492814315717e+00
1.061386617846737136e+04,3.604102490263955794e+00
1.061386619442267147e+04,3.604102487713742420e+00
1.061386621037796976e+04,3.604102485163676040e+00
1.061386622633326988e+04,3.604102482613755765e+00
1.061386624228856817e+04,3.604102480063982483e+00
1.061386625824386829e+04,3.604102477514354863e+00
1.061386627419916658e+04,3.604102474964874681e+00
1.061386629015446670e+04,3.604102472415539715e+00
1.061386630610976681e+04,3.604102469866352187e+00
1.061386632206506511e+04,3.604102467317311209e+00
1.061386633802036522e+04,3.604102464768415892e+00
1.061386635397566351e+04,3.604102462219668457e+00
1.061386636993096363e+04,3.604102459671067127e+00
1.061386638588626192e+04,3.604102457122611902e+00
1.061386640184156204e+04,3.604102454574303227e+00
1.061386641779686033e+04,3.604102452026141545e+00
1.061386643375216045e+04,3.604102449478125525e+00
1.061386644970745874e+04,3.604102446930256942e+00
1.061386646566275886e+04,3.604102444382534021e+00
1.061386648161805715e+04,3.604102441834958537e+00
1.061386649757335726e+04,3.604102439287529158e+00
1.061386651352865556e+04,3.604102436740246329e+00
1.061386652948395567e+04,3.604102434193110049e+00
1.061386654543925397e+04,3.604102431646120763e+00
1.061386656139455408e+04,3.604102429099277138e+00
