Time (BJD_TBD - 2450000), F_h/F_star (ppm)
1.027127336805546656e+04,1.966612189362369062e-02
1.027127353332662278e+04,1.970939378672461814e-02
1.027127369859778082e+04,1.975271320394672570e-02
1.027127386386893704e+04,1.979608014420294534e-02
1.027127402914009326e+04,1.983949460783664479e-02
1.027127419441124948e+04,1.988295659471669280e-02
1.027127435968240752e+04,1.992646610518818834e-02
1.027127452495356374e+04,1.997002313815888011e-02
1.027127469022471996e+04,2.001362769397732264e-02
1.027127485549587800e+04,2.005727977298861833e-02
1.027127502076703422e+04,2.010097937409706381e-02
1.027127518603819044e+04,2.014472649765121706e-02
1.027127535130934666e+04,2.018852114351648089e-02
1.027127551658050470e+04,2.023236331204141675e-02
1.027127568185166092e+04,2.027625300212514137e-02
1.027127584712281714e+04,2.032019021411965790e-02
1.027127601239397518e+04,2.036417494837007222e-02
1.027127617766513140e+04,2.040820720377723232e-02
1.027127634293628762e+04,2.045228698068796147e-02
1.027127650820744384e+04,2.049641427896939719e-02
1.027127667347860188e+04,2.054058909897009400e-02
1.027127683874975810e+04,2.058481143958399914e-02
1.027127700402091432e+04,2.062908130116138453e-02
1.027127716929207236e+04,2.067339868405426023e-02
1.027127733456322858e+04,2.071776358715312141e-02
1.027127749983438480e+04,2.076217601080823996e-02
1.027127766510554284e+04,2.080663595537335722e-02
1.027127783037669906e+04,2.085114341973377805e-02
1.027127799564785528e+04,2.089569840424324032e-02
1.027127816091901150e+04,2.094030090876370168e-02
1.027127832619016954e+04,2.098495093365062084e-02
1.027127849146132576e+04,2.102964847778585403e-02
1.027127865673248198e+04,2.107439354152141481e-02
1.027127882200364002e+04,2.111918612521620706e-02
1.027127898727479624e+04,2.116402622774519668e-02
1.027127915254595246e+04,2.120891384946383545e-02
1.027127931781710868e+04,2.125384899023581228e-02
1.027127948308826672e+04,2.129883165041830326e-02
1.027127964835942294e+04,2.134386182888455344e-02
1.027127981363057916e+04,2.138893952598828682e-02
1.027127997890173719e+04,2.143406474209186285e-02
1.027128014417289342e+04,2.147923747606334671e-02
1.027128030944404964e+04,2.152445772825819018e-02
1.027128047471520586e+04,2.156972549854180299e-02
1.027128063998636389e+04,2.161504078727137165e-02
1.027128080525752011e+04,2.166040359331149884e-02
1.027128097052867633e+04,2.170581391702282661e-02
1.027128113579983437e+04,2.175127175876597971e-02
1.027128130107099059e+04,2.179677711740211909e-02
1.027128146634214681e+04,2.184232999329015212e-02
