Time (BJD_TBD - 2450000), F_planets/F_star (ppm)
1.014093855324061587e+04,3.251594263643721092e+02
1.014093857208740883e+04,3.251613840065860472e+02
1.014093859093419996e+04,3.251633416818064006e+02
1.014093860978099292e+04,3.251652993904097002e+02
1.014093862862778406e+04,3.251672571320164593e+02
1.014093864747457701e+04,3.251692149070030950e+02
1.014093866632136815e+04,3.251711727149902913e+02
1.014093868516816110e+04,3.251731305563542946e+02
1.014093870401495224e+04,3.251750884307158458e+02
1.014093872286174519e+04,3.251770463384513619e+02
1.014093874170853633e+04,3.251790042791813562e+02
1.014093876055532928e+04,3.251809622532822459e+02
1.014093877940212042e+04,3.251829202603747149e+02
1.014093879824891337e+04,3.251848783008349528e+02
1.014093881709570451e+04,3.251868363742838142e+02
1.014093883594249746e+04,3.251887944810976023e+02
1.014093885478928860e+04,3.251907526208968306e+02
1.014093887363608155e+04,3.251927107940581436e+02
1.014093889248287269e+04,3.251946690002019409e+02
1.014093891132966564e+04,3.251966272397046396e+02
1.014093893017645678e+04,3.251985855121868667e+02
1.014093894902324973e+04,3.252005438180250962e+02
1.014093896787004269e+04,3.252025021570288459e+02
1.014093898671683382e+04,3.252044605290074628e+02
1.014093900556362678e+04,3.252064189343377620e+02
1.014093902441041791e+04,3.252083773726400295e+02
1.014093904325721087e+04,3.252103358442907393e+02
1.014093906210400201e+04,3.252122943489104614e+02
1.014093908095079496e+04,3.252142528868757267e+02
1.014093909979758610e+04,3.252162114578069918e+02
1.014093911864437905e+04,3.252181700620807874e+02
1.014093913749117019e+04,3.252201286993175131e+02
1.014093915633796314e+04,3.252220873698938703e+02
1.014093917518475428e+04,3.252240460734302587e+02
1.014093919403154723e+04,3.252260048103032091e+02
1.014093921287833837e+04,3.252279635801330642e+02
1.014093923172513132e+04,3.252299223832965254e+02
1.014093925057192246e+04,3.252318812194139923e+02
1.014093926941871541e+04,3.252338400888619958e+02
1.014093928826550655e+04,3.252357989912610492e+02
1.014093930711229950e+04,3.252377579269876264e+02
1.014093932595909064e+04,3.252397168956622977e+02
1.014093934480588359e+04,3.252416758976614801e+02
1.014093936365267473e+04,3.252436349326056870e+02
1.014093938249946768e+04,3.252455940008715629e+02
1.014093940134626064e+04,3.252475531022683413e+02
1.014093942019305177e+04,3.252495122366057103e+02
1.014093943903984473e+04,3.252514714042602009e+02
1.014093945788663586e+04,3.252534306048520989e+02
1.014093947673342882e+04,3.252553898387582194e+02
1.014093949558021995e+04,3.252573491055988484e+02
1.014093951442701291e+04,3.252593084057505735e+02
1.014093953327380405e+04,3.252612677388336806e+02
1.014093955212059700e+04,3.252632271052250985e+02
1.014093957096738814e+04,3.252651865045448858e+02
1.014093958981418109e+04,3.252671459371699143e+02
1.014093960866097223e+04,3.252691054027203563e+02
1.014093962750776518e+04,3.252710649015730269e+02
1.014093964635455632e+04,3.252730244333480982e+02
1.014093966520134927e+04,3.252749839984223854e+02
1.014093968404814041e+04,3.252769435964161175e+02
1.014093970289493336e+04,3.252789032277061665e+02
1.014093972174172450e+04,3.252808628919124772e+02
1.014093974058851745e+04,3.252828225894120919e+02
1.014093975943530859e+04,3.252847823198251263e+02
1.014093977828210154e+04,3.252867420835284520e+02
1.014093979712889450e+04,3.252887018803313026e+02
1.014093981597568563e+04,3.252906617100430822e+02
1.014093983482247859e+04,3.252926215730407193e+02
1.014093985366926972e+04,3.252945814689441590e+02
1.014093987251606268e+04,3.252965413981303300e+02
1.014093989136285381e+04,3.252985013602195181e+02
1.014093991020964677e+04,3.253004613555883680e+02
1.014093992905643790e+04,3.253024213838572223e+02
1.014093994790323086e+04,3.253043814454027824e+02
1.014093996675002199e+04,3.253063415398453344e+02
1.014093998559681495e+04,3.253083016675616364e+02
1.014094000444360609e+04,3.253102618281718037e+02
1.014094002329039904e+04,3.253122220220527652e+02
1.014094004213719018e+04,3.253141822488246930e+02
1.014094006098398313e+04,3.253161425088643455e+02
1.014094007983077427e+04,3.253181028017919516e+02
1.014094009867756722e+04,3.253200631279843265e+02
1.014094011752435836e+04,3.253220234870615855e+02
1.014094013637115131e+04,3.253239838794006005e+02
1.014094015521794245e+04,3.253259443046216006e+02
1.014094017406473540e+04,3.253279047631014009e+02
1.014094019291152654e+04,3.253298652544600031e+02
1.014094021175831949e+04,3.253318257790745633e+02
1.014094023060511245e+04,3.253337863367540876e+02
1.014094024945190358e+04,3.253357469273080937e+02
1.014094026829869654e+04,3.253377075511132830e+02
1.014094028714548767e+04,3.253396682077901119e+02
1.014094030599228063e+04,3.253416288977149975e+02
1.014094032483907176e+04,3.253435896205084532e+02
1.014094034368586472e+04,3.253455503765471235e+02
1.014094036253265585e+04,3.253475111654512375e+02
1.014094038137944881e+04,3.253494719875976102e+02
1.014094040022623994e+04,3.253514328426063571e+02
1.014094041907303290e+04,3.253533937308545205e+02
1.014094043791982403e+04,3.253553546519619317e+02
1.014094045676661699e+04,3.253573156063058605e+02
1.014094047561340813e+04,3.253592765935060243e+02
1.014094049446020108e+04,3.253612376139395792e+02
1.014094051330699222e+04,3.253631986672264702e+02
1.014094053215378517e+04,3.253651597537436828e+02
1.014094055100057631e+04,3.253671208731113325e+02
1.014094056984736926e+04,3.253690820257062910e+02
1.014094058869416040e+04,3.253710432111485602e+02
1.014094060754095335e+04,3.253730044298152393e+02
1.014094062638774631e+04,3.253749656815155049e+02
1.014094064523453744e+04,3.253769269660586474e+02
1.014094066408133040e+04,3.253788882838215955e+02
1.014094068292812153e+04,3.253808496344243508e+02
1.014094070177491449e+04,3.253828110182440696e+02
1.014094072062170562e+04,3.253847724349005262e+02
1.014094073946849858e+04,3.253867338847708766e+02
1.014094075831528971e+04,3.253886953674751226e+02
1.014094077716208267e+04,3.253906568833900792e+02
1.014094079600887380e+04,3.253926184321359756e+02
1.014094081485566676e+04,3.253945800140898541e+02
1.014094083370245789e+04,3.253965416288713755e+02
1.014094085254925085e+04,3.253985032768578094e+02
1.014094087139604198e+04,3.254004649576690440e+02
1.014094089024283494e+04,3.254024266716821217e+02
1.014094090908962608e+04,3.254043884185170441e+02
1.014094092793641903e+04,3.254063501985509106e+02
1.014094094678321017e+04,3.254083120114034955e+02
1.014094096563000312e+04,3.254102738574520117e+02
1.014094098447679426e+04,3.254122357363162905e+02
1.014094100332358721e+04,3.254141976483734311e+02
1.014094102217037835e+04,3.254161595932433784e+02
1.014094104101717130e+04,3.254181215713031747e+02
1.014094105986396426e+04,3.254200835823621674e+02
1.014094107871075539e+04,3.254220456262293055e+02
1.014094109755754835e+04,3.254240077032819727e+02
1.014094111640433948e+04,3.254259698131397727e+02
1.014094113525113244e+04,3.254279319561800321e+02
1.014094115409792357e+04,3.254298941320224685e+02
1.014094117294471653e+04,3.254318563410444085e+02
1.014094119179150766e+04,3.254338185828654559e+02
1.014094121063830062e+04,3.254357808578631079e+02
1.014094122948509175e+04,3.254377431656567978e+02
1.014094124833188471e+04,3.254397055066240227e+02
1.014094126717867584e+04,3.254416678803843297e+02
1.014094128602546880e+04,3.254436302873152158e+02
1.014094130487225993e+04,3.254455927270362281e+02
1.014094132371905289e+04,3.254475551999247500e+02
1.014094134256584402e+04,3.254495177056003286e+02
1.014094136141263698e+04,3.254514802444403472e+02
1.014094138025942812e+04,3.254534428160645803e+02
1.014094139910622107e+04,3.254554054208502976e+02
1.014094141795301221e+04,3.254573680584171598e+02
1.014094143679980516e+04,3.254593307291424367e+02
1.014094145564659811e+04,3.254612934328352480e+02
1.014094147449338925e+04,3.254632561693047137e+02
1.014094149334018221e+04,3.254652189389281602e+02
1.014094151218697334e+04,3.254671817413251915e+02
1.014094153103376630e+04,3.254691445768732478e+02
1.014094154988055743e+04,3.254711074451918194e+02
1.014094156872735039e+04,3.254730703466584600e+02
1.014094158757414152e+04,3.254750332808926601e+02
1.014094160642093448e+04,3.254769962482718029e+02
1.014094162526772561e+04,3.254789592484155492e+02
1.014094164411451857e+04,3.254809222817012255e+02
1.014094166296130970e+04,3.254828853477486064e+02
1.014094168180810266e+04,3.254848484469348477e+02
1.014094170065489379e+04,3.254868115788796104e+02
1.014094171950168675e+04,3.254887747439603913e+02
1.014094173834847788e+04,3.254907379417967377e+02
1.014094175719527084e+04,3.254927011727661466e+02
1.014094177604206197e+04,3.254946644364879944e+02
1.014094179488885493e+04,3.254966277333398921e+02
1.014094181373564606e+04,3.254985910629412160e+02
1.014094183258243902e+04,3.255005544256695771e+02
1.014094185142923016e+04,3.255025178211443517e+02
1.014094187027602311e+04,3.255044812497432645e+02
1.014094188912281606e+04,3.255064447112751509e+02
1.014094190796960720e+04,3.255084082055489603e+02
1.014094192681640016e+04,3.255103717329422466e+02
1.014094194566319129e+04,3.255123352930745568e+02
1.014094196450998425e+04,3.255142988863233313e+02
