Time (BJD_TBD - 2450000), F_g/F_star (ppm)
1.061386530092591420e+04,8.246052096086573613e+01
1.061386531688121431e+04,8.246010222977416504e+01
1.061386533283651261e+04,8.245968349707830214e+01
1.061386534879181272e+04,8.245926476268267891e+01
1.061386536474711102e+04,8.245884602668283492e+01
1.061386538070241113e+04,8.245842728898330165e+01
1.061386539665770943e+04,8.245800854967963289e+01
1.061386541261300954e+04,8.245758980867627486e+01
1.061386542856830783e+04,8.245717106606880975e+01
1.061386544452360795e+04,8.245675232176179748e+01
1.061386546047890624e+04,8.245633357585070655e+01
1.061386547643420636e+04,8.245591482824011109e+01
1.061386549238950465e+04,8.245549607902549383e+01
1.061386550834480477e+04,8.245507732811138624e+01
1.061386552430010306e+04,8.245465857559335632e+01
1.061386554025540318e+04,8.245423982137590713e+01
1.061386555621070147e+04,8.245382106555456403e+01
1.061386557216600158e+04,8.245340230803384429e+01
1.061386558812129988e+04,8.245298354890930170e+01
1.061386560407659999e+04,8.245256478808543932e+01
1.061386562003189829e+04,8.245214602565782513e+01
1.061386563598719840e+04,8.245172726153093379e+01
1.061386565194249670e+04,8.245130849580029064e+01
1.061386566789779681e+04,8.245088972837049823e+01
1.061386568385309511e+04,8.245047095933702508e+01
1.061386569980839522e+04,8.245005218860441687e+01
1.061386571576369352e+04,8.244963341626815634e+01
1.061386573171899363e+04,8.244921464223284602e+01
1.061386574767429192e+04,8.244879586659395443e+01
1.061386576362959204e+04,8.244837708925605568e+01
1.061386577958489033e+04,8.244795831031460409e+01
1.061386579554019045e+04,8.244753952967421640e+01
1.061386581149549056e+04,8.244712074738262686e+01
1.061386582745078886e+04,8.244670196348759816e+01
1.061386584340608897e+04,8.244628317789370442e+01
1.061386585936138727e+04,8.244586439069642836e+01
1.061386587531668738e+04,8.244544560180028725e+01
1.061386589127198567e+04,8.244502681130086330e+01
1.061386590722728579e+04,8.244460801910265957e+01
1.061386592318258408e+04,8.244418922530118721e+01
1.061386593913788420e+04,8.244377042980097769e+01
1.061386595509318249e+04,8.244335163269757061e+01
1.061386597104848261e+04,8.244293283389548321e+01
1.061386598700378090e+04,8.244251403349028351e+01
1.061386600295908102e+04,8.244209523138644613e+01
1.061386601891437931e+04,8.244167642767951065e+01
1.061386603486967942e+04,8.244125762227399434e+01
1.061386605082497772e+04,8.244083881526547941e+01
1.061386606678027783e+04,8.244042000655844049e+01
1.061386608273557613e+04,8.244000119624840295e+01
1.061386609869087624e+04,8.243958238423994089e+01
1.061386611464617454e+04,8.243916357062855127e+01
1.061386613060147465e+04,8.243874475531876556e+01
1.061386614655677295e+04,8.243832593840608070e+01
1.061386616251207306e+04,8.243790711979507080e+01
1.061386617846737136e+04,8.243748829958124702e+01
1.061386619442267147e+04,8.243706947766912663e+01
1.061386621037796976e+04,8.243665065415426341e+01
1.061386622633326988e+04,8.243623182894116042e+01
1.061386624228856817e+04,8.243581300212535723e+01
1.061386625824386829e+04,8.243539417361135690e+01
1.061386627419916658e+04,8.243497534349472744e+01
1.061386629015446670e+04,8.243455651167997189e+01
1.061386630610976681e+04,8.243413767821485294e+01
1.061386632206506511e+04,8.243371884314719011e+01
1.061386633802036522e+04,8.243330000638148647e+01
1.061386635397566351e+04,8.243288116801326737e+01
1.061386636993096363e+04,8.243246232794705008e+01
1.061386638588626192e+04,8.243204348627840261e+01
1.061386640184156204e+04,8.243162464291179958e+01
1.061386641779686033e+04,8.243120579794282321e+01
1.061386643375216045e+04,8.243078695127593392e+01
1.061386644970745874e+04,8.243036810300671391e+01
1.061386646566275886e+04,8.242994925303969467e+01
1.061386648161805715e+04,8.242953040147037314e+01
1.061386649757335726e+04,8.242911154820329500e+01
1.061386651352865556e+04,8.242869269333394300e+01
1.061386652948395567e+04,8.242827383676693387e+01
1.061386654543925397e+04,8.242785497859770771e+01
1.061386656139455408e+04,8.242743611873085285e+01
1.061386657734985238e+04,8.242701725726188045e+01
1.061386659330515249e+04,8.242659839409526512e+01
1.061386660926045079e+04,8.242617952932661751e+01
1.061386662521575090e+04,8.242576066286039804e+01
1.061386664117104920e+04,8.242534179479221734e+01
1.061386665712634931e+04,8.242492292502649320e+01
1.061386667308164760e+04,8.242450405365880783e+01
1.061386668903694772e+04,8.242408518059372113e+01
1.061386670499224601e+04,8.242366630592673005e+01
1.061386672094754613e+04,8.242324742956235184e+01
1.061386673690284442e+04,8.242282855159609767e+01
1.061386675285814454e+04,8.242240967193257006e+01
1.061386676881344283e+04,8.242199079066720913e+01
1.061386678476874295e+04,8.242157190770461739e+01
1.061386680072404306e+04,8.242115302309250069e+01
1.061386681667934135e+04,8.242073413687867856e+01
1.061386683263464147e+04,8.242031524896766825e+01
1.061386684858993976e+04,8.241989635945502357e+01
1.061386686454523988e+04,8.241947746824524756e+01
1.061386688050053817e+04,8.241905857543383718e+01
1.061386689645583829e+04,8.241863968092538073e+01
1.061386691241113658e+04,8.241822078481537517e+01
1.061386692836643670e+04,8.241780188700836618e+01
1.061386694432173499e+04,8.241738298759985071e+01
1.061386696027703510e+04,8.241696408649436023e+01
1.061386697623233340e+04,8.241654518378744854e+01
1.061386699218763351e+04,8.241612627938360447e+01
1.061386700814293181e+04,8.241570737337842445e+01
1.061386702409823192e+04,8.241528846567635469e+01
1.061386704005353022e+04,8.241486955637297740e+01
1.061386705600883033e+04,8.241445064537278142e+01
1.061386707196412863e+04,8.241403173277132055e+01
1.061386708791942874e+04,8.241361281847314046e+01
1.061386710387472704e+04,8.241319390257372390e+01
1.061386711983002715e+04,8.241277498497761655e+01
1.061386713578532544e+04,8.241235606578037221e+01
1.061386715174062556e+04,8.241193714488647970e+01
1.061386716769592385e+04,8.241151822239147862e+01
1.061386718365122397e+04,8.241109929819990043e+01
1.061386719960652226e+04,8.241068037240728472e+01
1.061386721556182238e+04,8.241026144491814875e+01
1.061386723151712067e+04,8.240984251582798947e+01
1.061386724747242079e+04,8.240942358504136678e+01
1.061386726342771908e+04,8.240900465265384867e+01
1.061386727938301919e+04,8.240858571856988135e+01
1.061386729533831931e+04,8.240816678283728436e+01
1.061386731129361760e+04,8.240774784550384879e+01
1.061386732724891772e+04,8.240732890647404929e+01
1.061386734320421601e+04,8.240690996584346806e+01
1.061386735915951613e+04,8.240649102351662236e+01
1.061386737511481442e+04,8.240607207958903757e+01
1.061386739107011454e+04,8.240565313396518832e+01
1.061386740702541283e+04,8.240523418674068523e+01
1.061386742298071294e+04,8.240481523781998874e+01
1.061386743893601124e+04,8.240439628729872368e+01
1.061386745489131135e+04,8.240397733508129363e+01
1.061386747084660965e+04,8.240355838126326660e+01
1.061386748680190976e+04,8.240313942574921668e+01
1.061386750275720806e+04,8.240272046863465505e+01
1.061386751871250817e+04,8.240230150982407054e+01
