Time (BJD_TBD - 2450000), F_total/F_star (ppm)
9.882460428240709007e+03,1.214513112539065332e+03
9.882460446256400246e+03,1.214541912098556395e+03
9.882460464272089666e+03,1.214570710158928705e+03
9.882460482287780906e+03,1.214599506725865922e+03
9.882460500303470326e+03,1.214628301793422452e+03
9.882460518319161565e+03,1.214657095367281499e+03
9.882460536334850985e+03,1.214685887441496106e+03
9.882460554350542225e+03,1.214714678021750842e+03
9.882460572366233464e+03,1.214743467105006403e+03
9.882460590381922884e+03,1.214772254688224848e+03
9.882460608397614124e+03,1.214801040777088019e+03
9.882460626413303544e+03,1.214829825365652368e+03
9.882460644428994783e+03,1.214858608459598599e+03
9.882460662444684203e+03,1.214887390052983164e+03
9.882460680460375443e+03,1.214916170151487222e+03
9.882460698476066682e+03,1.214944948752073287e+03
9.882460716491756102e+03,1.214973725851704103e+03
9.882460734507447341e+03,1.215002501456060145e+03
9.882460752523136762e+03,1.215031275559199230e+03
9.882460770538828001e+03,1.215060048166800470e+03
9.882460788554517421e+03,1.215088819272922365e+03
9.882460806570208661e+03,1.215117588883244252e+03
9.882460824585899900e+03,1.215146356994729103e+03
9.882460842601589320e+03,1.215175123604341024e+03
9.882460860617280559e+03,1.215203888717759128e+03
9.882460878632969980e+03,1.215232652329042139e+03
9.882460896648661219e+03,1.215261414443868489e+03
9.882460914664350639e+03,1.215290175056297812e+03
9.882460932680041878e+03,1.215318934172007175e+03
9.882460950695733118e+03,1.215347691787961594e+03
9.882460968711422538e+03,1.215376447901126085e+03
9.882460986727113777e+03,1.215405202517177031e+03
9.882461004742803198e+03,1.215433955630176342e+03
9.882461022758494437e+03,1.215462707245799038e+03
9.882461040774183857e+03,1.215491457358107937e+03
9.882461058789875096e+03,1.215520205972778058e+03
9.882461076805566336e+03,1.215548953086775327e+03
9.882461094821255756e+03,1.215577698697065671e+03
9.882461112836946995e+03,1.215606442809322971e+03
9.882461130852636416e+03,1.215635185417612320e+03
9.882461148868327655e+03,1.215663926527606009e+03
9.882461166884017075e+03,1.215692666133369812e+03
9.882461184899708314e+03,1.215721404240575339e+03
9.882461202915399554e+03,1.215750140846190334e+03
9.882461220931088974e+03,1.215778875947182087e+03
9.882461238946780213e+03,1.215807609549222434e+03
9.882461256962469633e+03,1.215836341646377605e+03
9.882461274978160873e+03,1.215865072244319890e+03
9.882461292993850293e+03,1.215893801337114610e+03
9.882461311009541532e+03,1.215922528930433145e+03
9.882461329025232772e+03,1.215951255021243469e+03
9.882461347040922192e+03,1.215979979606514689e+03
9.882461365056613431e+03,1.216008702691916369e+03
9.882461383072302851e+03,1.216037424271516784e+03
