Time (BJD_TBD - 2450000), L_c/L_star (ppm)
1.061386530092591420e+04,4.244379842978376018e+02
1.061386531688121431e+04,4.244411862101108568e+02
1.061386533283651261e+04,4.244443877704456440e+02
1.061386534879181272e+04,4.244475889795664898e+02
1.061386536474711102e+04,4.244507898367380108e+02
1.061386538070241113e+04,4.244539903426845058e+02
1.061386539665770943e+04,4.244571904966707621e+02
1.061386541261300954e+04,4.244603902994208511e+02
1.061386542856830783e+04,4.244635897501999011e+02
1.061386544452360795e+04,4.244667888497318131e+02
1.061386546047890624e+04,4.244699875972817154e+02
1.061386547643420636e+04,4.244731859935733951e+02
1.061386549238950465e+04,4.244763840378722080e+02
1.061386550834480477e+04,4.244795817309018275e+02
1.061386552430010306e+04,4.244827790719276663e+02
1.061386554025540318e+04,4.244859760616732274e+02
1.061386555621070147e+04,4.244891726994041505e+02
1.061386557216600158e+04,4.244923689858438820e+02
1.061386558812129988e+04,4.244955649202578911e+02
1.061386560407659999e+04,4.244987605033697378e+02
1.061386562003189829e+04,4.245019557344451755e+02
1.061386563598719840e+04,4.245051506142072526e+02
1.061386565194249670e+04,4.245083451419219500e+02
1.061386566789779681e+04,4.245115393183125434e+02
1.061386568385309511e+04,4.245147331426447863e+02
1.061386569980839522e+04,4.245179266156416702e+02
1.061386571576369352e+04,4.245211197365694602e+02
1.061386573171899363e+04,4.245243125061509772e+02
1.061386574767429192e+04,4.245275049236526570e+02
1.061386576362959204e+04,4.245306969897967520e+02
1.061386577958489033e+04,4.245338887038502094e+02
1.061386579554019045e+04,4.245370800665350544e+02
1.061386581149549056e+04,4.245402710774823163e+02
1.061386582745078886e+04,4.245434617363224561e+02
1.061386584340608897e+04,4.245466520437775557e+02
1.061386585936138727e+04,4.245498419991149035e+02
1.061386587531668738e+04,4.245530316030561266e+02
1.061386589127198567e+04,4.245562208548687408e+02
1.061386590722728579e+04,4.245594097552742596e+02
1.061386592318258408e+04,4.245625983035403124e+02
1.061386593913788420e+04,4.245657865003882421e+02
1.061386595509318249e+04,4.245689743450857918e+02
1.061386597104848261e+04,4.245721618383544183e+02
1.061386598700378090e+04,4.245753489794616939e+02
1.061386600295908102e+04,4.245785357691289050e+02
1.061386601891437931e+04,4.245817222066240788e+02
1.061386603486967942e+04,4.245849082926682740e+02
1.061386605082497772e+04,4.245880940265293475e+02
1.061386606678027783e+04,4.245912794089285853e+02
1.061386608273557613e+04,4.245944644391340148e+02
1.061386609869087624e+04,4.245976491178662968e+02
1.061386611464617454e+04,4.246008334443940271e+02
1.061386613060147465e+04,4.246040174194377528e+02
1.061386614655677295e+04,4.246072010422661265e+02
1.061386616251207306e+04,4.246103843135994111e+02
1.061386617846737136e+04,4.246135672327064299e+02
1.061386619442267147e+04,4.246167498003074456e+02
1.061386621037796976e+04,4.246199320156714521e+02
1.061386622633326988e+04,4.246231138795183710e+02
1.061386624228856817e+04,4.246262953911173668e+02
1.061386625824386829e+04,4.246294765511884179e+02
1.061386627419916658e+04,4.246326573590006319e+02
1.061386629015446670e+04,4.246358378152739874e+02
1.061386630610976681e+04,4.246390179196403665e+02
1.061386632206506511e+04,4.246421976717316511e+02
1.061386633802036522e+04,4.246453770722676495e+02
1.061386635397566351e+04,4.246485561205176964e+02
1.061386636993096363e+04,4.246517348172014295e+02
1.061386638588626192e+04,4.246549131615886381e+02
1.061386640184156204e+04,4.246580911543983916e+02
1.061386641779686033e+04,4.246612687949006499e+02
1.061386643375216045e+04,4.246644460838147666e+02
1.061386644970745874e+04,4.246676230204104741e+02
1.061386646566275886e+04,4.246707996054069554e+02
1.061386648161805715e+04,4.246739758380744547e+02
1.061386649757335726e+04,4.246771517191315297e+02
1.061386651352865556e+04,4.246803272478488793e+02
1.061386652948395567e+04,4.246835024249450043e+02
1.061386654543925397e+04,4.246866772496903764e+02
1.061386656139455408e+04,4.246898517228037235e+02
1.061386657734985238e+04,4.246930258435555174e+02
1.061386659330515249e+04,4.246961996126641452e+02
1.061386660926045079e+04,4.246993730294005900e+02
1.061386662521575090e+04,4.247025460944829547e+02
1.061386664117104920e+04,4.247057188071821656e+02
1.061386665712634931e+04,4.247088911682163825e+02
1.061386667308164760e+04,4.247120631768567591e+02
1.061386668903694772e+04,4.247152348338211141e+02
1.061386670499224601e+04,4.247184061383808853e+02
1.061386672094754613e+04,4.247215770912537209e+02
1.061386673690284442e+04,4.247247476917111157e+02
1.061386675285814454e+04,4.247279179404706042e+02
1.061386676881344283e+04,4.247310878368039084e+02
1.061386678476874295e+04,4.247342573814282787e+02
1.061386680072404306e+04,4.247374265739771317e+02
1.061386681667934135e+04,4.247405954140834297e+02
1.061386683263464147e+04,4.247437639024644795e+02
1.061386684858993976e+04,4.247469320383925719e+02
1.061386686454523988e+04,4.247500998225842181e+02
1.061386688050053817e+04,4.247532672543121635e+02
1.061386689645583829e+04,4.247564343342928055e+02
1.061386691241113658e+04,4.247596010617988895e+02
1.061386692836643670e+04,4.247627674375468132e+02
1.061386694432173499e+04,4.247659334608092649e+02
1.061386696027703510e+04,4.247690991323026992e+02
1.061386697623233340e+04,4.247722644512999750e+02
1.061386699218763351e+04,4.247754294185173194e+02
