Time (BJD_TBD - 2450000), L_f/L_star (ppm)
1.027127336805546656e+04,6.519794460179214468e+01
1.027127353332662278e+04,6.520065171105294155e+01
1.027127369859778082e+04,6.520335846179341388e+01
1.027127386386893704e+04,6.520606485391952845e+01
1.027127402914009326e+04,6.520877088742665251e+01
1.027127419441124948e+04,6.521147656228035316e+01
1.027127435968240752e+04,6.521418187847599768e+01
1.027127452495356374e+04,6.521688683591960967e+01
1.027127469022471996e+04,6.521959143460654218e+01
1.027127485549587800e+04,6.522229567453217669e+01
1.027127502076703422e+04,6.522499955560255103e+01
1.027127518603819044e+04,6.522770307781307508e+01
1.027127535130934666e+04,6.523040624112930175e+01
1.027127551658050470e+04,6.523310904554661249e+01
1.027127568185166092e+04,6.523581149097113041e+01
1.027127584712281714e+04,6.523851357739823698e+01
1.027127601239397518e+04,6.524121530482325682e+01
1.027127617766513140e+04,6.524391667315236987e+01
1.027127634293628762e+04,6.524661768238094339e+01
1.027127650820744384e+04,6.524931833247462976e+01
1.027127667347860188e+04,6.525201862342873937e+01
1.027127683874975810e+04,6.525471855514953745e+01
1.027127700402091432e+04,6.525741812763234861e+01
1.027127716929207236e+04,6.526011734087258276e+01
1.027127733456322858e+04,6.526281619477643403e+01
1.027127749983438480e+04,6.526551468933932654e+01
1.027127766510554284e+04,6.526821282455659912e+01
1.027127783037669906e+04,6.527091060033451697e+01
1.027127799564785528e+04,6.527360801666850421e+01
1.027127816091901150e+04,6.527630507352419897e+01
1.027127832619016954e+04,6.527900177089698275e+01
1.027127849146132576e+04,6.528169810869319178e+01
1.027127865673248198e+04,6.528439408690822177e+01
1.027127882200364002e+04,6.528708970553741153e+01
1.027127898727479624e+04,6.528978496448712576e+01
1.027127915254595246e+04,6.529247986375278856e+01
1.027127931781710868e+04,6.529517440330006650e+01
1.027127948308826672e+04,6.529786858312436948e+01
1.027127964835942294e+04,6.530056240313209059e+01
1.027127981363057916e+04,6.530325586331861132e+01
1.027127997890173719e+04,6.530594896367932733e+01
1.027128014417289342e+04,6.530864170412068859e+01
1.027128030944404964e+04,6.531133408463806234e+01
1.027128047471520586e+04,6.531402610519721463e+01
1.027128063998636389e+04,6.531671776579352695e+01
1.027128080525752011e+04,6.531940906633349186e+01
1.027128097052867633e+04,6.532210000681247664e+01
1.027128113579983437e+04,6.532479058722590537e+01
1.027128130107099059e+04,6.532748080748028485e+01
1.027128146634214681e+04,6.533017066757102498e+01
1.027128163161330303e+04,6.533286016746389180e+01
1.027128179688446107e+04,6.533554930715428100e+01
1.027128196215561729e+04,6.533823808654877041e+01
1.027128212742677351e+04,6.534092650564276994e+01
1.027128229269793155e+04,6.534361456443164684e+01
1.027128245796908777e+04,6.534630226282203580e+01
1.027128262324024399e+04,6.534898960080933250e+01
1.027128278851140021e+04,6.535167657835934563e+01
1.027128295378255825e+04,6.535436319546747086e+01
1.027128311905371447e+04,6.535704945204038552e+01
1.027128328432487069e+04,6.535973534807345686e+01
1.027128344959602873e+04,6.536242088356212321e+01
1.027128361486718495e+04,6.536510605841304766e+01
1.027128378013834117e+04,6.536779087262168275e+01
1.027128394540949739e+04,6.537047532615382295e+01
1.027128411068065543e+04,6.537315941900492078e+01
1.027128427595181165e+04,6.537584315108166777e+01
1.027128444122296787e+04,6.537852652237951645e+01
1.027128460649412591e+04,6.538120953289383408e+01
1.027128477176528213e+04,6.538389218253144008e+01
1.027128493703643835e+04,6.538657447128774436e+01
1.027128510230759457e+04,6.538925639912861243e+01
1.027128526757875261e+04,6.539193796604942577e+01
1.027128543284990883e+04,6.539461917195706064e+01
1.027128559812106505e+04,6.539730001684692695e+01
1.027128576339222309e+04,6.539998050071437774e+01
1.027128592866337931e+04,6.540266062346634612e+01
