Time (BJD_TBD - 2450000), F_planets/F_star (ppm)
9.880038437500130385e+03,2.289471490629304924e+02
9.880038456059855889e+03,2.289434019755429688e+02
9.880038474619583212e+03,2.289396549099027141e+02
9.880038493179308716e+03,2.289359078667469873e+02
9.880038511739036039e+03,2.289321608453440717e+02
9.880038530298761543e+03,2.289284138464311695e+02
9.880038548858488866e+03,2.289246668692766207e+02
9.880038567418214370e+03,2.289209199146175990e+02
9.880038585977941693e+03,2.289171729817224730e+02
9.880038604537667197e+03,2.289134260713283879e+02
9.880038623097394520e+03,2.289096791827036839e+02
9.880038641657120024e+03,2.289059323165855915e+02
9.880038660216847347e+03,2.289021854722423654e+02
9.880038678776572851e+03,2.288984386504113218e+02
9.880038697336298355e+03,2.288946918507278667e+02
9.880038715896025678e+03,2.288909450728276340e+02
9.880038734455751182e+03,2.288871983174478260e+02
9.880038753015478505e+03,2.288834515838567256e+02
9.880038771575204009e+03,2.288797048727915069e+02
9.880038790134931332e+03,2.288759581835205381e+02
9.880038808694656836e+03,2.288722115167810784e+02
9.880038827254384159e+03,2.288684648718412689e+02
9.880038845814109663e+03,2.288647182494384538e+02
9.880038864373836986e+03,2.288609716488409163e+02
9.880038882933562491e+03,2.288572250707859155e+02
9.880038901493289814e+03,2.288534785145416777e+02
9.880038920053015318e+03,2.288497319808454620e+02
9.880038938612740822e+03,2.288459854693328452e+02
9.880038957172468145e+03,2.288422389796392622e+02
9.880038975732193649e+03,2.288384925125019720e+02
9.880038994291920972e+03,2.288347460671893714e+02
9.880039012851646476e+03,2.288309996444384353e+02
9.880039031411373799e+03,2.288272532435177880e+02
9.880039049971099303e+03,2.288235068651643758e+02
9.880039068530826626e+03,2.288197605086466808e+02
9.880039087090552130e+03,2.288160141747017917e+02
9.880039105650279453e+03,2.288122678625980768e+02
9.880039124210004957e+03,2.288085215730727668e+02
9.880039142769732280e+03,2.288047753053942301e+02
9.880039161329457784e+03,2.288010290602995269e+02
9.880039179889183288e+03,2.287972828374242340e+02
9.880039198448910611e+03,2.287935366364039851e+02
9.880039217008636115e+03,2.287897904579758688e+02
9.880039235568363438e+03,2.287860443014084240e+02
9.880039254128088942e+03,2.287822981674384835e+02
9.880039272687816265e+03,2.287785520553346714e+02
9.880039291247541769e+03,2.287748059658341049e+02
9.880039309807269092e+03,2.287710598982050669e+02
9.880039328366994596e+03,2.287673138531847883e+02
9.880039346926721919e+03,2.287635678300415805e+02
9.880039365486447423e+03,2.287598218295126173e+02
9.880039384046174746e+03,2.287560758508663241e+02
9.880039402605900250e+03,2.287523298948397610e+02
9.880039421165625754e+03,2.287485839610685616e+02
9.880039439725353077e+03,2.287448380491883313e+02
9.880039458285078581e+03,2.287410921599360165e+02
9.880039476844805904e+03,2.287373462925802983e+02
9.880039495404531408e+03,2.287336004478579810e+02
9.880039513964258731e+03,2.287298546250378593e+02
9.880039532523984235e+03,2.287261088248565954e+02
9.880039551083711558e+03,2.287223630465829842e+02
9.880039569643437062e+03,2.287186172909538868e+02
9.880039588203164385e+03,2.287148715572378421e+02
9.880039606762889889e+03,2.287111258461719672e+02
9.880039625322617212e+03,2.287073801570246019e+02
9.880039643882342716e+03,2.287036344905327780e+02
9.880039662442068220e+03,2.286998888463323283e+02
9.880039681001795543e+03,2.286961432240586873e+02
9.880039699561521047e+03,2.286923976244488870e+02
9.880039718121248370e+03,2.286886520467716082e+02
9.880039736680973874e+03,2.286849064917636269e+02
9.880039755240701197e+03,2.286811609586935958e+02
9.880039773800426701e+03,2.286774154482985182e+02
9.880039792360154024e+03,2.286736699598469045e+02
9.880039810919879528e+03,2.286699244940756728e+02
9.880039829479606851e+03,2.286661790502534473e+02
9.880039848039332355e+03,2.286624336291171744e+02
9.880039866599059678e+03,2.286586882299354215e+02
9.880039885158785182e+03,2.286549428534451351e+02
9.880039903718510686e+03,2.286511974992820342e+02
9.880039922278238009e+03,2.286474521670816671e+02
9.880039940837963513e+03,2.286437068575810372e+02
9.880039959397690836e+03,2.286399615700488255e+02
9.880039977957416340e+03,2.286362163052218079e+02
9.880039996517143663e+03,2.286324710623686940e+02
9.880040015076869167e+03,2.286287258422262880e+02
9.880040033636596490e+03,2.286249806440633563e+02
9.880040052196321994e+03,2.286212354686166748e+02
9.880040070756049317e+03,2.286174903151548676e+02
9.880040089315774821e+03,2.286137451844149950e+02
9.880040107875502144e+03,2.286100000756654822e+02
9.880040126435227648e+03,2.286062549896433040e+02
9.880040144994953152e+03,2.286025099259841795e+02
