Time (BJD_TBD - 2450000), L_g/L_star (ppm)
1.014846018518507481e+04,5.406683569936837977e-03
1.014846020605984813e+04,5.412200780382992425e-03
1.014846022693461964e+04,5.417720803606822580e-03
1.014846024780939297e+04,5.423243640570256895e-03
1.014846026868416629e+04,5.428769290788173878e-03
1.014846028955893780e+04,5.434297753780992744e-03
1.014846031043371113e+04,5.439829030510645418e-03
1.014846033130848264e+04,5.445363120015200842e-03
1.014846035218325596e+04,5.450900023253817117e-03
1.014846037305802929e+04,5.456439739746916061e-03
1.014846039393280080e+04,5.461982269009371845e-03
1.014846041480757413e+04,5.467527612005890214e-03
1.014846043568234745e+04,5.473075768254118297e-03
1.014846045655711896e+04,5.478626737271704086e-03
1.014846047743189229e+04,5.484180520023350727e-03
1.014846049830666561e+04,5.489737116021164640e-03
1.014846051918143712e+04,5.495296524788335392e-03
1.014846054005621045e+04,5.500858747284023686e-03
1.014846056093098196e+04,5.506423782546297600e-03
1.014846058180575528e+04,5.511991631537089056e-03
1.014846060268052861e+04,5.517562293776818137e-03
1.014846062355530012e+04,5.523135768777588661e-03
1.014846064443007344e+04,5.528712057506875860e-03
1.014846066530484677e+04,5.534291159482328595e-03
1.014846068617961828e+04,5.539873074216051553e-03
1.014846070705439161e+04,5.545457802678292053e-03
1.014846072792916493e+04,5.551045344383925134e-03
1.014846074880393644e+04,5.556635698845056349e-03
1.014846076967870977e+04,5.562228867034704240e-03
1.014846079055348127e+04,5.567824847977077309e-03
1.014846081142825460e+04,5.573423642647967052e-03
1.014846083230302793e+04,5.579025250559479891e-03
1.014846085317779944e+04,5.584629671220944086e-03
1.014846087405257276e+04,5.590236905608153735e-03
1.014846089492734609e+04,5.595846953233212656e-03
1.014846091580211760e+04,5.601459813608224668e-03
1.014846093667689092e+04,5.607075487706208311e-03
1.014846095755166243e+04,5.612693974551375559e-03
1.014846097842643576e+04,5.618315275122286526e-03
1.014846099930120909e+04,5.623939388925501721e-03
1.014846102017598059e+04,5.629566315475897920e-03
1.014846104105075392e+04,5.635196055746496263e-03
1.014846106192552725e+04,5.640828609252170056e-03
1.014846108280029875e+04,5.646463975496708587e-03
1.014846110367507208e+04,5.652102155466994307e-03
1.014846112454984541e+04,5.657743148666809566e-03
1.014846114542461692e+04,5.663386954602719209e-03
1.014846116629939024e+04,5.669033574261601351e-03
1.014846118717416175e+04,5.674683006656575275e-03
1.014846120804893508e+04,5.680335252771750477e-03
1.014846122892370840e+04,5.685990312116458688e-03
1.014846124979847991e+04,5.691648184194486593e-03
1.014846127067325324e+04,5.697308869989943687e-03
1.014846129154802657e+04,5.702972369014933790e-03
1.014846131242279807e+04,5.708638680767699411e-03
1.014846133329757140e+04,5.714307806240665442e-03
1.014846135417234473e+04,5.719979744934847350e-03
1.014846137504711623e+04,5.725654496359578599e-03
1.014846139592188956e+04,5.731332061501737303e-03
1.014846141679666107e+04,5.737012439368900305e-03
1.014846143767143440e+04,5.742695630953492496e-03
1.014846145854620772e+04,5.748381635759301431e-03
1.014846147942097923e+04,5.754070453290112061e-03
1.014846150029575256e+04,5.759762084532808572e-03
1.014846152117052588e+04,5.765456528996721827e-03
1.014846154204529739e+04,5.771153786182865557e-03
1.014846156292007072e+04,5.776853857080894300e-03
1.014846158379484405e+04,5.782556741194595611e-03
1.014846160466961555e+04,5.788262438030527396e-03
1.014846162554438888e+04,5.793970948575572107e-03
1.014846164641916039e+04,5.799682271840075204e-03
1.014846166729393371e+04,5.805396408816465049e-03
1.014846168816870704e+04,5.811113359005752772e-03
1.014846170904347855e+04,5.816833121908957308e-03
1.014846172991825188e+04,5.822555698524045122e-03
1.014846175079302520e+04,5.828281088349260460e-03
1.014846177166779671e+04,5.834009290888391742e-03
1.014846179254257004e+04,5.839740307133862995e-03
1.014846181341734336e+04,5.845474136592234728e-03
1.014846183429211487e+04,5.851210778758976494e-03
1.014846185516688820e+04,5.856950234632058230e-03
1.014846187604165971e+04,5.862692503213511735e-03
1.014846189691643303e+04,5.868437585501304343e-03
1.014846191779120636e+04,5.874185480999226210e-03
1.014846193866597787e+04,5.879936189197201846e-03
1.014846195954075120e+04,5.885689711104289540e-03
1.014846198041552452e+04,5.891446046215960582e-03
1.014846200129029603e+04,5.897205194027687128e-03
1.014846202216506936e+04,5.902967155545752777e-03
1.014846204303984086e+04,5.908731929763873063e-03
1.014846206391461419e+04,5.914499517685562098e-03
1.014846208478938752e+04,5.920269918809061525e-03
1.014846210566415903e+04,5.926043132629843502e-03
1.014846212653893235e+04,5.931819160154194227e-03
1.014846214741370568e+04,5.937598000877584124e-03
1.014846216828847719e+04,5.943379654295483615e-03
1.014846218916325051e+04,5.949164121414178899e-03
1.014846221003802384e+04,5.954951401731914222e-03
1.014846223091279535e+04,5.960741494741387050e-03
1.014846225178756868e+04,5.966534401451655673e-03
1.014846227266234018e+04,5.972330120850890579e-03
